id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,28.2868000000000000,282.868,10,10,7,58985.714285714284000000,0,472168,472168,238,37.28136813443299,37.28136813443299,3.7281368134432986,53,,,,
4,8ball,common,29,24,1,0,4.2194516219239374,15088.759,3307,3576,9,100,0,121822,121822,93,88.33957459541949,88.33957459541949,0.026712904322775777,43,,,,
7,alien,common,29,29,1,0,4.7258045000000000,9451.609,2000,2000,24,188.000000000000000000,0,173249,173249,133,18.872147914852626,18.872147914852626,0.009436073957426313,55,,,,
8,angel,epic,29,29,1,0,15.3229400000000000,766.147,50,50,11,9000.000000000000000000,0,3127,2925,3,0.43768815725806154,0.43768815725806154,0.008753763145161231,80,,,,
9,banana,rare,29,29,1,0,8.0777066666666667,1211.656,150,150,26,1922,0,65179,65179,9,77.60488048788837,77.60488048788837,0.5173658699192558,45,,,,
11,basketball,common,29,29,1,0,3.0971504257332072,13094.752,4030,4228,4,93.000000000000000000,0,56311,56311,28,6.934394636948143,6.934394636948143,0.0017206934582997874,66,,,,
12,beachball,common,29,29,1,0,3.6118006863025450,12630.467,3263,3497,8,95,0,8797,6269,17,0.8193982771680306,0.8193982771680306,0.0002511180745228411,76,,,,
13,bomb,uncommon,24,29,1,0,5.3654500000000000,3219.270,600,600,23,1900,4,9761993,7037568,1404,5388.781449613355,6388.781449613355,10.647969082688926,2,1000,300.000000000000000000,521.6666666666666,
14,shades,epic,29,29,1,0,15.2535400000000000,762.677,50,50,33,8888,0,793410,793410,89,316.75722338083045,316.75722338083045,6.335144467616609,26,,,,
15,bowling,common,29,29,1,0,3.0058390000000000,6011.678,1998,2000,27,162.000000000000000000,0,1047,1047,1,0.22785862431228834,0.22785862431228834,0.00011404335551165583,81,,,,
17,ninja,rare,29,29,1,0,10.5519500000000000,1055.195,100,100,18,4120.000000000000000000,0,111581,111581,16,15.460956557476667,15.460956557476667,0.15460956557476668,61,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7808466666666667,1467.127,150,150,23,4000,0,822520,822520,117,559.9172579884738,559.9172579884738,3.7327817199231585,14,,,,
19,button,common,29,29,1,0,3.8391009586578790,12814.919,3081,3338,31,104.000000000000000000,0,317819,157883,87,62.11009874649687,62.11009874649687,0.020159071323108364,47,,,,
20,cat,uncommon,29,29,1,0,5.3278683333333333,3196.721,600,600,19,990.000000000000000000,3,1974545,1472603,351,2078.8472549973335,2078.8472549973335,3.464745424995556,6,,,,
21,cherry,rare,29,29,1,0,10.2642600000000000,1026.426,98,100,18,3300.000000000000000000,0,246094,246094,107,263.26351135412744,263.26351135412744,2.6863623607564024,30,,,,
22,egg,rare,29,29,1,0,13.9966600000000000,1399.666,100,100,18,8500,0,1300084,1009996,224,484.0344134918844,484.0344134918844,4.840344134918844,16,,,,
23,coconut,rare,29,29,1,0,7.0195300353356890,1986.527,271,283,5,1550,0,,,,,,,83,,,,
24,cute,uncommon,29,29,1,0,5.7214530386740331,4142.332,707,724,5,466,0,3770,3770,3,1.2446854364563604,1.2446854364563604,0.0017605168832480346,73,,,,
25,devil,epic,29,29,1,0,14.9995975609756098,1229.967,81,82,10,11499.600000000000000000,0,1586109,1534429,569,434.4539231378278,434.4539231378278,5.363628680713924,22,,,,
26,revolver,uncommon,29,29,1,0,4.1425500000000000,2485.530,600,600,23,555,0,250964,188979,93,63.52069582553534,63.52069582553534,0.10586782637589223,46,,,,
27,disguise,epic,29,29,1,0,12.3932567567567568,917.101,73,74,30,7380.000000000000000000,0,189293,95122,62,15.812915789634014,15.812915789634014,0.21661528478950703,58,,,,
28,dog,uncommon,29,29,1,0,5.0519716666666667,3031.183,600,600,27,520,0,43035,43035,28,9.365707638280162,9.365707638280162,0.015609512730466936,65,,,,
29,donut,uncommon,29,29,1,0,5.5135576407506702,4113.114,686,746,26,400,0,8580,8580,7,1.2015553592664652,1.2015553592664652,0.001751538424586684,74,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,5,6718.800000000000000000,0,,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.8890727848101266,2492.947,312,316,16,1600,0,30335,30335,32,3.564453185678464,3.564453185678464,0.011424529441277129,71,,,,
32,eyeball,rare,29,17,1,0,7.0317361111111111,2025.140,275,288,33,1400,0,,,,,,,85,,,,
