id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
33,eyeball2,epic,29,29,1,0,10.5329733333333333,789.973,71,75,14,5690.000000000000000000,0,14100,14100,12,4.273246409434162,4.273246409434162,0.06018656914696002,70,,,,
34,discoball,epic,29,29,1,0,14.3206415094339623,758.994,53,53,7,7577,0,,,,,,,86,,,,
35,fishcake,uncommon,29,29,1,0,5.3529192886456908,3912.984,681,731,19,392.000000000000000000,0,113756,58758,55,94.21212016381627,94.21212016381627,0.13834378878680803,42,,,,
36,floater,rare,29,29,1,0,8.5626333333333333,1284.395,150,150,32,2720.000000000000000000,0,373828,205287,51,456.54917749277473,456.54917749277473,3.043661183285165,18,,,,
37,fox,uncommon,29,29,1,0,6.0479101412066752,4711.322,707,779,31,394,0,3960,3960,2,0.4531956179806614,0.4531956179806614,0.000641012189505886,78,,,,
38,fox777,legendary,29,29,1,0,31.8640000000000000,446.096,14,14,32,104100.000000000000000000,0,168683,168683,48,83.62649084007542,83.62649084007542,5.973320774291102,44,,,,
40,gamer,rare,29,29,1,0,10.3682100000000000,1036.821,99,100,20,4700,0,35879,35879,12,4.510241442599778,4.510241442599778,0.045557994369694724,68,,,,
41,xmasball,epic,29,29,1,0,10.8076333333333333,648.458,60,60,19,8005.000000000000000000,0,32338,32338,12,6.745925283567368,6.745925283567368,0.11243208805945613,67,,,,
42,derp,uncommon,29,24,1,0,7.0964928571428571,2980.527,420,420,11,1360.000000000000000000,0,1006057,583898,149,254.53818122052246,254.53818122052246,0.6060432886202916,31,,,,
43,moneybag,legendary,29,29,1,0,19.2006000000000000,192.006,10,10,30,41000.138000000000000000,0,53604,53604,11,4.477902183321843,4.477902183321843,0.44779021833218435,69,,,,
44,moon,uncommon,29,29,1,0,6.2190316666666667,3731.419,600,600,12,4450,0,685888,685888,221,269.6946436025153,269.6946436025153,0.44949107267085886,29,,,,
45,bull,uncommon,29,29,1,0,6.3816567357512953,4926.639,738,772,10,504.000000000000000000,0,194048,194048,44,15.741775630171881,15.741775630171881,0.02133031928207572,60,,,,
46,opencan,uncommon,29,29,1,0,5.0135350000000000,3008.121,600,600,26,499.000000000000000000,0,5761,5761,3,0.8206524642595042,0.8206524642595042,0.0013677541070991736,75,,,,
47,candyswirl,rare,29,21,1,0,11.6909200000000000,1169.092,100,100,20,7100.000000000000000000,1,2136715,1505083,651,550.9794840302549,550.9794840302549,5.509794840302549,15,,,,
48,royman,epic,29,29,1,0,12.5500000000000000,627.500,50,50,24,7000,0,6146,6146,3,0.6694885458772301,0.6694885458772301,0.013389770917544602,77,,,,
49,panda,uncommon,29,29,1,0,5.5023083333333333,3301.385,599,600,32,512.000000000000000000,0,534207,534207,169,452.9597647729984,452.9597647729984,0.7561932633939874,19,,,,
50,melon,rare,29,29,1,0,7.0457814814814815,1902.361,266,270,28,1600,0,514986,329179,157,270.12576224970115,270.12576224970115,1.0155103843973727,28,,,,
51,casinochip,uncommon,29,29,1,0,5.3576916666666667,3214.615,600,600,13,2700,1,2711761,2028355,826,1820.7167225124301,1820.7167225124301,3.0345278708540504,8,,500.000000000000000000,,
52,pizza,rare,29,29,1,0,8.9094533333333333,1336.418,150,150,25,2250,0,70379,69613,32,16.412857775966334,16.412857775966334,0.10941905183977556,57,,,,
53,jackolantern,rare,29,29,1,0,9.7037666666666667,1455.565,150,150,33,2400,0,71101,71101,16,17.055402384140216,17.055402384140216,0.11370268256093477,56,,,,
54,waffle,uncommon,29,24,1,0,5.1746657496561210,3761.982,678,727,7,400.598000000000000000,0,152878,70711,40,12.070917549803982,12.070917549803982,0.017803713200300858,63,,,,
55,saturn,common,29,29,1,0,3.7601475000000000,7520.295,1996,2000,21,210,0,230778,230778,147,115.87460838645461,115.87460838645461,0.05805341101525782,41,,,,
56,marble,rare,29,29,1,0,7.5320557491289199,2161.700,278,287,16,1500,0,9264,8542,5,1.6832422401871254,1.6832422401871254,0.006054828202111962,72,,,,
57,skull,uncommon,29,29,1,0,6.5798987730061350,4290.094,650,652,4,822,0,1206823,822647,373,271.333465596343,271.333465596343,0.41743610091745076,27,,,,
58,skullpatch,rare,29,29,1,0,9.1570466666666667,1373.557,150,150,14,2350,0,158933,88542,34,48.167366779475145,48.167366779475145,0.3211157785298343,50,,,,
59,football,common,29,29,1,0,4.2261355000000000,8452.271,1997,2000,18,1050,2,7448961,7102291,2050,2095.823526364039,2095.823526364039,1.0494859921702748,5,,400.000000000000000000,156.5,
60,starballoon,common,29,29,1,0,3.4719502040816327,12759.417,3412,3676,14,91.386000000000000000,0,49753,49753,38,15.078498482877862,15.078498482877862,0.004419255123938412,62,,,,
61,tamagochi,epic,29,29,1,0,12.1186447368421053,921.017,76,76,11,6612.379047619047600000,0,,,,,,,87,,,,
62,target,uncommon,29,29,1,0,5.0469061662198391,3764.992,711,746,7,357.600000000000000000,0,1802,1068,2,0.14228203812678591,0.14228203812678591,0.00020011538414456528,82,,,,
64,tomato,uncommon,29,29,1,0,5.0387332457293035,3834.476,739,761,33,376,0,65778,65778,46,15.77854401518931,15.77854401518931,0.021351209763449674,59,,,,
65,volleyball,common,29,29,1,0,3.1101410000000000,6220.282,2000,2000,6,239.000000000000000000,0,746074,474599,164,129.21970466579216,129.21970466579216,0.06460985233289608,40,,,,
66,racoon,uncommon,29,29,1,0,6.3609781771501926,4955.202,733,779,3,399,0,483538,256233,170,40.843952204200484,40.843952204200484,0.05572162647230625,51,,,,
67,peach,rare,29,29,1,0,10.2108100000000000,1021.081,100,100,11,4475,1,1637663,1037957,391,461.9336782639688,461.9336782639688,4.619336782639688,17,,,,
68,watermelon,uncommon,29,29,1,0,4.2218150000000000,2533.089,600,600,12,512.000000000000000000,0,935743,935743,226,428.26133784477474,428.26133784477474,0.7137688964079579,23,,,,
69,citrus,epic,29,21,1,0,15.7571600000000000,787.858,50,50,21,7500,0,1349394,880782,198,328.1661036234,328.1661036234,6.563322072468,25,,,,
70,potion,epic,29,24,1,0,14.0673000000000000,703.365,50,50,24,9000,0,1041381,548962,176,230.9081898623781,230.9081898623781,4.618163797247562,33,,,,
71,crlogo,legendary,29,29,1,0,35.3937000000000000,353.937,10,10,26,72464.800000000000000000,7,9423819,8795022,1203,6062.587990395962,9062.587990395961,906.2587990395962,1,3000,600.000000000000000000,176.5,1000
72,yinyang,uncommon,29,29,1,0,5.4803846153846154,3918.475,687,715,6,408.600000000000000000,0,5580,5580,4,0.438891931815129,0.438891931815129,0.000638852884738179,79,,,,
73,waffle2,legendary,29,29,1,0,17.7521666666666667,319.539,18,18,8,40000,0,989131,853909,191,421.50481874923855,421.50481874923855,23.416934374957698,24,,,,
74,snowman,epic,29,29,1,0,12.5332800000000000,626.664,50,50,27,6955.400000000000000000,0,398280,253037,83,234.89743184441093,234.89743184441093,4.697948636888219,32,,,,
75,crosshair,common,21,29,1,0,3.5887765000000000,7177.553,2000,2000,7,1000,0,5613554,5613554,1285,814.9538811069765,814.9538811069765,0.40747694055348826,10,,100.000000000000000000,,
76,xmasball2,common,29,29,1,0,3.3818949748743719,13459.942,3760,3980,23,55,0,130246,130246,110,55.64461209607891,55.64461209607891,0.014799098961723114,48,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5068800000000000,1150.688,100,100,26,4016.800000000000000000,1,1150188,570813,95,436.77128414541073,436.77128414541073,4.367712841454107,21,,,,
78,vase,common,29,29,1,0,2.5102970000000000,5020.594,1999,2000,29,170.000000000000000000,0,1122397,747870,332,450.5109722427551,450.5109722427551,0.22536817020648078,20,,,,
79,ufo,uncommon,29,29,1,0,5.9539150000000000,3572.349,600,600,6,2000,0,539032,538795,149,51.07062023528772,51.07062023528772,0.0851177003921462,49,,,,
80,wheeee,rare,29,29,1,0,9.0105733333333333,1351.586,150,150,23,4211.400000000000000000,0,484840,484774,117,130.12720292932016,130.12720292932016,0.8675146861954678,39,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5689400000000000,878.447,50,50,13,16800.000000000000000000,0,86417,86417,13,39.78243088461456,39.78243088461456,0.7956486176922912,52,,,,
83,ape,epic,29,29,1,0,16.9766800000000000,848.834,50,50,8,9000,0,259603,137574,48,24.180771961765636,24.180771961765636,0.4836154392353127,54,,,,
84,ghost,epic,29,24,1,0,23.2819000000000000,1164.095,50,50,23,50000,0,5312469,3939958,1218,1850.671967579416,1850.671967579416,37.013439351588325,7,,200.000000000000000000,,
85,diver,rare,29,24,1,0,8.2963800000000000,1244.457,150,150,22,6300.000000000000000000,0,2838302,2407736,803,872.5778939683141,872.5778939683141,5.817185959788761,9,,,,
86,cobra,legendary,29,29,1,0,34.3978000000000000,343.978,10,10,19,72500,1,1968238,1688007,417,672.1058051461328,672.1058051461328,67.21058051461327,11,,,,
87,clock,common,29,29,1,0,2.4701090000000000,4940.218,2000,2000,5,200.200000000000000000,0,128359,128359,31,130.54766894085543,130.54766894085543,0.06527383447042771,38,,,,
88,ladybug,rare,21,29,1,0,9.9443466666666667,1491.652,150,150,3,8500,4,7021897,6341074,1581,3459.4925694101266,3459.4925694101266,23.063283796067513,4,,400.000000000000000000,,
89,dragon,epic,29,29,1,100.000000000000000000,16.5281000000000000,826.405,50,50,31,10900,0,1737541,1737541,497,670.6252853209446,670.6252853209446,13.412505706418893,12,,,,
90,virus,common,29,29,1,0,2.5544745000000000,5108.949,2000,2000,30,127.000000000000000000,0,118273,118273,40,9.880138141333191,9.880138141333191,0.004940069070666596,64,,,,
91,cougar,rare,29,29,1,0,9.1719000000000000,1375.785,150,150,25,2600,0,390309,238929,105,197.1818100987969,197.1818100987969,1.314545400658646,36,,,,
92,botroyale,legendary,29,29,1,0,23.6446000000000000,236.446,10,10,17,47240.000000000000000000,0,627212,350398,175,221.83010405228538,221.83010405228538,22.183010405228536,35,,,,
93,mummy,epic,29,24,1,0,15.2093200000000000,760.466,50,50,9,8500,0,578581,358230,72,223.54257617294164,223.54257617294164,4.470851523458832,34,,,,
94,frankie,rare,24,29,1,0,7.4885733333333333,1123.286,150,150,3,2762.000000000000000000,7,8593535,7120413,2194,4543.902001656591,5043.902001656591,33.62601334437727,3,500,,,
95,earth,uncommon,29,24,1,0,3.0812633333333333,1848.758,600,600,15,749.998000000000000000,0,422991,233051,145,168.49982012939788,168.49982012939788,0.28083303354899647,37,,,,
131,bat,epic,29,24,1,0,11.1596200000000000,557.981,50,50,27,11380.000000000000000000,1,1145389,1126246,366,602.5145849888821,602.5145849888821,12.050291699777642,13,,,,
