id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.3291000000000000,303.291,10,10,18,63900.000000000000000000,0,741108,186,267.48020777511005,267.48020777511005,26.748020777511005,34,,,,
4,8ball,common,29,24,1,0,4.1859606584821429,15002.483,3315,3584,24,139,0,486581,452,102.96403039019194,102.96403039019194,0.031060039333391232,46,,,,
7,alien,common,29,29,1,0,4.6688935000000000,9337.787,2000,2000,14,300,0,279391,162,62.3870907765286,62.3870907765286,0.031193545388264302,51,,,,
8,angel,epic,29,29,1,0,17.9182000000000000,895.910,50,50,7,30000,0,199983,91,48.95267579984106,48.95267579984106,0.9790535159968212,57,,,,
9,banana,rare,29,29,1,0,7.9307133333333333,1189.607,150,150,33,2129.600000000000000000,0,156157,49,30.550990408034863,30.550990408034863,0.2036732693868991,68,,,,
11,basketball,common,29,29,1,0,3.7942924320352682,10328.064,2523,4282,7,100,0,234407,259,57.3791266068283,57.3791266068283,0.022742420375278755,52,,,,
12,beachball,common,29,29,1,0,3.5927417974322397,12592.560,3271,3505,11,109.800000000000000000,0,203868,169,33.22512057718344,33.22512057718344,0.010157481069148102,67,100.000000000000000000,,,
13,bomb,uncommon,29,29,1,0,5.0880950000000000,3052.857,600,600,23,1070.000000000000000000,0,2297503,983,1414.6794749587482,1414.6794749587482,2.357799124931247,16,,,,
14,shades,epic,29,24,1,0,14.7885200000000000,739.426,50,50,23,10000,0,1096801,231,251.09973537422894,251.09973537422894,5.021994707484579,35,,,,
15,bowling,common,29,29,1,0,2.9055900000000000,5811.180,1998,2000,25,210,0,218191,207,40.46550187281048,40.46550187281048,0.020253003940345585,64,,,,
17,ninja,rare,29,29,1,0,10.4291600000000000,1042.916,100,100,28,5890.000000000000000000,0,83240,28,19.06061275841973,19.06061275841973,0.1906061275841973,76,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3841933333333333,1407.629,150,150,10,4485.000000000000000000,1,2321539,702,1075.8739310947217,1075.8739310947217,7.172492873964811,17,100.000000000000000000,,,
19,button,common,29,29,1,0,3.8160221225710015,12764.594,3087,3345,25,102.000000000000000000,0,77968,106,14.27468295504236,14.27468295504236,0.0046241279413807455,79,,,,
20,cat,uncommon,29,29,1,0,5.1458583333333333,3087.515,600,600,30,1145.000000000000000000,1,4198988,789,2877.3873356577787,2877.3873356577787,4.795645559429631,7,,,,
21,cherry,rare,29,29,1,0,10.1627300000000000,1016.273,98,100,19,3662.000000000000000000,0,659450,270,399.91527967431637,399.91527967431637,4.080768159942004,26,,,,
