id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.5582000000000000,325.582,10,10,6,60000,0,292050,42,160.82451927617194,160.82451927617194,16.082451927617193,38,,,,
4,8ball,common,24,29,1,0,4.1606642498605689,14920.142,3317,3586,25,182.400000000000000000,0,636496,544,187.51363331990112,187.51363331990112,0.05653109234847788,35,,,,
7,alien,common,29,29,1,0,4.6272265000000000,9254.453,2000,2000,24,230,0,259002,176,178.9313763008286,178.9313763008286,0.0894656881504143,36,,,,
8,angel,epic,29,29,1,0,17.7382400000000000,886.912,50,50,21,18718.000000000000000000,0,205457,63,25.513210083631787,25.513210083631787,0.5102642016726358,67,,,,
9,banana,rare,29,29,1,0,7.8909600000000000,1183.644,150,150,26,2019.800000000000000000,0,7822,13,1.8430460106694708,1.8430460106694708,0.012286973404463138,85,,,,
11,basketball,common,29,29,1,0,3.9105201565557730,9991.379,2356,4289,5,148.000000000000000000,0,164522,225,33.26615705129246,33.26615705129246,0.014119761057424643,61,,,,
12,beachball,common,29,29,1,0,3.6038010306326940,12588.077,3258,3512,26,122.798000000000000000,0,669947,335,429.0608407453997,429.0608407453997,0.13169454903173716,25,,,,
13,bomb,uncommon,29,24,1,0,5.0507416666666667,3030.445,600,600,18,686.000000000000000000,0,1937331,463,779.0157895358082,779.0157895358082,1.298359649226347,17,,,,
14,shades,epic,29,29,1,0,14.6539400000000000,732.697,50,50,32,12064.000000000000000000,0,445768,88,50.58242036655623,50.58242036655623,1.0116484073311245,54,,,,
15,bowling,common,29,29,1,0,3.3546831882116544,5008.542,1491,2000,26,150,0,176348,144,37.479198169220915,37.479198169220915,0.025136953835828917,60,,,,
17,ninja,rare,29,29,1,0,10.4113300000000000,1041.133,100,100,15,5590.000000000000000000,0,20135,28,4.48739372583372,4.48739372583372,0.0448739372583372,83,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.2930333333333333,1393.955,150,150,27,3400,0,591540,187,336.33868060974805,336.33868060974805,2.242257870731654,31,,,,
19,button,common,29,29,1,0,3.8176342482100239,12796.710,3094,3352,22,150,0,211179,177,57.15467558183142,57.15467558183142,0.01847274582476775,50,,,,
20,cat,uncommon,29,24,1,0,5.1207566666666667,3072.454,600,600,30,995.400000000000000000,1,1187748,483,721.2567951159839,721.2567951159839,1.2020946585266399,20,,,,
21,cherry,rare,29,29,1,0,10.0749700000000000,1007.497,98,100,23,3962.000000000000000000,0,115500,80,31.348162924256393,31.348162924256393,0.31987921351282034,62,,,,
22,egg,rare,29,19,1,0,13.5283700000000000,1352.837,100,100,15,6980.000000000000000000,0,2350349,1242,1024.1822292513255,1024.1822292513255,10.241822292513255,14,100.000000000000000000,,,
23,coconut,rare,29,29,1,0,6.8427058823529412,1977.542,276,289,15,1600,0,73376,23,16.352967570239635,16.352967570239635,0.05924988250086824,73,,,,
24,cute,uncommon,29,29,1,0,5.6283480055020633,4091.809,710,727,5,605.000000000000000000,0,124118,120,25.096515243507362,25.096515243507362,0.03534720456832023,68,,,,
25,devil,epic,29,29,1,0,13.7988888888888889,1117.710,80,81,21,7500,0,1909860,375,444.12022170434375,444.12022170434375,5.551502771304297,24,,,,
26,revolver,uncommon,29,21,1,0,3.8926683333333333,2335.601,600,600,20,1480.666000000000000000,1,2253851,973,872.5948834437357,872.5948834437357,1.4543248057395595,16,,,,
27,disguise,epic,29,21,1,0,12.3362597402597403,949.892,76,77,13,5957.000000000000000000,1,2140012,368,1140.202660578129,1140.202660578129,15.00266658655433,12,,,,
28,dog,uncommon,29,29,1,0,4.7031600000000000,2821.896,600,600,15,692.000000000000000000,0,357064,342,88.11271124045672,88.11271124045672,0.14685451873409452,44,,,,
29,donut,uncommon,29,29,1,0,5.4572377158034529,4109.300,693,753,25,399,0,254441,126,28.257144106354048,28.257144106354048,0.040775099720568614,66,,,,
30,baseball,epic,29,29,1,0,9.6044142857142857,672.309,69,70,17,5518.800000000000000000,0,12189,20,2.03153564296347,2.03153564296347,0.029442545550195216,84,,,,
31,bowie,rare,29,29,1,0,7.7403848484848485,2554.327,326,330,9,1350,0,381599,264,262.21310393239736,262.21310393239736,0.8043346746392557,34,,,,
32,eyeball,rare,29,29,1,0,6.9990374149659864,2057.717,281,294,5,1450,0,231861,150,46.941231016629374,46.941231016629374,0.16705064418729315,55,,,,
33,eyeball2,epic,29,29,1,0,10.6503684210526316,809.428,72,76,17,6420.000000000000000000,0,120058,55,20.01001773918355,20.01001773918355,0.27791691304421595,70,,,,
34,discoball,epic,29,29,1,0,13.8138113207547170,732.132,53,53,8,8600,0,34770,18,6.642806216269588,6.642806216269588,0.1253359663447092,79,,,,
35,fishcake,uncommon,29,29,1,0,5.3177954239569314,3951.122,693,743,16,714.600000000000000000,0,27750,34,4.819331844640707,4.819331844640707,0.006954302806119346,82,,,,
36,floater,rare,29,29,1,0,8.4934200000000000,1274.013,150,150,5,5800,0,42635,38,8.620747413001629,8.620747413001629,0.05747164942001086,78,,,,
37,fox,uncommon,29,29,1,0,5.9203391959798995,4712.590,724,796,16,520.000000000000000000,0,110102,100,19.121372063374093,19.121372063374093,0.02641073489416311,71,,,,
38,fox777,legendary,29,29,1,0,30.3783571428571429,425.297,14,14,8,150000,0,1392722,362,758.5943172486686,758.5943172486686,54.1853083749049,18,,,,
40,gamer,rare,29,29,1,0,9.4934800000000000,949.348,99,100,17,3630.000000000000000000,0,345081,143,147.55167627023667,147.55167627023667,1.490420972426633,41,,,,
41,xmasball,epic,29,29,1,0,10.7233666666666667,643.402,59,60,17,6580.000000000000000000,0,79894,31,13.315900291978298,13.315900291978298,0.22569322528776778,75,,,,
42,derp,uncommon,29,29,1,0,6.9574809523809524,2922.142,420,420,31,1332.000000000000000000,0,588994,285,391.71501842218225,391.71501842218225,0.9326548057671006,26,,,,
43,moneybag,legendary,29,29,1,0,19.2316000000000000,192.316,10,10,15,43413.142000000000000000,0,279413,168,72.88556832273662,72.88556832273662,7.288556832273661,48,,,,
44,moon,uncommon,29,19,1,0,5.6591316666666667,3395.479,600,600,31,3520.000000000000000000,1,4301259,1657,2434.3053427551786,2434.3053427551786,4.057175571258631,7,100.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.2745412371134021,4869.044,742,776,26,980,0,458241,289,85.71330445265095,85.71330445265095,0.11551658282028429,45,,,,
46,opencan,uncommon,29,24,1,0,4.8983416666666667,2939.005,600,600,29,589.000000000000000000,0,769943,267,175.81859031820954,175.81859031820954,0.2930309838636826,37,,,,
