id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7289000000000000,307.289,10,10,4,56400.000000000000000000,0,266119,57,167.04420198635762,167.04420198635762,16.704420198635763,38,,,,
4,8ball,common,29,24,1,0,4.1991620564403465,15028.801,3310,3579,23,120,0,355625,230,71.02419858632143,71.02419858632143,0.021457461808556323,45,,,,
7,alien,common,29,29,1,0,4.6977000000000000,9395.400,2000,2000,23,200.000000000000000000,0,162589,115,32.47171437314985,32.47171437314985,0.016235857186574925,61,,,,
8,angel,epic,29,29,1,0,15.0502600000000000,752.513,50,50,23,12000,0,167012,59,33.975643936410215,33.975643936410215,0.6795128787282043,59,,,,
9,banana,rare,29,29,1,0,7.9344266666666667,1190.164,150,150,5,2000,0,131313,63,12.50563210035954,12.50563210035954,0.0833708806690636,74,,,,
11,basketball,common,29,29,1,0,3.3224581523313061,11472.448,3255,4243,26,82.600000000000000000,0,339363,372,34.26009451566373,34.26009451566373,0.010525374659190087,58,,,,
12,beachball,common,29,29,1,0,3.6023806801943412,12604.730,3265,3499,24,120.000000000000000000,0,325639,130,47.13409958522398,47.13409958522398,0.014436171389042567,52,,,,
13,bomb,uncommon,29,24,1,0,5.2149616666666667,3128.977,600,600,7,1555,1,5426294,1046,2136.1915484267493,2136.1915484267493,3.5603192473779153,6,100.000000000000000000,,,
14,shades,epic,29,24,1,0,14.9338600000000000,746.693,50,50,3,13240.000000000000000000,0,185103,85,31.04797947023322,31.04797947023322,0.6209595894046643,62,,,,
15,bowling,common,29,29,1,0,2.9458815000000000,5891.763,1998,2000,27,200,0,121945,110,29.446536397629565,29.446536397629565,0.014738006205019803,63,,,,
17,ninja,rare,29,29,1,0,10.4552900000000000,1045.529,100,100,5,4650,0,6007,11,0.5720784082829555,0.5720784082829555,0.005720784082829555,87,,,,
18,burger,rare,24,24,1,300.000000000000000000,9.5710666666666667,1435.660,150,150,26,6600,1,4348001,955,1916.7536088976292,1916.7536088976292,12.778357392650861,8,,,,
19,button,common,29,21,1,0,3.8265706163973668,12788.399,3084,3342,15,120,0,133576,150,43.22317198782655,43.22317198782655,0.014015295715897064,54,,,,
20,cat,uncommon,29,24,1,0,5.1713250000000000,3102.795,600,600,26,940,0,1466755,434,309.3394390262445,309.3394390262445,0.5155657317104075,29,,,,
21,cherry,rare,29,29,1,0,10.2212100000000000,1022.121,98,100,15,3500,0,428887,166,360.9743221488241,360.9743221488241,3.6834114504982054,28,,,,
22,egg,rare,29,24,1,0,13.8525600000000000,1385.256,100,100,7,7820.000000000000000000,0,2627373,816,1129.5633566365723,1129.5633566365723,11.295633566365723,16,,,,
23,coconut,rare,29,29,1,0,6.9484146341463415,1994.195,274,287,23,1700,0,222364,158,44.40977123219341,44.40977123219341,0.16207945705180077,53,,,,
24,cute,uncommon,29,29,1,0,5.6724254143646409,4106.836,707,724,16,532.000000000000000000,0,10539,14,2.146220139832571,2.146220139832571,0.0030356720506825616,85,,,,
25,devil,epic,29,24,1,0,14.2359629629629630,1153.113,80,81,20,7702.400000000000000000,0,2373046,1051,1087.7261223633927,1087.7261223633927,13.596576529542409,17,,,,
26,revolver,uncommon,29,29,1,0,4.0984083333333333,2459.045,600,600,24,853,0,784921,383,221.4998679364024,221.4998679364024,0.36916644656067066,32,,,,
27,disguise,epic,29,29,1,0,12.2257027027027027,904.702,73,74,21,8000,0,127768,56,25.088110974038372,25.088110974038372,0.3436727530690188,64,,,,
28,dog,uncommon,29,29,1,0,4.9186883333333333,2951.213,600,600,3,546,0,554391,402,197.38698684161218,197.38698684161218,0.32897831140268696,35,,,,
29,donut,uncommon,29,29,1,0,5.4839061662198391,4090.994,686,746,19,420,0,510456,245,43.178962441990336,43.178962441990336,0.06294309393876142,55,,,,
30,baseball,epic,29,29,1,0,9.6433285714285714,675.033,69,70,31,6718.800000000000000000,0,18889,13,5.55042978065442,5.55042978065442,0.08044101131383216,83,,,,
31,bowie,rare,29,24,1,0,7.8705781250000000,2518.585,316,320,4,1500,0,262475,126,57.03471157762895,57.03471157762895,0.1804895936000916,51,,,,
32,eyeball,rare,29,29,1,0,6.9945224913494810,2021.417,276,289,20,1500,0,229240,99,43.126023741821655,43.126023741821655,0.15625370920949874,56,,,,
33,eyeball2,epic,29,29,1,0,10.3591733333333333,776.938,71,75,7,6360.000000000000000000,0,79659,33,15.780985443992742,15.780985443992742,0.22226740061961608,68,,,,
34,discoball,epic,29,29,1,0,14.0072075471698113,742.382,53,53,21,8740.000000000000000000,0,317156,101,58.50391669846595,58.50391669846595,1.1038474848767161,50,,,,
35,fishcake,uncommon,29,29,1,0,5.3380625850340136,3923.476,685,735,18,441.798000000000000000,0,11573,15,3.442378855803581,3.442378855803581,0.005025370592413987,84,,,,
36,floater,rare,29,29,1,0,8.4984600000000000,1274.769,150,150,13,3300,0,3101,5,0.61384543806862,0.61384543806862,0.004092302920457467,86,,,,
37,fox,uncommon,29,29,1,0,5.9598750000000000,4672.542,712,784,26,398,0,77024,73,7.245026970876158,7.245026970876158,0.010175599678196852,80,,,,
38,fox777,legendary,29,24,1,0,31.5637857142857143,441.893,14,14,13,65000,1,3228072,645,1646.455630919205,1646.455630919205,117.60397363708607,10,,,,
40,gamer,rare,29,29,1,0,10.2484200000000000,1024.842,99,100,22,6279.800000000000000000,0,260244,92,79.56847806491521,79.56847806491521,0.8037220006557092,43,,,,
41,xmasball,epic,29,29,1,0,10.7722333333333333,646.334,60,60,30,8005.000000000000000000,0,93807,43,6.757819876097357,6.757819876097357,0.11263033126828928,81,,,,
42,derp,uncommon,29,24,1,0,7.0606047619047619,2965.454,420,420,23,1000,0,332405,102,66.38678026315971,66.38678026315971,0.15806376253133264,46,,,,
43,moneybag,legendary,29,24,1,0,18.9011000000000000,189.011,10,10,25,41000.138000000000000000,0,984954,364,217.2844393208614,217.2844393208614,21.72844393208614,33,,,,
44,moon,uncommon,24,19,1,0,6.0331083333333333,3619.865,600,600,25,9000,5,7725025,2244,5008.191172215195,5508.191172215195,9.180318620358658,3,300.000000000000000000,500,224.00000000000003,
45,bull,uncommon,29,29,1,0,6.3592603626943005,4909.349,738,772,33,533.000000000000000000,0,575250,167,301.604024802892,301.604024802892,0.4086775403833225,30,,,,
46,opencan,uncommon,29,29,1,0,4.9677983333333333,2980.679,600,600,7,575,0,870790,310,366.263165261202,366.263165261202,0.61043860876867,27,,,,
47,candyswirl,rare,24,24,1,0,11.3509100000000000,1135.091,100,100,6,6650.000000000000000000,2,3045987,1427,1793.151551121018,1793.151551121018,17.93151551121018,9,,,,
48,royman,epic,29,29,1,0,12.4219000000000000,621.095,50,50,9,6980,0,111452,59,21.797358616995343,21.797358616995343,0.4359471723399069,66,,,,
49,panda,uncommon,29,29,1,0,5.4347966666666667,3260.878,599,600,27,750,0,483851,311,108.38173578031986,108.38173578031986,0.18093778928267087,42,,,,
