id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.2475000000000000,302.475,10,10,15,63900.000000000000000000,0,248110,107,47.379000304582334,47.379000304582334,4.737900030458233,63,,,,
4,8ball,common,29,29,1,0,4.1834567522321429,14993.509,3315,3584,24,117.600000000000000000,0,564316,510,371.9969008546212,371.9969008546212,0.11221625968465193,31,,,,
7,alien,common,29,29,1,0,4.6617315000000000,9323.463,2000,2000,16,230,0,350967,169,321.2003143499821,321.2003143499821,0.16060015717499104,33,,,,
8,angel,epic,29,29,1,0,17.9135000000000000,895.675,50,50,23,30280.000000000000000000,0,236748,82,56.148148793286126,56.148148793286126,1.1229629758657225,60,,,,
9,banana,rare,29,29,1,0,7.9244733333333333,1188.671,150,150,11,2129.600000000000000000,1,1163507,247,678.5236302873247,678.5236302873247,4.523490868582165,23,,,,
11,basketball,common,29,24,1,0,3.8404412207987943,10192.531,2454,4283,3,103.600000000000000000,0,328620,347,194.73591639885183,194.73591639885183,0.07935448916008632,44,,,,
12,beachball,common,29,29,1,0,3.5916108416547789,12588.596,3271,3505,18,97.000000000000000000,0,601017,246,109.5378436164348,109.5378436164348,0.03348757065620141,49,,,,
13,bomb,uncommon,29,29,1,0,5.0832683333333333,3049.961,600,600,10,745.000000000000000000,0,2406300,616,1024.4437782428877,1024.4437782428877,1.7074062970714794,20,,,,
14,shades,epic,29,29,1,0,14.7659400000000000,738.297,50,50,11,10000,0,145624,106,31.195622083737998,31.195622083737998,0.62391244167476,72,,,,
15,bowling,common,29,29,1,0,2.8941505000000000,5788.301,1998,2000,24,156.998000000000000000,0,252626,268,54.82553839095151,54.82553839095151,0.027440209404880636,61,,,,
17,ninja,rare,29,29,1,0,10.4269700000000000,1042.697,100,100,28,5650.000000000000000000,0,13306,14,3.630805308496212,3.630805308496212,0.03630805308496212,85,,,,
