id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,29.7187000000000000,297.187,10,10,16,63900.000000000000000000,0,203616,47,50.05743706331596,50.05743706331596,5.005743706331596,56,,,,
4,8ball,common,29,29,1,0,4.1672602510460251,14939.628,3316,3585,31,115.400000000000000000,0,357202,341,60.450020789369205,60.450020789369205,0.01822980120306671,51,,,,
7,alien,common,29,29,1,0,4.6503355000000000,9300.671,2000,2000,30,220.000000000000000000,0,702928,235,337.75859304710394,337.75859304710394,0.16887929652355196,31,,,,
8,angel,epic,29,24,1,0,17.7490200000000000,887.451,50,50,23,26800.000000000000000000,0,685875,135,209.40370838021292,209.40370838021292,4.188074167604259,38,,,,
9,banana,rare,29,29,1,0,7.8988466666666667,1184.827,150,150,16,2237.600000000000000000,0,118368,42,28.19984625299104,28.19984625299104,0.18799897501994026,69,,,,
11,basketball,common,29,29,1,0,3.9168913128165173,10054.660,2368,4287,15,132.600000000000000000,0,153125,190,36.38926111674416,36.38926111674416,0.01536708662024669,66,,,,
12,beachball,common,29,24,1,0,3.5899458689458689,12600.710,3276,3510,19,140,0,123373,106,30.06593837415285,30.06593837415285,0.009177636866347023,68,,,,
13,bomb,uncommon,29,29,1,0,5.0696083333333333,3041.765,600,600,8,920.476000000000000000,0,1079502,310,485.02858109840366,485.02858109840366,0.8083809684973394,24,,,,
14,shades,epic,29,29,1,0,14.7049600000000000,735.248,50,50,24,12500,0,341464,220,62.65044564935303,62.65044564935303,1.2530089129870605,50,,,,
15,bowling,common,29,29,1,0,3.2417234443746072,5157.582,1589,2000,14,175,0,262304,239,86.43890035184351,86.43890035184351,0.054398301039549096,47,,,,
17,ninja,rare,29,24,1,0,10.4191200000000000,1041.912,100,100,28,5650.000000000000000000,0,10059,9,3.3916811895210204,3.3916811895210204,0.0339168118952102,84,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3272200000000000,1399.083,150,150,10,3459.600000000000000000,0,880596,296,307.3547563291422,307.3547563291422,2.049031708860948,33,,,,
19,button,common,29,29,1,0,3.8248218973747017,12820.803,3094,3352,15,132.000000000000000000,0,1052082,283,612.0897185846625,612.0897185846625,0.1978311954055147,23,,,,
20,cat,uncommon,29,29,1,0,5.1307183333333333,3078.431,600,600,30,1075.400000000000000000,1,1065595,428,672.6704925121171,672.6704925121171,1.1211174875201952,19,,,,
21,cherry,rare,29,16,1,0,10.1181700000000000,1011.817,98,100,30,3962.000000000000000000,0,801067,941,348.09258681907255,348.09258681907255,3.5519651716231895,28,,,,
22,egg,rare,29,16,1,0,13.6279700000000000,1362.797,100,100,12,6960.000000000000000000,0,1130923,661,638.6582264881245,638.6582264881245,6.386582264881245,21,,,,
23,coconut,rare,29,29,1,0,6.8499065743944637,1979.623,276,289,21,1495,0,269087,74,54.01623096246016,54.01623096246016,0.19571098174804408,54,,,,
24,cute,uncommon,29,24,1,0,5.6374566712517194,4098.431,710,727,23,790,0,71827,62,22.3618908224094,22.3618908224094,0.031495620876632956,74,,,,
25,devil,epic,29,29,1,0,13.8750617283950617,1123.880,80,81,18,9500,1,1200293,375,773.5861182032116,773.5861182032116,9.669826477540145,18,,,,
26,revolver,uncommon,29,21,1,0,3.9348666666666667,2360.920,600,600,10,1663.800000000000000000,0,1020149,656,415.14769007159487,415.14769007159487,0.6919128167859915,27,,,,
27,disguise,epic,29,29,1,0,12.1236266666666667,909.272,74,75,29,8000,0,302447,55,49.76851824233186,49.76851824233186,0.6725475438152954,57,,,,
28,dog,uncommon,29,29,1,0,4.7151450000000000,2829.087,600,600,12,635.000000000000000000,0,291747,279,81.86491960812594,81.86491960812594,0.13644153268020992,48,,,,
29,donut,uncommon,29,29,1,0,5.4379067909454061,4083.868,691,751,9,711.047619047540000000,0,104359,73,6.655377969952676,6.655377969952676,0.009631516599063207,83,,,,
30,baseball,epic,29,29,1,0,9.6071000000000000,672.497,69,70,17,6718.800000000000000000,0,10026,3,1.7081304996749116,1.7081304996749116,0.024755514488042196,85,,,,
31,bowie,rare,29,29,1,0,7.7683170731707317,2548.008,324,328,23,1700,0,393737,279,120.91099428429493,120.91099428429493,0.37318208112436707,45,,,,
32,eyeball,rare,29,29,1,0,6.9909897260273973,2041.369,279,292,23,1500,0,148164,88,46.12787937421117,46.12787937421117,0.16533290098283573,61,,,,
33,eyeball2,epic,29,29,1,0,10.6695263157894737,810.884,72,76,8,6640.000000000000000000,0,823187,122,243.3143778940191,243.3143778940191,3.379366359639154,37,,,,
34,discoball,epic,29,29,1,0,13.8246603773584906,732.707,53,53,23,8709.332000000000000000,0,192064,77,59.795260819959594,59.795260819959594,1.1282124683011243,52,,,,
35,fishcake,uncommon,29,29,1,0,5.3202345013477089,3947.614,692,742,20,464.380952380940000000,0,44433,63,9.683377981263227,9.683377981263227,0.013993320782172294,81,,,,
36,floater,rare,29,29,1,0,8.4992266666666667,1274.884,150,150,23,4900,0,51564,42,16.053413596095037,16.053413596095037,0.10702275730730025,77,,,,
37,fox,uncommon,29,29,1,0,5.9310891959798995,4721.147,724,796,23,517.712380952380954000,0,87855,38,27.35188603453823,27.35188603453823,0.03777884811400308,71,,,,
38,fox777,legendary,29,29,1,0,30.5917142857142857,428.284,14,14,23,85000,0,3867389,630,1907.9180946041304,1907.9180946041304,136.27986390029503,10,,,,
40,gamer,rare,29,29,1,0,9.5300300000000000,953.003,99,100,10,3650.000000000000000000,0,52428,14,9.029964054406625,9.029964054406625,0.09121175812531944,82,,,,
41,xmasball,epic,29,29,1,0,10.7297500000000000,643.785,59,60,17,6980.000000000000000000,0,6666,11,1.1356870048706325,1.1356870048706325,0.019248932285942922,86,,,,
42,derp,uncommon,29,29,1,0,6.9740142857142857,2929.086,420,420,20,1300.000000000000000000,0,316374,148,172.10422766597213,172.10422766597213,0.409771970633267,44,,,,
43,moneybag,legendary,29,29,1,0,17.4433000000000000,174.433,10,10,16,39813.280000000000000000,0,66338,55,15.023399691133882,15.023399691133882,1.5023399691133883,78,,,,
44,moon,uncommon,21,16,1,0,5.7232600000000000,3433.956,600,600,29,5038.000000000000000000,5,8665298,2479,6078.214170096701,7078.214170096701,11.797023616827836,2,1000,100.000000000000000000,1010,
45,bull,uncommon,29,29,1,0,6.3095734536082474,4896.229,742,776,27,1076.000000000000000000,0,479375,214,342.6336119777612,342.6336119777612,0.46177036654684794,30,,,,
46,opencan,uncommon,29,24,1,0,4.9045916666666667,2942.755,600,600,33,935,2,2791325,662,1654.1317634244037,1654.1317634244037,2.756886272374006,13,,100.000000000000000000,,
47,candyswirl,rare,29,19,1,0,10.6272800000000000,1062.728,100,100,31,7881.400000000000000000,0,2025833,1132,958.9092649651226,958.9092649651226,9.589092649651226,16,,,,
48,royman,epic,29,29,1,0,12.3348200000000000,616.741,50,50,16,7400,0,155420,54,48.281799398142745,48.281799398142745,0.9656359879628549,60,,,,
49,panda,uncommon,29,29,1,0,5.3565800000000000,3213.948,599,600,21,879.998000000000000000,0,556704,230,207.0577714794882,207.0577714794882,0.345672406476608,39,,,,
50,melon,rare,29,29,1,0,6.9894436363636364,1922.097,271,275,27,1440.000000000000000000,0,386238,177,99.2820099893812,99.2820099893812,0.36635428040362067,46,,,,
