id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
86,cobra,legendary,29,29,1,0,34.3866000000000000,343.866,10,10,9,72500,2,2222348,2052000,421,876.1835738151123,876.1835738151123,87.61835738151123,16,,,,
87,clock,common,29,29,1,0,2.4693955000000000,4938.791,2000,2000,20,185.600000000000000000,0,19577,19577,20,1.4542092883867832,1.4542092883867832,0.0007271046441933916,77,,,,
88,ladybug,rare,24,21,1,0,9.9317666666666667,1489.765,150,150,16,7500,1,10256807,10030152,2356,2912.373531421084,3412.373531421084,22.74915687614056,3,300.000000000000000000,536.6666666666666,,500
89,dragon,epic,29,29,1,100.000000000000000000,16.5236800000000000,826.184,50,50,31,10930,0,303410,303410,85,45.216852853866314,45.216852853866314,0.9043370570773263,46,,,,
90,virus,common,29,21,1,0,2.5541845000000000,5108.369,2000,2000,30,145.000000000000000000,0,125472,125472,46,21.09055887694166,21.09055887694166,0.01054527943847083,55,,,,
91,cougar,rare,29,29,1,0,9.1709666666666667,1375.645,150,150,9,2790,0,81201,81695,41,17.00793825973305,17.00793825973305,0.11338625506488699,60,,,,
92,botroyale,legendary,29,29,1,0,23.6371000000000000,236.371,10,10,20,47240.000000000000000000,0,662530,387187,167,107.75362421993538,107.75362421993538,10.775362421993538,37,,,,
93,mummy,epic,29,29,1,0,15.1877600000000000,759.388,50,50,3,9000,0,153596,153596,23,104.25194698214727,104.25194698214727,2.0850389396429456,38,,,,
94,frankie,rare,29,19,1,0,7.4008400000000000,1110.126,150,150,23,3220.000000000000000000,1,2963440,2455230,881,1392.430243793805,1392.430243793805,9.2828682919587,10,,,,
95,earth,uncommon,29,29,1,0,3.0775716666666667,1846.543,600,600,28,800,0,35565,35565,17,9.881643617069289,9.881643617069289,0.016469406028448815,64,,,,
131,bat,epic,29,29,1,0,11.0341000000000000,551.705,50,50,27,11380.000000000000000000,0,450130,450130,223,171.27289674149893,171.27289674149893,3.4254579348299785,35,,,,
