id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,28.2589000000000000,282.589,10,10,17,58985.714285714284000000,2,4147521,2858493,741,1480.4468968654915,1480.4468968654915,148.04468968654913,9,,,,
4,8ball,common,29,29,1,0,4.2192737695749441,15088.123,3307,3576,9,98,0,130798,130798,61,25.19460946590008,25.19460946590008,0.007618569539129144,51,,,,
7,alien,common,29,29,1,0,4.7255410000000000,9451.082,2000,2000,24,182.000000000000000000,0,53543,53543,45,4.232454617782755,4.232454617782755,0.002116227308891378,72,,,,
8,angel,epic,29,29,1,0,15.3221000000000000,766.105,50,50,18,9000.000000000000000000,0,81129,81129,17,11.23167333404626,11.23167333404626,0.2246334666809252,63,,,,
9,banana,rare,29,29,1,0,8.0768733333333333,1211.531,150,150,23,1922,0,6030,6030,5,1.3032972404146577,1.3032972404146577,0.00868864826943105,78,,,,
11,basketball,common,29,29,1,0,3.0964966887417219,13091.988,4030,4228,3,85.600000000000000000,0,553204,354845,101,239.73591540792364,239.73591540792364,0.05948782020047733,27,,,,
12,beachball,common,29,29,1,0,3.6116342579353732,12629.885,3263,3497,11,95,0,24561,24561,15,3.4859866453186488,3.4859866453186488,0.001068337923787511,75,,,,
13,bomb,uncommon,29,24,1,0,5.3626533333333333,3217.592,600,600,9,1955,2,8503052,6748838,831,2165.69724438647,2165.69724438647,3.6094954073107837,6,100.000000000000000000,554,,
14,shades,epic,29,29,1,0,15.2505600000000000,762.528,50,50,33,8888,3,4745354,4035536,455,2507.1954423423904,2507.1954423423904,50.14390884684781,4,,,,
15,bowling,common,29,29,1,0,3.0056500000000000,6011.300,1998,2000,27,165,0,645944,325085,127,266.3042560851549,266.3042560851549,0.13328541345603348,26,,,,
17,ninja,rare,29,29,1,0,10.5503400000000000,1055.034,100,100,3,4120.000000000000000000,0,,,,,,,85,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7803600000000000,1467.054,150,150,31,4000,1,2310257,1743610,325,843.2716029912236,843.2716029912236,5.621810686608158,18,,,,
19,button,common,29,29,1,0,3.8390599161174356,12814.782,3081,3338,12,100,0,42814,42814,29,5.722250339472377,5.722250339472377,0.0018572704769465685,70,,,,
20,cat,uncommon,29,29,1,0,5.3238950000000000,3194.337,600,600,4,950.000000000000000000,1,1368075,1330749,342,1231.935137872821,1231.935137872821,2.053225229788035,12,,,,
21,cherry,rare,29,29,1,0,10.2639400000000000,1026.394,98,100,12,3300.000000000000000000,0,260531,140904,60,102.72358896941918,102.72358896941918,1.048199887443053,39,,,,
22,egg,rare,29,29,1,0,13.9958400000000000,1399.584,100,100,26,8500,0,1495163,1302019,346,657.104067019151,657.104067019151,6.57104067019151,19,,,,
23,coconut,rare,29,29,1,0,7.0194982332155477,1986.518,271,283,33,1500,0,62210,57917,36,8.024012709251343,8.024012709251343,0.029608902986167317,66,,,,
24,cute,uncommon,29,29,1,0,5.7209281767955801,4141.952,707,724,29,466,0,262219,122762,65,220.93110659522586,220.93110659522586,0.31249095699466173,33,,,,
25,devil,epic,24,29,1,0,14.9870487804878049,1228.938,81,82,13,11499.600000000000000000,1,3869587,3306558,1162,1111.254927831399,1111.254927831399,13.719196639893816,13,,,,
26,revolver,uncommon,29,29,1,0,4.1420716666666667,2485.243,600,600,29,555,1,1463765,1043570,236,411.69014033165234,411.69014033165234,0.6861502338860872,22,,,,
27,disguise,epic,29,29,1,0,12.3921216216216216,917.017,73,74,17,7380.000000000000000000,0,3054,3054,4,0.1773406338388131,0.1773406338388131,0.0024293237512166177,82,,,,
28,dog,uncommon,29,29,1,0,5.0517016666666667,3031.021,600,600,8,494.400000000000000000,0,29557,29557,19,3.7411438433204705,3.7411438433204705,0.006235239738867451,73,,,,
29,donut,uncommon,29,29,1,0,5.5133806970509383,4112.982,686,746,25,400,0,143443,143443,82,18.67801745077104,18.67801745077104,0.02722743068625516,58,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,25,6718.800000000000000000,0,,,,,,,86,,,,
31,bowie,rare,29,29,1,0,7.8889620253164557,2492.912,312,316,4,1600,0,86446,86446,31,11.921528483385288,11.921528483385288,0.03821002719033746,62,,,,
32,eyeball,rare,29,17,1,0,7.0316319444444444,2025.110,275,288,33,1420.000000000000000000,0,148253,71065,27,90.53600979893972,90.53600979893972,0.3292218538143262,42,,,,
33,eyeball2,epic,29,29,1,0,10.5327733333333333,789.958,71,75,14,5690.000000000000000000,0,18497,18497,13,1.506494671149886,1.506494671149886,0.021218234804927974,76,,,,
34,discoball,epic,29,29,1,0,14.3188679245283019,758.900,53,53,7,7820.000000000000000000,0,74720,74720,22,20.529370066770028,20.529370066770028,0.38734660503339674,56,,,,
35,fishcake,uncommon,29,24,1,0,5.3528153214774282,3912.908,681,731,7,392.000000000000000000,0,94259,46825,38,25.897723409042772,25.897723409042772,0.03802896242150187,50,,,,
36,floater,rare,29,29,1,0,8.5613333333333333,1284.200,150,150,28,2500,0,171492,171492,53,47.76559300457597,47.76559300457597,0.31843728669717314,45,,,,
37,fox,uncommon,29,29,1,0,6.0478241335044929,4711.255,707,779,15,394,0,34921,34921,23,6.925438279349811,6.925438279349811,0.00979552797644952,68,,,,
38,fox777,legendary,29,29,1,0,31.8627142857142857,446.078,14,14,32,104100.000000000000000000,0,289779,289779,95,48.17079869864349,48.17079869864349,3.440771335617392,44,,,,
40,gamer,rare,29,29,1,0,10.3661100000000000,1036.611,99,100,19,4700,0,923674,902204,188,308.9369205282063,308.9369205282063,3.1205749548303667,23,,,,
41,xmasball,epic,29,29,1,0,10.8074666666666667,648.448,60,60,19,8005.000000000000000000,0,98123,98123,47,13.5062103130423,13.5062103130423,0.22510350521737169,61,,,,
42,derp,uncommon,29,29,1,0,7.0961166666666667,2980.369,420,420,24,1360.000000000000000000,0,593483,340300,144,233.55139923135633,233.55139923135633,0.556074760074658,29,,,,
43,moneybag,legendary,29,29,1,0,19.1986000000000000,191.986,10,10,15,41000.138000000000000000,0,48687,48687,8,7.915873398737694,7.915873398737694,0.7915873398737694,67,,,,
44,moon,uncommon,29,29,1,0,6.2182616666666667,3730.957,600,600,30,4919,0,697564,697564,271,239.42445454486347,239.42445454486347,0.3990407575747724,28,,,,
45,bull,uncommon,29,29,1,0,6.3815945595854922,4926.591,738,772,10,474.000000000000000000,0,192584,192584,53,32.550513329631634,32.550513329631634,0.04410638662551712,48,,,,
46,opencan,uncommon,29,29,1,0,5.0135300000000000,3008.118,600,600,26,495.000000000000000000,0,381765,244878,94,23.601570061108703,23.601570061108703,0.03933595010184784,53,,,,
47,candyswirl,rare,29,24,1,0,11.6871400000000000,1168.714,100,100,23,7100.000000000000000000,0,944448,944448,314,190.56343651813947,190.56343651813947,1.9056343651813947,34,,,,
48,royman,epic,29,29,1,0,12.5451600000000000,627.258,50,50,29,7200,0,,,,,,,87,,,,
49,panda,uncommon,29,29,1,0,5.5018433333333333,3301.106,599,600,6,525,0,128475,128475,41,90.72591094772741,90.72591094772741,0.15146228872742473,41,,,,
50,melon,rare,29,29,1,0,7.0417074074074074,1901.261,266,270,22,1233.33,0,1089738,644053,55,223.64735274707544,223.64735274707544,0.8407795216055468,31,,,,
51,casinochip,uncommon,29,29,1,0,5.3547950000000000,3212.877,600,600,4,2700,5,8870229,8001346,1792,6048.873807942879,9048.873807942879,15.081456346571464,1,400.000000000000000000,246.5,1000,3000
52,pizza,rare,29,29,1,0,8.9085666666666667,1336.285,150,150,33,2250,2,2544220,1654628,458,865.0495246827861,865.0495246827861,5.766996831218574,17,,,,
53,jackolantern,rare,29,29,1,0,9.7030600000000000,1455.459,150,150,33,2250,0,5792,5792,10,0.648025897044767,0.648025897044767,0.004320172646965113,80,,,,
54,waffle,uncommon,29,21,1,0,5.1740412654745530,3761.528,678,727,28,400.598000000000000000,0,13391,6593,7,3.729789470787422,3.729789470787422,0.005501164411190888,74,,,,
55,saturn,common,29,29,1,0,3.7600170000000000,7520.034,1996,2000,21,230,0,140367,140367,92,20.30102874420238,20.30102874420238,0.010170856084269729,57,,,,
56,marble,rare,29,29,1,0,7.5316132404181185,2161.573,278,287,33,1500,0,55426,55426,22,6.346203858036113,6.346203858036113,0.02282807143178458,69,,,,
57,skull,uncommon,29,29,1,0,6.5792346625766871,4289.661,650,652,8,822,0,2428203,1629666,657,587.0181345682003,587.0181345682003,0.9031048224126158,20,,,,
58,skullpatch,rare,29,29,1,0,9.1562066666666667,1373.431,150,150,6,2350,0,6533,6533,6,1.0298668007990177,1.0298668007990177,0.006865778671993452,79,,,,
59,football,common,19,24,1,0,4.2171180000000000,8434.236,1997,2000,11,1050,2,7990967,7896932,2037,2484.0507501660395,2484.0507501660395,1.2438912119008712,5,500.000000000000000000,,,
60,starballoon,common,29,29,1,0,3.4703545578231293,12753.553,3412,3676,14,90.398000000000000000,0,270699,139464,95,22.047175270887337,22.047175270887337,0.006461657465090075,54,,,,
61,tamagochi,epic,29,29,1,0,12.1185526315789474,921.010,76,76,16,6612.379047619047600000,0,41523,41523,9,4.392095203602911,4.392095203602911,0.057790726363196196,71,,,,
62,target,uncommon,29,29,1,0,5.0463324396782842,3764.564,711,746,33,355.600000000000000000,0,754,754,1,0.10438538246337166,0.10438538246337166,0.00014681488391472808,84,,,,
64,tomato,uncommon,29,29,1,0,5.0361576872536137,3832.516,739,761,33,376,0,51663,51663,25,8.39973231866793,8.39973231866793,0.011366349551648077,65,,,,
65,volleyball,common,29,29,1,0,3.1098975000000000,6219.795,2000,2000,4,234.000000000000000000,1,1489416,902130,378,499.12978565750166,499.12978565750166,0.24956489282875083,21,,,,
66,racoon,uncommon,29,29,1,0,6.3599281129653402,4954.384,733,779,30,399,0,297070,146124,88,123.23707802939273,123.23707802939273,0.16812698230476497,36,,,,
67,peach,rare,29,29,1,0,10.2067600000000000,1020.676,100,100,5,4000,0,1362409,825202,355,59.23841776665827,59.23841776665827,0.5923841776665827,43,,,,
68,watermelon,uncommon,29,29,1,0,4.2167616666666667,2530.057,600,600,32,524.000000000000000000,0,523607,523231,284,294.7851069564206,294.7851069564206,0.49130851159403427,24,,,,
69,citrus,epic,29,29,1,0,15.7549400000000000,787.747,50,50,23,7500,1,3236164,1743977,350,2058.325419782065,2058.325419782065,41.1665083956413,7,,,,
70,potion,epic,29,29,1,0,14.0657200000000000,703.286,50,50,9,9000,0,1968,1968,2,0.4323337581371132,0.4323337581371132,0.008646675162742264,81,,,,
71,crlogo,legendary,29,29,1,0,35.3469000000000000,353.469,10,10,3,72464.800000000000000000,3,7513632,6656100,1088,2992.896594606153,3992.896594606153,399.2896594606153,2,900.000000000000000000,,,1000
72,yinyang,uncommon,29,29,1,0,5.4779160839160839,3916.710,687,715,31,415,0,616585,305543,108,93.67144835876769,93.67144835876769,0.13634854200693988,40,,,,
73,waffle2,legendary,29,29,1,0,17.7491111111111111,319.484,18,18,8,40000,0,479073,454515,107,227.18757857141645,227.18757857141645,12.62153214285647,30,,,,
74,snowman,epic,29,29,1,0,12.5319400000000000,626.597,50,50,11,6955.400000000000000000,0,151684,151684,47,23.717118801839362,23.717118801839362,0.47434237603678725,52,,,,
75,crosshair,common,29,29,1,0,3.5769645000000000,7153.929,2000,2000,26,950,2,4647264,4221548,1265,1684.564097404628,1684.564097404628,0.842282048702314,8,,,,
76,xmasball2,common,29,29,1,0,3.3815439698492462,13458.545,3760,3980,16,55,0,295958,295958,230,31.657081484847026,31.657081484847026,0.00841943656511889,49,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5065100000000000,1150.651,100,100,18,4016.800000000000000000,0,995077,527892,140,285.4316874584698,285.4316874584698,2.8543168745846983,25,,,,
78,vase,common,29,29,1,0,2.5099835000000000,5019.967,1999,2000,24,176.800000000000000000,0,389700,389251,219,40.214560820798724,40.214560820798724,0.02011733907993933,47,,,,
79,ufo,uncommon,29,29,1,0,5.9523650000000000,3571.419,600,600,28,1900,0,1815130,1667349,215,976.3835657927218,976.3835657927218,1.6273059429878698,14,,,,
80,wheeee,rare,29,29,1,0,9.0095866666666667,1351.438,150,150,21,4211.400000000000000000,0,507201,507135,97,221.1688597467469,221.1688597467469,1.4744590649783127,32,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5686200000000000,878.431,50,50,13,16800.000000000000000000,0,70667,70667,18,17.64477970353425,17.64477970353425,0.35289559407068505,59,,,,
83,ape,epic,29,29,1,0,16.9759600000000000,848.798,50,50,21,9000,0,902,902,1,0.13045465050382601,0.13045465050382601,0.00260909301007652,83,,,,
84,ghost,epic,29,21,1,0,23.2611800000000000,1163.059,50,50,5,49600.000000000000000000,1,4889165,4558987,997,1296.8842185151173,1296.8842185151173,25.937684370302346,11,200.000000000000000000,,,
85,diver,rare,29,19,1,0,8.2914933333333333,1243.724,150,150,10,6300.000000000000000000,1,2543054,2542915,682,973.4135609481112,973.4135609481112,6.489423739654075,15,,,,
