id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.3656000000000000,323.656,10,10,12,79524.138000000000000000,0,436680,179,76.53712339521165,76.53712339521165,7.6537123395211655,55,,,,
4,8ball,common,24,29,1,0,4.1580953042511809,14964.985,3330,3599,27,120,0,281958,202,21.217657064918505,21.217657064918505,0.006371668788263816,70,,,,
7,alien,common,29,29,1,0,4.6022925000000000,9204.585,2000,2000,9,275.800000000000000000,0,183350,142,101.78724304132076,101.78724304132076,0.05089362152066038,51,,,,
8,angel,epic,29,21,1,0,17.5076800000000000,875.384,50,50,5,20000,0,1067461,364,496.2683490423682,496.2683490423682,9.925366980847365,26,,,,
9,banana,rare,29,29,1,0,7.8609200000000000,1179.138,150,150,27,2003.800000000000000000,0,10047,35,3.016834779842885,3.016834779842885,0.020112231865619234,83,,,,
11,basketball,common,29,29,1,0,3.9153507668108533,9956.737,2344,4299,26,150,0,146290,84,119.26858490047998,119.26858490047998,0.05088250209064846,49,,,,
12,beachball,common,29,29,1,0,3.6212930635838150,12529.674,3224,3520,25,99.000000000000000000,0,191791,137,167.34418029375644,167.34418029375644,0.0519057631184108,45,,,,
13,bomb,uncommon,29,24,1,0,5.0341500000000000,3020.490,600,600,23,710.000000000000000000,2,2370983,773,1294.6902439590322,1294.6902439590322,2.1578170732650537,8,,,,
14,shades,epic,29,29,1,0,14.5668400000000000,728.342,50,50,25,11500,0,56840,18,18.33443540211372,18.33443540211372,0.3666887080422744,73,,,,
15,bowling,common,29,24,1,0,3.6348081210191083,4565.319,1254,2000,21,170.400000000000000000,0,96948,94,18.69217107764823,18.69217107764823,0.014906037541984234,72,,,,
17,ninja,rare,29,29,1,0,10.3065300000000000,1030.653,100,100,13,4050.000000000000000000,0,375087,190,430.75876874878384,430.75876874878384,4.307587687487838,29,,,,
