id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,24,1,300.000000000000000000,27.9452000000000000,279.452,10,10,23,63785.714285714284000000,0,490895,490895,45,316.84024521851774,316.84024521851774,31.684024521851775,25,,,,
4,8ball,common,29,24,1,0,4.2186757058987979,15090.203,3308,3577,5,97,0,136547,136547,73,29.176592169469828,29.176592169469828,0.00882000972474904,59,,,,
7,alien,common,29,29,1,0,4.7243660000000000,9448.732,2000,2000,23,172.400000000000000000,0,65381,65511,42,6.109011812100154,6.109011812100154,0.003054505906050077,69,,,,
8,angel,epic,29,29,1,0,15.3074200000000000,765.371,50,50,4,10000,0,138815,137188,77,27.048047850653877,27.048047850653877,0.5409609570130776,60,,,,
9,banana,rare,29,24,1,0,8.0660800000000000,1209.912,150,150,20,1880,0,350226,175113,122,93.04097842678357,93.04097842678357,0.6202731895118905,52,,,,
11,basketball,common,29,21,1,0,3.0915499053926206,13071.073,4030,4228,17,91.7,0,208873,208873,65,23.515129100710233,23.515129100710233,0.0058350196279678,61,,,,
12,beachball,common,29,29,1,0,3.6145555873106602,12647.330,3265,3499,24,92.640000000000000000,0,16438,16438,12,1.2930950756779327,1.2930950756779327,0.0003960474963791524,77,,,,
13,bomb,uncommon,29,29,1,0,5.3583233333333333,3214.994,600,600,23,1667.600000000000000000,0,4442222,3537862,692,1462.195658479456,1462.195658479456,2.4369927641324267,7,100.000000000000000000,,,
14,shades,epic,29,29,1,0,15.2088000000000000,760.440,50,50,10,9750,1,5366793,4710194,412,1261.747373094318,1261.747373094318,25.23494746188636,9,,,,
15,bowling,common,29,29,1,0,2.9869170000000000,5973.834,1998,2000,7,164,0,772559,399049,273,618.4551564534837,618.4551564534837,0.30953711534208395,19,,,,
17,ninja,rare,29,29,1,0,10.5299500000000000,1052.995,100,100,12,4060.000000000000000000,0,2002,1432,2,0.3146891334794466,0.3146891334794466,0.003146891334794466,84,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7741533333333333,1466.123,150,150,14,9320.000000000000000000,0,712462,712462,105,456.9840983830508,456.9840983830508,3.0465606558870055,23,,,,
19,button,common,29,29,1,0,3.8387601078167116,12817.620,3082,3339,30,105,0,26085,26085,20,2.399154196909558,2.399154196909558,0.0007784406868622836,74,,,,
20,cat,uncommon,29,24,1,0,5.2887066666666667,3173.224,600,600,8,980.000000000000000000,0,3805221,3087625,856,1235.1974344107239,1235.1974344107239,2.05866239068454,10,,,,
21,cherry,rare,29,29,1,0,10.2625600000000000,1026.256,98,100,25,3300.000000000000000000,0,76450,76450,38,19.38148945238325,19.38148945238325,0.19777030053452296,62,,,,
22,egg,rare,29,29,1,0,13.9919300000000000,1399.193,100,100,19,8500,0,1131113,1044954,359,609.0505138637328,609.0505138637328,6.090505138637329,20,,,,
23,coconut,rare,29,29,1,0,7.0429823943661972,2000.207,272,284,5,1550,0,58489,58489,19,12.49759935699884,12.49759935699884,0.04594705645955456,64,,,,
24,cute,uncommon,29,29,1,0,5.7195027624309392,4140.920,707,724,7,559.998000000000000000,0,21175,21175,9,6.519721437653977,6.519721437653977,0.009221671057502089,68,,,,
25,devil,epic,29,29,1,0,14.7809634146341463,1212.039,81,82,11,11699.600000000000000000,1,2360109,2057282,845,1061.5285138786564,1061.5285138786564,13.105290294798227,13,,,,
26,revolver,uncommon,29,24,1,0,4.1394716666666667,2483.683,600,600,27,650,0,951110,638921,223,305.2631248167598,305.2631248167598,0.5087718746945996,26,,,,
27,disguise,epic,29,29,1,0,12.3863108108108108,916.587,73,74,22,7380.000000000000000000,0,2705,2705,4,0.5877533295055954,0.5877533295055954,0.00805141547267939,79,,,,
28,dog,uncommon,29,29,1,0,5.0487933333333333,3029.276,600,600,29,500.000000000000000000,0,142168,74629,52,11.298895038831013,11.298895038831013,0.01883149173138502,65,,,,
29,donut,uncommon,29,29,1,0,5.5121099195710456,4112.034,686,746,26,324.188571428571420000,0,1119461,569990,267,273.767652280657,273.767652280657,0.3990782103216574,29,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,25,6718.800000000000000000,0,,,,,,,85,,,,
31,bowie,rare,29,29,1,0,7.8881044303797468,2492.641,312,316,28,1500,0,163177,90253,44,223.6638382533837,223.6638382533837,0.7168712764531529,39,,,,
32,eyeball,rare,29,17,1,0,7.0368235294117647,2033.642,276,289,17,1400,0,198050,87170,52,91.39593921238361,91.39593921238361,0.33114470729124496,53,,,,
33,eyeball2,epic,29,29,1,0,10.5322800000000000,789.921,71,75,14,5690.000000000000000000,0,,,,,,,86,,,,
34,discoball,epic,29,29,1,0,14.0888867924528302,746.711,53,53,23,8020.000000000000000000,0,904965,509266,189,139.64180033291197,139.64180033291197,2.6347509496775845,44,,,,
35,fishcake,uncommon,29,29,1,0,5.3523488372093023,3912.567,681,731,5,366,0,3509,3509,4,0.47436404557571565,0.47436404557571565,0.0006965698172917997,81,,,,
36,floater,rare,29,29,1,0,8.5563066666666667,1283.446,150,150,13,2920.000000000000000000,0,15638,15638,14,1.5727433079821265,1.5727433079821265,0.01048495538654751,75,,,,
37,fox,uncommon,29,29,1,0,6.0451887034659820,4709.202,707,779,33,390,0,69380,69380,49,7.547649677509717,7.547649677509717,0.010675600675402712,67,,,,
38,fox777,legendary,29,19,1,0,31.8521428571428571,445.930,14,14,14,104100.000000000000000000,0,238921,238921,53,57.431750583308435,57.431750583308435,4.102267898807745,55,,,,
40,gamer,rare,24,29,1,0,10.3582800000000000,1035.828,99,100,25,5000,1,1858621,1574183,435,1059.5359191278021,1059.5359191278021,10.70238302149295,14,,,,
41,xmasball,epic,29,29,1,0,10.8025833333333333,648.155,60,60,19,8005.000000000000000000,0,122889,122889,59,96.28516934469128,96.28516934469128,1.6047528224115213,51,,,,
42,derp,uncommon,29,19,1,0,7.0948476190476190,2979.836,420,420,24,1360.000000000000000000,1,2160524,1276355,462,701.4916880872412,701.4916880872412,1.670218304969622,16,,,,
43,moneybag,legendary,29,29,1,0,19.1921000000000000,191.921,10,10,4,41000.138000000000000000,0,20059,20059,10,3.9084882169525352,3.9084882169525352,0.39084882169525353,72,,,,
44,moon,uncommon,29,24,1,0,6.2144483333333333,3728.669,600,600,13,5000,0,708623,708623,267,183.51943949281122,183.51943949281122,0.3058657324880187,42,,,,
45,bull,uncommon,29,29,1,0,6.3806515544041451,4925.863,738,772,12,486.000000000000000000,0,954834,536725,249,272.6743223659909,272.6743223659909,0.3694774015799335,30,,,,
46,opencan,uncommon,29,29,1,0,5.0098266666666667,3005.896,600,600,30,480.000000000000000000,0,1247795,767832,183,271.8436038476781,271.8436038476781,0.4530726730794635,31,,,,
47,candyswirl,rare,29,21,1,0,11.6682700000000000,1166.827,100,100,8,7250.000000000000000000,0,938430,938430,332,253.7188762732168,253.7188762732168,2.537188762732168,32,,,,
48,royman,epic,29,29,1,0,12.5332200000000000,626.661,50,50,14,6900,1,1742325,799598,251,1107.053034143985,1107.053034143985,22.1410606828797,11,,,,
49,panda,uncommon,29,29,1,0,5.4978950000000000,3298.737,599,600,10,594.400000000000000000,0,488892,488892,173,395.5600663198775,395.5600663198775,0.6603673895156552,24,,,,
50,melon,rare,29,29,1,0,7.0390851851851852,1900.553,266,270,14,1600,0,434611,434611,52,276.54716730355113,276.54716730355113,1.0396510049005683,28,,,,
51,casinochip,uncommon,21,29,1,0,5.3240783333333333,3194.447,600,600,20,3960.000000000000000000,4,10591236,8425696,1585,3630.819343758415,4130.819343758415,6.884698906264025,3,700.000000000000000000,500,133.14285714285714,
52,pizza,rare,29,29,1,0,8.8879600000000000,1333.194,150,150,21,2142.85714285,0,6204,6204,5,1.4671764411387367,1.4671764411387367,0.009781176274258245,76,,,,
53,jackolantern,rare,29,29,1,0,9.6898800000000000,1453.482,150,150,15,2400,0,51842,51842,41,4.857388853748837,4.857388853748837,0.03238259235832558,71,,,,
