id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.5611000000000000,325.611,10,10,6,71524.138000000000000000,0,452687,71,118.58884195906597,118.58884195906597,11.858884195906597,49,,,,
4,8ball,common,29,24,1,0,4.1609804796430563,14921.276,3317,3586,12,121.400000000000000000,0,584700,379,310.297002173269,310.297002173269,0.09354748332024992,33,100.000000000000000000,,,
7,alien,common,29,29,1,0,4.6274300000000000,9254.860,2000,2000,18,211,0,345929,186,71.13941744275132,71.13941744275132,0.03556970872137566,55,,,,
8,angel,epic,29,29,1,0,17.7395000000000000,886.975,50,50,28,18718.000000000000000000,0,553277,108,371.9896603714978,371.9896603714978,7.439793207429956,29,,,,
9,banana,rare,29,29,1,0,7.8912466666666667,1183.687,150,150,26,2019.800000000000000000,0,19470,12,5.008169585153186,5.008169585153186,0.033387797234354574,83,,,,
11,basketball,common,29,29,1,0,3.9108634050880626,9992.256,2356,4289,5,164.000000000000000000,0,164720,150,34.33020979993778,34.33020979993778,0.014571396349718923,68,,,,
12,beachball,common,29,29,1,0,3.6024253432494279,12594.079,3261,3512,28,190,0,728619,278,432.4168349073229,432.4168349073229,0.1326025252705682,27,,,,
13,bomb,uncommon,29,29,1,0,5.0518350000000000,3031.101,600,600,18,726.000000000000000000,0,1032942,244,399.86241177703147,399.86241177703147,0.6664373529617191,28,,,,
14,shades,epic,29,29,1,0,14.6548000000000000,732.740,50,50,11,12064.000000000000000000,0,275438,46,169.82497480630872,169.82497480630872,3.3964994961261743,42,,,,
15,bowling,common,29,29,1,0,3.3505938543754175,5015.839,1495,2000,11,150,0,144154,116,37.00445122493506,37.00445122493506,0.02475214128758198,65,,,,
17,ninja,rare,29,29,1,0,10.4115400000000000,1041.154,100,100,15,5590.000000000000000000,0,9387,10,2.6499744071094087,2.6499744071094087,0.026499744071094088,85,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.2936933333333333,1394.054,150,150,8,3333,0,414074,118,82.29965700185787,82.29965700185787,0.5486643800123858,51,,,,
19,button,common,29,29,1,0,3.8178750000000000,12797.517,3094,3352,22,145,0,647584,202,469.7383183159464,469.7383183159464,0.15182233946863166,26,,,,
20,cat,uncommon,29,29,1,0,5.1216050000000000,3072.963,600,600,16,995.400000000000000000,1,1047887,445,815.568048517934,815.568048517934,1.3592800808632233,16,,,,
21,cherry,rare,29,29,1,0,10.0867300000000000,1008.673,98,100,32,3962.000000000000000000,0,222117,240,53.900579544795434,53.900579544795434,0.5500059137224024,60,,,,
22,egg,rare,29,29,1,0,13.5358000000000000,1353.580,100,100,28,6980.000000000000000000,0,1585426,1106,803.9170007491153,803.9170007491153,8.039170007491153,18,100.000000000000000000,,,
23,coconut,rare,29,29,1,0,6.8429307958477509,1977.607,276,289,15,1500,0,241263,84,59.06057254428257,59.06057254428257,0.21398758168218324,59,,,,
24,cute,uncommon,29,29,1,0,5.6288596973865199,4092.181,710,727,23,605.000000000000000000,0,169696,136,35.367285588940284,35.367285588940284,0.04981307829428209,67,,,,
25,devil,epic,29,29,1,0,13.8014197530864198,1117.915,80,81,21,7500,0,677223,250,215.3976594207644,215.3976594207644,2.692470742759555,38,,,,
26,revolver,uncommon,29,24,1,0,3.8941050000000000,2336.463,600,600,13,1480.666000000000000000,0,1606242,913,1209.3096976497372,1209.3096976497372,2.015516162749562,14,,,,
27,disguise,epic,29,29,1,0,12.3388051948051948,950.088,76,77,8,5957.000000000000000000,0,374712,103,74.95957620062501,74.95957620062501,0.9863102131661186,53,,,,
28,dog,uncommon,29,29,1,0,4.7047183333333333,2822.831,600,600,28,700,0,441810,421,233.3210282709215,233.3210282709215,0.3888683804515358,37,,,,
29,donut,uncommon,29,29,1,0,5.4580026595744681,4104.418,692,752,25,390,0,253480,114,8.551652454370624,8.551652454370624,0.012357879269321711,81,,,,
30,baseball,epic,29,29,1,0,9.6052285714285714,672.366,69,70,17,5518.800000000000000000,0,16378,26,2.1871918460330075,2.1871918460330075,0.031698432551203005,86,,,,
31,bowie,rare,29,24,1,0,7.7420212121212121,2554.867,326,330,9,1350,0,385786,217,157.50364934014095,157.50364934014095,0.48314002865073913,47,,,,
