id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7556000000000000,307.556,10,10,10,56400.000000000000000000,0,97225,37,30.239083770246083,30.239083770246083,3.0239083770246085,57,,,,
4,8ball,common,29,29,1,0,4.2014903604358759,15037.134,3310,3579,9,110,0,562228,425,269.6029826354156,269.6029826354156,0.08145105215571467,31,,,,
7,alien,common,29,29,1,0,4.7001685000000000,9400.337,2000,2000,17,200.998000000000000000,0,160112,139,26.900432483749512,26.900432483749512,0.013450216241874756,59,,,,
8,angel,epic,29,29,1,0,15.2303000000000000,761.515,50,50,7,11500,0,587992,165,123.4998114881549,123.4998114881549,2.469996229763098,43,,,,
9,banana,rare,29,29,1,0,7.9369866666666667,1190.548,150,150,7,2000,0,135214,51,28.391782029059534,28.391782029059534,0.18927854686039688,58,,,,
11,basketball,common,29,29,1,0,3.2866594243792325,11647.921,3346,4241,27,87,0,248580,306,184.0394887914074,184.0394887914074,0.055002835861149846,38,,,,
12,beachball,common,29,29,1,0,3.6035121463275221,12608.689,3265,3499,24,94.400000000000000000,0,274969,140,47.58061268120794,47.58061268120794,0.014572928845699216,50,,,,
13,bomb,uncommon,29,29,1,0,5.2258083333333333,3135.485,600,600,28,1499,0,1345840,535,680.4675240149545,680.4675240149545,1.1341125400249241,16,,,,
14,shades,epic,29,29,1,0,14.9456600000000000,747.283,50,50,9,13000,1,1054907,221,576.6471219502657,576.6471219502657,11.532942439005314,19,,,,
15,bowling,common,29,29,1,0,2.9505575000000000,5901.115,1998,2000,10,200.000000000000000000,0,140171,127,39.65114287610705,39.65114287610705,0.019845416854908433,54,,,,
17,ninja,rare,29,29,1,0,10.4591500000000000,1045.915,100,100,5,4500,0,11796,24,2.6947175357446964,2.6947175357446964,0.026947175357446965,83,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.5851466666666667,1437.772,150,150,3,6720.000000000000000000,1,2683199,645,1134.199419718642,1134.199419718642,7.561329464790947,14,,,,
19,button,common,29,24,1,0,3.8271095480395091,12786.373,3084,3341,15,91.000000000000000000,0,63012,89,9.984167897025658,9.984167897025658,0.00323740852692142,74,,,,
20,cat,uncommon,29,21,1,0,5.1740283333333333,3104.417,600,600,22,930,0,1790630,476,546.723494446734,546.723494446734,0.91120582407789,21,,,,
21,cherry,rare,29,29,1,0,10.2256900000000000,1022.569,98,100,11,3200,0,76899,47,18.30631701949544,18.30631701949544,0.18679915326015756,65,,,,
22,egg,rare,29,29,1,0,13.8707100000000000,1387.071,100,100,21,7720.000000000000000000,1,2119141,443,1368.3086231917691,1368.3086231917691,13.683086231917692,12,,,,
23,coconut,rare,29,29,1,0,6.9510348432055749,1994.947,275,287,7,1700,0,375729,180,78.89121688946113,78.89121688946113,0.2868771523253132,47,,,,
24,cute,uncommon,29,29,1,0,5.6734502762430939,4107.578,707,724,27,544.000000000000000000,0,11377,14,2.3404089997919,2.3404089997919,0.003310338047796181,84,,,,
25,devil,epic,29,19,1,0,14.2922345679012346,1157.671,80,81,24,7702.400000000000000000,2,2603871,957,1426.1684797720789,1426.1684797720789,17.827105997150987,10,,,,
26,revolver,uncommon,29,29,1,0,4.1035016666666667,2462.101,600,600,13,832.000000000000000000,1,1080548,362,617.2002135155229,617.2002135155229,1.0286670225258716,18,,,,
27,disguise,epic,29,29,1,0,12.2300945945945946,905.027,73,74,23,8000,0,132530,49,25.733536660061016,25.733536660061016,0.35251420082275364,60,,,,
28,dog,uncommon,29,29,1,0,4.9254400000000000,2955.264,600,600,7,533.200000000000000000,0,223071,159,46.820212240479144,46.820212240479144,0.07803368706746525,51,,,,
29,donut,uncommon,29,29,1,0,5.4897439678284182,4095.349,686,746,9,440,0,168133,90,16.50330852381443,16.50330852381443,0.024057301055123072,69,,,,
30,baseball,epic,29,29,1,0,9.6451857142857143,675.163,69,70,10,6718.800000000000000000,0,9019,11,2.8051046183990684,2.8051046183990684,0.04065369012172563,82,,,,
31,bowie,rare,29,29,1,0,7.8838187500000000,2522.822,316,320,24,1500,0,296459,117,36.59415977679165,36.59415977679165,0.11580430309111281,55,,,,
32,eyeball,rare,29,29,1,0,6.9958027681660900,2021.787,276,289,13,1500,0,1466,4,0.284655283661431,0.284655283661431,0.0010313597234109819,87,,,,
33,eyeball2,epic,29,29,1,0,10.4247066666666667,781.853,71,75,5,6360.000000000000000000,0,451281,269,305.01288138831194,305.01288138831194,4.295956075891717,28,,,,
34,discoball,epic,29,29,1,0,14.0157735849056604,742.836,53,53,20,8740.000000000000000000,0,603002,130,318.20580624510586,318.20580624510586,6.003883136700111,26,,,,
35,fishcake,uncommon,29,29,1,0,5.3387986394557823,3924.017,685,735,24,379.798000000000000000,0,14960,35,1.8466250991226545,1.8466250991226545,0.002695803064412634,85,,,,
36,floater,rare,29,29,1,0,8.5001600000000000,1275.024,150,150,7,3300,0,14879,19,3.1242424956763113,3.1242424956763113,0.02082828330450874,81,,,,
37,fox,uncommon,29,29,1,0,5.9671721938775510,4678.263,712,784,30,396,0,120586,186,15.655397227709168,15.655397227709168,0.021987917454647708,70,,,,
38,fox777,legendary,29,29,1,0,31.5955000000000000,442.337,14,14,29,104100.000000000000000000,0,1280307,301,432.41136900477005,432.41136900477005,30.886526357483575,22,,,,
40,gamer,rare,29,29,1,0,10.2556200000000000,1025.562,99,100,3,6000,0,987452,197,208.78349662395274,208.78349662395274,2.108924208322755,35,,,,
41,xmasball,epic,29,29,1,0,10.7743333333333333,646.460,60,60,30,8005.000000000000000000,0,108460,39,14.0811071212026,14.0811071212026,0.23468511868671,72,,,,
42,derp,uncommon,29,29,1,0,7.0690261904761905,2968.991,420,420,7,900,0,24011,46,5.16317442392605,5.16317442392605,0.012293272437919167,77,,,,
43,moneybag,legendary,29,29,1,0,18.9673000000000000,189.673,10,10,33,41000.138000000000000000,0,265815,121,75.48743883173199,75.48743883173199,7.548743883173199,48,,,,
44,moon,uncommon,29,17,1,0,6.0635433333333333,3638.126,600,600,3,8900,9,12513500,2800,8892.666427068321,11892.666427068321,19.821110711780534,1,1000,3000,400.000000000000000000,244.25
45,bull,uncommon,29,29,1,0,6.3611126943005181,4910.779,738,772,31,444,0,732258,168,94.85926228483991,94.85926228483991,0.1285355857518156,45,,,,
46,opencan,uncommon,29,29,1,0,4.9701700000000000,2982.102,600,600,7,565,0,395037,157,91.83458001681258,91.83458001681258,0.1530576333613543,46,,,,
47,candyswirl,rare,29,21,1,0,11.3860700000000000,1138.607,100,100,29,6650.000000000000000000,0,1781873,814,658.5430521912685,658.5430521912685,6.585430521912685,17,,,,
48,royman,epic,29,29,1,0,12.4346600000000000,621.733,50,50,29,6980,0,92980,46,24.63001466325681,24.63001466325681,0.49260029326513616,62,,,,
49,panda,uncommon,29,29,1,0,5.4439116666666667,3266.347,599,600,14,700,0,645313,301,410.16405176523864,410.16405176523864,0.6847479996080779,24,,,,
50,melon,rare,29,29,1,0,6.9955882352941176,1902.800,268,272,23,2000,0,254504,47,49.417399940633594,49.417399940633594,0.18439328336057312,49,,,,
51,casinochip,uncommon,29,21,1,0,5.0745200000000000,3044.712,600,600,5,2000,1,6543747,1656,1458.8097736274012,1458.8097736274012,2.4313496227123355,9,,,,
52,pizza,rare,29,29,1,0,8.9237133333333333,1338.557,150,150,19,4750,0,606667,232,188.15556289727965,188.15556289727965,1.2543704193151977,37,,,,
53,jackolantern,rare,29,29,1,0,9.6357466666666667,1445.362,150,150,6,2200,0,53188,46,11.567404148706212,11.567404148706212,0.07711602765804142,73,,,,
54,waffle,uncommon,29,29,1,0,5.1421138545953361,3748.601,680,729,19,400.000000000000000000,0,23726,23,3.240551376531782,3.240551376531782,0.004765516730193797,80,,,,
55,saturn,common,29,29,1,0,3.7292590000000000,7458.518,1996,2000,19,207.000000000000000000,0,287306,247,40.93368177660025,40.93368177660025,0.020507856601503133,52,,,,
