id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7098000000000000,307.098,10,10,9,56400.000000000000000000,0,789612,152,285.6102663168388,285.6102663168388,28.56102663168388,34,,,,
4,8ball,common,29,24,1,0,4.1973537300922045,15022.329,3310,3579,26,130,0,278382,269,16.832572816461898,16.832572816461898,0.005085369430955256,71,,,,
7,alien,common,29,19,1,0,4.6969275000000000,9393.855,2000,2000,9,200.000000000000000000,0,297690,137,46.84619269242526,46.84619269242526,0.023423096346212632,58,,,,
8,angel,epic,29,24,1,0,18.0734000000000000,903.670,50,50,22,24000,3,6739546,711,3183.9443233378624,3183.9443233378624,63.67888646675725,4,,,,
9,banana,rare,29,29,1,0,7.9739333333333333,1196.090,150,150,29,2000,0,378248,115,60.9834754068135,60.9834754068135,0.40655650271209,56,,,,
11,basketball,common,29,29,1,0,3.3555314891112419,11402.096,3200,4245,26,96.200000000000000000,0,260991,177,15.781013183112439,15.781013183112439,0.004931566619722637,74,,,,
12,beachball,common,29,29,1,0,3.6023462857142857,12608.212,3266,3500,7,120.000000000000000000,0,598932,319,115.09481045554651,115.09481045554651,0.03524029713886911,48,,,,
13,bomb,uncommon,29,29,1,0,5.1724833333333333,3103.490,600,600,20,1440.000000000000000000,0,2319023,706,798.2110941331512,798.2110941331512,1.3303518235552518,20,,,,
14,shades,epic,29,24,1,0,14.9242800000000000,746.214,50,50,9,13240.000000000000000000,0,321724,140,69.6138654621946,69.6138654621946,1.3922773092438918,53,,,,
15,bowling,common,29,29,1,0,2.9453755000000000,5890.751,1998,2000,7,250,0,100153,95,19.601380385313536,19.601380385313536,0.009810500693350118,68,,,,
17,ninja,rare,29,29,1,0,10.4545400000000000,1045.454,100,100,5,4800,0,152741,44,142.75526326912717,142.75526326912717,1.4275526326912718,42,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4884400000000000,1423.266,150,150,27,5000,0,2464727,584,953.9098415135418,953.9098415135418,6.359398943423612,17,,,,
19,button,common,29,29,1,0,3.8260299222022741,12786.592,3084,3342,16,150,0,61769,82,8.475347235282964,8.475347235282964,0.0027481670672123747,82,,,,
20,cat,uncommon,29,29,1,0,5.1644133333333333,3098.648,600,600,19,960.000000000000000000,0,587857,152,315.2914148869212,315.2914148869212,0.525485691478202,30,,,,
21,cherry,rare,29,29,1,0,10.2176300000000000,1021.763,98,100,32,3450,0,276708,81,33.291992224116996,33.291992224116996,0.33971420636854077,62,,,,
22,egg,rare,29,24,1,0,13.8233800000000000,1382.338,100,100,12,7900.000000000000000000,2,3994462,1166,1448.5248517045804,1448.5248517045804,14.485248517045804,14,,,,
23,coconut,rare,29,29,1,0,6.9469547038327526,1993.776,274,287,7,1720.000000000000000000,0,300977,181,57.837769173260114,57.837769173260114,0.21108674880751865,57,,,,
24,cute,uncommon,29,29,1,0,5.6720400552486188,4106.557,707,724,16,532.000000000000000000,0,13535,17,1.8571423340114768,1.8571423340114768,0.0026267925516428245,86,,,,
25,devil,epic,29,24,1,0,14.2122469135802469,1151.192,80,81,11,7042.400000000000000000,0,2285935,910,1127.650267795727,1127.650267795727,14.095628347446587,15,100.000000000000000000,,,
26,revolver,uncommon,29,29,1,0,4.0972900000000000,2458.374,600,600,13,950,0,717268,339,110.45422198474068,110.45422198474068,0.18409036997456782,49,,,,
27,disguise,epic,29,29,1,0,12.2239729729729730,904.574,73,74,21,8000,0,47716,39,14.625842102881283,14.625842102881283,0.20035400140933263,76,,,,
28,dog,uncommon,29,29,1,0,4.9144766666666667,2948.686,600,600,9,580,0,666643,354,205.55647287473172,205.55647287473172,0.3425941214578862,39,,,,
29,donut,uncommon,29,29,1,0,5.4801166219839142,4088.167,686,746,8,447.800000000000000000,0,114766,82,40.39406447115889,40.39406447115889,0.05888347590547943,59,,,,
30,baseball,epic,29,29,1,0,9.6428285714285714,674.998,69,70,31,6718.800000000000000000,0,3909,4,0.6656812903039768,0.6656812903039768,0.009647554931941693,87,,,,
31,bowie,rare,29,29,1,0,7.8667187500000000,2517.350,316,320,16,1500,0,961635,312,292.5981430791652,292.5981430791652,0.9259434907568519,32,,,,
32,eyeball,rare,29,29,1,0,6.9934775086505190,2021.115,276,289,7,1500,0,189940,108,36.50015076490571,36.50015076490571,0.13224692306125257,60,,,,
33,eyeball2,epic,29,29,1,0,10.3565200000000000,776.739,71,75,7,6360.000000000000000000,0,92399,67,17.756014691621157,17.756014691621157,0.2500847139664952,70,,,,
34,discoball,epic,29,24,1,0,14.0032264150943396,742.171,53,53,20,8740.000000000000000000,0,299017,86,136.76465962581085,136.76465962581085,2.5804652759586952,43,,,,
35,fishcake,uncommon,29,29,1,0,5.3378081632653061,3923.289,685,735,33,413.798000000000000000,0,14215,31,4.773954846467418,4.773954846467418,0.006969277148127617,85,,,,
36,floater,rare,29,29,1,0,8.4979133333333333,1274.687,150,150,8,3300,0,48805,25,12.111675247411831,12.111675247411831,0.08074450164941221,78,,,,
37,fox,uncommon,29,29,1,0,5.9584081632653061,4671.392,712,784,23,395,0,91299,76,15.284597907067829,15.284597907067829,0.0214671318919492,75,,,,
38,fox777,legendary,29,29,1,0,31.5385000000000000,441.539,14,14,8,70000,0,1367981,401,601.979290524243,601.979290524243,42.99852075173164,21,,,,
40,gamer,rare,29,29,1,0,10.2463300000000000,1024.633,99,100,18,6279.800000000000000000,0,1560175,417,307.6489297873223,307.6489297873223,3.10756494734669,31,,,,
