id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.3928000000000000,323.928,10,10,7,79524.138000000000000000,0,275072,72,79.0836486906248,79.0836486906248,7.9083648690624795,53,,,,
4,8ball,common,29,29,1,0,4.1530050097411634,14921.747,3324,3593,10,115.800000000000000000,0,209347,261,133.85043332608407,133.85043332608407,0.04026788006199882,46,,,,
7,alien,common,29,29,1,0,4.6049870000000000,9209.974,2000,2000,4,275,0,543491,398,211.5790466794698,211.5790466794698,0.1057895233397349,40,,,,
8,angel,epic,29,29,1,0,17.5346800000000000,876.734,50,50,23,20560.000000000000000000,0,1391287,410,1439.9658289960983,1439.9658289960983,28.799316579921964,8,,,,
9,banana,rare,29,29,1,0,7.8642333333333333,1179.635,150,150,4,2003.800000000000000000,0,15620,19,1.8102447390221723,1.8102447390221723,0.012068298260147815,84,,,,
11,basketball,common,29,29,1,0,3.9132562893081761,9955.324,2345,4298,21,99.000000000000000000,0,248320,116,43.76747685515327,43.76747685515327,0.01866416923460694,57,0.000000000000000000,,,
12,beachball,common,29,24,1,0,3.6201803468208092,12525.824,3224,3517,23,135,0,266555,149,85.10445091991392,85.10445091991392,0.026397162196003077,52,,,,
13,bomb,uncommon,29,29,1,0,5.0138666666666667,3008.320,600,600,9,706.000000000000000000,0,835260,239,472.6826220516917,472.6826220516917,0.7878043700861528,25,,,,
14,shades,epic,29,29,1,0,14.5692200000000000,728.461,50,50,16,11500,0,17509,20,3.7318510538387013,3.7318510538387013,0.07463702107677403,80,,,,
15,bowling,common,29,29,1,0,3.5876710730948678,4613.745,1284,2000,4,162.200000000000000000,0,130082,87,14.584148596074309,14.584148596074309,0.011358371180743232,72,,,,
