id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.1929000000000000,301.929,10,10,32,63900.000000000000000000,0,229810,93,71.20541394132938,71.20541394132938,7.120541394132938,56,,,,
4,8ball,common,29,29,1,0,4.1807700251186157,14979.699,3314,3583,10,120.800000000000000000,0,599714,571,231.05902135823908,231.05902135823908,0.06972209455589592,42,,,,
7,alien,common,29,29,1,0,4.6612770000000000,9322.554,2000,2000,18,188.800000000000000000,0,301985,178,55.20296276649265,55.20296276649265,0.027601481383246324,60,,,,
8,angel,epic,29,29,1,0,17.9116800000000000,895.584,50,50,23,30280.000000000000000000,1,1164995,151,770.5632139277733,770.5632139277733,15.411264278555466,17,,,,
9,banana,rare,29,29,1,0,7.9223800000000000,1188.357,150,150,25,1900,0,52122,28,13.424713424749106,13.424713424749106,0.08949808949832737,74,,,,
11,basketball,common,29,29,1,0,3.8603109083998480,10156.478,2431,4283,23,104.800000000000000000,0,406957,453,87.22306825095717,87.22306825095717,0.03587950154296881,52,,,,
12,beachball,common,29,29,1,0,3.5916494580718768,12592.323,3272,3506,3,94.600000000000000000,0,440549,326,209.4722704009411,209.4722704009411,0.0640196425430749,45,,,,
13,bomb,uncommon,29,29,1,0,5.0810666666666667,3048.640,600,600,6,825.000000000000000000,0,2808356,659,934.3474171907656,934.3474171907656,1.5572456953179425,16,,,,
14,shades,epic,29,29,1,0,14.7602600000000000,738.013,50,50,22,10500,0,151662,114,21.62586319497892,21.62586319497892,0.4325172638995784,68,,,,
15,bowling,common,29,29,1,0,2.8886300000000000,5777.260,1998,2000,17,152.000000000000000000,0,280370,247,49.27848486954281,49.27848486954281,0.024663906341112516,61,,,,
17,ninja,rare,29,24,1,0,10.4265000000000000,1042.650,100,100,28,5650.000000000000000000,0,171411,54,60.60773843362077,60.60773843362077,0.6060773843362077,59,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.3472466666666667,1402.087,150,150,30,3626.400000000000000000,1,1683035,495,1122.6473125971052,1122.6473125971052,7.4843154173140345,15,,,,
19,button,common,29,29,1,0,3.8170884109916368,12779.612,3090,3348,6,110,0,143697,135,18.709740010294894,18.709740010294894,0.006054932042166632,70,,,,
20,cat,uncommon,29,29,1,0,5.1412233333333333,3084.734,600,600,26,1155.400000000000000000,0,826170,282,355.28460898048957,355.28460898048957,0.5921410149674826,32,,,,
21,cherry,rare,29,29,1,0,10.1535600000000000,1015.356,98,100,9,3662.000000000000000000,0,450379,175,313.1488684867623,313.1488684867623,3.19539661721186,36,,,,
22,egg,rare,29,29,1,0,13.6985600000000000,1369.856,100,100,29,8000,0,1058805,296,634.4350957500978,634.4350957500978,6.344350957500978,22,,,,
23,coconut,rare,29,24,1,0,6.8839270833333333,1982.571,275,288,23,1325,0,42573,31,13.566221601854497,13.566221601854497,0.04933171491583454,73,,,,
24,cute,uncommon,29,29,1,0,5.6457121212121212,4098.787,709,726,15,650,0,23830,32,5.39294480888179,5.39294480888179,0.007606410167675303,83,,,,
25,devil,epic,29,24,1,0,13.9467901234567901,1129.690,80,81,11,8640.000000000000000000,0,822382,311,311.7359598027785,311.7359598027785,3.896699497534731,37,,,,
26,revolver,uncommon,29,24,1,0,3.9671983333333333,2380.319,600,600,28,1070.000000000000000000,0,1132196,692,717.6155013695444,717.6155013695444,1.1960258356159073,19,,,,
27,disguise,epic,29,29,1,0,12.1540933333333333,911.557,74,75,17,8000,0,400627,120,209.7967616231835,209.7967616231835,2.8350913732862635,44,,,,
28,dog,uncommon,29,29,1,0,4.7829966666666667,2869.798,600,600,10,570,0,184577,120,20.146706529940605,20.146706529940605,0.033577844216567676,69,,,,
29,donut,uncommon,29,29,1,0,5.4357546666666667,4076.816,690,750,19,333,0,199019,140,48.72236192635046,48.72236192635046,0.07061211873384124,62,,,,
30,baseball,epic,29,29,1,0,9.6136857142857143,672.958,69,70,23,6718.800000000000000000,0,1988,3,0.6334918503391056,0.6334918503391056,0.0091810413092624,86,,,,
31,bowie,rare,29,29,1,0,7.8036523076923077,2536.187,321,325,31,1285.000000000000000000,0,51621,46,16.341026970834196,16.341026970834196,0.0509066260773651,71,,,,
32,eyeball,rare,29,24,1,0,6.9915670103092784,2034.546,278,291,27,1493.323809523800000000,0,84252,43,11.800779112270778,11.800779112270778,0.04244884572759273,77,,,,
33,eyeball2,epic,29,29,1,0,10.3184133333333333,773.881,71,75,23,6640.000000000000000000,0,33336,17,10.622778834458968,10.622778834458968,0.149616603302239,80,,,,
34,discoball,epic,29,29,1,0,13.8397547169811321,733.507,53,53,5,8709.332000000000000000,0,377193,123,240.475769272287,240.475769272287,4.537278665514849,41,,,,
35,fishcake,uncommon,29,29,1,0,5.3240323450134771,3950.432,692,742,25,348,0,44645,39,11.17134816871997,11.17134816871997,0.016143566717803426,79,,,,
36,floater,rare,29,29,1,0,8.5081733333333333,1276.226,150,150,25,3400,0,38224,19,9.759234424365614,9.759234424365614,0.0650615628291041,81,,,,
37,fox,uncommon,29,29,1,0,5.9370880503144654,4719.985,723,795,23,475,0,84536,71,26.938061901542568,26.938061901542568,0.037258730154277414,67,,,,
38,fox777,legendary,29,21,1,0,30.6957857142857143,429.741,14,14,7,150000,0,1049410,328,253.58137870364536,253.58137870364536,18.112955621688954,40,,,,
40,gamer,rare,29,29,1,0,9.5540700000000000,955.407,99,100,23,2720.000000000000000000,0,898327,276,286.25897054304716,286.25897054304716,2.8915047529600724,39,,,,
41,xmasball,epic,29,29,1,0,10.7395833333333333,644.375,60,60,23,6980.000000000000000000,0,133363,56,42.49716983741154,42.49716983741154,0.7082861639568591,65,,,,
42,derp,uncommon,29,29,1,0,7.0131095238095238,2945.506,420,420,33,1500,0,158356,152,352.1198920370317,352.1198920370317,0.838380695326266,34,,,,
