id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.8996000000000000,278.996,10,10,12,59900.000000000000000000,0,454312,454312,49,79.65292506151876,79.65292506151876,7.965292506151876,44,,,,
4,8ball,common,29,29,1,0,4.2172822806036892,15089.436,3309,3578,29,119.99,0,218101,217220,153,188.6639310162168,188.6639310162168,0.05701539166401233,34,,,,
7,alien,common,29,21,1,0,4.7212750000000000,9442.550,2000,2000,29,167.000000000000000000,0,119098,119098,48,7.638165703974755,7.638165703974755,0.0038190828519873775,67,,,,
8,angel,epic,29,29,1,0,15.2874600000000000,764.373,50,50,17,10800.000000000000000000,0,23929,23929,10,2.9732420308353955,2.9732420308353955,0.05946484061670791,76,,,,
9,banana,rare,29,29,1,0,8.0497266666666667,1207.459,150,150,17,2071.110000000000000000,0,48549,48549,37,6.049439899322971,6.049439899322971,0.040329599328819805,70,,,,
11,basketball,common,29,29,1,0,3.1120416364076495,12855.844,3933,4230,9,92.200000000000000000,0,417014,417014,289,102.59955527194921,102.59955527194921,0.026086843445702827,42,,,,
12,beachball,common,29,29,1,0,3.6113858245212918,12636.239,3265,3499,24,90.000000000000000000,0,402741,402741,115,40.08310835980597,40.08310835980597,0.012276602866709332,51,,,,
13,bomb,uncommon,29,29,1,0,5.3177416666666667,3190.645,600,600,22,1779.600000000000000000,4,8978048,7006497,1397,3450.046391804848,3950.046391804848,6.58341065300808,3,500,,,
14,shades,epic,29,24,1,0,15.0252000000000000,751.260,50,50,12,9800,0,1336982,1336982,134,415.07633511709304,415.07633511709304,8.30152670234186,17,,,,
15,bowling,common,29,29,1,0,2.9817505000000000,5963.501,1998,2000,11,189,0,58001,58001,75,9.996450145206826,9.996450145206826,0.005003228300904317,63,,,,
17,ninja,rare,29,29,1,0,10.5169000000000000,1051.690,100,100,14,5020.000000000000000000,1,2458534,1401673,393,1090.94583606176,1090.94583606176,10.9094583606176,11,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6692800000000000,1450.392,150,150,18,7000,1,2082194,1432998,436,708.6599423253033,708.6599423253033,4.724399615502022,15,,,,
