id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.1384000000000000,321.384,10,10,7,129084.138000000000000000,0,315448,33,550.7943006253639,550.7943006253639,55.07943006253639,18,,,,
4,8ball,common,29,29,1,0,4.1555849109131403,14926.861,3323,3607,30,147.600000000000000000,0,17336,11,195.46322860973547,195.46322860973547,0.05882131465836156,35,,,,
7,alien,common,29,29,1,0,4.5993400000000000,9198.680,2000,2000,23,175,0,12366,9,9.027767544195022,9.027767544195022,0.004513883772097511,55,,,,
8,angel,epic,29,29,1,0,17.4008200000000000,870.041,50,50,10,17000,0,,,,,,69,,,,
9,banana,rare,29,29,1,0,7.8217933333333333,1173.269,150,150,31,1826.800000000000000000,0,,,,,,70,,,,
11,basketball,common,29,29,1,0,3.9179476377952756,9951.587,2341,4300,3,115,0,1727,1,0.5128761436941284,0.5128761436941284,0.00021908421345327996,67,,,,
12,beachball,common,29,29,1,0,3.6202621527777778,12511.626,3220,3522,17,105.000000000000000000,0,21268,19,97.96702769528103,97.96702769528103,0.030424542762509638,45,,,,
13,bomb,uncommon,29,29,1,0,5.0069233333333333,3004.154,600,600,22,761.800000000000000000,0,289827,97,470.97063420726283,470.97063420726283,0.7849510570121048,22,,,,
14,shades,epic,29,29,1,0,14.5449400000000000,727.247,50,50,3,12510.000000000000000000,0,74293,7,103.13517544926881,103.13517544926881,2.0627035089853765,44,,,,
15,bowling,common,29,29,1,0,3.7450100250626566,4482.777,1195,2000,30,142.800000000000000000,0,,,,,,71,,,,
17,ninja,rare,29,29,1,0,10.1946700000000000,1019.467,100,100,8,5000,0,457287,98,1135.7244203395383,1135.7244203395383,11.357244203395382,11,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4255866666666667,1413.838,150,150,32,3750,0,152268,38,488.9874363457522,488.9874363457522,3.2599162423050148,21,,,,
19,button,common,29,29,1,0,3.8118462222222222,12864.981,3113,3375,33,105,1,17723,12,309.2507882387632,309.2507882387632,0.09934172445832419,31,,,,
20,cat,uncommon,29,29,1,0,5.0752433333333333,3045.146,600,600,29,1000,0,30967,12,185.1841661952103,185.1841661952103,0.3086402769920172,37,,,,
21,cherry,rare,29,29,1,0,9.1829800000000000,918.298,98,100,12,2180.000000000000000000,0,,,,,,72,,,,
22,egg,rare,29,17,1,0,13.1687700000000000,1316.877,100,100,31,8660.000000000000000000,2,950323,242,2956.035563992816,5956.035563992817,59.56035563992817,1,3000,100.000000000000000000,,
23,coconut,rare,29,29,1,0,6.8482294520547945,1999.683,279,292,3,1650.000000000000000000,0,25122,38,7.46061058592003,7.46061058592003,0.026740539734480394,56,,,,
