id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.4382000000000000,324.382,10,10,15,79524.138000000000000000,0,257132,75,76.69043490665953,76.69043490665953,7.6690434906659535,48,,,,
4,8ball,common,29,24,1,0,4.1578566258351893,14935.021,3323,3592,33,147,0,533556,425,142.85820020374135,142.85820020374135,0.042990731328239946,44,,,,
7,alien,common,29,29,1,0,4.6113200000000000,9222.640,2000,2000,33,209.000000000000000000,0,316539,244,21.299707487301966,21.299707487301966,0.010649853743650984,65,,,,
8,angel,epic,29,24,1,0,17.6187400000000000,880.937,50,50,18,21060.000000000000000000,3,8446727,1663,4622.3964233723555,5622.3964233723555,112.44792846744711,2,1000,100.000000000000000000,467,
9,banana,rare,29,29,1,0,7.8683000000000000,1180.245,150,150,18,1987.000000000000000000,0,145177,54,38.482401448688776,38.482401448688776,0.25654934299125853,54,,,,
11,basketball,common,29,29,1,0,3.9098954402515723,9946.774,2345,4295,33,124.600000000000000000,0,209268,105,13.638282128413278,13.638282128413278,0.005815898562223146,74,,,,
12,beachball,common,29,29,1,0,3.6188932794923565,12546.703,3231,3516,33,111.200000000000000000,0,220179,312,16.090432024635835,16.090432024635835,0.00498001610171335,69,,,,
13,bomb,uncommon,29,29,1,0,5.0182916666666667,3010.975,600,600,11,689.600000000000000000,0,1466527,394,388.78957973441555,388.78957973441555,0.6479826328906926,34,,,,
14,shades,epic,29,29,1,0,14.5836200000000000,729.181,50,50,25,12510.000000000000000000,0,25450,24,2.1687251879404204,2.1687251879404204,0.04337450375880841,83,,,,
15,bowling,common,29,29,1,0,3.5054876957494407,4700.859,1339,2000,28,150,0,520942,416,563.620265792036,563.620265792036,0.4209262627274354,27,,,,
17,ninja,rare,29,29,1,0,10.3362400000000000,1033.624,100,100,18,3200,0,87891,74,24.899675648812593,24.899675648812593,0.24899675648812594,61,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.1960400000000000,1379.406,150,150,7,3400,0,505421,141,189.488913002495,189.488913002495,1.2632594200166334,41,,,,
19,button,common,29,24,1,0,3.8169613095238095,12824.990,3100,3360,18,130.586000000000000000,0,236340,305,34.206557958583424,34.206557958583424,0.011034373535026912,58,,,,
20,cat,uncommon,29,29,1,0,5.0894300000000000,3053.658,600,600,3,800.000000000000000000,0,798406,358,412.3936337049739,412.3936337049739,0.6873227228416232,32,,,,
21,cherry,rare,29,21,1,0,9.8201300000000000,982.013,98,100,31,3660.000000000000000000,0,1331044,1562,937.0130323214188,937.0130323214188,9.561357472667538,17,,,,
22,egg,rare,29,15,1,0,13.3858400000000000,1338.584,100,100,32,9860.000000000000000000,1,1891120,752,1682.5464014385593,1682.5464014385593,16.82546401438559,11,,,,
23,coconut,rare,29,29,1,0,6.8320865051903114,1974.473,276,289,23,1800,0,370027,143,106.70198354947914,106.70198354947914,0.38660138967202584,45,,,,
24,cute,uncommon,29,29,1,0,5.6015873452544704,4072.354,710,727,33,577.000000000000000000,0,14679,25,0.9504509895536798,0.9504509895536798,0.0013386633655685632,85,,,,
25,devil,epic,29,29,1,0,13.6533827160493827,1105.924,80,81,16,9300,0,569320,201,229.3787531892362,229.3787531892362,2.8672344148654525,38,,,,
26,revolver,uncommon,21,19,1,0,3.8150333333333333,2289.020,600,600,12,792.000000000000000000,1,1986225,808,914.4869576886259,914.4869576886259,1.5241449294810432,18,,,,
27,disguise,epic,29,29,1,0,12.2190259740259740,940.865,76,77,25,5957.000000000000000000,0,681968,186,282.6689908906833,282.6689908906833,3.7193288275089906,36,,,,
28,dog,uncommon,24,29,1,0,4.6608400000000000,2796.504,600,600,19,500.000000000000000000,1,835650,415,666.3589712429832,666.3589712429832,1.110598285404972,24,,,,
29,donut,uncommon,29,29,1,0,5.4347986754966887,4103.273,695,755,18,406,0,350542,118,36.41751429388155,36.41751429388155,0.05239930114227562,57,,,,
30,baseball,epic,29,29,1,0,9.6328309859154930,683.931,70,71,17,5178.800000000000000000,0,5217,10,1.4696784577468396,1.4696784577468396,0.020995406539240567,84,,,,
31,bowie,rare,29,29,1,0,7.6428734939759036,2537.434,328,332,25,1800,0,164903,101,13.539079695529733,13.539079695529733,0.04127768199856626,75,,,,
32,eyeball,rare,29,29,1,0,6.9939830508474576,2063.225,282,295,23,1285.400000000000000000,0,84840,53,24.464691182907757,24.464691182907757,0.08675422405286438,63,,,,
33,eyeball2,epic,29,29,1,0,10.6349736842105263,808.258,72,76,17,6420.000000000000000000,0,63546,57,17.901511841284393,17.901511841284393,0.24863210890672768,68,,,,
34,discoball,epic,29,29,1,0,13.7273396226415094,727.549,53,53,21,9100.000000000000000000,0,934588,136,444.87546101444457,444.87546101444457,8.393876622914048,29,,,,
35,fishcake,uncommon,29,29,1,0,5.3335201072386059,3978.806,696,746,21,466.000000000000000000,0,65106,77,9.802074938872913,9.802074938872913,0.014083441004127749,77,,,,
36,floater,rare,29,29,1,0,8.4275733333333333,1264.136,150,150,13,8000,0,380845,241,58.28466436698374,58.28466436698374,0.3885644291132249,50,,,,
37,fox,uncommon,29,29,1,0,5.9051758793969849,4700.520,723,796,33,556.000000000000000000,0,232439,61,15.050199438712974,15.050199438712974,0.02081632010886995,71,,,,
38,fox777,legendary,29,21,1,0,29.9049285714285714,418.669,14,14,23,133000,2,3846337,936,1721.619995159562,1721.619995159562,122.97285679711158,10,,,,
40,gamer,rare,29,29,1,0,9.3970300000000000,939.703,99,100,29,3370.000000000000000000,0,1084730,411,584.616994230862,584.616994230862,5.9052221639481015,26,,,,
41,xmasball,epic,29,29,1,0,10.7063500000000000,642.381,59,60,17,5980.000000000000000000,0,140464,76,39.57004310694884,39.57004310694884,0.6706786967279464,53,,,,
42,derp,uncommon,29,29,1,0,6.9147309523809524,2904.187,420,420,33,1050.000000000000000000,0,815398,376,220.58455415852538,220.58455415852538,0.5252013194250604,39,,,,
43,moneybag,legendary,29,29,1,0,18.0070000000000000,180.070,10,10,27,45813.142000000000000000,0,379291,337,281.8464697540942,281.8464697540942,28.184646975409418,37,,,,
44,moon,uncommon,29,19,1,0,5.5284516666666667,3317.071,600,600,10,4150.000000000000000000,2,4756170,1903,2725.7412115366565,2725.7412115366565,4.5429020192277605,6,,200.000000000000000000,,
