id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,28.5030000000000000,285.030,10,10,8,61918.914285714284000000,1,2341548,1679560,492,887.9337722184513,887.9337722184513,88.79337722184513,15,,,,
4,8ball,common,29,29,1,0,4.2222237136465324,15098.672,3307,3576,18,88,0,142281,85499,56,17.89396802272025,17.89396802272025,0.0054109368075960845,59,,,,
7,alien,common,29,29,1,0,4.7223020000000000,9444.604,2000,2000,14,170.000000000000000000,0,39021,39021,63,8.852224933331199,8.852224933331199,0.0044261124666656,66,,,,
8,angel,epic,29,29,1,0,15.3586800000000000,767.934,50,50,30,9000.000000000000000000,0,841864,429742,146,263.6486043341093,263.6486043341093,5.272972086682185,28,,,,
9,banana,rare,29,29,1,0,8.0892533333333333,1213.388,150,150,5,1948.400000000000000000,0,6545,6545,7,0.5141253783370323,0.5141253783370323,0.0034275025222468823,79,,,,
11,basketball,common,29,29,1,0,3.1025905865657521,13117.753,4030,4228,18,88,0,434920,434920,122,66.12903355880775,66.12903355880775,0.016409189468686785,48,,,,
12,beachball,common,29,29,1,0,3.6106355835240275,12622.782,3262,3496,6,92.000000000000000000,0,101263,49252,29,100.5417813145098,100.5417813145098,0.030822127932099878,44,,,,
13,bomb,uncommon,29,29,1,0,5.3828933333333333,3229.736,600,600,11,2100,6,10515278,9115054,1564,3991.082651779509,4491.0826517795085,7.485137752965848,3,500,300.000000000000000000,204,
14,shades,epic,29,29,1,0,15.3173200000000000,765.866,50,50,4,9746.02857142857,1,4910676,4488766,417,1613.204943215544,1613.204943215544,32.26409886431088,9,,,,
15,bowling,common,29,29,1,0,3.0100805000000000,6020.161,1998,2000,32,183.600000000000000000,0,4758,4758,8,0.8742768179355354,0.8742768179355354,0.0004375759849527204,78,,,,
17,ninja,rare,29,29,1,0,10.5615100000000000,1056.151,100,100,6,4000.000000000000000000,0,31518,31518,16,7.400676476051038,7.400676476051038,0.07400676476051038,68,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7846933333333333,1467.704,150,150,23,5000,0,1372361,1372361,309,551.1615752605867,551.1615752605867,3.6744105017372446,21,,,,
19,button,common,29,24,1,0,3.8389241833982619,12810.490,3080,3337,12,88,0,227671,123332,104,34.274373417685624,34.274373417685624,0.011128043317430397,54,,,,
20,cat,uncommon,29,29,1,0,5.4076200000000000,3244.572,600,600,29,1400,1,1056091,949728,413,1713.9993320275503,1713.9993320275503,2.8566655533792504,8,,,,
21,cherry,rare,29,29,1,0,10.2665200000000000,1026.652,98,100,24,3300.000000000000000000,0,195488,195488,70,122.9644072503687,122.9644072503687,1.254738849493558,42,,,,
22,egg,rare,29,29,1,0,14.0029700000000000,1400.297,100,100,25,8500,0,1320029,1040595,309,582.696258025529,582.696258025529,5.82696258025529,18,,,,
23,coconut,rare,29,29,1,0,7.0215653710247350,1987.103,271,283,23,1550,0,,,,,,,83,,,,
24,cute,uncommon,29,29,1,0,5.7227776243093923,4143.291,707,724,3,447,0,55770,25235,23,10.272012740586545,10.272012740586545,0.014529013777350134,65,,,,
25,devil,epic,29,24,1,0,15.0786219512195122,1236.447,81,82,4,11499.600000000000000000,1,2436697,2079636,751,967.8046340653932,967.8046340653932,11.948205358832015,14,,,,
26,revolver,uncommon,29,29,1,0,4.1451300000000000,2487.078,600,600,5,532.000000000000000000,0,749775,491334,220,154.11104203860174,154.11104203860174,0.2568517367310029,33,,,,
27,disguise,epic,29,29,1,0,12.3948918918918919,917.222,73,74,23,7380.000000000000000000,0,1842,1842,2,0.25924450632357526,0.25924450632357526,0.003551294607172264,80,,,,
28,dog,uncommon,29,29,1,0,5.0529000000000000,3031.740,600,600,17,521.800000000000000000,0,27238,27238,15,3.862249163104837,3.862249163104837,0.006437081938508062,72,,,,
29,donut,uncommon,29,24,1,0,5.5148056300268097,4114.045,686,746,16,404,0,183715,183715,109,90.34311075848491,90.34311075848491,0.1316954967324853,45,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,5,6718.800000000000000000,0,,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.8906962025316456,2493.460,312,316,16,1510,0,47612,47612,27,5.268428624179655,5.268428624179655,0.016885989180062996,70,,,,
32,eyeball,rare,29,17,1,0,7.0317430555555556,2025.142,275,288,3,1408.000000000000000000,0,,,,,,,85,,,,
33,eyeball2,epic,29,29,1,0,10.5331733333333333,789.988,71,75,14,5690.000000000000000000,0,,,,,,,86,,,,
34,discoball,epic,29,29,1,0,14.3951698113207547,762.944,53,53,20,7000,0,359748,208429,78,135.59812767956242,135.59812767956242,2.558455239237027,38,,,,
35,fishcake,uncommon,29,29,1,0,5.3534610123119015,3913.380,681,731,26,399.000000000000000000,0,104696,52558,34,20.831350961960897,20.831350961960897,0.03058935530390734,57,,,,
36,floater,rare,29,29,1,0,8.5639800000000000,1284.597,150,150,32,2200,0,331861,162200,76,60.97906243734862,60.97906243734862,0.4065270829156574,49,,,,
37,fox,uncommon,29,24,1,0,6.0485635430038511,4711.831,707,779,17,398,0,7962,7962,10,1.128982591843774,1.128982591843774,0.0015968636376856775,76,,,,
38,fox777,legendary,29,29,1,0,31.8760000000000000,446.264,14,14,14,104100.000000000000000000,0,195501,195501,52,44.35096042364836,44.35096042364836,3.1679257445463116,51,,,,
40,gamer,rare,29,29,1,0,10.3726300000000000,1037.263,99,100,3,4700,1,1068681,677874,175,482.47671049573427,482.47671049573427,4.873502126219538,24,,,,
41,xmasball,epic,29,29,1,0,10.8094333333333333,648.566,60,60,12,8005.000000000000000000,0,95811,95811,45,14.423716641653428,14.423716641653428,0.24039527736089047,62,,,,
42,derp,uncommon,29,29,1,0,7.0993571428571429,2981.730,420,420,33,1360.000000000000000000,0,11012,11012,5,4.192778665443388,4.192778665443388,0.00998280634629378,71,,,,
43,moneybag,legendary,29,29,1,0,19.2119000000000000,192.119,10,10,3,41000.138000000000000000,0,81635,81635,39,15.035964857051866,15.035964857051866,1.5035964857051867,61,,,,
44,moon,uncommon,29,24,1,0,6.2252883333333333,3735.173,600,600,27,5750,2,2972176,2481009,618,1141.0534968862873,1141.0534968862873,1.9017558281438123,12,,,,
45,bull,uncommon,29,29,1,0,6.3824313471502591,4927.237,738,772,21,504.000000000000000000,0,656677,448128,133,309.772446892922,309.772446892922,0.4197458629985393,26,,,,
46,opencan,uncommon,29,29,1,0,5.0159383333333333,3009.563,600,600,22,520.600000000000000000,0,499587,497848,56,149.43013627723676,149.43013627723676,0.24905022712872793,36,,,,
47,candyswirl,rare,29,21,1,0,11.7010800000000000,1170.108,100,100,17,7100.000000000000000000,0,1068155,784387,306,257.05166108824784,257.05166108824784,2.5705166108824784,29,,,,
48,royman,epic,29,29,1,0,12.5593000000000000,627.965,50,50,9,6893.800000000000000000,0,1268,1268,1,0.24256671970385324,0.24256671970385324,0.004851334394077065,81,,,,
49,panda,uncommon,29,29,1,0,5.5089966666666667,3305.398,599,600,22,521.800000000000000000,0,273286,275987,162,36.329264627578915,36.329264627578915,0.06064985747509001,52,,,,
50,melon,rare,29,29,1,0,7.0434014869888476,1894.675,265,269,27,1600,0,348028,348028,44,151.27996467353296,151.27996467353296,0.570867791220879,35,,,,
51,casinochip,uncommon,29,24,1,0,5.3786416666666667,3227.185,600,600,23,3000,2,3286655,2838232,806,2556.208154572684,2556.208154572684,4.260346924287807,5,,,,
52,pizza,rare,29,29,1,0,8.7854933333333333,1317.824,150,150,15,2100,1,1380621,904732,252,576.3093546840944,576.3093546840944,3.842062364560629,19,,,,
53,jackolantern,rare,29,29,1,0,9.8116066666666667,1471.741,150,150,23,1850,0,771709,423300,204,108.63839480665582,108.63839480665582,0.7242559653777055,43,,,,
54,waffle,uncommon,29,29,1,0,5.1749614855570839,3762.197,678,727,16,388.598000000000000000,0,8270,8270,1,1.5232122174045315,1.5232122174045315,0.0022466256893872148,74,,,,
55,saturn,common,29,29,1,0,3.7609495000000000,7521.899,1996,2000,6,204.000000000000000000,0,81302,81302,59,18.36446623469699,18.36446623469699,0.009200634386120737,58,,,,
56,marble,rare,29,29,1,0,7.5350871080139373,2162.570,278,287,3,1400,0,267295,267295,39,125.9962283144178,125.9962283144178,0.453223842857618,41,,,,
57,skull,uncommon,29,29,1,0,6.5830843558282209,4292.171,650,652,18,833,0,402309,402309,157,145.92424088855728,145.92424088855728,0.22449883213624197,37,,,,
58,skullpatch,rare,29,29,1,0,9.1620266666666667,1374.304,150,150,21,1850,0,467042,274110,104,210.26313402726973,210.26313402726973,1.4017542268484648,31,,,,
59,football,common,29,17,1,0,4.2395005000000000,8479.001,1997,2000,22,1200,7,11454809,10144160,2351,5451.216477437655,8451.216477437654,4.231956172978294,1,3000,600.000000000000000000,228.33333333333331,1000
60,starballoon,common,29,29,1,0,3.4739414965986395,12766.735,3412,3676,26,88,0,174256,174256,79,34.67169608416233,34.67169608416233,0.010161692873435617,53,,,,
61,tamagochi,epic,29,29,1,0,12.1216052631578947,921.242,76,76,32,6612.379047619047600000,0,39949,39949,9,7.34058104239317,7.34058104239317,0.09658659266306803,69,,,,
62,target,uncommon,29,29,1,0,5.0493445040214477,3766.811,711,746,4,419,0,56111,25598,24,8.052984853289717,8.052984853289717,0.011326279681138841,67,,,,
64,tomato,uncommon,29,29,1,0,5.0408856767411301,3836.114,739,761,23,430,0,7137,7137,2,1.0044669064231033,1.0044669064231033,0.001359224501249125,77,,,,
65,volleyball,common,29,29,1,0,3.1136000000000000,6227.200,2000,2000,7,200.000000000000000000,0,1404656,972313,349,563.4666137166506,563.4666137166506,0.2817333068583253,20,,,,
66,racoon,uncommon,29,29,1,0,6.3617278562259307,4955.786,733,779,22,399,0,118318,59070,40,10.502028677724448,10.502028677724448,0.014327460679023804,64,,,,
67,peach,rare,29,29,1,0,10.2252100000000000,1022.521,100,100,11,4475,0,410321,410321,96,132.24596406258667,132.24596406258667,1.3224596406258666,39,,,,
68,watermelon,uncommon,29,21,1,0,4.3249366666666667,2594.962,600,600,18,599.99,0,1562372,1560584,814,382.2653370210562,382.2653370210562,0.6371088950350937,25,,,,
69,citrus,epic,29,29,1,0,15.7624800000000000,788.124,50,50,14,7006.400000000000000000,0,125749,66464,37,28.527163146548396,28.527163146548396,0.5705432629309679,55,,,,
70,potion,epic,29,29,1,0,14.0776800000000000,703.884,50,50,8,9300.000000000000000000,1,4221438,2395822,388,1192.3207186148736,1192.3207186148736,23.846414372297474,11,,,,
71,crlogo,legendary,29,24,1,0,35.6702000000000000,356.702,10,10,14,72464.800000000000000000,2,6727130,6348877,1075,3154.8463212364954,3154.8463212364954,315.48463212364953,4,,300.000000000000000000,,
72,yinyang,uncommon,29,29,1,0,5.4858391608391608,3922.375,687,715,3,350,0,82761,82761,45,15.243357475769821,15.243357475769821,0.022188293268951706,60,,,,
73,waffle2,legendary,29,29,1,0,17.7721111111111111,319.898,18,18,8,40000,0,975772,975772,149,288.75421232947804,288.75421232947804,16.041900684971,27,,,,
74,snowman,epic,29,29,1,0,12.5509600000000000,627.548,50,50,24,6955.400000000000000000,1,987943,987943,73,540.6750266502322,540.6750266502322,10.813500533004644,22,,,,
75,crosshair,common,29,29,1,0,3.5931260000000000,7186.252,2000,2000,23,1000,0,3937667,3917424,925,1214.2935368642286,1214.2935368642286,0.6071467684321143,10,,,,
76,xmasball2,common,29,24,1,0,3.3903949748743719,13493.772,3760,3980,22,55,0,227823,227823,123,152.33623176842175,152.33623176842175,0.04051495525755898,34,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5070800000000000,1150.708,100,100,15,3638.800000000000000000,0,,,,,,,87,,,,
78,vase,common,29,29,1,0,2.5317081459270365,5065.948,2000,2000,18,169.000000000000000000,0,841794,776192,282,209.1520912489156,209.1520912489156,0.10457604562445781,32,,,,
79,ufo,uncommon,29,29,1,0,5.9567616666666667,3574.057,600,600,22,2000,0,2727088,2713529,392,504.3887809516639,504.3887809516639,0.8406479682527731,23,,,,
80,wheeee,rare,29,24,1,0,9.0140600000000000,1352.109,150,150,18,4211.400000000000000000,0,409,409,1,0.05155319546048146,0.05155319546048146,0.0003436879697365431,82,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5722400000000000,878.612,50,50,10,16800.000000000000000000,0,41743,41743,14,82.18742496451561,82.18742496451561,1.6437484992903122,46,,,,
83,ape,epic,29,29,1,0,16.9947000000000000,849.735,50,50,24,9000,0,10072,10072,8,2.3817099728510773,2.3817099728510773,0.04763419945702155,73,,,,
84,ghost,epic,29,21,1,0,23.3966400000000000,1169.832,50,50,28,50100.000000000000000000,1,5208939,5208939,1064,1055.1085702874652,1055.1085702874652,21.102171405749303,13,,200.000000000000000000,,
85,diver,rare,29,24,1,0,8.3261133333333333,1248.917,150,150,15,6800.000000000000000000,1,5068158,4409704,882,2456.0494415951594,2456.0494415951594,16.37366294396773,6,,,,
86,cobra,legendary,29,24,1,0,34.4446000000000000,344.446,10,10,26,72500,1,1446020,1421442,373,792.6814775790557,792.6814775790557,79.26814775790557,16,,,,
87,clock,common,29,29,1,0,2.4725830000000000,4945.166,2000,2000,12,182.997200000000000000,0,8483,8483,11,1.277059922880943,1.277059922880943,0.0006385299614404715,75,,,,
88,ladybug,rare,29,24,1,0,10.0430266666666667,1506.454,150,150,28,8457.142857142840000000,2,8541054,8000100,2065,4063.6883806543656,5063.688380654366,33.75792253769577,2,1000,200.000000000000000000,184,
89,dragon,epic,29,29,1,100.000000000000000000,16.5596000000000000,827.980,50,50,7,11000,1,6203982,5560548,1253,1891.0739712119819,1891.0739712119819,37.82147942423964,7,,,,
90,virus,common,29,29,1,0,2.5593915000000000,5118.783,2000,2000,19,152.000000000000000000,0,143655,143655,52,27.671336662077763,27.671336662077763,0.013835668331038881,56,,,,
91,cougar,rare,29,29,1,0,9.0432666666666667,1356.490,150,150,33,2300,0,55987,55987,29,11.61195872836661,11.61195872836661,0.07741305818911073,63,,,,
92,botroyale,legendary,29,29,1,0,23.6718000000000000,236.718,10,10,14,47240.000000000000000000,0,225268,223867,98,51.10384168221348,51.10384168221348,5.110384168221348,50,,,,
93,mummy,epic,29,29,1,0,15.2149400000000000,760.747,50,50,19,10759.800000000000000000,0,271506,271506,26,129.06287612994197,129.06287612994197,2.5812575225988392,40,,,,
94,frankie,rare,29,24,1,0,7.7696733333333333,1165.451,150,150,26,2710.000000000000000000,0,1182492,1107578,202,626.4973883619682,626.4973883619682,4.1766492557464545,17,,,,
95,earth,uncommon,29,24,1,0,3.0948900000000000,1856.934,600,600,29,730,0,411396,230474,158,69.60835188026718,69.60835188026718,0.1160139198004453,47,,,,
131,bat,epic,29,29,1,0,11.2860000000000000,564.300,50,50,28,11380.000000000000000000,0,875745,526922,251,226.85496348962664,226.85496348962664,4.537099269792533,30,,,,
