id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.1890000000000000,321.890,10,10,29,129084.138000000000000000,1,869136,130,1192.0594070227367,1192.0594070227367,119.20594070227367,8,,,,
4,8ball,common,29,29,1,0,4.1591675013912076,14948.048,3325,3605,20,120,0,17813,6,155.43082334806562,155.43082334806562,0.046746112285132514,41,,,,
7,alien,common,29,29,1,0,4.5965645000000000,9193.129,2000,2000,28,185,0,31598,19,36.32002171272614,36.32002171272614,0.018160010856363068,54,,,,
8,angel,epic,29,29,1,0,17.4151200000000000,870.756,50,50,13,17499.800000000000000000,3,264101,93,1555.6419102420166,1555.6419102420166,31.112838204840333,5,,,,
9,banana,rare,29,29,1,0,7.8227333333333333,1173.410,150,150,9,1887.600000000000000000,2,420261,95,1407.5691651881348,1407.5691651881348,9.383794434587566,6,,,,
11,basketball,common,29,29,1,0,3.9185442739079103,9957.021,2342,4300,8,109,0,,,,,,64,,,,
12,beachball,common,29,29,1,0,3.6215448755066589,12508.816,3218,3520,14,105,0,,,,,,65,,,,
13,bomb,uncommon,29,29,1,0,5.0159616666666667,3009.577,600,600,21,900,0,64451,31,140.59000201588037,140.59000201588037,0.23431667002646728,45,,,,
14,shades,epic,29,29,1,0,14.5493800000000000,727.469,50,50,10,12510.000000000000000000,0,,,,,,66,,,,
15,bowling,common,29,29,1,0,3.7016264367816092,4508.581,1216,2000,18,154.000000000000000000,0,,,,,,67,,,,
17,ninja,rare,29,29,1,0,10.2099100000000000,1020.991,100,100,8,5500,0,29453,19,522.280443597611,522.280443597611,5.22280443597611,22,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4307533333333333,1414.613,150,150,22,3666.600000000000000000,1,42933,14,816.4223131981821,816.4223131981821,5.442815421321214,15,,,,
19,button,common,29,29,1,0,3.8097784040344112,12842.763,3109,3371,25,96.000000000000000000,0,4911,11,91.75827720069023,91.75827720069023,0.029513759151074376,51,,,,
20,cat,uncommon,29,29,1,0,5.0772466666666667,3046.348,600,600,28,1000,0,21463,14,122.4873020845236,122.4873020845236,0.204145503474206,49,,,,
21,cherry,rare,29,29,1,0,9.1862600000000000,918.626,98,100,25,2180.000000000000000000,1,27716,20,287.25874406506466,287.25874406506466,2.931211674133313,31,,,,
22,egg,rare,29,16,1,0,13.2007300000000000,1320.073,100,100,32,8660.000000000000000000,0,15420,11,20.45990372725638,20.45990372725638,0.2045990372725638,58,,,,
23,coconut,rare,29,29,1,0,6.8333917525773196,1988.517,278,291,32,1750,0,45230,46,223.86942714174717,223.86942714174717,0.8052857091429754,37,,,,
24,cute,uncommon,29,29,1,0,5.5930866574965612,4066.174,710,727,14,308.000000000000000000,0,,,,,,68,,,,
25,devil,epic,29,29,1,0,13.6322823529411765,1158.744,84,85,23,7500,0,42594,17,585.1001117314382,585.1001117314382,6.96547752061236,19,,,,
26,revolver,uncommon,29,24,1,0,3.7865950000000000,2271.957,600,600,22,675.600000000000000000,0,16023,11,241.6840643532861,241.6840643532861,0.4028067739221435,34,,,,
27,disguise,epic,29,29,1,0,12.1611558441558442,936.409,76,77,15,5842.600000000000000000,1,153400,53,537.98949625253,537.98949625253,7.0788091612174995,21,,,,
28,dog,uncommon,29,29,1,0,4.6405116666666667,2784.307,600,600,27,539.998000000000000000,0,1751,3,1.561182828024661,1.561182828024661,0.0026019713800411017,61,,,,
29,donut,uncommon,24,29,1,0,5.4229179894179894,4099.726,696,756,20,339.000000000000000000,1,42292,22,365.19543471645045,365.19543471645045,0.5247060843627162,27,,,,
30,baseball,epic,29,29,1,0,9.6243098591549296,683.326,70,71,17,5178.800000000000000000,0,,,,,,69,,,,
31,bowie,rare,29,29,1,0,7.7027002967359050,2595.810,333,337,13,1300.000000000000000000,0,11714,10,194.95457874308,194.95457874308,0.5854491854146546,39,,,,
