id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.5980000000000000,305.980,10,10,32,56400.000000000000000000,0,1714268,304,690.407920352121,690.407920352121,69.04079203521209,19,,,,
4,8ball,common,19,29,1,0,4.1974154103852596,15035.142,3313,3582,26,185,0,574018,475,185.54675811587995,185.54675811587995,0.056005661972798056,43,,,,
7,alien,common,29,29,1,0,4.6919040000000000,9383.808,2000,2000,14,210,0,477767,272,54.93843217103277,54.93843217103277,0.027469216085516387,65,,,,
8,angel,epic,29,29,1,0,18.0053400000000000,900.267,50,50,30,25000,2,4305169,439,2072.6032561622696,2072.6032561622696,41.45206512324539,7,,,,
9,banana,rare,29,29,1,0,7.9593266666666667,1193.899,150,150,3,2254.000000000000000000,0,324898,58,154.63542287152723,154.63542287152723,1.0309028191435148,46,,,,
11,basketball,common,29,29,1,0,3.5493111325611326,11031.259,2910,4273,5,99,0,458033,258,72.2957273210809,72.2957273210809,0.024843892550199625,56,,,,
12,beachball,common,29,29,1,0,3.6015770988006853,12612.723,3268,3502,18,137.000000000000000000,0,584329,347,61.08088790350777,61.08088790350777,0.01869060217365599,61,,,,
13,bomb,uncommon,29,24,1,0,5.1334883333333333,3080.093,600,600,22,1210.000000000000000000,0,1608150,566,320.9651881284262,320.9651881284262,0.5349419802140436,31,,,,
14,shades,epic,29,29,1,0,14.8573600000000000,742.868,50,50,32,13240.000000000000000000,0,204950,179,39.99372625213793,39.99372625213793,0.7998745250427587,69,,,,
15,bowling,common,29,29,1,0,2.9405325000000000,5881.065,1998,2000,26,220,0,465963,330,67.12237008158591,67.12237008158591,0.03359477982061357,58,,,,
17,ninja,rare,29,29,1,0,10.4481300000000000,1044.813,100,100,24,5000,0,345884,73,159.5247699556421,159.5247699556421,1.595247699556421,44,,,,
