id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.3849000000000000,323.849,10,10,7,79524.138000000000000000,0,208433,42,71.82481530286117,71.82481530286117,7.1824815302861165,49,,,,
4,8ball,common,24,24,1,0,4.1533102392877017,14926.997,3325,3594,23,128,0,391588,433,78.37007932825578,78.37007932825578,0.023569948670152115,48,,,,
7,alien,common,29,29,1,0,4.6034845000000000,9206.969,2000,2000,11,220,0,304171,178,154.8355103833309,154.8355103833309,0.07741775519166545,41,,,,
8,angel,epic,29,29,1,0,17.5279000000000000,876.395,50,50,24,16000,0,676654,175,314.8501427695475,314.8501427695475,6.29700285539095,29,,,,
9,banana,rare,29,29,1,0,7.8639400000000000,1179.591,150,150,3,2003.800000000000000000,0,28421,10,6.2069547196117325,6.2069547196117325,0.04137969813074489,81,,,,
11,basketball,common,29,29,1,0,3.9147319182389937,9959.078,2345,4299,4,125,0,215783,121,42.74546536014614,42.74546536014614,0.018228343437162533,60,,,,
12,beachball,common,24,29,1,0,3.6211924855491329,12529.326,3224,3519,5,106.000000000000000000,0,306487,220,57.89886410752917,57.89886410752917,0.01795870474799292,52,,,,
13,bomb,uncommon,29,29,1,0,5.0132666666666667,3007.960,600,600,21,700.000000000000000000,1,1530542,496,882.4407444762435,882.4407444762435,1.4707345741270725,15,,,,
14,shades,epic,29,29,1,0,14.5680400000000000,728.402,50,50,16,11500,0,103054,24,22.88878291833545,22.88878291833545,0.457775658366709,70,,,,
15,bowling,common,29,29,1,0,3.6144499605988968,4586.737,1267,2000,23,136.800000000000000000,0,41491,18,8.511864334492374,8.511864334492374,0.006718124968028709,78,,,,
17,ninja,rare,29,29,1,0,10.3129600000000000,1031.296,100,100,29,4050.000000000000000000,0,926334,370,172.28196989450444,172.28196989450444,1.7228196989450444,40,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.1498466666666667,1372.477,150,150,28,4000,0,511414,140,308.60798587530115,308.60798587530115,2.0573865725020077,31,,,,
19,button,common,29,29,1,0,3.8102731329961321,12806.328,3100,3361,23,115,0,238796,230,49.972064019343016,49.972064019343016,0.016120020651400974,55,,,,
20,cat,uncommon,29,29,1,0,5.0831083333333333,3049.865,600,600,17,730.000000000000000000,1,1156508,429,732.8944939852134,732.8944939852134,1.221490823308689,19,,,,
21,cherry,rare,29,29,1,0,9.1944700000000000,919.447,98,100,23,2500,0,10033,17,2.247226178836088,2.247226178836088,0.02293087937587845,85,,,,
22,egg,rare,29,21,1,0,13.3183500000000000,1331.835,100,100,23,9060.000000000000000000,0,1490214,780,1169.5347512584442,1169.5347512584442,11.695347512584442,12,,,,
23,coconut,rare,29,29,1,0,6.8222318339100346,1971.625,276,289,23,1800,0,70908,79,14.458266034485366,14.458266034485366,0.05238502186407741,74,,,,
24,cute,uncommon,29,29,1,0,5.5984456671251719,4070.070,710,727,23,541.800000000000000000,0,119496,73,24.51456317067559,24.51456317067559,0.034527553761514916,69,,,,
25,devil,epic,29,29,1,0,13.6001585365853659,1115.213,81,82,25,8000,1,1098897,397,619.7919516620564,619.7919516620564,7.651752489655017,23,,,,
26,revolver,uncommon,29,19,1,0,3.8163300000000000,2289.798,600,600,9,724.000000000000000000,0,697799,493,230.22861299332848,230.22861299332848,0.3837143549888808,38,,,,
