id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,29.9152000000000000,299.152,10,10,4,63900.000000000000000000,0,699221,248,166.98896380016197,166.98896380016197,16.698896380016198,45,,,,
4,8ball,common,21,29,1,0,4.1752608089260809,14968.310,3316,3585,3,130,0,416915,444,363.63707415783375,363.63707415783375,0.10966136132624661,32,,,,
7,alien,common,29,29,1,0,4.6563015000000000,9312.603,2000,2000,23,235,0,501884,260,99.29329989012234,99.29329989012234,0.04964664994506117,49,,,,
8,angel,epic,29,29,1,0,17.8078200000000000,890.391,50,50,4,31480.000000000000000000,0,1222930,299,495.1114744675041,495.1114744675041,9.902229489350082,27,,,,
9,banana,rare,29,29,1,0,7.9116200000000000,1186.743,150,150,23,2200,0,179151,62,52.122999080358575,52.122999080358575,0.34748666053572386,58,,,,
11,basketball,common,29,29,1,0,3.9079052427184466,10062.856,2376,4286,3,127.400000000000000000,0,280159,247,233.62217031952042,233.62217031952042,0.09832582925905742,40,,,,
12,beachball,common,29,29,1,0,3.5889489737742303,12590.033,3274,3508,24,130,0,534939,218,381.0168495184684,381.0168495184684,0.11637655758047294,31,,,,
13,bomb,uncommon,29,29,1,0,5.0739333333333333,3044.360,600,600,8,940.476000000000000000,0,1834902,347,848.2997868365046,848.2997868365046,1.413832978060841,21,,,,
14,shades,epic,29,29,1,0,14.7126200000000000,735.631,50,50,23,11400,0,100478,46,16.521111819780483,16.521111819780483,0.33042223639560964,74,,,,
15,bowling,common,29,29,1,0,3.1281249270286048,5358.478,1711,2000,15,149.600000000000000000,0,181358,236,65.67734978720935,65.67734978720935,0.03838535931455836,55,,,,
17,ninja,rare,29,29,1,0,10.4198900000000000,1041.989,100,100,28,5650.000000000000000000,0,10664,13,4.447661690120682,4.447661690120682,0.044476616901206814,83,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.3336466666666667,1400.047,150,150,17,3593.000000000000000000,0,2050669,474,1177.8259454365098,1177.8259454365098,7.852172969576731,15,,,,
19,button,common,24,29,1,0,3.8262661097852029,12825.644,3094,3352,3,114.400000000000000000,0,224802,140,76.30282979435134,76.30282979435134,0.024661548091257705,51,,,,
20,cat,uncommon,29,24,1,0,5.1351633333333333,3081.098,600,600,33,1075.400000000000000000,0,1333897,513,814.0760249973454,814.0760249973454,1.3567933749955756,23,,,,
21,cherry,rare,29,29,1,0,10.1388900000000000,1013.889,98,100,6,3962.000000000000000000,0,409139,184,247.94174440482038,247.94174440482038,2.5300178000491877,38,,,,
22,egg,rare,29,24,1,0,13.6671200000000000,1366.712,100,100,29,6960.000000000000000000,0,2529753,1158,1390.1092377665927,1390.1092377665927,13.901092377665927,13,,,,
23,coconut,rare,29,29,1,0,6.8751562500000000,1980.045,275,288,23,1568.523809523800000000,0,23699,22,3.89059336018952,3.89059336018952,0.014147612218870982,84,,,,
24,cute,uncommon,29,29,1,0,5.6387991746905089,4099.407,710,727,23,699,0,44932,18,11.643417991176674,11.643417991176674,0.01639918026926292,78,,,,
25,devil,epic,29,24,1,0,13.9011728395061728,1125.995,80,81,26,9500,1,1192104,399,1038.3317941792593,1038.3317941792593,12.979147427240742,18,,,,
26,revolver,uncommon,29,29,1,0,3.9431533333333333,2365.892,600,600,32,1200.000000000000000000,1,1375744,586,1119.4493837126556,1119.4493837126556,1.865748972854426,16,,,,
27,disguise,epic,29,29,1,0,12.1300933333333333,909.757,74,75,4,8000,0,226175,59,57.75005768692368,57.75005768692368,0.7804061849584282,57,,,,
28,dog,uncommon,29,29,1,0,4.7263416666666667,2835.805,600,600,22,661.000000000000000000,0,170192,168,43.354814936947086,43.354814936947086,0.07225802489491182,60,,,,
29,donut,uncommon,29,29,1,0,5.4389667110519308,4084.664,691,751,32,621.047619047540000000,0,116076,73,39.380587334150306,39.380587334150306,0.05699071973104241,63,,,,
30,baseball,epic,29,29,1,0,9.6089428571428571,672.626,69,70,23,6718.800000000000000000,0,739,1,0.1131032937844037,0.1131032937844037,0.0016391781707884594,86,,,,
31,bowie,rare,29,29,1,0,7.7889449541284404,2546.985,323,327,16,1550,0,161850,137,36.75579050735353,36.75579050735353,0.11379501705063012,65,,,,
32,eyeball,rare,29,29,1,0,6.9927739726027397,2041.890,279,292,23,1500,0,92962,35,14.22775155180749,14.22775155180749,0.05099552527529566,76,,,,
33,eyeball2,epic,29,29,1,0,10.3117333333333333,773.380,71,75,23,6640.000000000000000000,0,39814,24,7.119475199117297,7.119475199117297,0.10027429857911686,82,,,,
34,discoball,epic,29,29,1,0,13.8291132075471698,732.943,53,53,23,8709.332000000000000000,0,204332,57,33.68249315910865,33.68249315910865,0.6355187388511067,69,,,,
35,fishcake,uncommon,29,29,1,0,5.3211981132075472,3948.329,692,742,23,464.380952380940000000,0,58510,62,10.326732451658565,10.326732451658565,0.01492302377407307,80,,,,
36,floater,rare,29,29,1,0,8.5030600000000000,1275.459,150,150,23,4000,0,60216,47,9.216005329528624,9.216005329528624,0.061440035530190826,81,,,,
37,fox,uncommon,29,29,1,0,5.9327047738693467,4722.433,724,796,23,625,0,142074,116,21.744299541441638,21.744299541441638,0.0300335629025437,71,,,,
38,fox777,legendary,29,24,1,0,30.6235000000000000,428.729,14,14,7,100000,0,1476534,485,843.8165319739021,843.8165319739021,60.27260942670729,22,,,,
40,gamer,rare,29,29,1,0,9.5332000000000000,953.320,99,100,11,3500,0,763282,201,254.49129270436936,254.49129270436936,2.5706191182259532,37,,,,
