id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
62,target,uncommon,29,29,1,0,5.0375294906166220,3757.997,711,746,23,388,0,6093,6093,8,1.0882069796994371,1.0882069796994371,0.0015305302105477316,83,,,,
64,tomato,uncommon,29,29,1,0,5.0132244094488189,3820.077,740,762,25,292.000000000000000000,0,1020849,507106,230,122.53031901672206,122.53031901672206,0.16558151218475956,38,,,,
65,volleyball,common,29,29,1,0,3.0877185000000000,6175.437,2000,2000,20,200,0,222670,222670,16,103.12077282527594,103.12077282527594,0.051560386412637965,42,,,,
66,racoon,uncommon,29,29,1,0,6.3463367477592830,4956.489,735,781,31,400,0,387173,190632,101,107.55850323535161,107.55850323535161,0.14633809963993416,41,,,,
67,peach,rare,29,29,1,0,10.1780000000000000,1017.800,100,100,32,3739.800000000000000000,0,189117,189117,76,30.210256053788665,30.210256053788665,0.30210256053788664,53,,,,
68,watermelon,uncommon,24,29,1,0,4.1436816666666667,2486.209,600,600,19,544.200000000000000000,0,767591,767591,317,330.8579982242374,330.8579982242374,0.5514299970403956,25,,,,
69,citrus,epic,29,29,1,0,15.6996400000000000,784.982,50,50,16,9000,0,17063,17063,7,3.4167544911950696,3.4167544911950696,0.0683350898239014,79,,,,
70,potion,epic,29,21,1,0,13.8922000000000000,694.610,50,50,29,10000,0,33783,33783,14,3.927931978990469,3.927931978990469,0.07855863957980938,77,,,,
71,crlogo,legendary,21,29,1,0,34.5019000000000000,345.019,10,10,9,72464.800000000000000000,8,12748007,11532283,1861,5751.266444811641,6751.266444811641,675.1266444811641,2,900.000000000000000000,1000,204.44444444444443,1000
72,yinyang,uncommon,29,29,1,0,5.4568881118881119,3901.675,687,715,14,400,0,13006,13006,21,1.8695879344848436,1.8695879344848436,0.0027213798172996267,81,,,,
73,waffle2,legendary,29,29,1,0,17.4509444444444444,314.117,18,18,8,45000,0,859866,411026,47,242.29504534269867,242.29504534269867,13.46083585237215,29,,,,
74,snowman,epic,29,29,1,0,12.3824200000000000,619.121,50,50,9,6954.600000000000000000,0,480072,298552,91,186.07754315444544,186.07754315444544,3.721550863088909,32,,,,
75,crosshair,common,21,24,1,0,3.5317780000000000,7063.556,2000,2000,23,1000,0,2519502,2519356,1002,750.881468494471,750.881468494471,0.3754407342472355,11,,,,
76,xmasball2,common,29,29,1,0,3.4735306666666667,13025.740,3530,3980,33,55,0,1022744,622881,393,225.62359070721612,225.62359070721612,0.0639160313618176,30,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.4769800000000000,1147.698,100,100,7,7044,0,1848287,1848287,128,589.4956523118581,589.4956523118581,5.894956523118581,13,,,,
78,vase,common,29,29,1,0,2.5006340000000000,5001.268,1999,2000,28,164.000000000000000000,0,1441308,924508,396,478.4467604632857,478.4467604632857,0.23934305175752163,18,,,,
79,ufo,uncommon,29,29,1,0,5.9089300000000000,3545.358,600,600,23,994.000000000000000000,0,312019,300827,110,49.23339839722049,49.23339839722049,0.08205566399536748,46,,,,
80,wheeee,rare,29,29,1,0,8.8832200000000000,1332.483,150,150,32,4000,0,93939,93939,27,15.006166782662868,15.006166782662868,0.10004111188441912,60,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5486200000000000,877.431,50,50,31,18400.000000000000000000,0,21029,21029,5,5.841956346481312,5.841956346481312,0.11683912692962624,75,,,,
83,ape,epic,29,24,1,0,16.9328400000000000,846.642,50,50,28,22200.000000000000000000,0,680081,680081,200,257.93883636749865,257.93883636749865,5.158776727349973,28,,,,
84,ghost,epic,29,21,1,0,22.5992600000000000,1129.963,50,50,25,49599.800000000000000000,8,12070139,10134029,2347,7144.72217332968,10144.72217332968,202.89444346659357,1,1100.000000000000000000,3000,101.27272727272727,
85,diver,rare,29,21,1,0,8.1943333333333333,1229.150,150,150,14,5650.000000000000000000,0,4230309,4178649,1072,1911.282177225816,1911.282177225816,12.74188118150544,6,,,,
86,cobra,legendary,29,29,1,0,34.1992000000000000,341.992,10,10,26,72500,1,1569488,1533168,505,823.7570428683026,823.7570428683026,82.37570428683026,10,,,,
87,clock,common,29,29,1,0,2.4618155000000000,4923.631,2000,2000,28,285.71428571428,0,218027,218027,95,34.34156438847486,34.34156438847486,0.017170782194237427,50,,,,
88,ladybug,rare,29,29,1,0,9.6251066666666667,1443.766,150,150,15,4000,0,751332,751332,120,347.5410679737825,347.5410679737825,2.31694045315855,24,,,,
89,dragon,epic,29,24,1,100.000000000000000000,16.4569400000000000,822.847,50,50,13,13965.000000000000000000,0,1655834,1186978,538,391.9923783606548,391.9923783606548,7.839847567213096,20,,,,
90,virus,common,29,29,1,0,2.5477470000000000,5095.494,2000,2000,5,175.000000000000000000,0,209719,209719,99,115.36612841615839,115.36612841615839,0.05768306420807919,40,,,,
91,cougar,rare,29,29,1,0,9.5382933333333333,1430.744,150,150,33,2880.000000000000000000,0,72913,72913,19,7.78338468056234,7.78338468056234,0.05188923120374893,70,,,,
92,botroyale,legendary,29,29,1,0,23.5066000000000000,235.066,10,10,32,47240.000000000000000000,0,1525996,958540,349,515.9096266178201,515.9096266178201,51.59096266178201,15,,,,
93,mummy,epic,29,24,1,0,15.1496800000000000,757.484,50,50,22,9523,1,3181539,1880849,508,1070.0167414847535,1070.0167414847535,21.40033482969507,7,,,,
94,frankie,rare,29,29,1,0,7.1585933333333333,1073.789,150,150,3,3000,0,327104,190731,82,125.94141301129397,125.94141301129397,0.8396094200752932,36,,,,
95,earth,uncommon,29,29,1,0,3.0368233333333333,1822.094,600,600,23,1024.849599556631800000,0,191238,191017,122,41.15316335515206,41.15316335515206,0.0685886055919201,48,,,,
131,bat,epic,29,29,1,0,10.3415600000000000,517.078,50,50,19,11560.000000000000000000,0,1314071,1198697,342,539.3813174961506,539.3813174961506,10.787626349923011,14,,,,
