id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7793000000000000,307.793,10,10,9,56400.000000000000000000,0,621962,119,503.6374835558231,503.6374835558231,50.36374835558231,22,,,,
4,8ball,common,29,29,1,0,4.1992571268865288,15024.942,3309,3578,30,118,0,369350,281,155.9490363893848,155.9490363893848,0.047128750797638196,41,,,,
7,alien,common,29,29,1,0,4.7014180000000000,9402.836,2000,2000,25,193.600000000000000000,0,247148,145,210.26126384455017,210.26126384455017,0.10513063192227509,36,,,,
8,angel,epic,29,29,1,0,15.2507600000000000,762.538,50,50,7,10400,0,128981,42,28.677768215435176,28.677768215435176,0.5735553643087035,65,,,,
9,banana,rare,29,29,1,0,7.9395466666666667,1190.932,150,150,26,1899.998000000000000000,0,656839,178,77.05815037915026,77.05815037915026,0.5137210025276684,48,,,,
11,basketball,common,29,21,1,0,3.2613375550660793,11845.178,3434,4239,26,92,0,245356,233,55.23285199071627,55.23285199071627,0.01608411531471062,56,,,,
12,beachball,common,29,29,1,0,3.6054509859959989,12615.473,3265,3499,15,116.000000000000000000,0,370695,161,235.53690266100796,235.53690266100796,0.07213993955926737,34,,,,
13,bomb,uncommon,29,29,1,0,5.2375016666666667,3142.501,600,600,5,1450,0,2348652,542,825.7231540035202,825.7231540035202,1.3762052566725338,15,,,,
14,shades,epic,29,29,1,0,14.9715600000000000,748.578,50,50,30,11111,0,190049,71,28.878694227484296,28.878694227484296,0.577573884549686,64,,,,
15,bowling,common,29,24,1,0,2.9518540000000000,5903.708,1998,2000,28,176.800000000000000000,0,158594,102,37.20607208421285,37.20607208421285,0.01862165769980623,60,,,,
17,ninja,rare,29,29,1,0,10.4606700000000000,1046.067,100,100,31,4800,0,3435,5,0.733688358368734,0.733688358368734,0.00733688358368734,87,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.6192466666666667,1442.887,150,150,4,6720.000000000000000000,2,2293047,577,1193.380919895155,1193.380919895155,7.955872799301034,11,,,,
19,button,common,29,29,1,0,3.8285917390002993,12791.325,3084,3341,19,79.998000000000000000,0,78727,97,104.02130262783662,104.02130262783662,0.033729345858572186,45,,,,
20,cat,uncommon,29,29,1,0,5.1776283333333333,3106.577,600,600,20,923.600000000000000000,0,710695,306,177.55233340876782,177.55233340876782,0.29592055568127973,40,,,,
21,cherry,rare,29,29,1,0,10.2285600000000000,1022.856,98,100,10,3000.000000000000000000,0,48056,28,101.72447247499777,101.72447247499777,1.0380048211734465,46,,,,
22,egg,rare,29,29,1,0,13.8885800000000000,1388.858,100,100,22,7720.000000000000000000,0,2091769,539,581.5438410913686,581.5438410913686,5.815438410913686,18,,,,
23,coconut,rare,29,29,1,0,6.9636829268292683,1998.577,275,287,13,1500,0,76203,42,11.853758670147537,11.853758670147537,0.043104576982354675,73,,,,
24,cute,uncommon,29,29,1,0,5.6690482758620690,4110.060,708,725,20,544.000000000000000000,0,22338,30,2.556220811340035,2.556220811340035,0.003610481371949202,82,,,,
25,devil,epic,29,24,1,0,14.2309756097560976,1166.940,81,82,6,8002.400000000000000000,0,3543732,1240,944.3461413276339,944.3461413276339,11.658594337378196,14,,,,
26,revolver,uncommon,29,29,1,0,4.1076150000000000,2464.569,600,600,22,832.000000000000000000,0,148786,79,21.818672998840434,21.818672998840434,0.03636445499806739,68,,,,
27,disguise,epic,29,29,1,0,12.2329594594594595,905.239,73,74,23,8000,0,91847,43,19.517301231112597,19.517301231112597,0.26736029083715884,69,,,,
28,dog,uncommon,29,29,1,0,4.9395333333333333,2963.720,600,600,29,555,0,385540,225,291.7686399514253,291.7686399514253,0.48628106658570885,29,,,,
29,donut,uncommon,29,21,1,0,5.4933176943699732,4098.015,686,746,14,430,0,257791,130,69.66630951418041,69.66630951418041,0.10155438704691022,50,,,,
30,baseball,epic,29,24,1,0,9.6613857142857143,676.297,69,70,17,6718.800000000000000000,0,22381,15,2.3045413383829296,2.3045413383829296,0.03339914983163666,84,,,,
31,bowie,rare,29,29,1,0,7.8667106918238994,2501.614,314,318,28,1420,0,452081,214,295.8828225303906,295.8828225303906,0.9423019825808618,28,,,,
32,eyeball,rare,29,29,1,0,6.9966089965397924,2022.020,276,289,13,1500,0,7914,15,1.231062374388772,1.231062374388772,0.004460370921698449,86,,,,
33,eyeball2,epic,29,29,1,0,10.4497200000000000,783.729,71,75,5,6200,0,738934,377,193.9781574354647,193.9781574354647,2.732086724443165,38,,,,
34,discoball,epic,29,29,1,0,14.0195471698113208,743.036,53,53,20,8740.000000000000000000,0,318010,77,36.39107262128412,36.39107262128412,0.6866240117223418,61,,,,
35,fishcake,uncommon,29,29,1,0,5.3636693877551020,3942.297,685,735,14,440,0,10062,11,2.7191888247909484,2.7191888247909484,0.003969618722322553,81,,,,
36,floater,rare,29,29,1,0,8.5159000000000000,1277.385,150,150,23,3300,0,14487,15,3.0784581198637757,3.0784581198637757,0.02052305413242517,79,,,,
37,fox,uncommon,29,24,1,0,5.9625345268542199,4662.702,710,782,29,416.000000000000000000,0,157197,139,63.772975395527396,63.772975395527396,0.08982109210637662,52,,,,
38,fox777,legendary,29,29,1,0,31.6207857142857143,442.691,14,14,8,104100.000000000000000000,0,1175188,317,522.6586837750649,522.6586837750649,37.33276312679035,21,,,,
40,gamer,rare,29,29,1,0,10.2626600000000000,1026.266,99,100,3,5000,1,694901,186,538.9956292354937,538.9956292354937,5.444400295308017,20,,,,
41,xmasball,epic,29,29,1,0,10.7770166666666667,646.621,60,60,30,8005.000000000000000000,0,96766,44,13.385097109495096,13.385097109495096,0.22308495182491825,71,,,,
42,derp,uncommon,29,29,1,0,7.0726880952380952,2970.529,420,420,13,980,0,41335,48,6.429866470224905,6.429866470224905,0.015309205881487868,77,,,,
43,moneybag,legendary,29,29,1,0,19.0155000000000000,190.155,10,10,13,41000.138000000000000000,0,291792,102,184.81455728385123,184.81455728385123,18.48145572838512,39,,,,
