id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.3729000000000000,303.729,10,10,11,63900.000000000000000000,0,185452,47,50.21083625563646,50.21083625563646,5.021083625563646,56,,,,
4,8ball,common,29,24,1,0,4.1902354910714286,15017.804,3315,3584,9,128.000000000000000000,0,463410,475,283.57955299481006,283.57955299481006,0.08554435987777076,37,,,,
7,alien,common,29,24,1,0,4.6732930000000000,9346.586,2000,2000,11,321.000000000000000000,0,141801,104,46.81566386286495,46.81566386286495,0.023407831931432477,58,,,,
8,angel,epic,29,24,1,0,17.9292800000000000,896.464,50,50,23,30000,0,1460997,521,328.7791809118868,328.7791809118868,6.575583618237736,33,,,,
9,banana,rare,29,29,1,0,7.9366866666666667,1190.503,150,150,8,2129.600000000000000000,0,74129,26,16.888136727384335,16.888136727384335,0.11258757818256224,78,,,,
11,basketball,common,29,29,1,0,3.7375465905033916,10468.868,2602,4279,4,99.000000000000000000,0,381803,294,71.74618662769585,71.74618662769585,0.02757347679773092,48,,,,
12,beachball,common,29,29,1,0,3.5957149786019971,12602.981,3271,3505,14,130,0,302535,229,44.8027812756134,44.8027812756134,0.013696967678267623,63,,,,
13,bomb,uncommon,29,29,1,0,5.0959566666666667,3057.574,600,600,8,1298,0,1729122,515,914.3209404558681,914.3209404558681,1.5238682340931136,18,,,,
14,shades,epic,29,29,1,0,14.8009400000000000,740.047,50,50,18,10000,0,941777,206,446.48908207176913,446.48908207176913,8.929781641435383,29,,,,
15,bowling,common,29,29,1,0,2.9131495000000000,5826.299,1998,2000,14,220,0,232124,179,26.7454715157617,26.7454715157617,0.01338612187976061,68,,,,
17,ninja,rare,29,29,1,0,10.4333600000000000,1043.336,100,100,28,5890.000000000000000000,0,132555,55,21.411045750673292,21.411045750673292,0.2141104575067329,73,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4097066666666667,1411.456,150,150,28,4485.000000000000000000,0,2125795,419,737.203712368372,737.203712368372,4.914691415789147,20,,,,
19,button,common,29,29,1,0,3.8168792227204783,12767.461,3087,3345,9,148.000000000000000000,0,57018,74,12.677842824119367,12.677842824119367,0.004106848987405043,81,,,,
20,cat,uncommon,29,29,1,0,5.1484500000000000,3089.070,600,600,13,1145.000000000000000000,0,1600061,472,1205.8331397836412,1205.8331397836412,2.009721899639402,14,,,,
21,cherry,rare,29,29,1,0,10.1669000000000000,1016.690,98,100,3,3662.000000000000000000,0,534724,215,168.47507531620715,168.47507531620715,1.7191334215939504,45,,,,
22,egg,rare,29,29,1,0,13.7238500000000000,1372.385,100,100,16,8000,0,1410659,450,360.9153643555416,360.9153643555416,3.609153643555416,30,,,,
23,coconut,rare,29,29,1,0,6.8796597222222222,1981.342,275,288,33,1497.095238095200000000,0,97918,84,21.038688217252428,21.038688217252428,0.07650432079000882,75,,,,
24,cute,uncommon,29,29,1,0,5.6516358620689655,4097.436,708,725,13,550,0,85674,81,23.794045836514123,23.794045836514123,0.03360740937360752,70,,,,
25,devil,epic,29,29,1,0,14.0277530864197531,1136.248,80,81,27,8440.000000000000000000,0,1320724,503,523.9960179006437,523.9960179006437,6.549950223758046,25,,,,
26,revolver,uncommon,29,29,1,0,3.9870500000000000,2392.230,600,600,17,1330.000000000000000000,0,502822,316,301.4690313841615,301.4690313841615,0.5024483856402692,35,,,,
27,disguise,epic,29,29,1,0,12.1743333333333333,913.075,74,75,18,8000,0,143214,26,24.772581386035526,24.772581386035526,0.3347646133248044,69,,,,
28,dog,uncommon,29,24,1,0,4.8331733333333333,2899.904,600,600,6,780,1,758295,510,705.0844023200988,705.0844023200988,1.175140670533498,21,,,,
29,donut,uncommon,29,29,1,0,5.4401032171581769,4058.317,686,746,23,350,0,222786,144,45.798340344991765,45.798340344991765,0.06676142907433202,60,,,,
30,baseball,epic,29,29,1,0,9.6174857142857143,673.224,69,70,23,6718.800000000000000000,0,,,,,,85,,,,
31,bowie,rare,29,29,1,0,7.7968291925465839,2510.579,318,322,3,1450,0,222343,154,22.2969166642871,22.2969166642871,0.0701160901392676,71,,,,
32,eyeball,rare,29,29,1,0,7.0009243986254296,2037.269,278,291,33,1491.800000000000000000,0,45086,38,32.34203761210394,32.34203761210394,0.11633826479174078,66,,,,
33,eyeball2,epic,29,29,1,0,10.3237200000000000,774.279,71,75,23,6500,0,,,,,,86,,,,
34,discoball,epic,29,29,1,0,13.8527547169811321,734.196,53,53,6,8749.332000000000000000,0,205604,56,183.02558165271105,183.02558165271105,3.4533128613719066,44,,,,
35,fishcake,uncommon,29,29,1,0,5.3200054421768707,3910.204,685,735,13,309.998000000000000000,0,77584,66,21.55648451908332,21.55648451908332,0.03146932046581506,72,,,,
36,floater,rare,29,29,1,0,8.5159200000000000,1277.388,150,150,11,3240,0,31465,29,6.191818447771775,6.191818447771775,0.04127878965181183,84,,,,
37,fox,uncommon,29,29,1,0,5.9368171500630517,4707.896,721,793,23,347.000000000000000000,0,93579,58,20.93985002968433,20.93985002968433,0.029042787835900596,76,,,,
38,fox777,legendary,24,24,1,0,30.7815000000000000,430.941,14,14,14,150000,1,4677621,726,1766.143663114556,1766.143663114556,126.15311879389685,11,,,,
40,gamer,rare,19,29,1,0,9.8110400000000000,981.104,99,100,4,3105.000000000000000000,1,2869453,1273,1280.8476510367645,1280.8476510367645,12.93785506097742,13,,,,
41,xmasball,epic,29,29,1,0,10.7449833333333333,644.699,60,60,23,6980.000000000000000000,0,95482,36,21.365677775294873,21.365677775294873,0.3560946295882479,74,,,,
42,derp,uncommon,29,29,1,0,7.0339547619047619,2954.261,420,420,11,1900.000000000000000000,0,101432,76,309.8300464924825,309.8300464924825,0.7376905868868631,34,,,,
43,moneybag,legendary,29,29,1,0,18.3524000000000000,183.524,10,10,25,41000.138000000000000000,0,580251,326,168.0772640087026,168.0772640087026,16.80772640087026,46,,,,
44,moon,uncommon,24,29,1,0,5.8800233333333333,3528.014,600,600,3,5800,6,10038371,3331,7704.2363147030155,10704.236314703016,17.84039385783836,1,1000,3000,300.000000000000000000,621.6666666666666
45,bull,uncommon,29,29,1,0,6.3467024579560155,4906.001,739,773,22,640.000000000000000000,0,510007,189,271.7519397156059,271.7519397156059,0.3677292824297779,39,,,,
46,opencan,uncommon,29,29,1,0,4.9439283333333333,2966.357,600,600,33,629.000000000000000000,0,1759250,341,664.1713430702928,664.1713430702928,1.106952238450488,22,,,,
47,candyswirl,rare,29,29,1,0,10.9153300000000000,1091.533,100,100,13,7881.400000000000000000,2,2912479,1453,1917.9505456480067,1917.9505456480067,19.17950545648007,7,,,,
48,royman,epic,29,29,1,0,12.0981000000000000,604.905,50,50,11,7000,0,360295,154,69.22859461105347,69.22859461105347,1.3845718922210692,50,,,,
49,panda,uncommon,29,29,1,0,5.3807016666666667,3228.421,599,600,4,900,0,409782,180,65.2598997292343,65.2598997292343,0.10894807968152638,52,,,,
50,melon,rare,29,29,1,0,7.0180510948905109,1922.946,270,274,20,2000,0,289365,81,26.896247173270766,26.896247173270766,0.0996157302713732,67,,,,
51,casinochip,uncommon,29,29,1,0,4.9954183333333333,2997.251,600,600,19,1400,0,566274,209,205.05828874756222,205.05828874756222,0.34176381457927035,42,,,,
52,pizza,rare,29,29,1,0,8.8142600000000000,1322.139,150,150,18,3220.000000000000000000,1,1447250,430,794.9638474344246,794.9638474344246,5.299758982896164,19,,,,
53,jackolantern,rare,29,29,1,0,9.5949533333333333,1439.243,150,150,11,2491.000000000000000000,0,204979,91,36.82057215296607,36.82057215296607,0.2454704810197738,64,,,,
54,waffle,uncommon,29,29,1,0,5.1172592592592593,3730.482,680,729,29,338.700000000000000000,0,372958,112,55.298103880492626,55.298103880492626,0.08132074100072445,54,,,,
55,saturn,common,29,24,1,0,3.6669085000000000,7333.817,1996,2000,4,254.400000000000000000,0,326489,336,44.81486016074416,44.81486016074416,0.022452334749871825,62,,,,
56,marble,rare,29,29,1,0,7.3330625000000000,2111.922,279,288,15,1700,0,337203,278,60.84814358795849,60.84814358795849,0.21809370461633867,53,,,,
57,skull,uncommon,29,24,1,0,6.5492649310872894,4276.670,651,653,32,1184.095238095200000000,0,789049,450,453.4889652808159,453.4889652808159,0.6966036333038647,28,,,,
58,skullpatch,rare,29,29,1,0,8.9241200000000000,1338.618,150,150,32,2114.000000000000000000,0,613349,147,544.3221255533473,544.3221255533473,3.6288141703556485,24,,,,
59,football,common,24,19,1,0,3.9154570000000000,7830.914,1997,2000,20,950,3,6299158,2458,2896.8353314074807,2896.8353314074807,1.450593556037797,5,,,100.000000000000000000,
60,starballoon,common,29,29,1,0,3.4233899592944369,12615.192,3422,3686,11,130,0,177876,198,46.19092164332962,46.19092164332962,0.013498223741475633,59,,,,
61,tamagochi,epic,29,29,1,0,11.9542631578947368,908.524,76,76,33,7713.000000000000000000,0,158350,48,32.681461880130534,32.681461880130534,0.43001923526487545,65,,,,
62,target,uncommon,29,29,1,0,5.0174310575635877,3748.021,712,747,20,361.000000000000000000,0,515369,202,65.63540895069639,65.63540895069639,0.09218456313300054,51,,,,
64,tomato,uncommon,29,29,1,0,4.9110667539267016,3752.055,742,764,23,349.99,0,41161,72,9.210454985326157,9.210454985326157,0.012413012109603985,83,,,,
65,volleyball,common,29,29,1,0,3.0347420000000000,6069.484,2000,2000,22,301.800000000000000000,1,2091165,399,1096.1465996577563,1096.1465996577563,0.5480732998288781,16,,,,
66,racoon,uncommon,29,29,1,0,6.3287057324840764,4968.034,739,785,3,373.800000000000000000,0,99831,164,10.011214598671627,10.011214598671627,0.01354697509969097,82,,,,
67,peach,rare,29,29,1,0,10.0554800000000000,1005.548,100,100,17,3099.800000000000000000,0,71105,24,15.543234327068646,15.543234327068646,0.15543234327068645,79,,,,
68,watermelon,uncommon,29,29,1,0,4.0750850000000000,2445.051,600,600,26,651.000000000000000000,0,518115,312,338.22202502576494,338.22202502576494,0.5637033750429415,31,,,,
69,citrus,epic,29,29,1,0,15.3221000000000000,766.105,50,50,14,9000,0,270031,158,44.85436768844029,44.85436768844029,0.8970873537688058,61,,,,
70,potion,epic,29,24,1,0,13.6120400000000000,680.602,50,50,13,11480.000000000000000000,0,276904,150,195.43730787348233,195.43730787348233,3.9087461574696465,43,,,,
71,crlogo,legendary,21,21,1,0,28.1681000000000000,281.681,10,10,23,70780.933320000000000000,6,9835152,2751,6457.139391785037,7457.139391785037,745.7139391785038,2,,1000,1000.000000000000000000,143.9
72,yinyang,uncommon,29,29,1,0,5.3972164804469274,3864.407,688,716,23,403.000000000000000000,0,69373,82,15.523356908166264,15.523356908166264,0.022563018761869568,80,,,,
73,waffle2,legendary,29,29,1,0,16.8335000000000000,303.003,18,18,8,40500,0,293175,201,70.84235246736138,70.84235246736138,3.935686248186743,49,,,,
74,snowman,epic,29,29,1,0,12.1457200000000000,607.286,50,50,21,8571.419047619047,0,271343,99,48.66494161458425,48.66494161458425,0.973298832291685,57,,,,
75,crosshair,common,29,24,1,0,3.2900950000000000,6580.190,2000,2000,13,1150,0,2618452,1198,1889.486555010612,1889.486555010612,0.944743277505306,9,,,300.000000000000000000,
76,xmasball2,common,29,29,1,0,3.8012836833602585,11764.973,2875,3998,32,55,0,330969,369,97.56456511436724,97.56456511436724,0.03393550090934513,47,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.2797300000000000,1127.973,100,100,23,10323.000000000000000000,0,3257535,836,1915.991435646804,1915.991435646804,19.15991435646804,8,,,,
78,vase,common,29,29,1,0,2.4499200000000000,4899.840,1999,2000,11,156.900000000000000000,0,477288,215,53.024070972478036,53.024070972478036,0.02652529813530667,55,,,,
79,ufo,uncommon,29,21,1,0,5.7115616666666667,3426.937,600,600,25,3200.000000000000000000,1,6249576,1806,1990.6676497096548,1990.6676497096548,3.317779416182758,6,,,400.000000000000000000,
80,wheeee,rare,29,29,1,0,8.4812066666666667,1272.181,150,150,23,2795.000000000000000000,0,1093292,511,244.64217953444296,244.64217953444296,1.630947863562953,40,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.3104200000000000,865.521,50,50,7,18660.000000000000000000,0,861376,168,334.73862184998734,334.73862184998734,6.694772436999747,32,,,,
83,ape,epic,24,24,1,0,15.7894800000000000,789.474,50,50,4,21000.000000000000000000,4,6474288,1599,4968.6448438635325,5468.6448438635325,109.37289687727065,3,,500,100.000000000000000000,
84,ghost,epic,17,24,1,0,21.1509000000000000,1057.545,50,50,25,45200.000000000000000000,3,9734477,2450,3381.4071308457906,3381.4071308457906,67.62814261691581,4,,,900.000000000000000000,99.55555555555556
85,diver,rare,29,24,1,0,7.9489400000000000,1192.341,150,150,12,5650.000000000000000000,0,2850666,887,995.5847309025983,995.5847309025983,6.637231539350655,17,,,,
