id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9008000000000000,279.008,10,10,9,59900.000000000000000000,0,256644,256644,22,54.79899086300318,54.79899086300318,5.4798990863003185,56,,,,
4,8ball,common,29,29,1,0,4.2186478479597541,15094.322,3309,3578,9,96,0,97168,97168,73,86.84497619535301,86.84497619535301,0.02624508195689121,51,,,,
7,alien,common,29,24,1,0,4.7213880000000000,9442.776,2000,2000,27,167.000000000000000000,0,151237,151237,89,29.582929221310504,29.582929221310504,0.014791464610655253,61,,,,
8,angel,epic,29,24,1,0,15.2875800000000000,764.379,50,50,29,10800.000000000000000000,0,7609,7609,4,1.7673858681574977,1.7673858681574977,0.035347717363149955,80,,,,
9,banana,rare,29,29,1,0,8.0513666666666667,1207.705,150,150,7,2071.110000000000000000,0,22289,22289,20,3.443127191021736,3.443127191021736,0.022954181273478237,77,,,,
11,basketball,common,29,29,1,0,3.1001590471607315,12884.261,3958,4229,10,94.19,0,636995,417428,246,112.63907127560881,112.63907127560881,0.028458582939769786,47,,,,
12,beachball,common,29,29,1,0,3.6115007144898542,12636.641,3265,3499,29,90.000000000000000000,0,83508,83508,62,19.734534133572343,19.734534133572343,0.006044267728506077,64,,,,
13,bomb,uncommon,29,24,1,0,5.3196600000000000,3191.796,600,600,28,1779.600000000000000000,3,8654818,7553339,1389,3568.6938614686633,3568.6938614686633,5.947823102447772,4,,,,
14,shades,epic,29,29,1,0,15.0263200000000000,751.316,50,50,31,9800,0,12015,11854,10,152.98636155512136,152.98636155512136,3.059727231102427,40,,,,
15,bowling,common,29,29,1,0,2.9830235000000000,5966.047,1998,2000,33,190.000000000000000000,0,764030,431725,289,225.5669177004631,225.5669177004631,0.11289635520543699,32,,,,
17,ninja,rare,29,29,1,0,10.5172500000000000,1051.725,100,100,14,5020.000000000000000000,0,,,,,,,86,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6699400000000000,1450.491,150,150,24,7000,0,855332,572111,163,235.90829781761727,235.90829781761727,1.5727219854507817,30,,,,
19,button,common,29,29,1,0,3.8363818508535490,12809.679,3082,3339,11,125,0,451310,235302,155,100.82663370616507,100.82663370616507,0.03271467673788613,50,,,,
20,cat,uncommon,29,29,1,0,5.2141216666666667,3128.473,600,600,12,890,0,478561,478561,291,215.65412507965004,215.65412507965004,0.3594235417994167,34,,,,
21,cherry,rare,29,29,1,0,10.2495300000000000,1024.953,98,100,16,3300.000000000000000000,0,246211,244298,83,109.88923831452908,109.88923831452908,1.1213187583115212,48,,,,
22,egg,rare,29,29,1,0,13.9569400000000000,1395.694,100,100,30,8500,0,691355,691355,61,233.92462546885776,233.92462546885776,2.3392462546885775,31,,,,
23,coconut,rare,29,29,1,0,7.0497614035087719,2009.182,273,285,25,1500,1,1167935,628260,198,481.20793450453925,481.20793450453925,1.762666426756554,22,,,,
24,cute,uncommon,29,29,1,0,5.6764151724137931,4115.401,708,725,27,450,0,1919,1919,2,0.3090194728905315,0.3090194728905315,0.0004364681820487733,84,,,,
25,devil,epic,29,29,1,0,14.5708292682926829,1194.808,81,82,7,11000.000000000000000000,0,2323447,2249102,686,609.7253248325852,609.7253248325852,7.527473146081299,17,,,,
26,revolver,uncommon,29,24,1,0,4.1242600000000000,2474.556,600,600,17,550.000000000000000000,0,1884741,1314396,482,375.2133912028312,375.2133912028312,0.6253556520047187,25,,,,
27,disguise,epic,29,29,1,0,12.3157432432432432,911.365,73,74,31,7880.000000000000000000,0,101478,101478,36,16.329735019284893,16.329735019284893,0.22369500026417663,65,,,,
