id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7803000000000000,307.803,10,10,9,56400.000000000000000000,0,204195,40,123.14500247073016,123.14500247073016,12.314500247073017,47,,,,
4,8ball,common,29,29,1,0,4.1994555617663499,15025.652,3309,3578,30,110,0,449338,310,237.1929569906506,237.1929569906506,0.07168115956199776,35,,,,
7,alien,common,29,29,1,0,4.7015485000000000,9403.097,2000,2000,25,197.400000000000000000,0,267587,142,109.630736542286,109.630736542286,0.054815368271143,48,,,,
8,angel,epic,29,29,1,0,15.2531200000000000,762.656,50,50,31,10400,0,328029,149,104.7338262412418,104.7338262412418,2.094676524824836,49,,,,
9,banana,rare,29,29,1,0,7.9501266666666667,1192.519,150,150,21,1919.998000000000000000,0,371931,111,319.8914750828118,319.8914750828118,2.132609833885412,26,,,,
11,basketball,common,29,29,1,0,3.2580905349794239,11875.740,3447,4239,10,88,0,180370,210,24.51887948200208,24.51887948200208,0.007113106899333357,68,,,,
12,beachball,common,29,29,1,0,3.6056173192340669,12616.055,3265,3499,15,116.000000000000000000,0,448478,146,185.75033830934407,185.75033830934407,0.05689137467361227,39,,,,
13,bomb,uncommon,29,29,1,0,5.2380600000000000,3142.836,600,600,18,1450,0,1461422,442,375.4291606635904,375.4291606635904,0.6257152677726506,23,,,,
14,shades,epic,29,29,1,0,14.9722400000000000,748.612,50,50,30,11111,0,191852,49,30.94173862890105,30.94173862890105,0.618834772578021,64,,,,
15,bowling,common,29,29,1,0,2.9519670000000000,5903.934,1998,2000,28,176.800000000000000000,0,52097,76,13.769051446975181,13.769051446975181,0.006891417140628219,75,,,,
17,ninja,rare,29,29,1,0,10.4612200000000000,1046.122,100,100,31,5020.000000000000000000,0,8493,15,3.0292580926793162,3.0292580926793162,0.030292580926793163,84,,,,
18,burger,rare,29,21,1,300.000000000000000000,9.6230266666666667,1443.454,150,150,7,6720.000000000000000000,3,6677005,1217,3218.9506564397093,3218.9506564397093,21.459671042931394,5,,,,
19,button,common,29,29,1,0,3.8289188865609099,12792.418,3084,3341,23,84.998000000000000000,0,210593,179,41.033070047880635,41.033070047880635,0.013305145929922385,60,,,,
20,cat,uncommon,29,29,1,0,5.1778750000000000,3106.725,600,600,24,923.600000000000000000,0,743745,277,265.2368360355519,265.2368360355519,0.4420613933925865,32,,,,
21,cherry,rare,29,29,1,0,10.2314100000000000,1023.141,98,100,7,3200.000000000000000000,0,1505845,438,541.059932768011,541.059932768011,5.521019722122561,19,,,,
22,egg,rare,29,24,1,0,13.8903900000000000,1389.039,100,100,22,7720.000000000000000000,0,1667125,444,516.5039155504799,516.5039155504799,5.1650391555047985,20,,,,
23,coconut,rare,29,29,1,0,6.9638675958188153,1998.630,275,287,29,1500,0,61879,23,10.667719410580098,10.667719410580098,0.038791706947563995,78,,,,
24,cute,uncommon,29,29,1,0,5.6692013793103448,4110.171,708,725,20,544.000000000000000000,0,6179,17,1.2349455462832386,1.2349455462832386,0.0017442733704565517,87,,,,
