id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.4890000000000000,324.890,10,10,19,79524.138000000000000000,0,156817,18,50.5698281681943,50.5698281681943,5.0569828168194295,56,,,,
4,8ball,common,29,29,1,0,4.1527255995538204,14891.674,3317,3586,8,190,0,216197,307,34.727823056120606,34.727823056120606,0.010469648192981792,64,,,,
7,alien,common,29,29,1,0,4.6152955000000000,9230.591,2000,2000,7,253.000000000000000000,0,276018,228,78.32528103500553,78.32528103500553,0.03916264051750277,49,,,,
8,angel,epic,29,29,1,0,17.7151600000000000,885.758,50,50,23,20078.000000000000000000,0,288678,84,89.94187068194452,89.94187068194452,1.7988374136388905,47,,,,
9,banana,rare,29,29,1,0,7.8781333333333333,1181.720,150,150,7,2088.000000000000000000,0,11035,34,3.1812530864138506,3.1812530864138506,0.02120835390942567,83,,,,
11,basketball,common,29,29,1,0,3.9068908948194662,9954.758,2349,4291,11,131,0,73305,75,11.515980864013251,11.515980864013251,0.004902503560669754,76,,,,
12,beachball,common,29,29,1,0,3.6085601265822785,12543.355,3241,3512,18,150,0,139643,188,40.433998599879374,40.433998599879374,0.012475778648528038,61,,,,
13,bomb,uncommon,29,29,1,0,5.0404716666666667,3024.283,600,600,5,1000,1,1504863,444,1089.4980374173024,1089.4980374173024,1.8158300623621706,15,,,,
14,shades,epic,29,29,1,0,14.6273600000000000,731.368,50,50,9,12860.000000000000000000,0,145555,11,18.972659810576047,18.972659810576047,0.37945319621152096,70,,,,
15,bowling,common,29,29,1,0,3.4292729211087420,4824.987,1405,2000,21,143,0,94094,144,28.414695645802166,28.414695645802166,0.020223982666051365,66,,,,
17,ninja,rare,29,29,1,0,10.3731800000000000,1037.318,100,100,7,4819.800000000000000000,0,535760,148,154.45293643652786,154.45293643652786,1.5445293643652787,43,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.2333266666666667,1384.999,150,150,21,3839.800000000000000000,0,344473,210,208.45321681064104,208.45321681064104,1.3896881120709403,35,,,,
19,button,common,29,29,1,0,3.8206457091775924,12822.087,3098,3356,19,127.600000000000000000,0,346750,309,272.9621736611655,272.9621736611655,0.08810915870276484,33,,,,
20,cat,uncommon,29,29,1,0,5.0988383333333333,3059.303,600,600,30,950,2,2098236,704,1182.686008221634,1182.686008221634,1.9711433470360566,14,,,,
21,cherry,rare,29,29,1,0,10.0641400000000000,1006.414,98,100,28,3660.000000000000000000,0,427190,413,179.46978713204504,179.46978713204504,1.8313243584902554,39,,,,
22,egg,rare,29,19,1,0,13.4310100000000000,1343.101,100,100,5,8000.000000000000000000,0,894289,455,462.96267629290924,462.96267629290924,4.629626762929092,27,,,,
23,coconut,rare,29,29,1,0,6.8393771626297578,1976.580,276,289,14,1820,0,140125,22,59.628593433441225,59.628593433441225,0.21604562838203342,54,,,,
24,cute,uncommon,29,29,1,0,5.6177702888583219,4084.119,710,727,23,546.000000000000000000,0,61619,89,19.832271597112722,19.832271597112722,0.027932776897341863,69,,,,
25,devil,epic,29,29,1,0,13.6744320987654321,1107.629,80,81,7,9300,0,690177,308,520.6554620747107,520.6554620747107,6.508193275933884,26,,,,
26,revolver,uncommon,29,29,1,0,3.8561550000000000,2313.693,600,600,15,1340,0,1588066,855,1316.340276176393,1316.340276176393,2.1939004602939884,13,,,,
27,disguise,epic,29,29,1,0,12.2385324675324675,942.367,76,77,26,5957.000000000000000000,0,966482,276,322.99583787131513,322.99583787131513,4.249945235148883,30,,,,
28,dog,uncommon,29,29,1,0,4.6700050000000000,2802.003,600,600,6,580,0,128767,110,26.84208807969049,26.84208807969049,0.04473681346615082,67,,,,
29,donut,uncommon,29,29,1,0,5.4409986719787517,4097.072,693,753,9,437.200000000000000000,0,386871,282,50.42748015236416,50.42748015236416,0.07276692662678812,57,,,,
30,baseball,epic,29,29,1,0,9.6014142857142857,672.099,69,70,17,5518.800000000000000000,0,,,,,,86,,,,
31,bowie,rare,29,29,1,0,7.6838277945619335,2543.347,327,331,24,1300.000000000000000000,0,219083,167,159.4828331251124,159.4828331251124,0.487715086009518,42,,,,
32,eyeball,rare,29,29,1,0,7.0015457627118644,2065.456,282,295,23,1499,0,41886,9,13.481142636470302,13.481142636470302,0.04780547034209327,74,,,,
33,eyeball2,epic,29,29,1,0,10.6406710526315789,808.691,72,76,17,6420.000000000000000000,0,40082,9,8.631315575694739,8.631315575694739,0.11987938299576026,79,,,,
34,discoball,epic,29,24,1,0,13.7900754716981132,730.874,53,53,18,9687.000000000000000000,0,45965,7,13.309286864672451,13.309286864672451,0.25111862008815944,75,,,,
35,fishcake,uncommon,29,29,1,0,5.3197540322580645,3957.897,694,744,21,400,0,12319,28,3.7201164331480947,3.7201164331480947,0.005360398318657197,82,,,,
36,floater,rare,29,29,1,0,8.4740133333333333,1271.102,150,150,18,8000,0,972236,194,704.4018691716002,704.4018691716002,4.696012461144002,19,,,,
37,fox,uncommon,29,29,1,0,5.9173517587939698,4710.212,724,796,23,556.000000000000000000,0,187735,118,60.4231082666703,60.4231082666703,0.08345733186004185,53,,,,
38,fox777,legendary,29,29,1,0,30.2848571428571429,423.988,14,14,23,133000,0,2128992,525,1465.5561189441808,1465.5561189441808,104.68257992458435,11,,,,
40,gamer,rare,29,24,1,0,9.4524600000000000,945.246,99,100,4,3160.000000000000000000,0,938008,318,220.07318577143016,220.07318577143016,2.2229614724386884,34,,,,
41,xmasball,epic,29,29,1,0,10.7112333333333333,642.674,59,60,17,5980.000000000000000000,0,51350,33,11.057782915321711,11.057782915321711,0.1874200494122324,77,,,,
42,derp,uncommon,29,29,1,0,6.9323880952380952,2911.603,420,420,22,1300,0,720875,190,295.7942848562625,295.7942848562625,0.704272106800625,31,,,,
43,moneybag,legendary,29,29,1,0,18.7933000000000000,187.933,10,10,17,43413.142000000000000000,0,681429,244,293.08404844205717,293.08404844205717,29.308404844205718,32,,,,
44,moon,uncommon,29,19,1,0,5.5822000000000000,3349.320,600,600,23,4760.000000000000000000,0,3186773,1576,1989.521645835916,1989.521645835916,3.3158694097265267,8,200.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.1897873711340206,4803.275,742,776,23,890,0,430693,135,137.85357403228912,137.85357403228912,0.18578648791413627,44,,,,
46,opencan,uncommon,29,29,1,0,4.8910650000000000,2934.639,600,600,14,641.000000000000000000,0,169916,77,72.30581325128705,72.30581325128705,0.12050968875214509,50,,,,
47,candyswirl,rare,29,29,1,0,10.5417500000000000,1054.175,100,100,32,6778.500000000000000000,0,889535,421,197.62280428535547,197.62280428535547,1.9762280428535548,38,,,,
48,royman,epic,29,29,1,0,12.5505800000000000,627.529,50,50,3,7499,0,4607,13,0.7849445938945723,0.7849445938945723,0.015698891877891447,85,,,,
49,panda,uncommon,29,24,1,0,5.3115316666666667,3186.919,599,600,28,799,0,1104414,310,578.9587088929487,578.9587088929487,0.9665420849631865,21,,,,
50,melon,rare,29,29,1,0,7.0090357142857143,1962.530,276,280,8,949.000000000000000000,0,555808,102,89.27969341469253,89.27969341469253,0.3234771500532338,48,,,,
51,casinochip,uncommon,29,29,1,0,4.7638633333333333,2858.318,600,600,12,930.000000000000000000,0,50381,36,15.351897604025988,15.351897604025988,0.02558649600670998,73,,,,
52,pizza,rare,29,19,1,0,8.6941600000000000,1304.124,150,150,17,3890.138000000000000000,0,847437,399,526.7131268037494,526.7131268037494,3.5114208453583298,25,,,,
