id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,28.4183000000000000,284.183,10,10,13,58985.714285714284000000,1,3587809,1918339,294,782.7523402647694,782.7523402647694,78.27523402647694,13,,,,
4,8ball,common,29,29,1,0,4.2221160514541387,15098.287,3307,3576,10,95,0,217189,217189,123,104.87882193681608,104.87882193681608,0.03171418867155007,50,,,,
7,alien,common,29,24,1,0,4.7263145000000000,9452.629,2000,2000,4,170.000000000000000000,0,43930,43930,35,5.327038754886438,5.327038754886438,0.002663519377443219,76,,,,
8,angel,epic,29,29,1,0,15.3566600000000000,767.833,50,50,7,9000.000000000000000000,0,417466,208420,85,345.36795994072304,345.36795994072304,6.9073591988144605,27,,,,
9,banana,rare,29,29,1,0,8.0854266666666667,1212.814,150,150,26,1922,0,36460,36460,5,10.1441991271623,10.1441991271623,0.06762799418108201,71,,,,
11,basketball,common,29,29,1,0,3.1020149006622517,13115.319,4030,4228,20,91,0,88285,88285,64,13.939216384500472,13.939216384500472,0.003458862626426916,69,,,,
12,beachball,common,29,29,1,0,3.6104911327231121,12622.277,3262,3496,19,88.600000000000000000,0,26617,26617,30,8.12496026883296,8.12496026883296,0.0024907910082259226,74,,,,
13,bomb,uncommon,29,29,1,0,5.3761316666666667,3225.679,600,600,31,2100,4,7394180,5690651,1194,3170.6204162196223,3170.6204162196223,5.284367360366037,4,200.000000000000000000,,,
14,shades,epic,29,29,1,0,15.2994400000000000,764.972,50,50,33,9746.02857142857,1,5663998,4664843,403,1778.130880174947,1778.130880174947,35.562617603498936,8,,,,
15,bowling,common,29,29,1,0,3.0098965000000000,6019.793,1998,2000,19,166.000000000000000000,0,83319,42315,32,25.43350357436576,25.43350357436576,0.012729481268451331,64,,,,
17,ninja,rare,29,29,1,0,10.5608500000000000,1056.085,100,100,20,4120.000000000000000000,0,175286,172912,62,28.499056745521077,28.499056745521077,0.2849905674552108,60,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7831533333333333,1467.473,150,150,15,5000,0,1188772,1188772,216,158.14908334466406,158.14908334466406,1.0543272222977604,44,,,,
19,button,common,29,29,1,0,3.8385753670961942,12809.326,3080,3337,10,90,0,722646,372306,106,236.07348610575298,236.07348610575298,0.07664723574862109,33,,,,
20,cat,uncommon,29,24,1,0,5.3709916666666667,3222.595,600,600,15,1380.000000000000000000,2,1192791,945436,437,2457.117760031817,2457.117760031817,4.095196266719695,5,,,,
21,cherry,rare,29,29,1,0,10.2656900000000000,1026.569,98,100,22,3300.000000000000000000,0,276540,276540,106,240.77361395672736,240.77361395672736,2.4568736118033403,31,,,,
22,egg,rare,29,29,1,0,13.9995800000000000,1399.958,100,100,6,8500,0,1097381,1038698,254,787.5551123933543,787.5551123933543,7.875551123933543,12,,,,
