id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.6657000000000000,306.657,10,10,21,56400.000000000000000000,0,230337,64,184.06073204528923,184.06073204528923,18.406073204528923,49,,,,
4,8ball,common,29,29,1,0,4.1983637632607482,15038.539,3313,3582,11,150,0,418430,366,254.81859974038053,254.81859974038053,0.07691475995785708,37,,,,
7,alien,common,29,29,1,0,4.6947335000000000,9389.467,2000,2000,30,308.000000000000000000,0,349265,229,64.8017805851017,64.8017805851017,0.032400890292550846,61,,,,
8,angel,epic,29,29,1,0,18.0198800000000000,900.994,50,50,23,30280.000000000000000000,0,1316165,169,723.2326516781621,723.2326516781621,14.464653033563243,22,,,,
9,banana,rare,29,29,1,0,7.9624000000000000,1194.360,150,150,11,2254.000000000000000000,0,57954,38,11.708607948139992,11.708607948139992,0.07805738632093329,80,,,,
11,basketball,common,29,29,1,0,3.5015296343001261,11106.852,2974,4253,17,94.600000000000000000,0,317019,432,83.72023204130204,83.72023204130204,0.028150716893511108,56,,,,
12,beachball,common,24,29,1,0,3.6021227869788692,12614.634,3268,3502,24,147,0,223663,202,36.371845685366075,36.371845685366075,0.011129695742156082,68,,,,
13,bomb,uncommon,29,24,1,0,5.1368416666666667,3082.105,600,600,12,1210.000000000000000000,0,1071541,417,201.26222388384284,201.26222388384284,0.3354370398064047,43,,,,
14,shades,epic,29,24,1,0,14.8811600000000000,744.058,50,50,22,13240.000000000000000000,1,2236431,540,1027.9368183307834,1027.9368183307834,20.558736366615666,14,,,,
15,bowling,common,29,29,1,0,2.9453000000000000,5890.600,1998,2000,12,190,0,259673,351,42.04114569349186,42.04114569349186,0.02104161446120714,66,,,,
17,ninja,rare,29,29,1,0,10.4497600000000000,1044.976,100,100,24,4200,0,12772,23,1.7128903868717267,1.7128903868717267,0.017128903868717266,85,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.4685200000000000,1420.278,150,150,31,6000,0,3685935,743,924.0099881253027,924.0099881253027,6.160066587502018,17,,,,
19,button,common,29,29,1,0,3.8249635058330841,12786.853,3085,3343,13,118.000000000000000000,0,137222,134,14.656511379007885,14.656511379007885,0.004750895098543885,75,,,,
20,cat,uncommon,29,24,1,0,5.1581750000000000,3094.905,600,600,6,950,0,1402306,380,576.9834202202819,576.9834202202819,0.9616390337004699,25,,,,
21,cherry,rare,29,24,1,0,10.1977800000000000,1019.778,98,100,3,3829.800000000000000000,0,414034,170,143.3891353804162,143.3891353804162,1.4631544426573082,52,,,,
22,egg,rare,29,29,1,0,13.7725200000000000,1377.252,100,100,7,8300.000000000000000000,0,1385637,499,951.323650884407,951.323650884407,9.51323650884407,15,,,,
23,coconut,rare,29,29,1,0,6.9500590277777778,2001.617,275,288,23,1660.000000000000000000,0,171204,130,37.18916257117615,37.18916257117615,0.13523331844064054,67,,,,
24,cute,uncommon,29,29,1,0,5.6704737569060773,4105.423,707,724,29,532.000000000000000000,0,25260,29,7.471929876948264,7.471929876948264,0.01056850053316586,82,,,,
25,devil,epic,29,24,1,0,14.1239876543209877,1144.043,80,81,11,8640.000000000000000000,1,1480988,565,681.1931138021018,681.1931138021018,8.514913922526272,24,,,,
