id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9256000000000000,279.256,10,10,14,59900.000000000000000000,0,156992,156992,19,30.028404535406484,30.028404535406484,3.0028404535406485,56,,,,
4,8ball,common,29,24,1,0,4.2190374510899944,15095.716,3309,3578,17,110,0,179316,179316,75,18.785441039960812,18.785441039960812,0.005677074959190333,60,,,,
7,alien,common,29,29,1,0,4.7218575000000000,9443.715,2000,2000,26,171.000000000000000000,0,38560,38560,11,6.067687317197976,6.067687317197976,0.003033843658598988,69,,,,
8,angel,epic,29,29,1,0,15.2935000000000000,764.675,50,50,15,10800.000000000000000000,0,34629,34629,12,1.970571163423497,1.970571163423497,0.03941142326846994,77,,,,
9,banana,rare,29,29,1,0,8.0602600000000000,1209.039,150,150,20,2040.000000000000000000,0,62307,61004,32,13.508956304590637,13.508956304590637,0.09005970869727091,63,,,,
11,basketball,common,29,29,1,0,3.0850324030274361,13043.517,4030,4228,12,91,0,392714,392523,278,36.2219984242386,36.2219984242386,0.008988088939017022,54,,,,
12,beachball,common,29,29,1,0,3.6131877679336953,12642.544,3265,3499,3,93.998000000000000000,0,645954,361603,153,201.92287389568403,201.92287389568403,0.061844678069122215,32,,,,
13,bomb,uncommon,29,29,1,0,5.3449166666666667,3206.950,600,600,29,1488.000000000000000000,0,7806478,7073719,1188,1896.5099430989526,1896.5099430989526,3.160849905164921,6,200.000000000000000000,309,,
14,shades,epic,29,29,1,0,15.1834200000000000,759.171,50,50,23,9750,0,2725905,2725740,286,1000.1466697652947,1000.1466697652947,20.002933395305895,11,,,,
15,bowling,common,29,29,1,0,2.9851150000000000,5970.230,1998,2000,20,178.000000000000000000,0,2932,2865,6,0.639042451054281,0.639042451054281,0.00031984106659373423,80,,,,
17,ninja,rare,29,29,1,0,10.5209200000000000,1052.092,100,100,13,4560.000000000000000000,0,538,538,1,0.060337273365808575,0.060337273365808575,0.0006033727336580857,84,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7081800000000000,1456.227,150,150,30,9320.000000000000000000,2,3108725,2725095,486,952.6492121091153,952.6492121091153,6.350994747394102,13,,,,
19,button,common,29,29,1,0,3.8375492662473795,12813.577,3082,3339,12,125,0,88543,88543,83,8.16455917270105,8.16455917270105,0.002649110698475357,67,,,,
20,cat,uncommon,29,29,1,0,5.2213650000000000,3132.819,600,600,5,1047.619047619,1,700130,696544,269,635.1929473946785,635.1929473946785,1.0586549123244642,18,,,,
21,cherry,rare,29,29,1,0,10.2517000000000000,1025.170,98,100,18,3300.000000000000000000,0,258625,258625,74,141.22264417829487,141.22264417829487,1.4410473895744376,37,,,,
22,egg,rare,29,29,1,0,13.9687700000000000,1396.877,100,100,6,8500,1,1863027,1813203,343,923.2947174026912,923.2947174026912,9.232947174026911,14,,,,
23,coconut,rare,29,29,1,0,7.0862035087719298,2019.568,273,285,23,1550,0,26381,20549,16,4.717472923805273,4.717472923805273,0.017280120600019315,71,,,,
24,cute,uncommon,29,29,1,0,5.7240193103448276,4149.914,708,725,10,500,0,30258,30212,33,2.5700729893892507,2.5700729893892507,0.0036300465951825574,74,,,,
25,devil,epic,24,29,1,0,14.6589390243902439,1202.033,81,82,16,11000.000000000000000000,2,3363696,2771040,840,1340.2231181447326,1340.2231181447326,16.545964421539907,9,,,,
26,revolver,uncommon,29,29,1,0,4.1277300000000000,2476.638,600,600,22,690.000000000000000000,0,224610,224610,78,153.8763836498793,153.8763836498793,0.2564606394164655,36,,,,
27,disguise,epic,29,29,1,0,12.3797297297297297,916.100,73,74,11,7380.000000000000000000,0,,,,,,,85,,,,
28,dog,uncommon,29,29,1,0,5.0460450000000000,3027.627,600,600,23,460.000000000000000000,0,306837,306837,155,45.56623080639005,45.56623080639005,0.07594371801065009,51,,,,
29,donut,uncommon,29,29,1,0,5.5094758713136729,4110.069,686,746,4,308.000000000000000000,0,229079,122896,83,200.4042271181037,200.4042271181037,0.2921344418631249,33,,,,
30,baseball,epic,29,29,1,0,9.6970285714285714,678.792,69,70,13,6718.800000000000000000,0,1052,1052,1,0.11798292115396025,0.11798292115396025,0.0017098974080284094,83,,,,
31,bowie,rare,29,29,1,0,7.8850031645569620,2491.661,312,316,24,1564.000000000000000000,0,167908,83329,33,115.15737294541943,115.15737294541943,0.36909414405583146,41,,,,
32,eyeball,rare,29,24,1,0,7.0352871972318339,2033.198,276,289,23,1390.000000000000000000,0,4055,4055,2,0.581968152671022,0.581968152671022,0.0021085802633008044,81,,,,
33,eyeball2,epic,29,29,1,0,10.5315466666666667,789.866,71,75,14,5690.000000000000000000,0,6806,6806,7,1.2887304824575265,1.2887304824575265,0.01815113355573981,79,,,,
34,discoball,epic,29,24,1,0,14.0592641509433962,745.141,53,53,17,8000,0,624372,306666,170,128.73061171830054,128.73061171830054,2.428879466383029,40,,,,
35,fishcake,uncommon,29,29,1,0,5.3580245901639344,3922.074,682,732,30,408.000000000000000000,0,507511,225160,62,36.07165964572649,36.07165964572649,0.052890996547986055,55,,,,
36,floater,rare,29,29,1,0,8.5520800000000000,1282.812,150,150,33,2920.000000000000000000,0,257774,162122,31,110.16207495116726,110.16207495116726,0.7344138330077817,43,,,,
37,fox,uncommon,29,29,1,0,6.0473367477592830,4722.970,709,781,23,302.819047619047620000,0,152910,154712,115,23.993652549821903,23.993652549821903,0.033841540972950494,59,,,,
38,fox777,legendary,29,29,1,0,31.7902857142857143,445.064,14,14,28,104100.000000000000000000,0,415556,415556,118,75.48988050091967,75.48988050091967,5.392134321494262,49,,,,
40,gamer,rare,29,24,1,0,10.3116500000000000,1031.165,99,100,9,5000,1,2831609,1618157,324,395.0618041534697,395.0618041534697,3.990523274277472,23,,,,
41,xmasball,epic,29,29,1,0,10.7941666666666667,647.650,60,60,16,8005.000000000000000000,0,206466,110119,56,112.09629949645274,112.09629949645274,1.8682716582742125,42,,,,
42,derp,uncommon,29,29,1,0,7.0869142857142857,2976.504,420,420,13,1160.000000000000000000,1,2463405,1303389,411,702.3549651795702,702.3549651795702,1.6722737266180243,15,,,,
43,moneybag,legendary,29,29,1,0,19.1681000000000000,191.681,10,10,7,41000.138000000000000000,0,32540,32540,15,8.24399959924624,8.24399959924624,0.8243999599246241,66,,,,
44,moon,uncommon,29,29,1,0,6.2095466666666667,3725.728,600,600,27,5750,2,4582569,3853920,1128,1723.4970986674925,1723.4970986674925,2.8724951644458208,7,100.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3784417098445596,4924.157,738,772,23,472.000000000000000000,0,273670,273670,99,39.276750762386825,39.276750762386825,0.05322052948832903,53,,,,
46,opencan,uncommon,29,29,1,0,5.0063400000000000,3003.804,600,600,29,519.600000000000000000,0,649898,366143,150,198.32144003275013,198.32144003275013,0.33053573338791686,34,,,,
47,candyswirl,rare,29,24,1,0,11.6488400000000000,1164.884,100,100,7,7250.000000000000000000,0,692644,688319,343,394.4992207277596,394.4992207277596,3.944992207277596,24,,,,
48,royman,epic,29,29,1,0,12.5103200000000000,625.516,50,50,23,6900,0,,,,,,,86,,,,
49,panda,uncommon,29,29,1,0,5.4896266666666667,3293.776,599,600,19,625,0,2200569,1278657,516,245.80459226438163,245.80459226438163,0.41035825085873395,29,,,,
50,melon,rare,29,29,1,0,7.0320369003690037,1905.682,267,271,7,1500,0,383077,383077,36,97.0524472796697,97.0524472796697,0.3634923119088753,47,,,,
51,casinochip,uncommon,24,24,1,0,5.2151750000000000,3129.105,600,600,13,2790,6,13583250,11504158,1859,5586.323195734886,8586.323195734887,14.310538659558146,1,300.000000000000000000,565,1000,3000
52,pizza,rare,29,29,1,0,8.9890266666666667,1348.354,150,150,10,2500,0,1383016,909604,217,232.4440159776247,232.4440159776247,1.5496267731841646,30,,,,
53,jackolantern,rare,29,29,1,0,9.6742266666666667,1451.134,150,150,27,2160.000000000000000000,0,2627,2627,3,0.4421495041244532,0.4421495041244532,0.002947663360829688,82,,,,
54,waffle,uncommon,29,24,1,0,5.1680618982118294,3757.181,678,727,31,398,0,31780,16700,10,9.83133983948398,9.83133983948398,0.014500501238176963,64,,,,
55,saturn,common,29,21,1,0,3.7535975000000000,7507.195,1996,2000,23,200,0,2415954,1280216,823,698.0548398542726,698.0548398542726,0.34972687367448524,16,,,,
56,marble,rare,29,29,1,0,7.5035958188153310,2153.532,278,287,7,1280.000000000000000000,0,512459,512459,182,129.83133960141762,129.83133960141762,0.467019207199344,38,,,,
57,skull,uncommon,29,29,1,0,6.5798437978560490,4296.638,651,653,21,999,1,1574755,1154299,547,596.6797156411303,596.6797156411303,0.916558702981767,20,,,,
58,skullpatch,rare,29,29,1,0,9.1382533333333333,1370.738,150,150,32,2600,0,1122075,617267,257,360.9626647715608,360.9626647715608,2.406417765143739,27,,,,
59,football,common,16,16,1,0,4.1700070000000000,8340.014,1997,2000,13,1200,5,9880914,9194741,3010,4317.883349167069,5317.883349167069,2.662936078701587,2,600.000000000000000000,189.5,,1000
60,starballoon,common,29,29,1,0,3.4615997278911565,12721.379,3412,3676,10,98.800000000000000000,0,2151386,1214450,329,535.9638572753385,535.9638572753385,0.1570820214757733,21,,,,
61,tamagochi,epic,29,29,1,0,11.9876710526315789,911.063,76,76,16,7293.000000000000000000,0,,,,,,,87,,,,
62,target,uncommon,29,29,1,0,5.0400254691689008,3759.859,711,746,23,388,0,9105,9105,17,1.306737368697819,1.306737368697819,0.0018378865945117004,78,,,,
64,tomato,uncommon,29,29,1,0,5.0178937007874016,3823.635,740,762,25,250.000000000000000000,0,52276,52276,35,3.190907346326293,3.190907346326293,0.004312036954494991,73,,,,
65,volleyball,common,29,29,1,0,3.0923640000000000,6184.728,2000,2000,14,200,0,937070,937070,281,363.9955463233389,363.9955463233389,0.18199777316166943,26,,,,
66,racoon,uncommon,29,29,1,0,6.3547772087067862,4963.081,735,781,15,399,0,161237,84462,67,9.297205465427583,9.297205465427583,0.012649259136636167,65,,,,
67,peach,rare,29,29,1,0,10.1828400000000000,1018.284,100,100,25,3799.800000000000000000,0,40833,40833,16,2.4924309371899445,2.4924309371899445,0.024924309371899444,75,,,,
68,watermelon,uncommon,29,29,1,0,4.1605566666666667,2496.334,600,600,18,548,0,307782,308737,172,42.937834150745104,42.937834150745104,0.07156305691790851,52,,,,
69,citrus,epic,29,29,1,0,15.7193400000000000,785.967,50,50,14,8850,1,1946018,1163886,238,1064.5640897213866,1064.5640897213866,21.291281794427732,10,,,,
70,potion,epic,29,29,1,0,13.9092400000000000,695.462,50,50,22,10000,0,49321,49321,18,6.248516022160702,6.248516022160702,0.12497032044321404,68,,,,
71,crlogo,legendary,29,29,1,0,34.7110000000000000,347.110,10,10,22,72464.800000000000000000,2,3696771,3592585,640,2161.250291407931,2161.250291407931,216.1250291407931,5,600.000000000000000000,,,
72,yinyang,uncommon,29,29,1,0,5.4596167832167832,3903.626,687,715,23,399,0,19349,19189,24,5.2097961492494385,5.2097961492494385,0.007583400508368906,70,,,,
73,waffle2,legendary,29,29,1,0,17.4578333333333333,314.241,18,18,9,45000,0,297118,297118,144,14.773837321325544,14.773837321325544,0.8207687400736413,62,,,,
74,snowman,epic,29,29,1,0,12.4926600000000000,624.633,50,50,19,6877,0,497051,497051,110,99.21275795326302,99.21275795326302,1.9842551590652604,46,,,,
75,crosshair,common,29,29,1,0,3.5533880000000000,7106.776,2000,2000,23,1120.000000000000000000,0,1727401,1716488,618,303.7331572789326,303.7331572789326,0.1518665786394663,28,100.000000000000000000,,,
76,xmasball2,common,29,24,1,0,3.4482039957939012,13116.968,3584,3980,17,55,0,126698,126698,110,25.31438118354151,25.31438118354151,0.007063164392729216,57,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.4973200000000000,1149.732,100,100,23,7044,0,16901,16901,10,2.4256088158552265,2.4256088158552265,0.024256088158552264,76,,,,
78,vase,common,29,29,1,0,2.5035640000000000,5007.128,1999,2000,9,167.200000000000000000,0,669759,669759,233,96.62333279650463,96.62333279650463,0.04833583431541002,48,,,,
