id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.2943000000000000,302.943,10,10,29,63900.000000000000000000,0,504475,137,338.17183576707265,338.17183576707265,33.817183576707265,32,,,,
4,8ball,common,29,29,1,0,4.1839905133928571,14995.422,3315,3584,31,130,0,428242,364,74.1753222500943,74.1753222500943,0.022375662820541264,54,,,,
7,alien,common,29,29,1,0,4.6670835000000000,9334.167,2000,2000,5,250,0,473988,239,115.76079528675434,115.76079528675434,0.05788039764337717,46,,,,
8,angel,epic,29,29,1,0,17.9162600000000000,895.813,50,50,33,30000,0,235907,72,178.17020396158364,178.17020396158364,3.5634040792316726,43,,,,
9,banana,rare,29,29,1,0,7.9288666666666667,1189.330,150,150,33,2129.600000000000000000,2,1802775,249,1489.010127742565,1489.010127742565,9.926734184950433,12,,,,
11,basketball,common,29,29,1,0,3.8087834821428571,10238.010,2489,4283,19,100.600000000000000000,0,251880,241,53.505175551785726,53.505175551785726,0.02149665550493601,64,,,,
12,beachball,common,29,29,1,0,3.5921669044222539,12590.545,3271,3505,3,97.000000000000000000,0,510061,236,65.93446786220626,65.93446786220626,0.020157281523144683,57,,,,
13,bomb,uncommon,29,29,1,0,5.0853233333333333,3051.194,600,600,4,1040.000000000000000000,0,2943739,802,997.8339842992465,997.8339842992465,1.6630566404987441,18,,,,
14,shades,epic,29,29,1,0,14.7786800000000000,738.934,50,50,23,10000,0,2021355,489,1347.8131091254209,1347.8131091254209,26.956262182508418,13,,,,
15,bowling,common,29,29,1,0,2.8959195000000000,5791.839,1998,2000,19,164.200000000000000000,0,149917,209,48.140403337130934,48.140403337130934,0.024094295964529996,66,,,,
17,ninja,rare,29,29,1,0,10.4278000000000000,1042.780,100,100,28,5650.000000000000000000,0,115321,42,23.936226791316987,23.936226791316987,0.23936226791316986,70,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3517600000000000,1402.764,150,150,28,4085.000000000000000000,0,1571703,301,710.3851059571311,710.3851059571311,4.735900706380875,22,,,,
19,button,common,24,29,1,0,3.8155198804185351,12762.914,3087,3345,25,98.000000000000000000,0,170418,149,142.16962190224373,142.16962190224373,0.04605429928806081,45,,,,
20,cat,uncommon,29,29,1,0,5.1442600000000000,3086.556,600,600,19,1150,0,1512496,535,1052.4172715541354,1052.4172715541354,1.754028785923559,16,,,,
21,cherry,rare,29,29,1,0,10.1595500000000000,1015.955,98,100,19,3662.000000000000000000,0,324412,135,69.64064415357612,69.64064415357612,0.7106188178936339,55,,,,
22,egg,rare,29,24,1,0,13.7153800000000000,1371.538,100,100,23,8000,0,1271443,366,854.7299850942718,854.7299850942718,8.547299850942718,21,,,,
23,coconut,rare,29,29,1,0,6.8588645833333333,1975.353,275,288,6,1500,0,67960,69,9.099589638695194,9.099589638695194,0.03308941686798252,84,,,,
24,cute,uncommon,29,24,1,0,5.6476868965517241,4094.573,708,725,23,500,0,43126,64,9.799414503525682,9.799414503525682,0.013840980937183167,83,,,,
25,devil,epic,29,29,1,0,13.9801111111111111,1132.389,80,81,14,8640.000000000000000000,0,1525977,485,1043.7845005061652,1043.7845005061652,13.047306256327065,17,,,,
26,revolver,uncommon,29,24,1,0,3.9744500000000000,2384.670,600,600,9,1070.000000000000000000,0,825530,446,332.475601603622,332.475601603622,0.5541260026727034,33,,,,
27,disguise,epic,29,29,1,0,12.1646666666666667,912.350,74,75,29,8000,0,253338,69,68.71538931017791,68.71538931017791,0.9285863420294312,56,,,,
28,dog,uncommon,29,29,1,0,4.8140033333333333,2888.402,600,600,20,500,0,423041,260,77.34579919161,77.34579919161,0.12890966531935,51,,,,
29,donut,uncommon,29,29,1,0,5.4357316421895861,4071.363,689,749,4,333,0,319625,193,211.68362107961093,211.68362107961093,0.30723312203136566,42,,,,
30,baseball,epic,29,24,1,0,9.6162714285714286,673.139,69,70,23,6718.800000000000000000,0,16331,48,3.7108528093743427,3.7108528093743427,0.05378047549817888,86,,,,
31,bowie,rare,29,24,1,0,7.7905527950310559,2508.558,318,322,10,1466.666666666,0,350415,314,304.11373673479363,304.11373673479363,0.9563325054553259,34,,,,
32,eyeball,rare,29,29,1,0,6.9923848797250859,2034.784,278,291,27,1493.323809523800000000,0,18372,14,3.9578263117001082,3.9578263117001082,0.01423678529388528,85,,,,
33,eyeball2,epic,29,29,1,0,10.3209733333333333,774.073,71,75,23,6640.000000000000000000,0,61453,45,13.963813464850986,13.963813464850986,0.19667342908240826,79,,,,
34,discoball,epic,29,29,1,0,13.8450943396226415,733.790,53,53,21,8709.332000000000000000,0,386725,109,75.59225683648965,75.59225683648965,1.4262689969148992,52,,,,
35,fishcake,uncommon,29,29,1,0,5.3175047619047619,3908.366,685,735,13,300.000000000000000000,0,123785,79,24.408202404707215,24.408202404707215,0.03563241226964557,69,,,,
36,floater,rare,29,29,1,0,8.5105800000000000,1276.587,150,150,6,3340,0,50563,36,10.49494398461131,10.49494398461131,0.06996629323074208,81,,,,
37,fox,uncommon,29,29,1,0,5.9415459119496855,4723.529,723,795,23,400,0,47224,48,10.730592925717591,10.730592925717591,0.014841760616483528,80,,,,
38,fox777,legendary,29,29,1,0,30.7210714285714286,430.095,14,14,23,150000,0,676733,235,153.77236876163906,153.77236876163906,10.983740625831361,44,,,,
40,gamer,rare,29,29,1,0,9.5572100000000000,955.721,99,100,30,2720.000000000000000000,0,175182,80,42.16579847674868,42.16579847674868,0.4259171563307947,67,,,,
41,xmasball,epic,29,29,1,0,10.7418500000000000,644.511,60,60,23,6980.000000000000000000,0,73190,35,16.630782996638793,16.630782996638793,0.27717971661064655,75,,,,
42,derp,uncommon,29,24,1,0,7.0262761904761905,2951.036,420,420,9,1890.000000000000000000,0,254555,218,361.3652119165428,361.3652119165428,0.8603933617060543,30,,,,
43,moneybag,legendary,29,29,1,0,18.2065000000000000,182.065,10,10,22,38800.138000000000000000,0,415555,265,87.9508679517635,87.9508679517635,8.79508679517635,47,,,,
44,moon,uncommon,29,21,1,0,5.8621833333333333,3517.310,600,600,7,4999,3,5689857,2253,3636.5511568225384,3636.5511568225384,6.060918594704231,5,600.000000000000000000,158.5,,
45,bull,uncommon,29,29,1,0,6.3414974226804124,4921.002,742,776,20,619.047619047600000000,0,533282,185,213.32642051344607,213.32642051344607,0.28750191443860657,41,,,,
46,opencan,uncommon,29,29,1,0,4.9360583333333333,2961.635,600,600,6,599,0,1145730,250,277.96670035185434,277.96670035185434,0.46327783391975724,36,,,,
47,candyswirl,rare,29,24,1,0,10.8577300000000000,1085.773,100,100,10,7881.400000000000000000,0,2459474,1321,1151.9381897730073,1151.9381897730073,11.519381897730073,15,,,,
48,royman,epic,29,29,1,0,12.0929200000000000,604.646,50,50,23,7000,0,74232,24,16.867554083979925,16.867554083979925,0.3373510816795985,74,,,,
49,panda,uncommon,29,29,1,0,5.3741133333333333,3224.468,599,600,20,875,0,942031,399,497.6982110995171,497.6982110995171,0.8308818215350869,27,,,,
50,melon,rare,29,29,1,0,7.0036277372262774,1918.994,270,274,31,2000,0,338092,198,58.65246885984513,58.65246885984513,0.21723136614757454,63,,,,
51,casinochip,uncommon,29,29,1,0,4.9624483333333333,2977.469,600,600,9,1650,1,1369428,628,934.6635248804099,934.6635248804099,1.5577725414673498,19,,,,
52,pizza,rare,29,29,1,0,8.8000666666666667,1320.010,150,150,28,3220.000000000000000000,0,1358386,454,511.2934688522709,511.2934688522709,3.4086231256818063,26,,,,
53,jackolantern,rare,29,29,1,0,9.5776866666666667,1436.653,150,150,31,2491.000000000000000000,0,473575,260,82.02740094289773,82.02740094289773,0.5468493396193181,48,,,,
