id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.5146000000000000,325.146,10,10,30,76000,0,15607,3,4.684256664153959,4.684256664153959,0.4684256664153959,84,,,,
4,8ball,common,29,29,1,0,4.1588011712214166,14913.461,3317,3586,13,190.000000000000000000,0,244236,243,80.58468727154266,80.58468727154266,0.02429444898147201,51,,,,
7,alien,common,29,24,1,0,4.6235205000000000,9247.041,2000,2000,23,240,0,219284,129,47.12439278582294,47.12439278582294,0.02356219639291147,57,,,,
8,angel,epic,29,29,1,0,17.7329600000000000,886.648,50,50,9,18718.000000000000000000,0,1007021,175,502.98358629611437,502.98358629611437,10.059671725922287,24,,,,
9,banana,rare,29,29,1,0,7.8887266666666667,1183.309,150,150,7,2019.800000000000000000,0,721625,211,856.4180388059234,856.4180388059234,5.709453592039489,17,,,,
11,basketball,common,29,29,1,0,3.9076043869956913,9976.114,2354,4290,24,127.000000000000000000,0,126128,116,49.16472788142014,49.16472788142014,0.02088561082473243,55,,,,
12,beachball,common,29,29,1,0,3.6056334958416977,12572.844,3252,3512,6,115.400000000000000000,0,124194,123,18.82035672939462,18.82035672939462,0.005787317567464521,69,,,,
13,bomb,uncommon,29,29,1,0,5.0464300000000000,3027.858,600,600,22,730,0,2711257,792,851.3859862212024,851.3859862212024,1.418976643702004,18,,,,
14,shades,epic,29,29,1,0,14.6452000000000000,732.260,50,50,32,12064.000000000000000000,0,25192,19,7.088970098400101,7.088970098400101,0.141779401968002,81,,,,
15,bowling,common,29,29,1,0,3.3591445047489824,4951.379,1472,2000,4,140.998000000000000000,0,516660,341,314.11975720300546,314.11975720300546,0.21339657418682437,32,,,,
17,ninja,rare,29,29,1,0,10.4075400000000000,1040.754,100,100,21,5590.000000000000000000,0,204082,76,73.57621783334376,73.57621783334376,0.7357621783334376,53,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.2467066666666667,1387.006,150,150,18,3550,0,780152,238,458.77502119903414,458.77502119903414,3.058500141326894,26,,,,
19,button,common,29,29,1,0,3.8183725022368029,12803.003,3095,3353,21,174.800000000000000000,0,273828,153,223.3663556096712,223.3663556096712,0.07217006643285014,39,,,,
20,cat,uncommon,29,29,1,0,5.1105550000000000,3066.333,600,600,14,965.000000000000000000,1,1503628,360,1719.6135497402522,1719.6135497402522,2.8660225829004204,9,,,,
21,cherry,rare,29,21,1,0,10.0704400000000000,1007.044,98,100,24,3962.000000000000000000,0,14407,7,5.476016672553133,5.476016672553133,0.055877721148501355,83,,,,
22,egg,rare,29,29,1,0,13.4871100000000000,1348.711,100,100,31,6600.000000000000000000,0,1565489,523,812.7372566673025,812.7372566673025,8.127372566673024,19,,,,
23,coconut,rare,29,29,1,0,6.8416782006920415,1977.245,276,289,15,1700,0,19063,21,9.098511803368147,9.098511803368147,0.03296562247597155,80,,,,
24,cute,uncommon,29,29,1,0,5.6253149931224209,4089.604,710,727,3,585.000000000000000000,0,129868,135,34.42743331456465,34.42743331456465,0.04848934269656993,62,,,,
25,devil,epic,29,29,1,0,13.7043950617283951,1110.056,80,81,27,8000,0,579027,210,111.17018370472624,111.17018370472624,1.389627296309078,48,,,,
26,revolver,uncommon,29,24,1,0,3.8847800000000000,2330.868,600,600,29,1350.666000000000000000,1,1658473,837,1089.51885187231,1089.51885187231,1.8158647531205168,14,,,,
27,disguise,epic,29,29,1,0,12.2728701298701299,945.011,76,77,5,5957.000000000000000000,0,557513,182,367.51058248755544,367.51058248755544,4.835665559046782,28,,,,
28,dog,uncommon,29,29,1,0,4.6826433333333333,2809.586,600,600,3,583.800000000000000000,0,236208,170,163.8628110079162,163.8628110079162,0.2731046850131937,44,,,,
