id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,28.4458000000000000,284.458,10,10,28,61918.914285714284000000,1,1738182,993658,192,956.5340736948405,956.5340736948405,95.65340736948404,12,,,,
4,8ball,common,29,29,1,0,4.2221641498881432,15098.459,3307,3576,20,95,0,330633,191769,133,130.74065399548508,130.74065399548508,0.03953451889793924,38,,,,
7,alien,common,29,29,1,0,4.7275950000000000,9455.190,2000,2000,7,170.000000000000000000,0,142933,142933,105,12.395194084757945,12.395194084757945,0.006197597042378973,57,,,,
8,angel,epic,29,29,1,0,15.3569000000000000,767.845,50,50,27,9000.000000000000000000,0,126102,75649,26,19.47616188912786,19.47616188912786,0.38952323778255715,56,,,,
9,banana,rare,29,29,1,0,8.0891933333333333,1213.379,150,150,5,1922,0,314470,146333,117,140.90146297221924,140.90146297221924,0.9393430864814616,35,,,,
11,basketball,common,29,29,1,0,3.1021970198675497,13116.089,4030,4228,9,88.700000000000000000,0,337201,188380,191,126.63413755507918,126.63413755507918,0.0314228629168931,40,,,,
12,beachball,common,29,29,1,0,3.6105383295194508,12622.442,3262,3496,19,91.000000000000000000,0,43524,43524,30,3.7384213070387164,3.7384213070387164,0.0011460519028322245,73,,,,
13,bomb,uncommon,29,29,1,0,5.3785566666666667,3227.134,600,600,23,2100,3,10105843,8729758,1157,3230.074630374052,3230.074630374052,5.383457717290087,4,400.000000000000000000,224.75,,
14,shades,epic,29,29,1,0,15.3063400000000000,765.317,50,50,8,9746.02857142857,2,4304236,3710369,469,1367.6790605664369,1367.6790605664369,27.353581211328738,8,,,,
15,bowling,common,29,29,1,0,3.0099460000000000,6019.892,1998,2000,23,182.000000000000000000,0,792439,411443,162,140.87816254895745,140.87816254895745,0.07050959086534407,36,,,,
17,ninja,rare,29,29,1,0,10.5611500000000000,1056.115,100,100,20,4000,0,130071,130071,62,23.423676006061864,23.423676006061864,0.23423676006061864,54,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7832266666666667,1467.484,150,150,15,5000,0,360871,360871,82,34.10781931693218,34.10781931693218,0.2273854621128812,50,,,,
19,button,common,29,29,1,0,3.8386505843572071,12809.577,3080,3337,10,108.000000000000000000,0,54301,54301,67,11.00629942729865,11.00629942729865,0.0035734738400320294,59,,,,
20,cat,uncommon,29,21,1,0,5.3861900000000000,3231.714,600,600,15,1380.000000000000000000,2,1964567,1911939,660,2093.6630541231943,2093.6630541231943,3.4894384235386573,5,,,,
21,cherry,rare,29,29,1,0,10.2658600000000000,1026.586,98,100,26,3300.000000000000000000,0,208392,205740,94,41.824803495102074,41.824803495102074,0.4267837091336946,46,,,,
22,egg,rare,29,29,1,0,14.0010000000000000,1400.100,100,100,7,8500,0,1436394,1025625,377,792.6511347011584,792.6511347011584,7.926511347011584,15,,,,
23,coconut,rare,29,29,1,0,7.0207031802120141,1986.859,271,283,23,1550,0,30746,30746,9,4.985866128719239,4.985866128719239,0.018398029995273946,69,,,,
24,cute,uncommon,29,29,1,0,5.7226519337016575,4143.200,707,724,17,444,0,1554,1554,2,0.2943575016026931,0.2943575016026931,0.00041634724413393645,82,,,,
25,devil,epic,29,29,1,0,15.0613536585365854,1235.031,81,82,9,11499.600000000000000000,0,3077251,2726331,932,1286.130654860701,1286.130654860701,15.878156232848161,9,,,,
26,revolver,uncommon,29,29,1,0,4.1448483333333333,2486.909,600,600,10,525.200000000000000000,1,1708355,1090317,167,500.0982680928134,500.0982680928134,0.8334971134880224,22,,,,
27,disguise,epic,29,29,1,0,12.3947972972972973,917.215,73,74,13,7380.000000000000000000,0,4632,4632,3,0.6884125573491136,0.6884125573491136,0.009430309004782377,79,,,,
28,dog,uncommon,29,29,1,0,5.0528383333333333,3031.703,600,600,24,532,0,36208,36208,28,7.32306342539569,7.32306342539569,0.012205105708992817,65,,,,
29,donut,uncommon,29,24,1,0,5.5146809651474531,4113.952,686,746,21,404,0,10635,10635,9,1.489258819288033,1.489258819288033,0.0021709312234519432,75,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,5,6718.800000000000000000,0,,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.8905474683544304,2493.413,312,316,25,1510,0,93248,93248,52,10.656412591098357,10.656412591098357,0.03415516856121269,60,,,,
32,eyeball,rare,29,17,1,0,7.0317430555555556,2025.142,275,288,33,1408.000000000000000000,0,,,,,,,85,,,,
33,eyeball2,epic,29,29,1,0,10.5330800000000000,789.981,71,75,14,5690.000000000000000000,0,,,,,,,86,,,,
34,discoball,epic,29,29,1,0,14.3939811320754717,762.881,53,53,26,8011.000000000000000000,0,31267,31267,7,7.776488582598066,7.776488582598066,0.14672619967166162,64,,,,
35,fishcake,uncommon,29,29,1,0,5.3532558139534884,3913.230,681,731,4,399.000000000000000000,0,94523,44734,21,5.504367983922927,5.504367983922927,0.008082772369930878,66,,,,
36,floater,rare,29,29,1,0,8.5634200000000000,1284.513,150,150,29,2500,0,26380,13570,6,4.312358024074306,4.312358024074306,0.028749053493828704,71,,,,
37,fox,uncommon,29,24,1,0,6.0484929396662388,4711.776,707,779,30,398,0,7231,7231,7,1.0125839701242847,1.0125839701242847,0.001432226266088097,77,,,,
38,fox777,legendary,29,29,1,0,31.8736428571428571,446.231,14,14,31,104100.000000000000000000,0,681978,409763,185,209.29888456164434,209.29888456164434,14.949920325831739,31,,,,
40,gamer,rare,29,29,1,0,10.3713300000000000,1037.133,99,100,15,4700,0,1232742,698833,219,261.389499727296,261.389499727296,2.640297977043394,26,,,,
41,xmasball,epic,29,29,1,0,10.8090000000000000,648.540,60,60,12,8005.000000000000000000,0,153593,153593,71,82.98450601398943,82.98450601398943,1.3830751002331572,44,,,,
42,derp,uncommon,29,29,1,0,7.0990928571428571,2981.619,420,420,22,1360.000000000000000000,0,369736,208068,101,39.82333826130046,39.82333826130046,0.09481747205071538,48,,,,
43,moneybag,legendary,29,29,1,0,19.2087000000000000,192.087,10,10,3,41000.138000000000000000,0,76786,76786,35,8.370333939918138,8.370333939918138,0.8370333939918139,63,,,,
44,moon,uncommon,29,24,1,0,6.2239966666666667,3734.398,600,600,28,5750,0,1889475,1872243,670,697.8109954718964,697.8109954718964,1.163018325786494,16,200.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3822176165803109,4927.072,738,772,6,504.000000000000000000,0,608423,408218,153,220.18193511152484,220.18193511152484,0.29834950557117185,30,,,,
46,opencan,uncommon,29,24,1,0,5.0151866666666667,3009.112,600,600,11,507.000000000000000000,0,622971,333318,119,227.011006319343,227.011006319343,0.378351677198905,28,,,,
47,candyswirl,rare,29,24,1,0,11.6994400000000000,1169.944,100,100,8,7100.000000000000000000,0,296847,296847,125,91.01063889515497,91.01063889515497,0.9101063889515497,43,,,,
48,royman,epic,29,29,1,0,12.5577600000000000,627.888,50,50,9,6893.800000000000000000,0,2535,2535,1,0.4676670363517696,0.4676670363517696,0.009353340727035392,80,,,,
49,panda,uncommon,29,24,1,0,5.5077650000000000,3304.659,599,600,22,480.000000000000000000,1,1721028,1423271,298,1170.119473119863,1170.119473119863,1.9534548799997713,10,,,,
50,melon,rare,29,29,1,0,7.0432304832713755,1894.629,265,269,27,1600,0,245591,245591,66,40.311862676521635,40.311862676521635,0.15212023651517598,47,,,,
51,casinochip,uncommon,29,29,1,0,5.3762450000000000,3225.747,600,600,30,3000,1,2781172,2331107,779,1754.7877268276927,1754.7877268276927,2.9246462113794878,6,100.000000000000000000,,,
52,pizza,rare,29,29,1,0,8.9116800000000000,1336.752,150,150,16,2225,0,88724,88724,19,9.643905512777971,9.643905512777971,0.06429270341851981,61,,,,
53,jackolantern,rare,29,29,1,0,9.7654000000000000,1464.810,150,150,19,1910.000000000000000000,0,754975,368072,155,135.98624310291743,135.98624310291743,0.9065749540194495,37,,,,
54,waffle,uncommon,29,24,1,0,5.1748899587345254,3762.145,678,727,23,370.598000000000000000,0,49850,49850,17,8.862229651828757,8.862229651828757,0.013071135179688432,62,,,,
