id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
29,donut,uncommon,29,29,1,0,5.5141809651474531,4113.579,686,746,21,404,0,42263,42263,27,8.27312369884708,8.27312369884708,0.012059947082867463,66,,,,
30,baseball,epic,29,29,1,0,9.6983714285714286,678.886,69,70,5,6718.800000000000000000,0,,,,,,,86,,,,
31,bowie,rare,29,29,1,0,7.8900949367088608,2493.270,312,316,33,1600,0,108377,108377,52,5.058819848132372,5.058819848132372,0.01621416617991145,72,,,,
32,eyeball,rare,29,17,1,0,7.0317430555555556,2025.142,275,288,33,1400,0,,,,,,,87,,,,
33,eyeball2,epic,29,29,1,0,10.5330400000000000,789.978,71,75,14,5690.000000000000000000,0,11241,11241,6,1.593195076714604,1.593195076714604,0.02243936727767048,75,,,,
34,discoball,epic,29,29,1,0,14.3364905660377358,759.834,53,53,15,6555,0,533329,279963,94,232.76463431955784,232.76463431955784,4.391785553199204,30,,,,
35,fishcake,uncommon,29,29,1,0,5.3531121751025992,3913.125,681,731,28,399.000000000000000000,0,113294,55727,32,34.5164298818321,34.5164298818321,0.05068491906289589,50,,,,
36,floater,rare,29,29,1,0,8.5632800000000000,1284.492,150,150,21,2720.000000000000000000,0,36805,23265,18,7.204701931620254,7.204701931620254,0.04803134621080169,68,,,,
37,fox,uncommon,29,29,1,0,6.0481604621309371,4711.517,707,779,16,398,0,16714,8137,8,4.96398479918212,4.96398479918212,0.007021194906905404,73,,,,
38,fox777,legendary,29,29,1,0,31.8691428571428571,446.168,14,14,32,104100.000000000000000000,0,255450,255450,70,46.13293709992457,46.13293709992457,3.2952097928517547,47,,,,
40,gamer,rare,29,29,1,0,10.3693400000000000,1036.934,99,100,22,4700,0,136619,136619,33,16.8478452946535,16.8478452946535,0.1701802555015505,56,,,,
41,xmasball,epic,29,29,1,0,10.8083500000000000,648.501,60,60,12,8005.000000000000000000,0,119599,119599,53,24.223031164563526,24.223031164563526,0.4037171860760588,52,,,,
42,derp,uncommon,29,29,1,0,7.0969166666666667,2980.705,420,420,30,1360.000000000000000000,0,544337,311762,117,140.96630056769732,140.96630056769732,0.3356340489707079,36,,,,
43,moneybag,legendary,29,29,1,0,19.2035000000000000,192.035,10,10,3,41000.138000000000000000,0,14727,14727,4,0.60102904807649,0.60102904807649,0.060102904807649,83,,,,
44,moon,uncommon,29,29,1,0,6.2217650000000000,3733.059,600,600,21,5750,1,1895229,1724260,525,1723.636798737948,1723.636798737948,2.8727279978965803,8,,,,
45,bull,uncommon,29,29,1,0,6.3819702072538860,4926.881,738,772,32,504.000000000000000000,0,544678,319834,79,293.5219357556158,293.5219357556158,0.3977262002108615,27,,,,
46,opencan,uncommon,29,29,1,0,5.0145466666666667,3008.728,600,600,20,500.000000000000000000,0,10356,10312,3,7.415086328282488,7.415086328282488,0.012358477213804146,67,,,,
47,candyswirl,rare,29,24,1,0,11.6973500000000000,1169.735,100,100,23,7100.000000000000000000,0,1331402,989374,418,151.66669105150913,151.66669105150913,1.5166669105150914,34,,,,
48,royman,epic,29,29,1,0,12.5560600000000000,627.803,50,50,23,6500,0,943,943,1,0.10622810466371879,0.10622810466371879,0.002124562093274376,85,,,,
49,panda,uncommon,29,29,1,0,5.5052466666666667,3303.148,599,600,32,470.000000000000000000,1,3526547,2810956,661,1232.0226078787057,1232.0226078787057,2.056799011483649,11,,,,
50,melon,rare,29,29,1,0,7.0427100371747212,1894.489,265,269,27,1600,0,438135,438135,49,50.604826280874505,50.604826280874505,0.1909616086070736,46,,,,
51,casinochip,uncommon,29,29,1,0,5.3681300000000000,3220.878,600,600,31,3061.800000000000000000,1,4199868,3190293,893,2148.7947996575017,2148.7947996575017,3.581324666095836,7,,100.000000000000000000,,
52,pizza,rare,29,29,1,0,8.9111800000000000,1336.677,150,150,4,2225,0,1034942,732443,206,242.659355718183,242.659355718183,1.6177290381212202,29,,,,
53,jackolantern,rare,29,29,1,0,9.7066133333333333,1455.992,150,150,33,1850,0,11352,11352,5,0.5298884718713258,0.5298884718713258,0.0035325898124755053,84,,,,
54,waffle,uncommon,29,24,1,0,5.1748473177441541,3762.114,678,727,20,370.598000000000000000,0,7428,7428,6,1.0394781967185878,1.0394781967185878,0.001533153682475793,82,,,,
55,saturn,common,29,29,1,0,3.7606395000000000,7521.279,1996,2000,29,220,0,1084377,589977,260,297.06268292064397,297.06268292064397,0.14882899945924047,26,,,,
56,marble,rare,29,29,1,0,7.5326376306620209,2161.867,278,287,21,1500,0,49913,49913,18,9.770636802417108,9.770636802417108,0.03514617554826298,64,,,,
57,skull,uncommon,29,29,1,0,6.5815398773006135,4291.164,650,652,11,822,1,1783840,1300175,451,536.3420896879048,536.3420896879048,0.8251416764429305,17,,,,
58,skullpatch,rare,29,24,1,0,9.1594400000000000,1373.916,150,150,24,2350,0,35462,35462,38,6.462822329693722,6.462822329693722,0.04308548219795815,71,,,,
59,football,common,29,24,1,0,4.2328100000000000,8465.620,1997,2000,30,1050,7,10842530,9970725,2243,5589.095410230592,6589.095410230592,3.2994969505411076,2,1000,600.000000000000000000,102.33333333333334,1000
60,starballoon,common,29,29,1,0,3.4734938775510204,12765.090,3412,3676,18,95,0,117341,117341,103,14.612997942667585,14.612997942667585,0.004282824719421918,59,,,,
61,tamagochi,epic,29,29,1,0,12.1195657894736842,921.087,76,76,11,6612.379047619047600000,0,86203,86203,26,12.063292809872433,12.063292809872433,0.1587275369720057,60,,,,
62,target,uncommon,29,24,1,0,5.0491796246648794,3766.688,711,746,5,399,0,41538,20482,7,10.517589638966856,10.517589638966856,0.01479267178476351,61,,,,
64,tomato,uncommon,29,29,1,0,5.0408147174770039,3836.060,739,761,33,390,0,27876,27876,4,1.3011954758531605,1.3011954758531605,0.0017607516587999465,79,,,,
65,volleyball,common,29,29,1,0,3.1119835000000000,6223.967,2000,2000,18,240,0,424852,424778,182,146.43413228420823,146.43413228420823,0.07321706614210412,35,,,,
66,racoon,uncommon,29,29,1,0,6.3615712451861361,4955.664,733,779,3,399,0,116750,61350,56,78.69237473676813,78.69237473676813,0.10735658217840127,43,,,,
67,peach,rare,29,29,1,0,10.2161000000000000,1021.610,100,100,24,4475,0,763886,763886,86,398.9583683149647,398.9583683149647,3.9895836831496467,23,,,,
68,watermelon,uncommon,29,29,1,0,4.2546216666666667,2552.773,600,600,11,565.198000000000000000,0,754386,754386,400,416.5709313975714,416.5709313975714,0.694284885662619,22,,,,
69,citrus,epic,29,29,1,0,15.7599400000000000,787.997,50,50,21,7206.400000000000000000,0,4453,4453,3,1.1423320413944704,1.1423320413944704,0.022846640827889408,81,,,,
70,potion,epic,29,29,1,0,14.0708200000000000,703.541,50,50,16,9440.000000000000000000,0,131662,131662,29,106.28068464438672,106.28068464438672,2.1256136928877343,39,,,,
71,crlogo,legendary,29,29,1,0,35.5145000000000000,355.145,10,10,28,72464.800000000000000000,5,13576182,11874751,1964,6148.006965677306,9148.006965677305,914.8006965677305,1,3000,1400.000000000000000000,177.5,
72,yinyang,uncommon,29,29,1,0,5.4853216783216783,3922.005,687,715,26,408.600000000000000000,0,185342,93043,54,94.5670247096885,94.5670247096885,0.13765214659343303,41,,,,
73,waffle2,legendary,29,29,1,0,17.7602777777777778,319.685,18,18,8,40000,0,409766,295433,73,315.83608417778214,315.83608417778214,17.546449120987898,25,,,,
74,snowman,epic,29,29,1,0,12.5360400000000000,626.802,50,50,6,6955.400000000000000000,0,318798,318798,39,209.78512426604937,209.78512426604937,4.195702485320988,31,,,,
75,crosshair,common,24,29,1,0,3.5905090000000000,7181.018,2000,2000,23,890.000000000000000000,0,4867358,4157015,999,1281.4148972092346,1281.4148972092346,0.6407074486046173,10,,,,
76,xmasball2,common,29,29,1,0,3.3876170854271357,13482.716,3760,3980,15,55,0,102594,102594,69,16.024393922357653,16.024393922357653,0.004261806894244056,57,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.5070700000000000,1150.707,100,100,24,3638.800000000000000000,1,853916,453728,65,451.33371786206527,451.33371786206527,4.513337178620652,21,,,,
78,vase,common,29,24,1,0,2.5119465000000000,5023.893,1999,2000,5,170.000000000000000000,0,505969,505969,146,282.0761431154444,282.0761431154444,0.1411086258706575,28,,,,
79,ufo,uncommon,24,29,1,0,5.9551983333333333,3573.119,600,600,33,2000,1,4741290,4741290,569,490.11964313335767,490.11964313335767,0.8168660718889295,19,,,,
80,wheeee,rare,29,24,1,0,9.0117666666666667,1351.765,150,150,18,4211.400000000000000000,0,125447,77389,37,15.62247426657196,15.62247426657196,0.10414982844381307,58,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.5715600000000000,878.578,50,50,33,16800.000000000000000000,0,151649,151649,51,7.0786695622634515,7.0786695622634515,0.14157339124526902,70,,,,
83,ape,epic,29,29,1,0,16.9866000000000000,849.330,50,50,7,13000,0,47639,47639,30,9.64858386482029,9.64858386482029,0.1929716772964058,65,,,,
84,ghost,epic,29,24,1,0,23.3495800000000000,1167.479,50,50,21,50000,4,4804362,4238275,836,2488.385973487976,2488.385973487976,49.76771946975952,5,,100.000000000000000000,,
85,diver,rare,29,29,1,0,8.3077800000000000,1246.167,150,150,14,6800.000000000000000000,2,3512375,3095402,709,1366.4268872774014,1366.4268872774014,9.109512581849343,9,,,,
86,cobra,legendary,29,24,1,0,34.4226000000000000,344.226,10,10,10,72500,0,1319656,1305042,344,471.29605108662975,471.29605108662975,47.12960510866297,20,,,,
87,clock,common,29,24,1,0,2.4706390000000000,4941.278,2000,2000,19,203.200000000000000000,0,20876,20876,14,4.889192759648239,4.889192759648239,0.0024445963798241195,74,,,,
88,ladybug,rare,29,21,1,0,9.9978200000000000,1499.673,150,150,30,10000,1,5793116,5581005,1668,2275.414784675441,2275.414784675441,15.169431897836272,6,,200.000000000000000000,,
89,dragon,epic,29,24,1,100.000000000000000000,16.5404200000000000,827.021,50,50,31,9980,0,2985703,2985703,709,1086.3542397970562,1086.3542397970562,21.727084795941124,12,,,,
90,virus,common,29,29,1,0,2.5578200000000000,5115.640,2000,2000,8,155.000000000000000000,0,289217,154329,81,130.59178391459807,130.59178391459807,0.06529589195729904,37,,,,
91,cougar,rare,29,29,1,0,9.1842466666666667,1377.637,150,150,27,2580.000000000000000000,0,578105,355538,127,66.77143596632307,66.77143596632307,0.44514290644215376,45,,,,
92,botroyale,legendary,29,29,1,0,23.6489000000000000,236.489,10,10,17,47240.000000000000000000,0,96910,96910,26,10.192792972903911,10.192792972903911,1.019279297290391,63,,,,
93,mummy,epic,29,29,1,0,15.2128000000000000,760.640,50,50,10,10759.800000000000000000,0,77882,77882,12,19.52547101548855,19.52547101548855,0.390509420309771,54,,,,
94,frankie,rare,29,29,1,0,7.7244933333333333,1158.674,150,150,9,3000,0,707640,640381,249,325.8523416243014,325.8523416243014,2.1723489441620094,24,,300.000000000000000000,,
95,earth,uncommon,29,29,1,0,3.0915983333333333,1854.959,600,600,30,780,0,600144,600144,271,73.00907683923461,73.00907683923461,0.12168179473205769,44,,,,
131,bat,epic,29,29,1,0,11.2543000000000000,562.715,50,50,7,11380.000000000000000000,0,1646966,1075439,282,561.2363307754255,561.2363307754255,11.224726615508509,16,,,,
