id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.2451000000000000,322.451,10,10,17,129084.138000000000000000,0,89403,41,277.35492924724747,277.35492924724747,27.735492924724745,33,,,,
4,8ball,common,29,29,1,0,4.1609018626633306,14966.764,3328,3605,19,119.000000000000000000,0,18275,13,67.38080471883022,67.38080471883022,0.02024663603330235,51,,,,
7,alien,common,29,29,1,0,4.5980470000000000,9196.094,2000,2000,8,185,0,13577,5,12.166699534931611,12.166699534931611,0.006083349767465805,62,,,,
8,angel,epic,29,29,1,0,17.4247800000000000,871.239,50,50,6,17499.800000000000000000,2,511049,140,1650.766165382652,1650.766165382652,33.01532330765304,7,,,,
9,banana,rare,29,29,1,0,7.8273066666666667,1174.096,150,150,20,1960.800000000000000000,0,14539,15,8.581049059615086,8.581049059615086,0.05720699373076724,63,,,,
11,basketball,common,29,29,1,0,3.9170562327959103,9961.074,2344,4300,4,116.800000000000000000,0,,,,,,70,,,,
12,beachball,common,29,29,1,0,3.6206368634259259,12512.921,3220,3520,23,109.400000000000000000,0,61821,37,876.5830198029505,876.5830198029505,0.27223075149159953,13,,,,
13,bomb,uncommon,29,29,1,0,5.0174483333333333,3010.469,600,600,28,850,0,160767,60,392.3956194643996,392.3956194643996,0.6539926991073327,26,,,,
14,shades,epic,29,29,1,0,14.5534400000000000,727.672,50,50,22,12510.000000000000000000,0,,,,,,71,,,,
15,bowling,common,29,29,1,0,3.6843262642740620,4516.984,1224,2000,22,158.7,0,,,,,,72,,,,
17,ninja,rare,29,29,1,0,10.2167100000000000,1021.671,100,100,8,5500,0,80930,37,72.5234583016878,72.5234583016878,0.7252345830168779,49,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4324933333333333,1414.874,150,150,13,3666.600000000000000000,0,51119,15,506.4176183716563,506.4176183716563,3.376117455811042,21,,,,
19,button,common,29,29,1,0,3.8108296735905045,12842.496,3109,3370,17,111.998000000000000000,0,5757,7,2.0543646238988207,2.0543646238988207,0.0006607798725953106,68,,,,
20,cat,uncommon,29,29,1,0,5.0781066666666667,3046.864,600,600,33,1000,1,46923,26,428.0836258064516,428.0836258064516,0.7134727096774194,23,,,,
21,cherry,rare,29,29,1,0,9.1886300000000000,918.863,98,100,11,2180.000000000000000000,1,2011,1,328.0836258064516,328.0836258064516,3.3477921000658326,29,,,,
22,egg,rare,29,24,1,0,13.2278500000000000,1322.785,100,100,8,8660.000000000000000000,1,294360,147,1029.8936859857977,1029.8936859857977,10.298936859857976,10,100.000000000000000000,,,
23,coconut,rare,29,29,1,0,6.8339106529209622,1988.668,278,291,32,1750,0,,,,,,73,,,,
24,cute,uncommon,29,29,1,0,5.5932132049518569,4066.266,710,727,23,308.000000000000000000,0,,,,,,74,,,,
