id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.0749000000000000,300.749,10,10,9,63900.000000000000000000,0,238308,81,164.187171740087,164.187171740087,16.418717174008698,47,,,,
4,8ball,common,29,29,1,0,4.1785744977678571,14976.011,3315,3584,15,120,0,714200,442,272.0737507390197,272.0737507390197,0.08207352963469675,38,,,,
7,alien,common,29,29,1,0,4.6590905000000000,9318.181,2000,2000,8,177.600000000000000000,0,481428,251,398.9370278293002,398.9370278293002,0.1994685139146501,34,,,,
8,angel,epic,29,29,1,0,17.8894200000000000,894.471,50,50,13,30280.000000000000000000,0,1600003,633,1143.3703054829064,1143.3703054829064,22.867406109658127,16,,,,
9,banana,rare,29,29,1,0,7.9195600000000000,1187.934,150,150,9,2000,0,101871,40,20.107789155542804,20.107789155542804,0.1340519277036187,72,,,,
11,basketball,common,29,29,1,0,3.8944522981846273,10082.737,2390,4283,31,140.400000000000000000,0,349286,281,60.59315537762893,60.59315537762893,0.02535278467683219,59,,,,
12,beachball,common,29,29,1,0,3.5907230462065031,12589.075,3272,3506,33,120,0,317118,219,83.78008109151703,83.78008109151703,0.025605159257798604,52,,,,
13,bomb,uncommon,29,29,1,0,5.0796833333333333,3047.810,600,600,11,825.000000000000000000,0,1520509,288,365.75688369204045,365.75688369204045,0.6095948061534008,35,,,,
14,shades,epic,29,29,1,0,14.7248200000000000,736.241,50,50,30,10500,0,50173,26,13.213645901539877,13.213645901539877,0.26427291803079755,75,,,,
15,bowling,common,29,29,1,0,2.9159744506898314,5706.562,1955,2000,8,158.400000000000000000,0,374195,342,95.06236817185862,95.06236817185862,0.04862525226182027,50,,,,
17,ninja,rare,29,29,1,0,10.4222200000000000,1042.222,100,100,28,5650.000000000000000000,0,221575,42,39.212167565005274,39.212167565005274,0.39212167565005274,66,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3411400000000000,1401.171,150,150,29,3626.400000000000000000,1,1891810,451,1353.52378766551,1353.52378766551,9.023491917770068,13,,,,
19,button,common,29,29,1,0,3.8255425500149298,12811.742,3091,3349,26,120,0,55491,56,10.07377714308748,10.07377714308748,0.003259067338430113,80,,,,
20,cat,uncommon,29,29,1,0,5.1380150000000000,3082.809,600,600,27,1075.400000000000000000,1,1015671,467,950.4715793382773,950.4715793382773,1.5841192988971287,20,,,,
21,cherry,rare,29,29,1,0,10.1466300000000000,1014.663,98,100,7,3662.000000000000000000,0,1170761,321,597.7548112780091,597.7548112780091,6.09953889059193,27,,,,
22,egg,rare,29,24,1,0,13.6922100000000000,1369.221,100,100,13,6860.000000000000000000,2,4354684,852,2732.8498380047436,2732.8498380047436,27.328498380047435,8,,,,
23,coconut,rare,29,29,1,0,6.8830034722222222,1982.305,275,288,23,1639.000000000000000000,0,56083,26,10.139186996635804,10.139186996635804,0.036869770896857466,79,,,,
24,cute,uncommon,29,29,1,0,5.6423719008264463,4096.362,709,726,31,700,0,34210,42,5.9346548257550715,5.9346548257550715,0.008370458146340016,82,,,,
25,devil,epic,29,29,1,0,13.9280370370370370,1128.171,80,81,22,8640.000000000000000000,0,1638725,573,556.3787405565408,556.3787405565408,6.95473425695676,28,,,,
26,revolver,uncommon,29,24,1,0,3.9590383333333333,2375.423,600,600,15,1100,0,1121119,616,798.5149941121251,798.5149941121251,1.3308583235202085,23,,,,
27,disguise,epic,29,29,1,0,12.1379600000000000,910.347,74,75,8,8000,0,201419,64,49.6267889436862,49.6267889436862,0.6706322830227865,62,,,,
28,dog,uncommon,29,24,1,0,4.7760216666666667,2865.613,600,600,5,600,0,385993,317,264.7748625228077,264.7748625228077,0.44129143753801287,40,,,,
29,donut,uncommon,29,29,1,0,5.4424900133155792,4087.310,691,751,19,494.380952380940000000,0,171572,124,30.8692331993922,30.8692331993922,0.044673275252376556,68,,,,
30,baseball,epic,29,29,1,0,9.6122857142857143,672.860,69,70,23,6718.800000000000000000,0,658,1,0.11895913278152666,0.11895913278152666,0.001724045402630821,86,,,,
