id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9564000000000000,279.564,10,10,7,63785.714285714284000000,0,113632,113632,12,22.500000241836254,22.500000241836254,2.2500000241836253,56,,,,
4,8ball,common,29,29,1,0,4.2186291946308725,15085.818,3307,3576,18,100,0,231997,231997,115,29.189011846466997,29.189011846466997,0.008826432369660416,54,,,,
7,alien,common,29,29,1,0,4.7251415000000000,9450.283,2000,2000,19,177.200000000000000000,0,679400,367045,192,260.30825424790635,260.30825424790635,0.13015412712395316,34,,,,
8,angel,epic,29,29,1,0,15.3163400000000000,765.817,50,50,24,9950,0,12896,12896,7,1.1054145471451093,1.1054145471451093,0.022108290942902186,77,,,,
9,banana,rare,29,29,1,0,8.0735200000000000,1211.028,150,150,6,1800,0,366876,183714,88,41.486828781246736,41.486828781246736,0.2765788585416449,48,,,,
11,basketball,common,29,29,1,0,3.0952497634815516,13086.716,4030,4228,11,92,1,1740089,1011092,337,566.8200628141707,566.8200628141707,0.14065013965612175,23,,,,
12,beachball,common,29,29,1,0,3.6146979136896256,12647.828,3265,3499,11,98,0,18510,18510,15,2.6985396805707595,2.6985396805707595,0.0008265052620431117,74,,,,
13,bomb,uncommon,29,29,1,0,5.3603716666666667,3216.223,600,600,28,1667.600000000000000000,0,1103027,1021787,318,601.2045177209425,601.2045177209425,1.002007529534904,19,300.000000000000000000,,,
14,shades,epic,29,29,1,0,15.2161000000000000,760.805,50,50,13,9746.02857142857,1,2703178,2047856,237,858.1962464326712,858.1962464326712,17.163924928653422,11,,,,
15,bowling,common,29,24,1,0,2.9873135000000000,5974.627,1998,2000,16,150.000000000000000000,0,54961,54961,33,10.447310831835118,10.447310831835118,0.0052288843002177765,63,,,,
17,ninja,rare,29,29,1,0,10.5299700000000000,1052.997,100,100,12,4120.000000000000000000,0,,,,,,,86,,,,
