id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7356000000000000,307.356,10,10,10,56400.000000000000000000,0,723654,147,282.3525004981108,282.3525004981108,28.235250049811082,31,,,,
4,8ball,common,29,29,1,0,4.1998530315730651,15031.274,3310,3579,13,97,0,450587,299,128.34671712456142,128.34671712456142,0.038775443240048765,43,,,,
7,alien,common,29,29,1,0,4.6979965000000000,9395.993,2000,2000,30,182.000000000000000000,0,324457,201,32.47187001486901,32.47187001486901,0.016235935007434504,63,,,,
8,angel,epic,29,29,1,0,15.0526200000000000,752.631,50,50,23,11999,0,210562,91,64.72261014500158,64.72261014500158,1.2944522029000316,50,,,,
9,banana,rare,29,29,1,0,7.9346533333333333,1190.198,150,150,5,2000,0,182409,54,34.01344757572918,34.01344757572918,0.22675631717152786,62,,,,
11,basketball,common,29,29,1,0,3.3135133967156439,11501.205,3273,4243,13,92.400000000000000000,0,281024,263,204.98226175253922,204.98226175253922,0.06262824984801076,36,,,,
12,beachball,common,29,29,1,0,3.6027424978565304,12605.996,3265,3499,20,102,0,93697,70,28.635531628556926,28.635531628556926,0.008770453791288492,67,,,,
13,bomb,uncommon,29,29,1,0,5.2172566666666667,3130.354,600,600,11,1555,0,2511792,758,730.2672358489359,730.2672358489359,1.2171120597482266,17,,,,
14,shades,epic,29,24,1,0,14.9352200000000000,746.761,50,50,3,13240.000000000000000000,0,150207,71,133.02591180575277,133.02591180575277,2.6605182361150552,42,,,,
15,bowling,common,29,29,1,0,2.9467770000000000,5893.554,1998,2000,14,199,0,265016,174,37.33449411140626,37.33449411140626,0.01868593298869182,61,,,,
17,ninja,rare,29,29,1,0,10.4554500000000000,1045.545,100,100,5,4600,0,19007,11,3.5441979182599797,3.5441979182599797,0.035441979182599795,83,,,,
18,burger,rare,29,21,1,300.000000000000000000,9.5787133333333333,1436.807,150,150,23,6720.000000000000000000,1,6375364,1265,3183.4550165600995,3183.4550165600995,21.223033443733996,6,,,,
19,button,common,29,29,1,0,3.8266445242369838,12788.646,3084,3342,15,93.000000000000000000,0,64321,73,11.036199598434527,11.036199598434527,0.003578534240737525,76,,,,
20,cat,uncommon,29,29,1,0,5.1714683333333333,3102.881,600,600,16,940,0,644092,225,248.70038277635473,248.70038277635473,0.4145006379605912,33,,,,
21,cherry,rare,29,24,1,0,10.2220300000000000,1022.203,98,100,3,3200,0,205390,119,46.1945478786489,46.1945478786489,0.47137293753723364,57,,,,
22,egg,rare,29,29,1,0,13.8551400000000000,1385.514,100,100,8,7820.000000000000000000,0,1990444,631,500.25126938469697,500.25126938469697,5.0025126938469695,22,,,,
23,coconut,rare,29,29,1,0,6.9490487804878049,1994.377,274,287,18,1700,0,317477,180,96.05157361503676,96.05157361503676,0.35055318837604654,46,,,,
24,cute,uncommon,29,29,1,0,5.6725621546961326,4106.935,707,724,16,532.000000000000000000,0,28220,24,4.25454580084511,4.25454580084511,0.0060177451214216545,82,,,,
25,devil,epic,29,29,1,0,14.2488395061728395,1154.156,80,81,22,7702.400000000000000000,2,4049100,1346,1291.1838388771926,1291.1838388771926,16.139797985964908,13,,,,
26,revolver,uncommon,29,29,1,0,4.1015816666666667,2460.949,600,600,21,850,0,636203,359,338.2666382741331,338.2666382741331,0.5637777304568885,27,,,,
27,disguise,epic,29,29,1,0,12.2274189189189189,904.829,73,74,22,8000,0,169024,97,61.12990066189895,61.12990066189895,0.8373958994780678,52,,,,
28,dog,uncommon,29,29,1,0,4.9197483333333333,2951.849,600,600,3,550,0,584168,410,304.20328400161014,304.20328400161014,0.5070054733360169,30,,,,
29,donut,uncommon,29,29,1,0,5.4845683646112601,4091.488,686,746,33,420,0,225290,121,39.306309634380526,39.306309634380526,0.0572978274553652,60,,,,
30,baseball,epic,29,29,1,0,9.6434714285714286,675.043,69,70,31,6718.800000000000000000,0,6007,6,1.734268331214091,1.734268331214091,0.025134323640783926,84,,,,
31,bowie,rare,24,29,1,0,7.8714625000000000,2518.868,316,320,4,1500,0,345673,180,30.82739311711585,30.82739311711585,0.09755504150986029,64,,,,
32,eyeball,rare,29,29,1,0,6.9949134948096886,2021.530,276,289,20,1500,0,269924,136,163.55815770735927,163.55815770735927,0.5926020206788379,40,,,,
33,eyeball2,epic,29,29,1,0,10.3596133333333333,776.971,71,75,7,6360.000000000000000000,0,107061,30,11.636585057066108,11.636585057066108,0.1638955641840297,75,,,,
34,discoball,epic,29,29,1,0,14.0115283018867925,742.611,53,53,21,8740.000000000000000000,0,256134,80,57.171596948148036,57.171596948148036,1.0787093763801516,54,,,,
35,fishcake,uncommon,29,29,1,0,5.3381047619047619,3923.507,685,735,7,441.798000000000000000,0,14322,13,1.5566748973697315,1.5566748973697315,0.002272518098349973,85,,,,
36,floater,rare,29,29,1,0,8.4986133333333333,1274.792,150,150,13,3300,0,63473,17,14.892207428440072,14.892207428440072,0.09928138285626714,72,,,,
37,fox,uncommon,29,29,1,0,5.9613941326530612,4673.733,712,784,26,398,0,138561,180,22.163378543005898,22.163378543005898,0.03112834065028918,69,,,,
38,fox777,legendary,29,29,1,0,31.5680714285714286,441.953,14,14,7,65000,0,878766,291,124.12056994214186,124.12056994214186,8.865754995867276,45,,,,
40,gamer,rare,29,29,1,0,10.2497100000000000,1024.971,99,100,27,6279.800000000000000000,0,871874,228,405.7976727737025,405.7976727737025,4.098966391653561,25,,,,
41,xmasball,epic,29,29,1,0,10.7725666666666667,646.354,60,60,30,8005.000000000000000000,0,61031,47,6.032680754251586,6.032680754251586,0.10054467923752643,80,,,,
42,derp,uncommon,29,29,1,0,7.0607285714285714,2965.506,420,420,23,900,0,67285,38,20.682083299011367,20.682083299011367,0.04924305547383659,71,,,,
43,moneybag,legendary,29,29,1,0,18.9138000000000000,189.138,10,10,25,41000.138000000000000000,0,358887,178,20.90746073250022,20.90746073250022,2.090746073250022,70,,,,
44,moon,uncommon,29,19,1,0,6.0369116666666667,3622.147,600,600,7,9000,0,6380249,2034,1870.5517683225453,1870.5517683225453,3.1175862805375756,7,400.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3595349740932642,4909.561,738,772,29,510,0,492480,132,83.49468310955415,83.49468310955415,0.11313642697771564,49,,,,
46,opencan,uncommon,29,29,1,0,4.9679433333333333,2980.766,600,600,22,574,0,327721,125,386.0330818597521,386.0330818597521,0.6433884697662535,26,,,,
47,candyswirl,rare,29,19,1,0,11.3587600000000000,1135.876,100,100,33,6650.000000000000000000,1,1457773,958,769.247818552411,769.247818552411,7.69247818552411,15,,,,
48,royman,epic,29,24,1,0,12.4264600000000000,621.323,50,50,18,6980,0,210512,84,57.66440054466625,57.66440054466625,1.153288010893325,53,,,,
49,panda,uncommon,29,29,1,0,5.4365083333333333,3261.905,599,600,20,700,0,689352,450,332.03155501406593,332.03155501406593,0.5543097746478564,28,,,,
50,melon,rare,29,29,1,0,6.9942058823529412,1902.424,268,272,18,2000,0,286375,68,197.70283523418755,197.70283523418755,0.7376971463962222,37,,,,
51,casinochip,uncommon,29,21,1,0,5.0496966666666667,3029.818,600,600,9,1750,1,3119726,1000,1624.0707704577355,1624.0707704577355,2.7067846174295593,9,,,,
52,pizza,rare,29,29,1,0,8.9205000000000000,1338.075,150,150,30,5200,0,2033417,467,658.6778710929009,658.6778710929009,4.391185807286006,19,,,,
53,jackolantern,rare,29,29,1,0,9.6325333333333333,1444.880,150,150,30,2318.000000000000000000,0,360564,172,26.89046225302559,26.89046225302559,0.17926974835350393,68,,,,
54,waffle,uncommon,29,29,1,0,5.1412976680384088,3748.006,680,729,8,279.000000000000000000,0,136101,56,28.78627955819572,28.78627955819572,0.042332764056170175,66,,,,
