id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,27.8336000000000000,278.336,10,10,31,59900.000000000000000000,0,661419,74,366.07281553871184,366.07281553871184,36.60728155387118,22,,,,
4,8ball,common,29,29,1,0,4.2133381777529346,15075.324,3309,3578,18,105,0,300675,290,48.95803197842877,48.95803197842877,0.014795416131287027,54,,,,
7,alien,common,29,29,1,0,4.7189090000000000,9437.818,2000,2000,21,200,0,147889,65,148.72127872066886,148.72127872066886,0.07436063936033444,43,,,,
8,angel,epic,29,29,1,0,15.2829400000000000,764.147,50,50,33,10800.000000000000000000,0,1163666,158,153.31915292271935,153.31915292271935,3.066383058454387,41,,,,
9,banana,rare,29,29,1,0,8.0471466666666667,1207.072,150,150,20,1991.110000000000000000,0,146640,79,127.03637851096819,127.03637851096819,0.8469091900731213,46,,,,
11,basketball,common,29,24,1,0,3.1459309831181728,12671.810,3830,4232,28,100,0,764789,319,473.8844374445304,473.8844374445304,0.12372961813173118,20,,,,
12,beachball,common,29,29,1,0,3.6103718205201486,12632.691,3265,3499,30,95,0,125082,58,24.384733953621055,24.384733953621055,0.0074685249475102775,66,,,,
13,bomb,uncommon,29,29,1,0,5.2861800000000000,3171.708,600,600,23,1350,0,1683580,316,223.67635729170453,223.67635729170453,0.37279392881950757,31,,,,
14,shades,epic,29,21,1,0,15.0108800000000000,750.544,50,50,20,10333,0,363863,178,245.55893986341505,245.55893986341505,4.911178797268301,29,,,,
15,bowling,common,29,21,1,0,2.9794350000000000,5958.870,1998,2000,25,219,0,908233,154,244.88138928809187,244.88138928809187,0.12256325790194789,30,,,,
17,ninja,rare,29,29,1,0,10.4916600000000000,1049.166,100,100,27,5020.000000000000000000,0,74273,19,19.86352720841957,19.86352720841957,0.19863527208419568,70,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6666333333333333,1449.995,150,150,23,7000,0,214217,31,28.46035129305234,28.46035129305234,0.1897356752870156,62,,,,
19,button,common,29,29,1,0,3.8352728361784966,12805.976,3082,3339,19,125,0,20549,13,3.204678419567944,3.204678419567944,0.0010398048084256793,81,,,,
20,cat,uncommon,29,29,1,0,5.1840983333333333,3110.459,600,600,26,988.000000000000000000,1,2547001,650,719.0243270125223,719.0243270125223,1.198373878354204,14,,,,
21,cherry,rare,29,29,1,0,10.2455700000000000,1024.557,98,100,6,3200.000000000000000000,0,211804,66,100.65779867831958,100.65779867831958,1.0271203946767304,51,,,,
22,egg,rare,29,29,1,0,13.9485400000000000,1394.854,100,100,29,8500,1,1935527,265,871.768305003079,871.768305003079,8.717683050030791,11,,,,
23,coconut,rare,29,29,1,0,7.0479508771929825,2008.666,273,285,25,1600,0,2462,4,0.3225813167144781,0.3225813167144781,0.001181616544741678,87,,,,
24,cute,uncommon,29,29,1,0,5.6752372413793103,4114.547,708,725,9,450,0,89414,31,6.969305707518564,6.969305707518564,0.00984365212926351,77,,,,
