id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.8473000000000000,308.473,10,10,16,56400.000000000000000000,0,1050307,107,284.2331136008249,284.2331136008249,28.423311360082486,31,,,,
4,8ball,common,29,29,1,0,4.2025262716601453,15036.639,3309,3578,25,100,0,665767,291,258.44635175205644,258.44635175205644,0.07810406520158852,35,,,,
7,alien,common,29,29,1,0,4.7080025000000000,9416.005,2000,2000,21,205,0,601194,190,367.98275589813557,367.98275589813557,0.18399137794906778,22,,,,
8,angel,epic,29,24,1,0,15.2662000000000000,763.310,50,50,18,10400,0,65970,22,18.853591251382646,18.853591251382646,0.3770718250276529,69,,,,
9,banana,rare,29,29,1,0,7.9582733333333333,1193.741,150,150,25,2000,0,170872,101,29.461730677718716,29.461730677718716,0.1964115378514581,61,,,,
11,basketball,common,29,29,1,0,3.2204759244479915,12105.769,3561,4237,13,84.9,0,424064,210,181.32373122587592,181.32373122587592,0.050919329184463895,38,,,,
12,beachball,common,29,29,1,0,3.6080000000000000,12624.392,3265,3499,23,117.800000000000000000,0,294971,98,31.157369620049497,31.157369620049497,0.009542839087304593,59,,,,
13,bomb,uncommon,29,29,1,0,5.2525400000000000,3151.524,600,600,23,1200,1,3341270,726,1714.2911390755235,1714.2911390755235,2.8571518984592057,8,,,,
14,shades,epic,29,29,1,0,14.9761000000000000,748.805,50,50,7,11111,0,79766,26,11.436646990035946,11.436646990035946,0.22873293980071893,74,,,,
15,bowling,common,29,24,1,0,2.9540945000000000,5908.189,1998,2000,22,200,0,1133643,302,531.3049906930937,531.3049906930937,0.26591841376030717,18,,,,
17,ninja,rare,29,29,1,0,10.4826100000000000,1048.261,100,100,21,5020.000000000000000000,0,3573,7,1.0770931741240781,1.0770931741240781,0.010770931741240782,85,,,,
