id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.7707000000000000,327.707,10,10,9,62640.000000000000000000,1,748843,129,677.8822959022735,677.8822959022735,67.78822959022736,21,,,,
4,8ball,common,21,29,1,0,4.1628491355270496,14927.977,3317,3586,26,130.000000000000000000,0,628915,568,74.1250100707544,74.1250100707544,0.022347003337580464,58,,,,
7,alien,common,29,29,1,0,4.6291280000000000,9258.256,2000,2000,5,215,0,506619,239,104.51556658697527,104.51556658697527,0.05225778329348763,52,,,,
8,angel,epic,29,29,1,0,17.7423200000000000,887.116,50,50,17,18618.000000000000000000,0,788090,124,228.0881270844734,228.0881270844734,4.561762541689468,43,,,,
9,banana,rare,29,29,1,0,7.8959266666666667,1184.389,150,150,9,2011.200000000000000000,0,173749,78,163.48063307984913,163.48063307984913,1.0898708871989942,48,,,,
11,basketball,common,29,24,1,0,3.9097023437500000,10008.838,2361,4288,31,129.000000000000000000,0,183800,191,29.553255271206293,29.553255271206293,0.012517261868363529,66,,,,
12,beachball,common,29,29,1,0,3.5974215182648402,12605.365,3270,3512,31,131.400000000000000000,0,491350,237,79.00430890917961,79.00430890917961,0.02416033911595707,55,,,,
13,bomb,uncommon,29,29,1,0,5.0626000000000000,3037.560,600,600,13,788.000000000000000000,0,2571307,772,593.8388539726417,593.8388539726417,0.9897314232877361,26,,,,
14,shades,epic,29,29,1,0,14.6582200000000000,732.911,50,50,4,12064.000000000000000000,0,302219,133,66.10632048090795,66.10632048090795,1.322126409618159,61,,,,
15,bowling,common,29,29,1,0,3.3150229809586343,5048.780,1521,2000,4,145,0,185348,117,40.350980214773095,40.350980214773095,0.02652924405967988,65,,,,
17,ninja,rare,29,29,1,0,10.4163400000000000,1041.634,100,100,15,5650.000000000000000000,0,36750,11,6.649089593228701,6.649089593228701,0.066490895932287,82,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3111866666666667,1396.678,150,150,14,3333,0,1775746,523,628.1145615709661,628.1145615709661,4.187430410473107,22,,,,
19,button,common,24,29,1,0,3.8219003579952267,12811.010,3094,3352,18,144,0,1191103,288,415.62200465364896,415.62200465364896,0.1343316110709919,29,,,,
20,cat,uncommon,29,24,1,0,5.1280683333333333,3076.841,600,600,14,995.400000000000000000,0,2244327,648,1030.0653515196905,1030.0653515196905,1.7167755858661509,15,,,,
21,cherry,rare,29,24,1,0,10.0966800000000000,1009.668,98,100,15,3962.000000000000000000,0,7060,11,1.2773489123318267,1.2773489123318267,0.013034172574814557,84,,,,
22,egg,rare,29,14,1,0,13.5701300000000000,1357.013,100,100,7,6980.000000000000000000,1,2470495,1481,1566.6795658264105,1566.6795658264105,15.666795658264105,9,,,,
23,coconut,rare,29,29,1,0,6.8447750865051903,1978.140,276,289,15,1495,0,50647,52,9.163440561313035,9.163440561313035,0.03320087159896027,81,,,,
24,cute,uncommon,29,29,1,0,5.6303521320495186,4093.266,710,727,4,600,0,105647,79,22.999762645133114,22.999762645133114,0.03239403189455368,70,,,,
25,devil,epic,29,29,1,0,13.8357283950617284,1120.694,80,81,19,8000,1,2000791,581,1108.688085690279,1108.688085690279,13.858601071128486,13,,,,
26,revolver,uncommon,29,19,1,0,3.9146050000000000,2348.763,600,600,15,1530.466000000000000000,1,1418348,974,785.8460395717607,785.8460395717607,1.3097433992862677,18,,,,
27,disguise,epic,29,29,1,0,12.2873815789473684,933.841,75,76,22,5957.000000000000000000,0,1127784,166,112.74488574816382,112.74488574816382,1.503265143308851,50,,,,
28,dog,uncommon,29,29,1,0,4.7138216666666667,2828.293,600,600,11,690,0,370968,398,75.62791334899588,75.62791334899588,0.12604652224832646,57,,,,
