id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.6946000000000000,306.946,10,10,26,56400.000000000000000000,0,121090,34,21.752271958213175,21.752271958213175,2.1752271958213174,69,,,,
4,8ball,common,29,29,1,0,4.1970762569832402,15025.533,3311,3580,6,145,0,384422,255,157.21251102856294,157.21251102856294,0.04748188191741557,44,,,,
7,alien,common,29,29,1,0,4.6963590000000000,9392.718,2000,2000,28,225,0,230325,126,64.28391994173545,64.28391994173545,0.032141959970867724,52,,,,
8,angel,epic,29,29,1,0,18.0423600000000000,902.118,50,50,3,19000,0,157023,58,24.29672836932798,24.29672836932798,0.4859345673865596,66,,,,
9,banana,rare,29,29,1,0,7.9724933333333333,1195.874,150,150,28,2244.000000000000000000,0,375666,107,301.81649171064043,301.81649171064043,2.012109944737603,32,,,,
11,basketball,common,29,24,1,0,3.4027774096385542,11297.221,3122,4248,16,100.200000000000000000,0,286344,213,126.51038936834678,126.51038936834678,0.04052222593476835,46,,,,
12,beachball,common,29,29,1,0,3.6018168571428571,12606.359,3266,3500,23,128.000000000000000000,0,162125,150,39.30517176961815,39.30517176961815,0.012034651491003719,60,,,,
13,bomb,uncommon,29,24,1,0,5.1622433333333333,3097.346,600,600,20,1469,0,1321754,499,554.243588310784,554.243588310784,0.9237393138513067,23,,,,
14,shades,epic,29,29,1,0,14.9074000000000000,745.370,50,50,12,13240.000000000000000000,0,502162,157,178.62051767449654,178.62051767449654,3.5724103534899307,40,,,,
15,bowling,common,29,29,1,0,2.9465190000000000,5893.038,1998,2000,31,190,0,264021,138,95.69527582459179,95.69527582459179,0.047895533445741635,48,,,,
17,ninja,rare,29,29,1,0,10.4534500000000000,1045.345,100,100,5,5630.000000000000000000,0,18828,9,4.344995719109771,4.344995719109771,0.043449957191097704,84,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.4838133333333333,1422.572,150,150,12,6000,0,1507319,453,371.12659481072785,371.12659481072785,2.474177298738186,28,,,,
19,button,common,29,29,1,0,3.8255700179533214,12785.055,3084,3342,25,160.000000000000000000,0,44223,54,7.97202472485492,7.97202472485492,0.002584962621548288,79,,,,
20,cat,uncommon,29,29,1,0,5.1633033333333333,3097.982,600,600,5,960.000000000000000000,0,903743,276,417.0648381191802,417.0648381191802,0.695108063531967,27,,,,
21,cherry,rare,29,29,1,0,10.2161300000000000,1021.613,98,100,10,3799.800000000000000000,0,463829,216,103.41985492464215,103.41985492464215,1.0553046420881853,47,,,,
22,egg,rare,29,24,1,0,13.8034800000000000,1380.348,100,100,27,8500.000000000000000000,0,1789698,705,1066.966623334155,1066.966623334155,10.66966623334155,15,,,,
