id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.6877000000000000,306.877,10,10,26,56400.000000000000000000,0,357176,79,36.1833555377644,36.1833555377644,3.61833555377644,61,,,,
4,8ball,common,29,24,1,0,4.1965477653631285,15023.641,3311,3580,6,135,0,297867,225,54.285068115012564,54.285068115012564,0.01639536940954774,55,,,,
7,alien,common,29,29,1,0,4.6959850000000000,9391.970,2000,2000,11,260,0,344816,200,131.46055765401135,131.46055765401135,0.06573027882700568,42,,,,
8,angel,epic,29,24,1,0,18.0398800000000000,901.994,50,50,5,19000,0,635998,118,353.20280954908185,353.20280954908185,7.064056190981637,27,,,,
9,banana,rare,29,29,1,0,7.9712200000000000,1195.683,150,150,16,2244.000000000000000000,0,124168,35,15.014934806419888,15.014934806419888,0.10009956537613258,72,,,,
11,basketball,common,29,29,1,0,3.4467335788827502,11229.458,3060,4250,9,104.812000000000000000,0,790714,383,117.31401176899043,117.31401176899043,0.038337912342807326,45,,,,
12,beachball,common,29,29,1,0,3.6031853226727584,12618.355,3268,3502,23,137,0,632636,189,83.46816186454583,83.46816186454583,0.025541053202125408,49,,,,
13,bomb,uncommon,29,29,1,0,5.1507050000000000,3090.423,600,600,27,1610.000000000000000000,0,2636591,593,942.2262085282171,942.2262085282171,1.570377014213695,13,100.000000000000000000,,,
14,shades,epic,29,29,1,0,14.8962200000000000,744.811,50,50,9,13240.000000000000000000,0,1523139,353,194.54421109254292,194.54421109254292,3.8908842218508584,37,,,,
15,bowling,common,29,29,1,0,2.9460150000000000,5892.030,1998,2000,6,200,0,92502,134,16.667775329653317,16.667775329653317,0.00834222989472138,71,,,,
17,ninja,rare,29,29,1,0,10.4510800000000000,1045.108,100,100,5,5630.000000000000000000,0,13173,4,3.4596870468553287,3.4596870468553287,0.03459687046855329,83,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4808266666666667,1422.124,150,150,14,6000,1,1547827,406,953.2898180266653,953.2898180266653,6.355265453511103,12,,,,
19,button,common,29,29,1,0,3.8259554292551600,12790.169,3085,3343,25,159.000000000000000000,0,62237,46,14.812904730020902,14.812904730020902,0.00480158986386415,73,,,,
20,cat,uncommon,29,24,1,0,5.1625850000000000,3097.551,600,600,19,999,0,2754671,668,1083.17018787131,1083.17018787131,1.8052836464521833,11,,,,
21,cherry,rare,29,21,1,0,10.2104500000000000,1021.045,98,100,6,3829.800000000000000000,0,7248,4,1.6039594797325636,1.6039594797325636,0.016366933466658812,85,,,,
22,egg,rare,29,29,1,0,13.7842900000000000,1378.429,100,100,21,8500.000000000000000000,1,1561040,541,835.2049874049092,835.2049874049092,8.352049874049092,15,,,,
23,coconut,rare,29,29,1,0,6.9526250000000000,2002.356,275,288,23,1720.000000000000000000,0,187893,137,24.828789599131383,24.828789599131383,0.09028650763320503,66,,,,
24,cute,uncommon,29,29,1,0,5.6711408839779006,4105.906,707,724,9,532.000000000000000000,0,7026,14,0.7364490958728256,0.7364490958728256,0.0010416536009516628,87,,,,
25,devil,epic,29,29,1,0,14.1503703703703704,1146.180,80,81,20,8640.000000000000000000,1,1324853,446,595.2615194689197,595.2615194689197,7.440768993361496,20,,,,
26,revolver,uncommon,29,24,1,0,4.0820083333333333,2449.205,600,600,31,980,0,631020,297,423.0276496901074,423.0276496901074,0.7050460828168457,24,,,,
27,disguise,epic,29,29,1,0,12.0798378378378378,893.908,73,74,29,8000,0,108245,48,24.564701010063164,24.564701010063164,0.3365027535625091,67,,,,
28,dog,uncommon,29,29,1,0,4.9049100000000000,2942.946,600,600,16,600,0,568854,368,268.57901420083255,268.57901420083255,0.4476316903347209,34,,,,
29,donut,uncommon,29,29,1,0,5.4776219839142091,4086.306,686,746,7,422.800000000000000000,0,262222,108,99.8087896416539,99.8087896416539,0.14549386245139054,47,,,,
30,baseball,epic,29,29,1,0,9.6418857142857143,674.932,69,70,4,6718.800000000000000000,0,7097,5,1.2587550170455637,1.2587550170455637,0.018242826333993677,86,,,,
31,bowie,rare,29,29,1,0,7.8794922118380062,2529.317,317,321,19,1550,0,267790,128,46.698685938318675,46.698685938318675,0.14731446668239329,57,,,,
32,eyeball,rare,29,29,1,0,6.9920484429065744,2020.702,276,289,25,1500,0,8266,8,1.96737423877039,1.96737423877039,0.007128167531776776,84,,,,
