id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.4233000000000000,304.233,10,10,3,63900.000000000000000000,1,2130997,521,958.3496547013375,958.3496547013375,95.83496547013375,17,,,,
4,8ball,common,29,29,1,0,4.1927923527770025,15022.775,3314,3583,18,142,0,520216,414,246.68908732595975,246.68908732595975,0.07443846931984302,40,,,,
7,alien,common,29,29,1,0,4.6782030000000000,9356.406,2000,2000,11,260,0,178434,149,146.2657522725232,146.2657522725232,0.0731328761362616,46,,,,
8,angel,epic,29,29,1,0,17.9420600000000000,897.103,50,50,23,28500,0,613613,91,106.59432092209121,106.59432092209121,2.1318864184418245,51,,,,
9,banana,rare,29,24,1,0,7.9431000000000000,1191.465,150,150,17,2129.600000000000000000,0,187097,41,30.216823612183696,30.216823612183696,0.2014454907478913,69,,,,
11,basketball,common,24,29,1,0,3.6630884072927417,10648.598,2708,4277,25,93.600000000000000000,0,229617,296,47.62898951387801,47.62898951387801,0.01758825314397268,65,,,,
12,beachball,common,29,29,1,0,3.5969994288977727,12596.692,3268,3502,8,105.200000000000000000,0,277437,257,62.426786012281006,62.426786012281006,0.019102443700208388,59,,,,
13,bomb,uncommon,29,29,1,0,5.1172483333333333,3070.349,600,600,23,1158.600000000000000000,0,2472271,794,889.5586795272432,889.5586795272432,1.482597799212072,18,,,,
14,shades,epic,29,29,1,0,14.8198200000000000,740.991,50,50,31,13240.000000000000000000,0,712538,240,143.89089394558908,143.89089394558908,2.877817878911782,47,,,,
15,bowling,common,29,29,1,0,2.9161625000000000,5832.325,1998,2000,29,199,0,301966,276,70.46782392697133,70.46782392697133,0.0352691811446303,57,,,,
17,ninja,rare,29,29,1,0,10.4384600000000000,1043.846,100,100,24,5890.000000000000000000,0,43616,61,8.118256648601406,8.118256648601406,0.08118256648601406,83,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4187466666666667,1412.812,150,150,22,4485.000000000000000000,0,3517504,647,1202.7573629371218,1202.7573629371218,8.018382419580812,12,100.000000000000000000,,,
19,button,common,29,29,1,0,3.8206866965620329,12780.197,3087,3345,30,124.600000000000000000,0,105668,117,18.753862035406083,18.753862035406083,0.006075109178945929,77,,,,
20,cat,uncommon,29,29,1,0,5.1523566666666667,3091.414,600,600,20,1215.000000000000000000,1,1425723,365,730.6465410239338,730.6465410239338,1.2177442350398897,25,,,,
21,cherry,rare,29,29,1,0,10.1720300000000000,1017.203,98,100,27,3662.000000000000000000,0,438809,152,71.78062715927942,71.78062715927942,0.7324553791763206,56,,,,
22,egg,rare,29,29,1,0,13.7329100000000000,1373.291,100,100,7,8000,0,1629322,464,860.1042582487347,860.1042582487347,8.601042582487347,21,,,,
23,coconut,rare,29,29,1,0,6.8834409722222222,1982.431,275,288,26,1598.095238095200000000,0,286631,237,166.24691652736712,166.24691652736712,0.6045342419176987,45,,,,
24,cute,uncommon,29,29,1,0,5.6546975138121547,4094.001,707,724,13,522.000000000000000000,0,100419,111,15.438071228859737,15.438071228859737,0.02183602719782141,80,,,,
25,devil,epic,29,24,1,0,14.0420864197530864,1137.409,80,81,9,8440.000000000000000000,1,2106929,592,986.0664056655844,986.0664056655844,12.325830070819805,16,,,,
26,revolver,uncommon,29,29,1,0,3.9952450000000000,2397.147,600,600,27,1105,0,693046,435,342.87072663338853,342.87072663338853,0.5714512110556476,37,,,,
27,disguise,epic,29,24,1,0,12.0377027027027027,890.790,73,74,9,8000,0,234966,57,37.98797475593181,37.98797475593181,0.5203832158346823,67,,,,
28,dog,uncommon,29,29,1,0,4.8640950000000000,2918.457,600,600,21,800,0,1059962,570,565.3500620767536,565.3500620767536,0.942250103461256,27,,,,
29,donut,uncommon,29,24,1,0,5.4549530831099196,4069.395,686,746,22,429.333333333333320000,0,140225,120,19.055570627891083,19.055570627891083,0.027777799749112365,76,,,,
30,baseball,epic,29,29,1,0,9.6181285714285714,673.269,69,70,7,6718.800000000000000000,0,90460,19,20.34451891824873,20.34451891824873,0.2948481002644744,75,,,,
31,bowie,rare,29,29,1,0,7.8003416149068323,2511.710,318,322,23,1500,0,470409,242,80.86255379616004,80.86255379616004,0.25428476036528314,55,,,,
32,eyeball,rare,29,29,1,0,6.9940379310344828,2028.271,277,290,33,1500,0,83395,155,8.116752359575697,8.116752359575697,0.02930235508872093,84,,,,
33,eyeball2,epic,29,29,1,0,10.3244533333333333,774.334,71,75,23,6360.000000000000000000,0,46607,30,8.066030130243544,8.066030130243544,0.11360605817244428,85,,,,
34,discoball,epic,29,29,1,0,13.8564528301886792,734.392,53,53,6,8749.332000000000000000,0,266794,78,44.33172557730381,44.33172557730381,0.8364476524019586,66,,,,
