id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,vp_no_zones,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.9268000000000000,279.268,10,10,4,59900.000000000000000000,0,182169,109280,36,36.00639514504188,36.00639514504188,3.600639514504188,57,,,,
4,8ball,common,29,19,1,0,4.2190796534376747,15095.867,3309,3578,5,104,0,342421,190551,63,277.7531736970699,277.7531736970699,0.08393870465308852,29,,,,
7,alien,common,29,29,1,0,4.7218710000000000,9443.742,2000,2000,26,171.000000000000000000,0,43326,43326,20,12.23415064904678,12.23415064904678,0.00611707532452339,66,,,,
8,angel,epic,29,29,1,0,15.2939600000000000,764.698,50,50,15,10800.000000000000000000,0,130503,130503,30,27.844150519543497,27.844150519543497,0.55688301039087,58,,,,
9,banana,rare,29,29,1,0,8.0604533333333333,1209.068,150,150,33,2040.000000000000000000,0,47357,47357,25,5.214077315199825,5.214077315199825,0.0347605154346655,74,,,,
11,basketball,common,29,29,1,0,3.0853086565752129,13044.685,4030,4228,16,92.240000000000000000,0,478718,478479,233,126.95447766978334,126.95447766978334,0.031502351779102565,44,,,,
12,beachball,common,29,29,1,0,3.6133761074592741,12643.203,3265,3499,3,93.998000000000000000,0,34805,34805,21,4.5863428295625,4.5863428295625,0.0014046991821018377,75,,,,
13,bomb,uncommon,29,29,1,0,5.3455283333333333,3207.317,600,600,22,1488.000000000000000000,1,4937858,4921137,836,1122.215143791983,1122.215143791983,1.8703585729866385,11,500.000000000000000000,,,
14,shades,epic,29,29,1,0,15.1862000000000000,759.310,50,50,13,9750,1,4681436,3990318,427,1134.4457814341959,1134.4457814341959,22.688915628683915,10,,,,
15,bowling,common,29,24,1,0,2.9852690000000000,5970.538,1998,2000,24,179,0,853265,444222,162,198.3128193987616,198.3128193987616,0.09925566536474555,38,,,,
17,ninja,rare,29,29,1,0,10.5231000000000000,1052.310,100,100,14,4560.000000000000000000,0,783293,371581,149,271.028311499143,271.028311499143,2.71028311499143,30,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.7352266666666667,1460.284,150,150,16,9320.000000000000000000,1,1750294,1749970,421,535.8918548129875,535.8918548129875,3.572612365419917,20,,,,
19,button,common,29,29,1,0,3.8378274932614555,12814.506,3082,3339,25,105,0,388943,190845,137,202.00496573400838,202.00496573400838,0.06554346714276715,37,,,,
20,cat,uncommon,29,29,1,0,5.2234216666666667,3134.053,600,600,29,1000,1,2765397,1979246,515,1053.9957327523507,1053.9957327523507,1.7566595545872512,12,,,,
21,cherry,rare,29,29,1,0,10.2518200000000000,1025.182,98,100,33,3300.000000000000000000,0,131115,128998,37,15.237051438319334,15.237051438319334,0.15548011671754422,63,,,,
22,egg,rare,29,29,1,0,13.9796400000000000,1397.964,100,100,19,8500,4,4882504,3574611,501,3212.582104727554,3212.582104727554,32.12582104727554,4,,,,
23,coconut,rare,29,29,1,0,7.0862035087719298,2019.568,273,285,23,1550,0,,,,,,,85,,,,
24,cute,uncommon,29,29,1,0,5.7240413793103448,4149.930,708,725,10,500,0,1969,1914,5,1.2071224230730095,1.2071224230730095,0.0017049751738319344,80,,,,
25,devil,epic,29,24,1,0,14.6677682926829268,1202.757,81,82,8,11000.000000000000000000,1,3511373,3089756,892,1256.356875929031,1256.356875929031,15.510578715173223,7,,,,
26,revolver,uncommon,29,29,1,0,4.1365883333333333,2481.953,600,600,19,710.000000000000000000,0,943949,643496,282,241.26874328204758,241.26874328204758,0.40211457213674595,34,,,,
27,disguise,epic,29,29,1,0,12.3802567567567568,916.139,73,74,15,7380.000000000000000000,0,364869,221940,71,165.36184039945337,165.36184039945337,2.2652306904034707,41,,,,
28,dog,uncommon,29,29,1,0,5.0468133333333333,3028.088,600,600,27,460.000000000000000000,0,370455,370455,172,180.74326010323566,180.74326010323566,0.3012387668387261,40,,,,
29,donut,uncommon,29,29,1,0,5.5095911528150134,4110.155,686,746,28,308.000000000000000000,0,274156,153589,87,65.88132272556084,65.88132272556084,0.09603691359411201,55,,,,
30,baseball,epic,29,29,1,0,9.6970571428571429,678.794,69,70,13,6718.800000000000000000,0,12628,12628,2,1.0116296460741059,1.0116296460741059,0.014661299218465302,81,,,,
31,bowie,rare,29,29,1,0,7.8850664556962025,2491.681,312,316,24,1564.000000000000000000,0,21117,21117,24,2.319932133593457,2.319932133593457,0.007435679915363644,78,,,,
32,eyeball,rare,29,24,1,0,7.0352871972318339,2033.198,276,289,5,1390.000000000000000000,0,,,,,,,86,,,,
33,eyeball2,epic,29,29,1,0,10.5317333333333333,789.880,71,75,14,5690.000000000000000000,0,25037,25037,17,3.046627259963498,3.046627259963498,0.042910243098077436,76,,,,
34,discoball,epic,29,29,1,0,14.0827358490566038,746.385,53,53,17,8000,0,2593,2593,1,0.8908997400229564,0.8908997400229564,0.01680942905703691,82,,,,
35,fishcake,uncommon,29,29,1,0,5.3580437158469945,3922.088,682,732,5,408.000000000000000000,0,3109,3109,6,0.45881669309134737,0.45881669309134737,0.0006727517494008026,84,,,,
36,floater,rare,29,29,1,0,8.5524800000000000,1282.872,150,150,25,2920.000000000000000000,0,220637,191442,49,114.62086645919597,114.62086645919597,0.764139109727973,47,,,,
37,fox,uncommon,29,29,1,0,6.0505825864276569,4725.505,709,781,22,336.390476190476200000,0,968184,492214,238,302.9047596051253,302.9047596051253,0.4272281517702755,27,,,,
38,fox777,legendary,29,29,1,0,31.7916428571428571,445.083,14,14,28,104100.000000000000000000,0,377214,377214,109,242.06008054099152,242.06008054099152,17.290005752927964,33,,,,
40,gamer,rare,29,29,1,0,10.3133700000000000,1031.337,99,100,31,5000,0,720009,718774,180,90.3041524623664,90.3041524623664,0.9121631561855192,51,,,,
41,xmasball,epic,29,29,1,0,10.7965666666666667,647.794,60,60,31,8005.000000000000000000,0,582991,312207,127,72.98248160390426,72.98248160390426,1.2163746933984043,54,,,,
42,derp,uncommon,29,29,1,0,7.0872738095238095,2976.655,420,420,15,1160.000000000000000000,1,1088099,613024,268,601.4088409005763,601.4088409005763,1.4319258116680387,18,,,,
43,moneybag,legendary,29,29,1,0,19.1685000000000000,191.685,10,10,7,41000.138000000000000000,0,44313,44313,8,6.154340499726962,6.154340499726962,0.6154340499726962,73,,,,
44,moon,uncommon,29,29,1,0,6.2103150000000000,3726.189,600,600,29,5750,1,4239782,3423576,1018,976.3317171624578,976.3317171624578,1.6272195286040965,14,,,,
45,bull,uncommon,29,29,1,0,6.3784922279792746,4924.196,738,772,23,472.000000000000000000,0,305533,305533,97,75.39764301512633,75.39764301512633,0.10216482793377551,53,,,,
46,opencan,uncommon,29,29,1,0,5.0065700000000000,3003.942,600,600,11,519.600000000000000000,1,745712,443348,159,501.48493535645616,501.48493535645616,0.8358082255940936,22,,,,
