id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.1754000000000000,321.754,10,10,18,129084.138000000000000000,0,45561,21,213.5061462731937,213.5061462731937,21.35061462731937,37,,,,
4,8ball,common,29,29,1,0,4.1602481914301614,14951.932,3325,3606,9,109.600000000000000000,0,,,,,,75,,,,
7,alien,common,29,29,1,0,4.6011595000000000,9202.319,2000,2000,28,179.000000000000000000,0,24110,14,219.63076298867747,219.63076298867747,0.10981538149433874,35,,,,
8,angel,epic,29,29,1,0,17.4101200000000000,870.506,50,50,13,17000,0,98207,52,539.9181335683618,539.9181335683618,10.798362671367236,17,,,,
9,banana,rare,29,29,1,0,7.8221933333333333,1173.329,150,150,31,1843.800000000000000000,0,2670,8,7.338748508680417,7.338748508680417,0.04892499005786945,67,,,,
11,basketball,common,29,29,1,0,3.9184789452971271,9956.855,2342,4300,14,120,0,18924,12,21.759651078542404,21.759651078542404,0.009291055114663709,64,,,,
12,beachball,common,29,29,1,0,3.6218153935185185,12516.994,3220,3522,14,94.000000000000000000,0,41143,39,47.30803869818591,47.30803869818591,0.014691937483908669,62,,,,
13,bomb,uncommon,29,29,1,0,5.0151983333333333,3009.119,600,600,31,1050,0,140473,69,766.2227212257555,766.2227212257555,1.2770378687095927,12,,,,
14,shades,epic,29,29,1,0,14.5491400000000000,727.457,50,50,10,12510.000000000000000000,0,59199,10,107.48035131477573,107.48035131477573,2.1496070262955147,49,,,,
15,bowling,common,29,29,1,0,3.7194818181818182,4500.573,1208,2000,12,154.000000000000000000,0,,,,,,76,,,,
17,ninja,rare,29,29,1,0,10.2067100000000000,1020.671,100,100,8,5500,1,484681,120,1546.123592319419,1546.123592319419,15.46123592319419,5,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.4299400000000000,1414.491,150,150,22,3750,1,326195,87,973.8976833300736,973.8976833300736,6.49265122220049,11,,,,
19,button,common,29,29,1,0,3.8102660142348754,12848.217,3110,3372,33,125,0,20454,31,100.3530406134847,100.3530406134847,0.03226785871816228,50,,,,
20,cat,uncommon,29,29,1,0,5.0769483333333333,3046.169,600,600,3,1000,0,76239,40,133.61925439699266,133.61925439699266,0.2226987573283211,46,,,,
21,cherry,rare,29,29,1,0,9.1852800000000000,918.528,98,100,25,2180.000000000000000000,0,9906,4,5.901802835474452,5.901802835474452,0.06022247791300461,69,,,,
22,egg,rare,29,14,1,0,13.1980000000000000,1319.800,100,100,21,8660.000000000000000000,1,100493,45,732.158763089966,732.158763089966,7.32158763089966,14,,,,
