id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.4035000000000000,324.035,10,10,24,79524.138000000000000000,0,450184,81,122.3256195300785,122.3256195300785,12.232561953007849,43,,,,
4,8ball,common,29,29,1,0,4.1534345768374165,14919.137,3323,3592,20,124.200000000000000000,0,156138,121,38.660823737645124,38.660823737645124,0.011634313493122217,63,,,,
7,alien,common,29,29,1,0,4.6054100000000000,9210.820,2000,2000,4,230,0,322453,192,213.39662679986697,213.39662679986697,0.10669831339993348,36,,,,
8,angel,epic,29,29,1,0,17.5509200000000000,877.546,50,50,14,20560.000000000000000000,1,4890581,1146,1863.2609060355946,1863.2609060355946,37.26521812071189,8,100.000000000000000000,474,,
9,banana,rare,29,29,1,0,7.8652133333333333,1179.782,150,150,32,2007.000000000000000000,0,801015,102,480.78365686079997,480.78365686079997,3.205224379072,25,,,,
11,basketball,common,29,29,1,0,3.9126259332023576,9957.633,2346,4298,21,125.800000000000000000,0,275231,155,46.90489011801975,46.90489011801975,0.01999355930009367,58,,,,
12,beachball,common,29,29,1,0,3.6184849884526559,12534.432,3228,3517,23,1550,0,221157,137,61.06919428880848,61.06919428880848,0.018918585591328526,53,,,,
13,bomb,uncommon,29,29,1,0,5.0145866666666667,3008.752,600,600,4,737.000000000000000000,2,1720975,520,1371.2007503110265,1371.2007503110265,2.2853345838517107,11,,,,
14,shades,epic,29,29,1,0,14.5716600000000000,728.583,50,50,11,11800,0,12744,10,2.9133340291185315,2.9133340291185315,0.05826668058237063,81,,,,
15,bowling,common,29,29,1,0,3.5736358024691358,4631.432,1294,2000,27,165,0,1154354,414,700.6668738010025,700.6668738010025,0.5414736273578071,20,,,,
17,ninja,rare,29,29,1,0,10.3242800000000000,1032.428,100,100,13,3500,0,209897,100,48.629154570214496,48.629154570214496,0.48629154570214495,56,,,,
18,burger,rare,24,24,1,300.000000000000000000,9.1828533333333333,1377.428,150,150,31,4000,0,1122913,258,769.2858821484809,769.2858821484809,5.12857254765654,16,,,,
19,button,common,29,29,1,0,3.8120416542695626,12812.272,3101,3361,14,125,0,264301,193,42.01210708264567,42.01210708264567,0.013547922309785769,61,,,,
20,cat,uncommon,29,29,1,0,5.0869883333333333,3052.193,600,600,12,730.000000000000000000,0,1003567,330,383.769122977493,383.769122977493,0.6396152049624884,28,,,,
21,cherry,rare,29,19,1,0,9.3443600000000000,934.436,98,100,31,5760.000000000000000000,0,1372380,1310,321.7059947285896,321.7059947285896,3.2827142319243836,30,,,,
22,egg,rare,29,21,1,0,13.3453800000000000,1334.538,100,100,15,9860.000000000000000000,3,4138385,1297,3038.670302366035,3038.670302366035,30.38670302366035,5,,,,
23,coconut,rare,29,29,1,0,6.8264844290657439,1972.854,276,289,22,1800,0,608078,241,115.70400666077822,115.70400666077822,0.41921741543760227,46,,,,
24,cute,uncommon,29,29,1,0,5.6000508940852820,4071.237,710,727,4,541.800000000000000000,0,15004,21,2.9055284333071945,2.9055284333071945,0.0040922935680383025,82,,,,
25,devil,epic,29,29,1,0,13.6388518518518519,1104.747,80,81,25,8000,0,422821,141,66.13192340593669,66.13192340593669,0.8266490425742086,52,,,,
26,revolver,uncommon,29,19,1,0,3.8225833333333333,2293.550,600,600,15,778.000000000000000000,0,637871,549,112.82361840005383,112.82361840005383,0.18803936400008972,48,,,,
27,disguise,epic,29,29,1,0,12.2060000000000000,939.862,76,77,25,5957.000000000000000000,0,493406,129,156.94398389268875,156.94398389268875,2.0650524196406415,39,,,,
28,dog,uncommon,29,29,1,0,4.6486316666666667,2789.179,600,600,5,549.000000000000000000,0,110963,114,29.184442961176075,29.184442961176075,0.04864073826862679,67,,,,
29,donut,uncommon,29,29,1,0,5.4308331125827815,4100.279,695,755,20,400,0,151698,152,37.561449739033996,37.561449739033996,0.0540452514230705,64,,,,
30,baseball,epic,29,29,1,0,9.6313802816901408,683.828,70,71,17,5178.800000000000000000,0,,,,,,84,,,,
31,bowie,rare,29,29,1,0,7.6313162650602410,2533.597,328,332,4,1800,0,244445,152,137.908949282843,137.908949282843,0.42045411366720425,42,,,,
32,eyeball,rare,29,29,1,0,6.9826983050847458,2059.896,282,295,4,1279.400000000000000000,0,84079,24,16.28191983098078,16.28191983098078,0.05773730436518007,77,,,,
33,eyeball2,epic,29,29,1,0,10.6297236842105263,807.859,72,76,17,6420.000000000000000000,0,48333,34,9.73322606397686,9.73322606397686,0.13518369533301194,78,,,,
34,discoball,epic,29,29,1,0,13.7088113207547170,726.567,53,53,22,9100.000000000000000000,1,2153271,261,1209.4731387745317,1209.4731387745317,22.82024790140626,12,,,,
35,fishcake,uncommon,29,29,1,0,5.3313512064343164,3977.188,696,746,4,461.800000000000000000,0,88023,93,17.045676438616315,17.045676438616315,0.024490914423299304,75,,,,
36,floater,rare,29,29,1,0,8.3270000000000000,1249.050,150,150,23,8000,0,314340,96,90.21817702735049,90.21817702735049,0.6014545135156699,51,500.000000000000000000,,,
37,fox,uncommon,29,29,1,0,5.9039874371859296,4699.574,723,796,4,556.000000000000000000,0,6435,7,1.246139394050373,1.246139394050373,0.001723567626625689,83,,,,
38,fox777,legendary,29,29,1,0,29.7402857142857143,416.364,14,14,11,100000,1,2751856,691,905.3049371273206,905.3049371273206,64.66463836623718,15,,,,
40,gamer,rare,29,29,1,0,9.3623300000000000,936.233,99,100,12,3370.000000000000000000,0,471758,272,59.93310594130995,59.93310594130995,0.6053849084980802,54,,,,
41,xmasball,epic,29,29,1,0,10.7025833333333333,642.155,59,60,17,5980.000000000000000000,0,114052,94,22.967618377685824,22.967618377685824,0.3892816674184038,72,,,,
42,derp,uncommon,29,17,1,0,6.9004452380952381,2898.187,420,420,30,1860.000000000000000000,0,868116,840,403.8267711879272,403.8267711879272,0.9614923123522076,26,,,,
43,moneybag,legendary,29,29,1,0,17.3056000000000000,173.056,10,10,9,45813.142000000000000000,0,254816,240,44.93722146341092,44.93722146341092,4.493722146341092,60,,,,
44,moon,uncommon,29,21,1,0,5.4954966666666667,3297.298,600,600,33,3250.000000000000000000,2,5434430,1829,4062.8649255935165,4062.8649255935165,6.771441542655861,4,700.000000000000000000,145.14285714285714,,
45,bull,uncommon,29,21,1,0,6.1407512500000000,4912.601,766,800,22,970,0,645765,430,119.55429307949669,119.55429307949669,0.1560761006259748,44,,,,
