id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.1495000000000000,321.495,10,10,27,129084.138000000000000000,1,84970,35,577.1313770610185,577.1313770610185,57.71313770610185,20,,,,
4,8ball,common,29,29,1,0,4.1576243386243386,14930.029,3322,3606,25,110,0,4434,4,1.2075866429706439,1.2075866429706439,0.00036351193346497406,67,,,,
7,alien,common,29,29,1,0,4.5995850000000000,9199.170,2000,2000,20,176.000000000000000000,0,33696,15,32.58763554049944,32.58763554049944,0.01629381777024972,53,,,,
8,angel,epic,29,29,1,0,17.4033800000000000,870.169,50,50,10,17000,1,54342,20,431.359535483871,431.359535483871,8.62719070967742,26,,,,
9,banana,rare,29,29,1,0,7.8220133333333333,1173.302,150,150,31,1843.800000000000000000,0,1988,1,2.406892444078685,2.406892444078685,0.016045949627191233,65,,,,
11,basketball,common,29,29,1,0,3.9182440944881890,9952.340,2341,4300,20,140,0,3111,2,7.874618084723281,7.874618084723281,0.003363783889245314,58,,,,
12,beachball,common,29,29,1,0,3.6203576388888889,12511.956,3220,3522,20,105.000000000000000000,0,11893,11,3.7467902864462257,3.7467902864462257,0.0011635994678404428,61,,,,
13,bomb,uncommon,29,24,1,0,5.0077400000000000,3004.644,600,600,23,761.800000000000000000,0,54868,13,101.80456341720065,101.80456341720065,0.16967427236200108,44,,,,
14,shades,epic,29,29,1,0,14.5465200000000000,727.326,50,50,4,12510.000000000000000000,0,9528,5,75.9830170679679,75.9830170679679,1.519660341359358,49,,,,
15,bowling,common,29,29,1,0,3.7336256239600666,4487.818,1200,2000,4,161.000000000000000000,0,22964,11,4.165871747063828,4.165871747063828,0.0034715597892198565,60,,,,
17,ninja,rare,29,29,1,0,10.1995000000000000,1019.950,100,100,31,5000,0,366915,76,823.9317679076564,823.9317679076564,8.239317679076564,13,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4273133333333333,1414.097,150,150,32,3750,1,123735,28,1434.3209172053766,1434.3209172053766,9.562139448035845,7,,,,
19,button,common,29,29,1,0,3.8114463544754001,12859.820,3112,3374,15,102.780000000000000000,1,46037,39,437.03594428382416,437.03594428382416,0.14043571474415945,25,,,,
20,cat,uncommon,29,29,1,0,5.0753433333333333,3045.206,600,600,8,1000,0,15071,8,41.51967616181754,41.51967616181754,0.06919946026969591,52,,,,
21,cherry,rare,29,29,1,0,9.1836000000000000,918.360,98,100,33,2180.000000000000000000,0,24573,12,146.50028171470393,146.50028171470393,1.4949008338235095,38,,,,
22,egg,rare,29,29,1,0,13.1778400000000000,1317.784,100,100,13,8660.000000000000000000,1,324614,157,931.6316627840177,931.6316627840177,9.316316627840177,12,,,,
23,coconut,rare,29,29,1,0,6.8487363013698630,1999.831,279,292,20,1650.000000000000000000,0,15789,4,2.8642635871098583,2.8642635871098583,0.010266177731576552,64,,,,
24,cute,uncommon,29,29,1,0,5.5892692307692308,4068.988,711,728,20,314.000000000000000000,0,,,,,,70,,,,
25,devil,epic,29,29,1,0,13.6248352941176471,1158.111,84,85,4,8000,1,44001,20,321.33741253209996,321.33741253209996,3.825445387286904,28,,,,
26,revolver,uncommon,29,29,1,0,3.7841600000000000,2270.496,600,600,22,633.400000000000000000,0,4700,2,224.68859104526405,224.68859104526405,0.3744809850754401,36,,,,
27,disguise,epic,29,29,1,0,12.1506363636363636,935.599,76,77,20,5842.600000000000000000,1,112024,60,316.0112294211837,316.0112294211837,4.158042492383996,29,,,,
28,dog,uncommon,29,29,1,0,4.6761950000000000,2805.717,600,600,16,549.99,0,112638,46,661.2685225200822,661.2685225200822,1.102114204200137,19,,,,
29,donut,uncommon,29,29,1,0,5.4155000000000000,4094.118,696,756,20,365,0,7467,8,1.354579530366034,1.354579530366034,0.0019462349574224625,66,,,,
30,baseball,epic,29,29,1,0,9.6243098591549296,683.326,70,71,17,5178.800000000000000000,0,,,,,,71,,,,
31,bowie,rare,29,15,1,0,7.6893353115727003,2591.306,333,337,24,1300.000000000000000000,0,,,,,,72,,,,
32,eyeball,rare,29,29,1,0,6.9629186440677966,2054.061,282,295,20,1300,0,47392,6,8.5973259813991,8.5973259813991,0.030486971565245036,57,,,,
33,eyeball2,epic,29,29,1,0,10.8396455696202532,856.332,75,79,17,5500.000000000000000000,0,19044,13,9.621526237275738,9.621526237275738,0.12828701649700983,56,,,,
34,discoball,epic,29,29,1,0,13.6479622641509434,723.342,53,53,14,9000,0,2172,2,0.3940199196404213,0.3940199196404213,0.0074343381064230435,68,,,,
35,fishcake,uncommon,29,29,1,0,5.3307276368491322,3992.715,699,749,20,364.000000000000000000,0,,,,,,73,,,,
36,floater,rare,29,29,1,0,8.0417733333333333,1206.266,150,150,6,6499,0,76332,27,80.9624434240576,80.9624434240576,0.5397496228270506,48,300.000000000000000000,,,
37,fox,uncommon,29,24,1,0,5.8972521957340025,4700.110,724,797,20,568,0,,,,,,74,,,,
38,fox777,legendary,29,29,1,0,28.0642857142857143,392.900,14,14,28,143969.738000000000000000,0,89781,19,467.92000559612643,467.92000559612643,33.42285754258046,22,,,,
40,gamer,rare,29,29,1,0,9.2073600000000000,920.736,99,100,17,3100.000000000000000000,0,,,,,,75,,,,
41,xmasball,epic,29,29,1,0,10.6936349206349206,673.699,62,63,17,5980.000000000000000000,0,19882,7,10.044905726187578,10.044905726187578,0.16201460848689642,55,,,,
42,derp,uncommon,29,24,1,0,6.8119642857142857,2861.025,420,420,27,1400,0,14959,5,173.61810761558542,173.61810761558542,0.4133764467037748,37,,,,
43,moneybag,legendary,29,29,1,0,20.4686000000000000,204.686,10,10,28,43356.600000000000000000,1,197783,75,1081.9789106796268,1081.9789106796268,108.19789106796267,10,,,,
44,moon,uncommon,24,24,1,0,5.3708183333333333,3222.491,600,600,7,2509.800000000000000000,2,959928,226,1918.669161644594,1918.669161644594,3.1977819360743234,5,,,,
45,bull,uncommon,29,24,1,0,6.0767012500000000,4861.361,766,800,31,597,0,71880,49,302.5470434480954,302.5470434480954,0.3949700306110906,30,,,,
46,opencan,uncommon,29,29,1,0,4.9328033333333333,2959.682,600,600,21,700,2,126258,25,1076.8131530546675,1076.8131530546675,1.794688588424446,11,,,,
47,candyswirl,rare,29,21,1,0,10.3082800000000000,1030.828,100,100,13,3635.500000000000000000,0,,,,,,76,,,,
48,royman,epic,29,29,1,0,14.1111800000000000,705.559,50,50,17,10400.000000000000000000,0,,,,,,77,,,,
49,panda,uncommon,24,29,1,0,5.2530033333333333,3151.802,599,600,30,620,0,134870,55,131.20989862909087,131.20989862909087,0.21904824478980112,40,,,,
50,melon,rare,29,29,1,0,7.1274948805460751,2088.356,289,293,8,1385.000000000000000000,0,88309,40,542.1655503685325,542.1655503685325,1.8760053645969983,21,,,,
51,casinochip,uncommon,29,29,1,0,4.7021750000000000,2821.305,600,600,16,673.600000000000000000,1,85897,53,380.2399329855284,380.2399329855284,0.6337332216425473,27,,,,
52,pizza,rare,29,29,1,0,8.6075866666666667,1291.138,150,150,30,3790.138000000000000000,1,123646,37,440.6964543825719,440.6964543825719,2.9379763625504793,24,,,,
53,jackolantern,rare,29,29,1,0,9.5287866666666667,1429.318,150,150,12,2100,0,111217,20,69.11197562053668,69.11197562053668,0.4607465041369112,50,,,,
54,waffle,uncommon,29,29,1,0,5.1002608108108108,3774.193,691,740,20,447.200000000000000000,0,48261,26,127.47512652245,127.47512652245,0.18447919901946455,42,,,,
55,saturn,common,29,29,1,0,4.0001852760736196,6520.302,1625,2000,16,134.600000000000000000,0,63717,43,32.13105711744953,32.13105711744953,0.019772958226122787,54,,,,
56,marble,rare,29,29,1,0,7.1803310344827586,2082.296,280,290,20,1591.000000000000000000,0,,,,,,78,,,,
57,skull,uncommon,29,29,1,0,6.4905895865237366,4238.355,651,653,13,1187.998600000000000000,0,49740,34,269.01548965362815,269.01548965362815,0.4132342390992752,35,,,,
58,skullpatch,rare,29,29,1,0,8.7146000000000000,1307.190,150,150,21,2440.000000000000000000,0,250752,51,302.5231230267814,302.5231230267814,2.0168208201785425,31,,,,
59,soccerball,common,29,24,1,0,3.3813680000000000,6762.736,1997,2000,20,182.600000000000000000,0,148649,111,136.98406699980876,136.98406699980876,0.06859492588873749,39,,,,
60,starball,common,29,29,1,0,3.5004994079336886,11824.687,3114,3700,20,102.000000000000000000,0,16954,16,3.075604842349771,3.075604842349771,0.0009876701484745573,63,,,,
61,tamagochi,epic,29,29,1,0,11.9766493506493506,922.202,77,77,17,7920.000000000000000000,0,,,,,,79,,,,
62,target,uncommon,29,29,1,0,5.0194034391534392,3794.669,721,756,20,298.000000000000000000,0,,,,,,80,,,,
64,tomato,uncommon,29,29,1,0,4.9006482670089859,3817.605,757,779,20,349,0,,,,,,81,,,,
65,volleyball,common,29,29,1,0,3.8746780982073266,4971.212,1283,2000,23,167.600000000000000000,4,429234,123,3470.3488103879126,6470.348810387913,5.043140148392761,1,,1000,3000,
66,racoon,uncommon,29,29,1,0,6.3183130544993663,4985.149,742,789,20,350.000000000000000000,0,2134,4,0.38712638513474174,0.38712638513474174,0.0005217336726883312,69,,,,
67,peach,rare,29,29,1,0,10.1290495049504950,1023.034,101,100,27,2730.000000000000000000,0,,,,,,82,,,,
68,watermelon,uncommon,29,29,1,0,3.8325433333333333,2299.526,600,600,27,504.000000000000000000,0,,,,,,83,,,,
69,citrus,epic,29,29,1,0,15.4534600000000000,772.673,50,50,16,9500,1,70604,46,289.6138474654579,289.6138474654579,5.792276949309159,32,,,,
70,potion,epic,29,29,1,0,13.8650000000000000,693.250,50,50,20,11131.000000000000000000,0,24820,12,4.50256648502544,4.50256648502544,0.0900513297005088,59,,,,
71,crlogo,legendary,29,29,1,0,18.1757000000000000,181.757,10,10,12,41042.000000000000000000,0,14474,9,84.06994722411399,84.06994722411399,8.4069947224114,47,,,,
72,yinyang,uncommon,29,29,1,0,5.4143880208333333,4158.250,740,768,20,435.800000000000000000,0,,,,,,84,,,,
73,waffle2,legendary,29,29,1,0,17.0477142857142857,358.002,21,21,15,39000.000000000000000000,0,,,,,,85,,,,
74,snowman,epic,29,29,1,0,12.3350600000000000,616.753,50,50,13,8500,0,7815,5,130.71238304622503,130.71238304622503,2.6142476609245007,41,,,,
75,crosshair,common,29,29,1,0,3.1764280000000000,6352.856,2000,2000,18,580,1,543350,184,748.3436033810614,748.3436033810614,0.37417180169053066,16,,,,
76,xmasball2,common,29,29,1,0,3.8819385875127943,11377.962,2711,4019,20,55,0,81114,32,91.51029481172775,91.51029481172775,0.03375518067566498,45,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,10.5227700000000000,1052.277,100,100,14,6960.000000000000000000,1,590283,128,3199.4731161050277,3199.4731161050277,31.994731161050275,2,,,,
78,vase,common,29,29,1,0,2.8510334494773519,4091.233,1434,2000,20,133.600000000000000000,0,51036,21,44.326092650616594,44.326092650616594,0.030910803800987863,51,,,,
79,ufo,uncommon,21,21,1,0,5.1133700000000000,3068.022,600,600,23,2500,2,1116309,407,2361.1952875856105,2361.1952875856105,3.9353254793093506,3,500.000000000000000000,,,130
80,wheeee,rare,29,29,1,0,8.4167066666666667,1262.506,150,150,17,3000,0,6126,4,3.0950152136920384,3.0950152136920384,0.020633434757946923,62,,,,
81,owl,epic,24,24,1,200.000000000000000000,16.7376400000000000,836.882,50,50,15,18000,1,1214130,291,695.155053159032,695.155053159032,13.90310106318064,17,1100.000000000000000000,,,118.18181818181819
83,ape,epic,24,29,1,0,14.5855400000000000,729.277,50,50,18,13480.000000000000000000,3,1536322,377,2140.0222800910356,2140.0222800910356,42.80044560182071,4,500.000000000000000000,,,350
84,ghost,epic,29,19,1,0,18.8971600000000000,944.858,50,50,17,19000,0,263645,56,797.5707370583659,797.5707370583659,15.95141474116732,14,200.000000000000000000,,,
85,diver,rare,29,29,1,0,7.5141733333333333,1127.126,150,150,19,4335.400000000000000000,1,178837,75,1254.4368105603514,1254.4368105603514,8.362912070402343,8,,,,
86,cobra,legendary,29,29,1,0,28.4099000000000000,284.099,10,10,22,102000.000000000000000000,1,272996,72,1253.2164380164409,1253.2164380164409,125.32164380164409,9,100.000000000000000000,,,
87,clock,common,29,29,1,0,2.3660405780989439,4256.507,1799,2000,4,124.198000000000000000,0,31738,10,115.26983134010585,115.26983134010585,0.06407439207343293,43,,,,
88,ladybug,rare,29,29,1,0,9.2228066666666667,1383.421,150,150,12,5430.000000000000000000,0,420174,133,692.1830327372796,692.1830327372796,4.6145535515818645,18,,,,
89,dragon,epic,29,29,1,100.000000000000000000,15.3590800000000000,767.954,50,50,23,13000,0,41221,27,87.12953571828183,87.12953571828183,1.7425907143656365,46,,,,
90,virus,common,24,29,1,0,2.3651425000000000,4730.285,2000,2000,6,155,0,185434,83,280.43336170765735,280.43336170765735,0.14021668085382868,34,,,,
91,cougar,rare,29,29,1,0,8.4123333333333333,1261.850,150,150,7,3000,0,348304,130,754.2044770097121,754.2044770097121,5.028029846731414,15,,,,
92,botroyale,legendary,29,29,1,0,12.5856000000000000,125.856,10,10,29,60000,0,5373,4,284.946690341748,284.946690341748,28.4946690341748,33,,,,
93,mummy,epic,29,24,1,0,12.7893800000000000,639.469,50,50,8,15771.600000000000000000,2,340788,193,1593.5701649976506,1593.5701649976506,31.871403299953013,6,,,,
