id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.5465000000000000,305.465,10,10,22,56400.000000000000000000,0,591598,132,77.66736672275763,77.66736672275763,7.766736672275764,60,,,,
4,8ball,common,29,29,1,0,4.1967046342825237,15032.596,3313,3582,5,244.000000000000000000,0,457703,474,69.14617802836555,69.14617802836555,0.02087116753044538,62,,,,
7,alien,common,29,29,1,0,4.6875520000000000,9375.104,2000,2000,23,216.000000000000000000,0,711309,361,576.4717632000447,576.4717632000447,0.2882358816000224,25,,,,
8,angel,epic,29,29,1,0,17.9893000000000000,899.465,50,50,16,28500,0,1494817,248,361.0658717606139,361.0658717606139,7.221317435212278,33,,,,
9,banana,rare,29,29,1,0,7.9565666666666667,1193.485,150,150,20,2207.600000000000000000,0,480169,226,192.8773282428404,192.8773282428404,1.2858488549522693,52,,,,
11,basketball,common,29,29,1,0,3.5939679656538970,10882.535,2829,4275,4,100,0,611131,367,223.06146852174768,223.06146852174768,0.07884816844176305,43,,,,
12,beachball,common,29,29,1,0,3.6002709880068532,12608.149,3268,3502,21,137.800000000000000000,0,540735,355,58.82431356895119,58.82431356895119,0.018000095951331455,66,,,,
13,bomb,uncommon,29,29,1,0,5.1299233333333333,3077.954,600,600,14,1210.000000000000000000,0,1495554,385,475.44618528480345,475.44618528480345,0.7924103088080058,29,,,,
14,shades,epic,29,29,1,0,14.8374400000000000,741.872,50,50,32,13240.000000000000000000,0,1677131,288,345.87393470599045,345.87393470599045,6.917478694119809,35,,,,
15,bowling,common,29,29,1,0,2.9352605000000000,5870.521,1998,2000,21,196.400000000000000000,0,419714,259,78.76968644302879,78.76968644302879,0.0394242674890034,59,,,,
17,ninja,rare,29,29,1,0,10.4460400000000000,1044.604,100,100,24,5000,0,34559,37,8.778135605862003,8.778135605862003,0.08778135605862003,85,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4234800000000000,1413.522,150,150,22,4685.000000000000000000,0,1837590,347,538.1868414037606,538.1868414037606,3.5879122760250706,27,,,,
19,button,common,29,21,1,0,3.8229964125560538,12787.923,3087,3345,11,119.600000000000000000,0,174882,163,22.042582917755155,22.042582917755155,0.007140454459914207,79,,,,
20,cat,uncommon,29,29,1,0,5.1555950000000000,3093.357,600,600,8,1225,1,2464295,528,1203.1934917113979,1203.1934917113979,2.0053224861856633,13,,,,
21,cherry,rare,29,29,1,0,10.1895300000000000,1018.953,98,100,32,3662.000000000000000000,0,141829,76,26.1841613956198,26.1841613956198,0.2671853203634673,77,,,,
22,egg,rare,29,29,1,0,13.7428200000000000,1374.282,100,100,15,8000,2,2813405,444,1490.725935929507,1490.725935929507,14.90725935929507,10,,,,
23,coconut,rare,29,29,1,0,6.9175138888888889,1992.244,275,288,23,1660.000000000000000000,0,347501,232,67.17514215274888,67.17514215274888,0.2442732441918141,63,,,,
24,cute,uncommon,29,29,1,0,5.6635690607734807,4100.424,707,724,10,522.000000000000000000,0,301963,418,165.4442618258574,165.4442618258574,0.23400885689654513,55,,,,
25,devil,epic,29,29,1,0,14.0807283950617284,1140.539,80,81,17,8440.000000000000000000,1,2547625,726,756.8410236836461,756.8410236836461,9.460512796045576,19,,,,
26,revolver,uncommon,29,29,1,0,4.0257300000000000,2415.438,600,600,27,940,0,717535,435,414.32406839438175,414.32406839438175,0.6905401139906363,31,,,,
27,disguise,epic,29,29,1,0,12.0481486486486486,891.563,73,74,25,8000,0,121318,58,9.862550422486894,9.862550422486894,0.13510343044502596,84,,,,
28,dog,uncommon,29,29,1,0,4.8807050000000000,2928.423,600,600,32,715,0,985812,550,452.41727681249944,452.41727681249944,0.7540287946874991,30,,,,
29,donut,uncommon,29,24,1,0,5.4609222520107239,4073.848,686,746,9,350,0,415759,250,204.14506673839654,204.14506673839654,0.29758756084314364,47,,,,
30,baseball,epic,29,29,1,0,9.6380428571428571,674.663,69,70,29,6718.800000000000000000,0,14448,25,1.6543832254315014,1.6543832254315014,0.023976568484514512,86,,,,
31,bowie,rare,29,29,1,0,7.7924143302180685,2501.365,317,321,7,1535,0,349994,132,47.72971157864738,47.72971157864738,0.15056691349731036,68,,,,
32,eyeball,rare,29,29,1,0,7.0018034482758621,2030.523,277,290,23,1500,0,144241,146,26.770148536211213,26.770148536211213,0.09664313550978777,76,,,,
33,eyeball2,epic,29,29,1,0,10.3375866666666667,775.319,71,75,23,6360.000000000000000000,0,62476,31,12.077185910645262,12.077185910645262,0.1701012100090882,83,,,,
34,discoball,epic,29,29,1,0,13.8614905660377358,734.659,53,53,18,8749.332000000000000000,0,156157,45,17.04904107058595,17.04904107058595,0.3216800201997349,81,,,,
35,fishcake,uncommon,29,29,1,0,5.3307768707482993,3918.121,685,735,18,353.428571428560000000,0,264977,169,28.82574669026414,28.82574669026414,0.042081382029582684,74,,,,
36,floater,rare,29,29,1,0,8.4892533333333333,1273.388,150,150,33,3300,0,200202,243,20.457314818470234,20.457314818470234,0.13638209878980156,80,,,,
37,fox,uncommon,29,29,1,0,5.9731616161616162,4730.744,720,792,30,380,0,299362,434,193.0480551075359,193.0480551075359,0.2681222987604665,51,,,,
38,fox777,legendary,29,29,1,0,30.8473571428571429,431.863,14,14,7,150685.600000000000000000,0,1315172,354,218.73224942220955,218.73224942220955,15.623732101586397,44,,,,
40,gamer,rare,19,29,1,0,10.0536800000000000,1005.368,99,100,21,3900.000000000000000000,0,2050767,982,725.093655826173,725.093655826173,7.324178341678515,21,,,,
41,xmasball,epic,29,29,1,0,10.7598166666666667,645.589,60,60,26,6980.000000000000000000,0,114138,51,15.306495015448196,15.306495015448196,0.2551082502574699,82,,,,
42,derp,uncommon,29,29,1,0,7.0317642857142857,2953.341,420,420,15,1300,0,303771,136,700.8860360960882,700.8860360960882,1.6687762764192577,22,,,,
43,moneybag,legendary,29,24,1,0,18.5967000000000000,185.967,10,10,8,41000.138000000000000000,0,617596,274,125.58916822303476,125.58916822303476,12.558916822303477,57,,,,
44,moon,uncommon,29,24,1,0,5.9207750000000000,3552.465,600,600,29,7783.000000000000000000,1,4431711,1488,1457.9592060122188,1457.9592060122188,2.4299320100203645,11,200.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3527787839586028,4910.698,739,773,25,650.000000000000000000,0,408464,135,33.20609304283524,33.20609304283524,0.044933820085027394,73,,,,
46,opencan,uncommon,29,24,1,0,4.9280933333333333,2956.856,600,600,31,555.000000000000000000,0,1546195,462,542.7234675935897,542.7234675935897,0.9045391126559829,26,,,,
