id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,24,1,300.000000000000000000,29.7754000000000000,297.754,10,10,26,63900.000000000000000000,0,543224,115,307.10374644925264,307.10374644925264,30.710374644925263,35,,,,
4,8ball,common,29,29,1,0,4.1678641562064156,14941.793,3316,3585,12,116.200000000000000000,0,353799,328,183.44045617563455,183.44045617563455,0.055319799811711264,44,,,,
7,alien,common,29,29,1,0,4.6555840000000000,9311.168,2000,2000,18,220.000000000000000000,0,533916,223,424.05013681514714,424.05013681514714,0.21202506840757357,28,,,,
8,angel,epic,29,24,1,0,17.7798600000000000,888.993,50,50,14,34480.000000000000000000,2,3138013,1123,2733.041824453804,2733.041824453804,54.66083648907608,7,,,,
9,banana,rare,29,29,1,0,7.8990266666666667,1184.854,150,150,11,2237.600000000000000000,0,33269,16,7.181775232903033,7.181775232903033,0.047878501552686886,79,,,,
11,basketball,common,29,29,1,0,3.9160716510903427,10056.472,2369,4287,6,142.400000000000000000,0,147833,154,35.88020460052156,35.88020460052156,0.015145717433736411,64,,,,
12,beachball,common,29,29,1,0,3.5891199772014819,12594.222,3275,3509,12,130,0,794037,422,348.862949586575,348.862949586575,0.10652303804170228,33,,,,
13,bomb,uncommon,29,29,1,0,5.0706366666666667,3042.382,600,600,8,920.476000000000000000,0,871908,361,542.3897866866606,542.3897866866606,0.903982977811101,25,,,,
14,shades,epic,29,29,1,0,14.7064800000000000,735.324,50,50,24,12500,0,254105,136,181.76526161021783,181.76526161021783,3.635305232204357,45,,,,
15,bowling,common,29,24,1,0,3.2354934251721979,5167.083,1595,2000,31,161.000000000000000000,0,221084,301,60.015112724015935,60.015112724015935,0.037627029921013126,57,,,,
17,ninja,rare,29,29,1,0,10.4191500000000000,1041.915,100,100,28,5650.000000000000000000,0,400,1,0.14727286614403987,0.14727286614403987,0.0014727286614403987,86,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3286133333333333,1399.292,150,150,20,3459.600000000000000000,0,2249442,504,880.324615343612,880.324615343612,5.868830768957413,18,,,,
19,button,common,29,29,1,0,3.8252676014319809,12822.297,3094,3352,31,130,0,1588135,289,680.3454355237197,680.3454355237197,0.21989186668510657,22,,,,
20,cat,uncommon,29,29,1,0,5.1313966666666667,3078.838,600,600,30,1075.400000000000000000,1,2240887,540,1181.1661217235535,1181.1661217235535,1.9686102028725891,14,,,,
21,cherry,rare,29,24,1,0,10.1345800000000000,1013.458,98,100,15,3962.000000000000000000,0,1148111,1236,466.11529994653944,466.11529994653944,4.7562785708830555,27,,,,
22,egg,rare,24,17,1,0,13.6349000000000000,1363.490,100,100,14,6960.000000000000000000,1,2319196,1174,1092.8769572089518,1092.8769572089518,10.928769572089518,16,,,,
23,coconut,rare,29,29,1,0,6.8501003460207612,1979.679,276,289,21,1495,0,18344,19,5.187036112784528,5.187036112784528,0.01879360910429177,80,,,,
24,cute,uncommon,29,29,1,0,5.6379270976616231,4098.773,710,727,23,790,0,57524,60,13.634055559574229,13.634055559574229,0.0192028951543299,72,,,,
25,devil,epic,29,29,1,0,13.8814938271604938,1124.401,80,81,27,9500,2,2013578,533,1753.6083201663803,1753.6083201663803,21.920104002079754,11,,,,
26,revolver,uncommon,29,29,1,0,3.9357266666666667,2361.436,600,600,11,1663.800000000000000000,0,1054089,619,956.8293494298997,956.8293494298997,1.5947155823831662,17,,,,
27,disguise,epic,29,29,1,0,12.1250933333333333,909.382,74,75,29,8000,0,438091,104,56.60736244644561,56.60736244644561,0.7649643573844002,58,,,,
28,dog,uncommon,29,29,1,0,4.7161133333333333,2829.668,600,600,23,635.000000000000000000,0,202303,161,154.08764043354546,154.08764043354546,0.2568127340559091,48,,,,
29,donut,uncommon,29,24,1,0,5.4381890812250333,4084.080,691,751,9,711.047619047540000000,0,370490,165,173.63253540650538,173.63253540650538,0.25127718582707004,47,,,,
30,baseball,epic,29,29,1,0,9.6078571428571429,672.550,69,70,17,6718.800000000000000000,0,15546,21,2.8888859672771954,2.8888859672771954,0.041867912569234715,84,,,,
31,bowie,rare,29,29,1,0,7.7845487804878049,2553.332,324,328,23,1700,0,397059,313,94.10897132377761,94.10897132377761,0.29045978803635064,51,,,,
32,eyeball,rare,29,29,1,0,6.9914143835616438,2041.493,279,292,23,1500,0,304981,164,72.28509663122361,72.28509663122361,0.2590863678538481,52,,,,
33,eyeball2,epic,29,29,1,0,10.6700789473684211,810.926,72,76,8,6640.000000000000000000,0,62926,28,20.45358154521336,20.45358154521336,0.28407752146129667,68,,,,
34,discoball,epic,29,29,1,0,13.8254528301886792,732.749,53,53,23,8709.332000000000000000,0,265861,87,63.01306663521249,63.01306663521249,1.188925785570047,54,,,,
35,fishcake,uncommon,29,24,1,0,5.3202978436657682,3947.661,692,742,20,464.380952380940000000,0,17886,14,3.00990687758007,3.00990687758007,0.004349576412687962,83,,,,
36,floater,rare,29,29,1,0,8.4995000000000000,1274.925,150,150,23,4900,0,45698,25,10.831115203418104,10.831115203418104,0.07220743468945402,76,,,,
37,fox,uncommon,29,29,1,0,5.9312587939698492,4721.282,724,796,23,655.712380952380954000,0,156702,65,55.736359162295194,55.736359162295194,0.07698392149488287,59,,,,
38,fox777,legendary,29,29,1,0,30.5965714285714286,428.352,14,14,18,85000,0,831718,283,199.45173693622004,199.45173693622004,14.246552638301432,42,,,,
40,gamer,rare,29,29,1,0,9.5300700000000000,953.007,99,100,10,3650.000000000000000000,0,21206,9,3.213072147936496,3.213072147936496,0.03245527422158077,82,,,,
41,xmasball,epic,29,29,1,0,10.7303000000000000,643.818,60,60,17,6980.000000000000000000,0,12791,17,2.3769291398071917,2.3769291398071917,0.039615485663453194,85,,,,
42,derp,uncommon,29,29,1,0,6.9747142857142857,2929.380,420,420,10,1380.000000000000000000,0,561438,164,185.19095826438405,185.19095826438405,0.4409308530104382,43,,,,
43,moneybag,legendary,29,24,1,0,17.5060000000000000,175.060,10,10,12,39813.280000000000000000,0,78892,91,17.28687394891209,17.28687394891209,1.728687394891209,69,,,,
44,moon,uncommon,19,29,1,0,5.7270266666666667,3436.216,600,600,19,5000,1,4642783,1918,1945.7908966697573,1945.7908966697573,3.2429848277829287,9,200.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3108337628865979,4897.207,742,776,21,1076.000000000000000000,0,330661,131,226.0385935610796,226.0385935610796,0.30463422312813965,40,,,,
46,opencan,uncommon,29,24,1,0,4.9051750000000000,2943.105,600,600,15,800,1,2564343,586,1655.825786601685,1655.825786601685,2.7597096443361417,12,,,,
47,candyswirl,rare,29,29,1,0,10.6345600000000000,1063.456,100,100,14,7881.400000000000000000,0,1586039,1006,262.1479862140044,262.1479862140044,2.6214798621400437,38,,,,
48,royman,epic,29,29,1,0,12.3351400000000000,616.757,50,50,16,7600,0,19704,11,4.216189320407487,4.216189320407487,0.08432378640814975,81,,,,
49,panda,uncommon,29,29,1,0,5.3571783333333333,3214.307,599,600,21,879.998000000000000000,0,497103,213,361.95350091628825,361.95350091628825,0.6042629397600805,32,,,,
50,melon,rare,29,29,1,0,6.9818394160583942,1913.024,270,274,22,1820.000000000000000000,0,382911,118,103.39764693598396,103.39764693598396,0.3829542479110517,49,,,,
51,casinochip,uncommon,21,29,1,0,4.8763083333333333,2925.785,600,600,25,3000,3,5837769,1760,3478.06829588871,3478.06829588871,5.79678049314785,5,200.000000000000000000,199,,
