id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.7667000000000000,327.667,10,10,11,62640.000000000000000000,0,2371396,428,811.8312252160719,811.8312252160719,81.18312252160719,23,,,,
4,8ball,common,24,29,1,0,4.1624049079754601,14926.384,3317,3586,12,117.000000000000000000,0,590544,494,336.8566698880146,336.8566698880146,0.10155461859753229,35,100.000000000000000000,,,
7,alien,common,29,29,1,0,4.6286730000000000,9257.346,2000,2000,31,222.000000000000000000,0,332503,242,79.05379598998957,79.05379598998957,0.039526897994994786,53,,,,
8,angel,epic,29,29,1,0,17.7409200000000000,887.046,50,50,17,18618.000000000000000000,0,144953,40,34.29191404526171,34.29191404526171,0.6858382809052342,66,,,,
9,banana,rare,29,29,1,0,7.8953533333333333,1184.303,150,150,4,2011.200000000000000000,0,45773,31,14.775192544535026,14.775192544535026,0.0985012836302335,76,,,,
11,basketball,common,29,29,1,0,3.9088405627198124,10002.723,2360,4288,31,149,0,162890,200,38.727689160126076,38.727689160126076,0.016410037779714438,65,,,,
12,beachball,common,29,29,1,0,3.5986781838949172,12602.571,3268,3512,31,130.600000000000000000,0,256703,190,61.0320706640791,61.0320706640791,0.01867566421789446,59,,,,
13,bomb,uncommon,29,29,1,0,5.0606200000000000,3036.372,600,600,15,788.000000000000000000,0,1904907,528,630.5453287523782,630.5453287523782,1.0509088812539635,25,,,,
14,shades,epic,29,29,1,0,14.6568800000000000,732.844,50,50,11,12064.000000000000000000,0,593240,100,189.96843042739016,189.96843042739016,3.799368608547803,46,,,,
15,bowling,common,29,29,1,0,3.3285660501981506,5039.449,1512,2000,14,142.600000000000000000,0,64058,69,14.897744413370308,14.897744413370308,0.009853005564398352,75,,,,
17,ninja,rare,29,29,1,0,10.4160900000000000,1041.609,100,100,15,5590.000000000000000000,0,9055,22,2.9694311720317454,2.9694311720317454,0.029694311720317456,85,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.3097866666666667,1396.468,150,150,31,3333,0,2047765,505,1010.7729039043338,1010.7729039043338,6.738486026028892,17,,,,
