id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.8438000000000000,308.438,10,10,30,56400.000000000000000000,0,998109,99,208.19915472655276,208.19915472655276,20.819915472655275,36,,,,
4,8ball,common,29,29,1,0,4.2019332029066518,15034.517,3309,3578,30,110,0,332018,262,35.27409549226037,35.27409549226037,0.010660046990710296,62,,,,
7,alien,common,29,29,1,0,4.7077180000000000,9415.436,2000,2000,28,200.000000000000000000,0,197375,101,32.00469549237376,32.00469549237376,0.016002347746186883,63,,,,
8,angel,epic,29,29,1,0,15.2656400000000000,763.282,50,50,18,10400,1,582317,128,719.0133643757559,719.0133643757559,14.38026728751512,19,,,,
9,banana,rare,29,29,1,0,7.9570266666666667,1193.554,150,150,9,2000,0,535931,84,155.38110975313194,155.38110975313194,1.0358740650208795,42,,,,
11,basketball,common,29,29,1,0,3.2204532835024026,12063.818,3548,4239,7,83.000000000000000000,0,385960,243,68.26635160375295,68.26635160375295,0.019240798084485047,50,,,,
12,beachball,common,29,29,1,0,3.6079136896256073,12624.090,3265,3499,13,117.800000000000000000,0,1073446,234,519.1091810578439,519.1091810578439,0.15899209220760915,24,,,,
13,bomb,uncommon,29,21,1,0,5.2484616666666667,3149.077,600,600,5,1200,2,4508068,993,2002.2163716957689,2002.2163716957689,3.3370272861596146,8,,,,
14,shades,epic,29,24,1,0,14.9757800000000000,748.789,50,50,7,11111,0,68103,28,18.164675258863436,18.164675258863436,0.3632935051772687,68,,,,
15,bowling,common,29,29,1,0,2.9536430000000000,5907.286,1998,2000,11,210,1,750869,209,547.7153228078532,547.7153228078532,0.2741317931971237,23,,,,
17,ninja,rare,29,29,1,0,10.4823200000000000,1048.232,100,100,21,5020.000000000000000000,0,3427,6,1.3023353898639822,1.3023353898639822,0.013023353898639822,84,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6317066666666667,1444.756,150,150,28,7120.000000000000000000,0,1736574,430,600.5099187163198,600.5099187163198,4.003399458108799,22,,,,
19,button,common,29,29,1,0,3.8310960790182580,12799.692,3084,3341,30,100,0,345732,147,36.79722399988682,36.79722399988682,0.011931654993478216,59,,,,
20,cat,uncommon,29,29,1,0,5.1793800000000000,3107.628,600,600,9,932.600000000000000000,0,938974,182,264.4299773382796,264.4299773382796,0.4407166288971327,32,,,,
21,cherry,rare,29,29,1,0,10.2357100000000000,1023.571,98,100,15,3200.000000000000000000,0,365087,70,302.24866756429185,302.24866756429185,3.0841700771866516,29,,,,
22,egg,rare,29,29,1,0,13.9070200000000000,1390.702,100,100,24,7720.000000000000000000,0,3417612,667,1127.1129323537812,1127.1129323537812,11.271129323537812,14,,,,
23,coconut,rare,29,29,1,0,6.9916853146853147,1999.622,274,286,25,1580,0,71596,37,14.065965656370906,14.065965656370906,0.05133564108164564,73,,,,
24,cute,uncommon,29,29,1,0,5.6707282758620690,4111.278,708,725,25,544.000000000000000000,0,66305,32,13.12321080095205,13.12321080095205,0.018535608475920975,75,,,,
25,devil,epic,29,24,1,0,14.2961463414634146,1172.284,81,82,27,8002.400000000000000000,2,3309029,1117,1379.5823062428628,1379.5823062428628,17.031880323985963,11,,,,
26,revolver,uncommon,29,24,1,0,4.1096050000000000,2465.763,600,600,7,895,0,485705,195,400.439244445515,400.439244445515,0.667398740742525,26,,,,
27,disguise,epic,29,29,1,0,12.2455270270270270,906.169,73,74,14,8000,0,233491,52,147.57021819762798,147.57021819762798,2.021509838323671,45,,,,
28,dog,uncommon,29,29,1,0,4.9834500000000000,2990.070,600,600,28,550,0,1167673,410,377.7988783811312,377.7988783811312,0.6296647973018853,27,,,,
29,donut,uncommon,29,29,1,0,5.4959638069705094,4099.989,686,746,21,430,1,849097,267,788.5670427342318,788.5670427342318,1.1495146395542737,17,,,,
30,baseball,epic,29,29,1,0,9.6633857142857143,676.437,69,70,18,6718.800000000000000000,0,934,2,0.387514254162606,0.387514254162606,0.0056161486110522605,87,,,,
31,bowie,rare,29,29,1,0,7.8582721518987342,2483.214,312,316,23,1420,0,492972,133,297.9930635108821,297.9930635108821,0.9551059727912888,30,,,,
32,eyeball,rare,29,29,1,0,6.9974290657439446,2022.257,276,289,13,1500,0,68391,39,18.10498556912662,18.10498556912662,0.0655977738011834,69,,,,
33,eyeball2,epic,29,29,1,0,10.4548400000000000,784.113,71,75,5,5900,0,114543,47,17.16850465615435,17.16850465615435,0.24180992473456833,71,,,,
34,discoball,epic,29,29,1,0,14.0328867924528302,743.743,53,53,33,8740.000000000000000000,0,733910,134,154.7396988333664,154.7396988333664,2.9196169591201206,43,,,,
35,fishcake,uncommon,29,29,1,0,5.3580871934604905,3932.836,684,734,23,439,0,145172,45,13.236089556122584,13.236089556122584,0.019351008122986235,74,,,,
36,floater,rare,29,29,1,0,8.5228200000000000,1278.423,150,150,13,3300,0,4141,4,1.096237008403932,1.096237008403932,0.0073082467226928795,85,,,,
37,fox,uncommon,29,29,1,0,5.9714967989756722,4663.739,709,781,27,384,0,34093,25,14.14510007191191,14.14510007191191,0.019950775841906784,72,,,,
38,fox777,legendary,29,29,1,0,31.6409285714285714,442.973,14,14,14,104100.000000000000000000,0,790871,255,108.5899901674826,108.5899901674826,7.7564278691059,48,,,,
40,gamer,rare,29,29,1,0,10.2720400000000000,1027.204,99,100,29,4500,0,250197,84,56.27129334185605,56.27129334185605,0.5683969024429905,54,,,,
41,xmasball,epic,29,29,1,0,10.7809000000000000,646.854,60,60,30,8005.000000000000000000,0,106835,51,11.35031230811473,11.35031230811473,0.18917187180191217,76,,,,
42,derp,uncommon,29,29,1,0,7.0779023809523810,2972.719,420,420,7,1400,0,27278,26,7.275685530905787,7.275685530905787,0.017323060787870923,79,,,,
43,moneybag,legendary,29,29,1,0,19.0387000000000000,190.387,10,10,3,41000.138000000000000000,0,224313,81,36.75965180371018,36.75965180371018,3.675965180371018,60,,,,
44,moon,uncommon,19,19,1,0,6.1114333333333333,3666.860,600,600,22,8000,0,6949468,1959,3449.8980294562216,3449.8980294562216,5.749830049093703,5,300.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3714028497409326,4918.723,738,772,12,432.000000000000000000,0,313439,86,185.78170771533453,185.78170771533453,0.2517367313215915,37,,,,
46,opencan,uncommon,29,29,1,0,4.9929383333333333,2995.763,600,600,16,510.000000000000000000,0,506222,163,185.71002907941028,185.71002907941028,0.30951671513235046,38,,,,
47,candyswirl,rare,29,21,1,0,11.4537400000000000,1145.374,100,100,10,6850.000000000000000000,0,1805861,815,712.0282809025487,712.0282809025487,7.120282809025486,20,,,,
48,royman,epic,29,29,1,0,12.4718400000000000,623.592,50,50,17,6980,0,46383,23,6.53941549902866,6.53941549902866,0.1307883099805732,80,,,,
49,panda,uncommon,29,29,1,0,5.4599583333333333,3275.975,599,600,32,680,0,2862192,730,654.6858502435252,654.6858502435252,1.0929646915584728,21,,,,
50,melon,rare,29,29,1,0,7.0049191176470588,1905.338,268,272,5,1500,0,333983,49,50.059704133612684,50.059704133612684,0.18678994079706226,56,,,,
51,casinochip,uncommon,29,24,1,0,5.1078066666666667,3064.684,600,600,5,1262.200000000000000000,0,2009790,732,978.8978684378955,978.8978684378955,1.6314964473964924,15,,,,
