id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.8119000000000000,308.119,10,10,8,56400.000000000000000000,1,4085668,411,1846.9322112606199,1846.9322112606199,184.69322112606199,7,,,,
4,8ball,common,29,29,1,0,4.2015019564002236,15032.974,3309,3578,16,110,0,482742,236,55.68197773717664,55.68197773717664,0.016827433586333224,56,,,,
7,alien,common,29,29,1,0,4.7074125000000000,9414.825,2000,2000,17,205,0,218006,142,126.9551307018191,126.9551307018191,0.06347756535090955,50,,,,
8,angel,epic,29,29,1,0,15.2622400000000000,763.112,50,50,19,10400,0,270345,78,141.32772765737798,141.32772765737798,2.8265545531475595,49,,,,
9,banana,rare,29,29,1,0,7.9553666666666667,1193.305,150,150,14,1935.998000000000000000,0,404239,132,94.27909830840868,94.27909830840868,0.6285273220560579,54,,,,
11,basketball,common,29,29,1,0,3.2339517259978425,11991.493,3510,4239,32,82.542800000000000000,0,1325605,488,588.8070564812143,588.8070564812143,0.1677512981427961,24,,,,
12,beachball,common,29,29,1,0,3.6077053443841097,12623.361,3265,3499,20,100,0,334066,116,182.8279287493659,182.8279287493659,0.05599630283288389,41,,,,
13,bomb,uncommon,29,29,1,0,5.2400416666666667,3144.025,600,600,23,1200,0,2161906,427,351.5867514142642,351.5867514142642,0.5859779190237737,30,,,,
14,shades,epic,29,29,1,0,14.9748000000000000,748.740,50,50,7,11111,0,58344,28,10.790825672280132,10.790825672280132,0.21581651344560263,73,,,,
15,bowling,common,29,29,1,0,2.9532710000000000,5906.542,1998,2000,8,210,0,1148815,345,443.3954517097278,443.3954517097278,0.22191964550036428,27,,,,
17,ninja,rare,29,29,1,0,10.4760600000000000,1047.606,100,100,12,5020.000000000000000000,0,86181,29,17.698295702733784,17.698295702733784,0.17698295702733785,71,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.6288266666666667,1444.324,150,150,6,7120.000000000000000000,1,4337318,791,1740.903214721889,1740.903214721889,11.606021431479261,8,,,,
19,button,common,29,29,1,0,3.8308563304399880,12798.891,3084,3341,3,100,0,140185,127,29.044234904289127,29.044234904289127,0.009417715598018524,63,,,,
20,cat,uncommon,29,29,1,0,5.1790600000000000,3107.436,600,600,30,932.600000000000000000,0,523984,130,164.3428640780266,164.3428640780266,0.27390477346337766,46,,,,
21,cherry,rare,29,29,1,0,10.2335900000000000,1023.359,98,100,20,3200.000000000000000000,0,405577,82,264.03714811854553,264.03714811854553,2.694256613454546,36,,,,
22,egg,rare,29,29,1,0,13.9025500000000000,1390.255,100,100,3,7720.000000000000000000,0,1667497,342,604.4344565012622,604.4344565012622,6.044344565012621,23,,,,
23,coconut,rare,29,29,1,0,6.9914020979020979,1999.541,274,286,25,1580,0,93713,45,8.033131422894064,8.033131422894064,0.029317997893773956,74,,,,
24,cute,uncommon,29,29,1,0,5.6704234482758621,4111.057,708,725,13,544.000000000000000000,0,9715,18,1.0940012878556467,1.0940012878556467,0.001545199559118145,85,,,,
25,devil,epic,29,19,1,0,14.2729390243902439,1170.381,81,82,21,8002.400000000000000000,1,3859419,1143,919.7516418371755,919.7516418371755,11.354958541199698,16,,,,
26,revolver,uncommon,29,21,1,0,4.1089700000000000,2465.382,600,600,28,895,1,2431082,598,1420.0416275441928,1420.0416275441928,2.366736045906988,11,,,,
27,disguise,epic,29,29,1,0,12.2442567567567568,906.075,73,74,14,8000,0,100840,48,23.518523134630584,23.518523134630584,0.32217154978946005,67,,,,
28,dog,uncommon,29,29,1,0,4.9616833333333333,2977.010,600,600,24,555,0,263519,129,19.347783501771325,19.347783501771325,0.032246305836285544,69,,,,
29,donut,uncommon,29,29,1,0,5.4950777479892761,4099.328,686,746,25,430,0,389262,220,33.36775905091704,33.36775905091704,0.04864104817917935,60,,,,
30,baseball,epic,29,29,1,0,9.6632285714285714,676.426,69,70,18,6718.800000000000000000,0,1583,2,0.6380841307457388,0.6380841307457388,0.00924759609776433,87,,,,
