id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,RankPrize,bets,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.5307000000000000,305.307,10,10,23,56400.000000000000000000,0,818681,199,220.688789508712,220.688789508712,22.068878950871202,39,,,,
4,8ball,common,21,29,1,0,4.1964376221043818,15035.836,3314,3583,12,234.000000000000000000,0,1224409,825,326.4957632629027,326.4957632629027,0.09852014582465381,31,,,,
7,alien,common,29,19,1,0,4.6869030000000000,9373.806,2000,2000,9,220,0,382726,320,79.50862366072022,79.50862366072022,0.03975431183036011,56,,,,
8,angel,epic,29,29,1,0,17.9869400000000000,899.347,50,50,14,28500,3,3406284,436,1772.721407215079,1772.721407215079,35.45442814430158,11,,,,
9,banana,rare,29,29,1,0,7.9542733333333333,1193.141,150,150,20,2207.600000000000000000,0,194206,93,17.24901753346297,17.24901753346297,0.11499345022308645,79,,,,
11,basketball,common,29,24,1,0,3.6096634422948632,10821.771,2799,4276,29,100,0,587533,395,98.75250655670537,98.75250655670537,0.03528135282483222,48,,,,
12,beachball,common,29,29,1,0,3.6000691033695031,12607.442,3268,3502,18,143.800000000000000000,0,439188,254,53.79204846207981,53.79204846207981,0.016460235147515243,59,,,,
13,bomb,uncommon,29,24,1,0,5.1293966666666667,3077.638,600,600,10,1210.000000000000000000,1,5575481,1249,2879.588576195937,2879.588576195937,4.799314293659895,4,,,,
14,shades,epic,29,29,1,0,14.8332400000000000,741.662,50,50,4,13240.000000000000000000,0,235650,141,20.1591247462206,20.1591247462206,0.403182494924412,76,,,,
15,bowling,common,29,29,1,0,2.9347695000000000,5869.539,1998,2000,19,200,0,890889,507,205.6473564664694,205.6473564664694,0.10292660483807277,41,,,,
17,ninja,rare,29,29,1,0,10.4451000000000000,1044.510,100,100,24,5000,0,6510,11,1.8278424101428936,1.8278424101428936,0.018278424101428936,86,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4229533333333333,1413.443,150,150,20,4685.000000000000000000,1,2317843,416,1014.349065901605,1014.349065901605,6.7623271060107,19,,,,
19,button,common,29,29,1,0,3.8227446935724963,12787.081,3087,3345,11,115,0,209412,221,26.793823840457385,26.793823840457385,0.008679567165681044,73,,,,
20,cat,uncommon,29,29,1,0,5.1547316666666667,3092.839,600,600,31,1225,1,2437982,617,1506.3066879377454,1506.3066879377454,2.510511146562909,13,,,,
21,cherry,rare,29,29,1,0,10.1870000000000000,1018.700,98,100,11,3662.000000000000000000,0,302237,142,38.670586862588195,38.670586862588195,0.394597825128451,68,,,,
22,egg,rare,29,29,1,0,13.7405200000000000,1374.052,100,100,29,8000,0,1409084,355,371.8023107515936,371.8023107515936,3.7180231075159362,29,,,,
23,coconut,rare,29,29,1,0,6.9141875000000000,1991.286,275,288,23,1400,0,580363,371,138.48318334058752,138.48318334058752,0.5035752121475909,44,,,,
24,cute,uncommon,29,29,1,0,5.6610441988950276,4098.596,707,724,14,522.000000000000000000,0,216674,250,43.05016415214078,43.05016415214078,0.06089132129015669,63,,,,
25,devil,epic,29,24,1,0,14.0654074074074074,1139.298,80,81,29,8440.000000000000000000,0,694704,274,90.8542840599827,90.8542840599827,1.1356785507497837,50,,,,
26,revolver,uncommon,29,24,1,0,4.0054800000000000,2403.288,600,600,27,940,0,1147328,558,822.5387810786947,822.5387810786947,1.370897968464491,22,,,,
27,disguise,epic,29,29,1,0,12.0473243243243243,891.502,73,74,25,8000,0,149214,64,15.0000731266713,15.0000731266713,0.2054804537900178,82,,,,
28,dog,uncommon,29,29,1,0,4.8791183333333333,2927.471,600,600,32,720,1,1601117,606,1195.4542593225854,1195.4542593225854,1.9924237655376422,17,,,,
29,donut,uncommon,29,29,1,0,5.4598136729222520,4073.021,686,746,28,488,0,197669,118,40.66457875570106,40.66457875570106,0.05927781159723186,67,,,,
30,baseball,epic,29,29,1,0,9.6369571428571429,674.587,69,70,29,6718.800000000000000000,0,33664,35,5.663080489122588,5.663080489122588,0.08207363027713895,85,,,,
