id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.0483000000000000,300.483,10,10,9,63900.000000000000000000,0,765463,146,234.09832825005705,234.09832825005705,23.409832825005704,39,,,,
4,8ball,common,24,29,1,0,4.1783281250000000,14975.128,3315,3584,12,143.998000000000000000,0,800654,428,353.477667879179,353.477667879179,0.10662976406611735,30,0.000000000000000000,,,
7,alien,common,29,29,1,0,4.6588715000000000,9317.743,2000,2000,10,190,0,737014,427,293.6988341375636,293.6988341375636,0.1468494170687818,35,,,,
8,angel,epic,29,21,1,0,17.8845800000000000,894.229,50,50,31,30280.000000000000000000,1,3816148,1274,1661.0809009831075,1661.0809009831075,33.22161801966215,11,,,,
9,banana,rare,29,29,1,0,7.9191200000000000,1187.868,150,150,9,2000,0,120121,34,24.48362401985847,24.48362401985847,0.1632241601323898,70,,,,
11,basketball,common,29,29,1,0,3.8975085139318885,10071.162,2385,4283,31,150,0,332082,238,35.756767934742676,35.756767934742676,0.014992355528193994,64,,,,
12,beachball,common,29,29,1,0,3.5904543639475185,12588.133,3272,3506,24,115,0,529887,284,230.99358680573886,230.99358680573886,0.07059706198219402,40,,,,
13,bomb,uncommon,29,29,1,0,5.0794433333333333,3047.666,600,600,20,825.000000000000000000,0,1631611,533,905.8663090571426,905.8663090571426,1.5097771817619043,18,,,,
14,shades,epic,29,29,1,0,14.7164200000000000,735.821,50,50,25,10000,0,28296,11,5.995592479053103,5.995592479053103,0.11991184958106206,80,,,,
15,bowling,common,29,29,1,0,2.9672758801891750,5646.726,1901,2000,25,153.800000000000000000,0,98714,193,22.424964884248396,22.424964884248396,0.011796404463044922,72,,,,
17,ninja,rare,29,29,1,0,10.4217100000000000,1042.171,100,100,28,5650.000000000000000000,0,993,2,0.19671988769814366,0.19671988769814366,0.0019671988769814366,86,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3401000000000000,1401.015,150,150,7,3626.400000000000000000,1,2105375,406,1027.763296414213,1027.763296414213,6.851755309428087,15,,,,
19,button,common,24,29,1,0,3.8253927185914652,12818.891,3093,3351,26,120,0,67260,87,4.8448081773795995,4.8448081773795995,0.0015663783308695763,82,,,,
20,cat,uncommon,29,29,1,0,5.1375566666666667,3082.534,600,600,27,1075.400000000000000000,0,979791,424,429.1601004365971,429.1601004365971,0.7152668340609951,25,,,,
21,cherry,rare,29,29,1,0,10.1449300000000000,1014.493,98,100,28,3962.000000000000000000,0,143681,69,27.95409768832776,27.95409768832776,0.2852458947788547,68,,,,
22,egg,rare,29,29,1,0,13.6884300000000000,1368.843,100,100,23,6860.000000000000000000,0,3048420,715,1107.3077746538404,1107.3077746538404,11.073077746538404,13,,,,
23,coconut,rare,29,29,1,0,6.8828888888888889,1982.272,275,288,23,1568.523809523800000000,0,60922,25,24.546792876935363,24.546792876935363,0.08926106500703769,69,,,,
24,cute,uncommon,29,29,1,0,5.6419876033057851,4096.083,709,726,31,600,0,19961,29,2.1492909725471376,2.1492909725471376,0.00303144001769695,85,,,,
25,devil,epic,29,29,1,0,13.9196666666666667,1127.493,80,81,18,8640.000000000000000000,0,1362330,421,1053.7262281268434,1053.7262281268434,13.171577851585543,14,,,,
26,revolver,uncommon,29,24,1,0,3.9579733333333333,2374.784,600,600,7,1118.000000000000000000,0,1044195,676,675.3568931128268,675.3568931128268,1.1255948218547114,22,,,,
27,disguise,epic,29,29,1,0,12.1368133333333333,910.261,74,75,24,8000,0,476817,83,242.71602419083817,242.71602419083817,3.2799462728491644,36,,,,
28,dog,uncommon,29,29,1,0,4.7741516666666667,2864.491,600,600,5,680,0,370886,226,73.7592928905825,73.7592928905825,0.1229321548176375,53,,,,
29,donut,uncommon,29,29,1,0,5.4420173102529960,4086.955,691,751,19,494.380952380940000000,0,297394,188,212.7498769233885,212.7498769233885,0.30788694200200944,41,,,,
30,baseball,epic,29,29,1,0,9.6122571428571429,672.858,69,70,23,6718.800000000000000000,0,12144,20,5.051017911921068,5.051017911921068,0.0732031581437836,81,,,,
31,bowie,rare,29,29,1,0,7.7851261538461538,2530.166,321,325,31,1370,0,340077,197,36.61762567360918,36.61762567360918,0.1140736002293121,63,,,,
32,eyeball,rare,29,29,1,0,6.9903161512027491,2034.182,278,291,23,1420,0,74511,32,30.99113929801966,30.99113929801966,0.11147891833820021,67,,,,
33,eyeball2,epic,29,29,1,0,10.3153066666666667,773.648,71,75,23,6640.000000000000000000,0,108982,67,45.32856011832855,45.32856011832855,0.6384304242018105,60,,,,
34,discoball,epic,29,24,1,0,13.8352830188679245,733.270,53,53,5,8709.332000000000000000,0,262394,118,203.91240458513187,203.91240458513187,3.847403860096828,44,,,,
35,fishcake,uncommon,29,29,1,0,5.3223086253369272,3949.153,692,742,24,460,0,40646,26,9.776113794040405,9.776113794040405,0.014127332072312725,78,,,,
36,floater,rare,29,29,1,0,8.5061733333333333,1275.926,150,150,25,3800,0,67327,61,14.265806291956753,14.265806291956753,0.09510537527971169,75,,,,
37,fox,uncommon,29,29,1,0,5.9341446540880503,4717.645,723,795,23,450,0,40318,36,16.769346193415156,16.769346193415156,0.02319411645009012,74,,,,
38,fox777,legendary,29,29,1,0,30.6597857142857143,429.237,14,14,14,150000,0,884560,323,329.1966010345687,329.1966010345687,23.51404293104062,32,,,,
40,gamer,rare,29,29,1,0,9.5418700000000000,954.187,99,100,5,2720.000000000000000000,0,234940,117,48.00304731324991,48.00304731324991,0.48487926579040314,59,,,,
41,xmasball,epic,29,29,1,0,10.7362833333333333,644.177,60,60,23,6980.000000000000000000,0,25790,21,10.726758230273745,10.726758230273745,0.17877930383789575,77,,,,
42,derp,uncommon,29,29,1,0,6.9959357142857143,2938.293,420,420,29,1329.800000000000000000,0,491454,259,129.49504548835807,129.49504548835807,0.30832153687704306,46,,,,
