id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.7773000000000000,307.773,10,10,27,56400.000000000000000000,0,300520,45,187.8735626408485,187.8735626408485,18.78735626408485,39,,,,
4,8ball,common,29,29,1,0,4.1986520402459475,15022.777,3309,3578,30,98.000000000000000000,0,481473,411,71.69470220993534,71.69470220993534,0.02166657667269125,46,,,,
7,alien,common,29,29,1,0,4.7013315000000000,9402.663,2000,2000,25,191.800000000000000000,0,341147,178,46.588930615531595,46.588930615531595,0.023294465307765796,51,,,,
8,angel,epic,29,29,1,0,15.2500000000000000,762.500,50,50,7,10400,0,215214,49,45.20059887269326,45.20059887269326,0.9040119774538653,53,,,,
9,banana,rare,29,29,1,0,7.9386600000000000,1190.799,150,150,10,1900.000000000000000000,0,143224,54,13.899547657476734,13.899547657476734,0.09266365104984489,73,,,,
11,basketball,common,29,29,1,0,3.2670237963475374,11807.024,3416,4239,25,85,0,665310,309,281.0184283765244,281.0184283765244,0.08226534788539942,32,,,,
12,beachball,common,29,29,1,0,3.6053269505573021,12615.039,3265,3499,15,116.000000000000000000,0,562032,175,74.78292225318478,74.78292225318478,0.02290441722915307,42,,,,
13,bomb,uncommon,29,29,1,0,5.2352133333333333,3141.128,600,600,9,1498,0,1847822,455,861.7127346769032,861.7127346769032,1.436187891128172,12,,,,
14,shades,epic,29,29,1,0,14.9704600000000000,748.523,50,50,30,11111,0,201574,90,22.97007933491697,22.97007933491697,0.4594015866983394,65,,,,
15,bowling,common,29,29,1,0,2.9515680000000000,5903.136,1998,2000,11,176.800000000000000000,0,45509,60,8.676588183161456,8.676588183161456,0.004342636728309038,76,,,,
17,ninja,rare,29,29,1,0,10.4605500000000000,1046.055,100,100,31,4400,0,4008,5,0.96827347352755,0.96827347352755,0.0096827347352755,86,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.6175733333333333,1442.636,150,150,30,6720.000000000000000000,0,3426531,900,808.1200970502246,808.1200970502246,5.3874673136681634,13,,,,
19,button,common,29,29,1,0,3.8278344806944029,12788.795,3084,3341,19,79.998000000000000000,0,34318,66,6.000689816738841,6.000689816738841,0.0019457489678141508,79,,,,
20,cat,uncommon,29,29,1,0,5.1773100000000000,3106.386,600,600,20,893.600000000000000000,0,1004125,416,320.73799461374637,320.73799461374637,0.534563324356244,29,,,,
21,cherry,rare,29,29,1,0,10.2282200000000000,1022.822,98,100,19,3000.000000000000000000,0,98976,27,17.306494414055116,17.306494414055116,0.1765968817760726,70,,,,
22,egg,rare,29,29,1,0,13.8818700000000000,1388.187,100,100,8,7720.000000000000000000,0,1919038,524,489.6466741822342,489.6466741822342,4.896466741822342,21,,,,
23,coconut,rare,29,29,1,0,6.9636132404181185,1998.557,275,287,13,1580,0,167988,71,31.80212866455563,31.80212866455563,0.11564410423474775,62,,,,
24,cute,uncommon,29,29,1,0,5.6686648275862069,4109.782,708,725,20,544.000000000000000000,0,10717,11,1.0423447285542735,1.0423447285542735,0.0014722383171670529,85,,,,
25,devil,epic,29,24,1,0,14.2173292682926829,1165.821,81,82,6,7702.400000000000000000,2,2730207,1041,1422.7569482871877,1422.7569482871877,17.56490059613812,10,,,,
26,revolver,uncommon,29,29,1,0,4.1074083333333333,2464.445,600,600,22,832.000000000000000000,0,278570,166,42.50785153737011,42.50785153737011,0.07084641922895019,56,,,,
27,disguise,epic,29,29,1,0,12.2324324324324324,905.200,73,74,23,8000,0,62746,15,14.520975810526341,14.520975810526341,0.19891747685652522,72,,,,
28,dog,uncommon,29,24,1,0,4.9323100000000000,2959.386,600,600,6,555,0,417668,197,71.86731856954721,71.86731856954721,0.11977886428257868,45,,,,
29,donut,uncommon,29,29,1,0,5.4929798927613941,4097.763,686,746,31,430,0,187086,125,50.865938955903594,50.865938955903594,0.07414859906108395,50,,,,
30,baseball,epic,29,29,1,0,9.6611571428571429,676.281,69,70,25,6718.800000000000000000,0,110186,30,20.319074828896643,20.319074828896643,0.29447934534632814,67,,,,
31,bowie,rare,29,24,1,0,7.8611666666666667,2499.851,314,318,28,1420,0,229771,99,29.78986958836672,29.78986958836672,0.09487219614129529,63,,,,
32,eyeball,rare,29,29,1,0,6.9964325259515571,2021.969,276,289,13,1500,0,3095,5,0.5859203527442418,0.5859203527442418,0.0021228998287834847,87,,,,
33,eyeball2,epic,29,29,1,0,10.4454800000000000,783.411,71,75,5,6300,0,644280,330,339.74270524952317,339.74270524952317,4.7851085246411715,25,,,,
34,discoball,epic,29,29,1,0,14.0187358490566038,742.993,53,53,20,8740.000000000000000000,0,365388,110,35.53795424810945,35.53795424810945,0.6705274386435746,59,,,,
35,fishcake,uncommon,29,29,1,0,5.3636435374149660,3942.278,685,735,14,440,0,11360,24,3.0782673754323033,3.0782673754323033,0.004493820986032559,82,,,,
36,floater,rare,29,29,1,0,8.5157000000000000,1277.355,150,150,23,3300,0,86802,91,20.08812900113645,20.08812900113645,0.13392086000757633,68,,,,
37,fox,uncommon,29,29,1,0,5.9666181353767561,4671.862,711,783,29,389,0,56183,62,7.672662778134972,7.672662778134972,0.010791368183030904,77,,,,
38,fox777,legendary,29,24,1,0,31.6169285714285714,442.637,14,14,14,104100.000000000000000000,0,1311319,370,739.4002502542146,739.4002502542146,52.81430358958676,17,,,,
40,gamer,rare,29,29,1,0,10.2610900000000000,1026.109,99,100,22,5000,0,530431,123,236.3699973035573,236.3699973035573,2.3875757303389626,35,,,,
41,xmasball,epic,29,29,1,0,10.7764333333333333,646.586,60,60,30,8005.000000000000000000,0,50940,42,5.804795466283699,5.804795466283699,0.09674659110472832,80,,,,
42,derp,uncommon,29,29,1,0,7.0724833333333333,2970.443,420,420,13,980,0,387414,127,73.34057251392153,73.34057251392153,0.1746204107474322,43,,,,
43,moneybag,legendary,29,29,1,0,19.0113000000000000,190.113,10,10,13,41000.138000000000000000,0,397058,151,220.566152993917,220.566152993917,22.0566152993917,37,,,,
