id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,ZonePrize,RankPrize,bets,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,27.8099000000000000,278.099,10,10,5,59900.000000000000000000,0,120498,25,16.246777444491663,16.246777444491663,1.6246777444491662,72,,,,
4,8ball,common,29,29,1,0,4.2046509223029625,15044.241,3309,3578,14,100,0,432042,363,74.13189738373556,74.13189738373556,0.022403111932225918,50,,,,
7,alien,common,29,29,1,0,4.7112625000000000,9422.525,2000,2000,18,200,0,525892,168,166.81775092179285,166.81775092179285,0.08340887546089643,40,,,,
8,angel,epic,29,29,1,0,15.2756600000000000,763.783,50,50,28,10400,0,120179,33,17.897569428658866,17.897569428658866,0.3579513885731773,69,,,,
9,banana,rare,29,29,1,0,7.9903933333333333,1198.559,150,150,20,2000,1,1097205,202,502.0788909159685,502.0788909159685,3.3471926061064567,21,,,,
11,basketball,common,29,29,1,0,3.1823691793156676,12369.869,3689,4235,27,92.805238095238080000,0,472019,341,291.443793544577,291.443793544577,0.07900346802509542,29,,,,
12,beachball,common,29,29,1,0,3.6090657330665905,12628.121,3265,3499,11,118.800000000000000000,0,109675,105,24.78452029001517,24.78452029001517,0.007590970992347679,64,,,,
13,bomb,uncommon,29,29,1,0,5.2694333333333333,3161.660,600,600,6,1150.000000000000000000,0,3597300,951,1190.9629942334745,1190.9629942334745,1.9849383237224576,9,,,,
14,shades,epic,29,29,1,0,14.9812800000000000,749.064,50,50,30,11111,0,91688,49,13.910430015545447,13.910430015545447,0.27820860031090894,75,,,,
15,bowling,common,29,29,1,0,2.9570140000000000,5914.028,1998,2000,5,198.000000000000000000,0,103862,138,14.003741132133255,14.003741132133255,0.00700887944551214,74,,,,
17,ninja,rare,29,29,1,0,10.4871600000000000,1048.716,100,100,23,5020.000000000000000000,0,53375,21,24.61537206119297,24.61537206119297,0.24615372061192972,65,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.6550133333333333,1448.252,150,150,31,8720.000000000000000000,1,2660117,678,1460.9549127510302,1460.9549127510302,9.739699418340201,7,,,,
19,button,common,29,29,1,0,3.8352367554624364,12813.526,3084,3341,24,100,0,69151,129,8.403324834812684,8.403324834812684,0.0027248135002635164,77,,,,
20,cat,uncommon,29,29,1,0,5.1823316666666667,3109.399,600,600,20,988.000000000000000000,0,496014,151,156.4177975088861,156.4177975088861,0.26069632918147684,42,,,,
21,cherry,rare,29,29,1,0,10.2406700000000000,1024.067,98,100,6,3200.000000000000000000,0,30161,16,6.26169170049234,6.26169170049234,0.06389481327032999,80,,,,
22,egg,rare,29,29,1,0,13.9348700000000000,1393.487,100,100,13,7720.000000000000000000,1,1842883,384,747.4741619713858,747.4741619713858,7.474741619713858,15,,,,
23,coconut,rare,29,29,1,0,6.9568175438596491,1982.693,273,285,25,1500,0,10022,22,2.822193919926484,2.822193919926484,0.010337706666397377,81,,,,
24,cute,uncommon,29,29,1,0,5.6723255172413793,4112.436,708,725,22,449,0,355429,116,224.06020056396162,224.06020056396162,0.316469209836104,33,,,,
25,devil,epic,29,29,1,0,14.4412560975609756,1184.183,81,82,25,8502.400000000000000000,0,2094595,856,864.0914683332786,864.0914683332786,10.667795905349118,14,,,,
26,revolver,uncommon,29,29,1,0,4.1153316666666667,2469.199,600,600,31,888,0,2556062,503,882.5968725745472,882.5968725745472,1.4709947876242453,13,,,,
27,disguise,epic,29,29,1,0,12.2538378378378378,906.784,73,74,23,8000,0,206397,44,95.1857414016683,95.1857414016683,1.3039142657762781,47,,,,
28,dog,uncommon,29,29,1,0,4.9998816666666667,2999.929,600,600,19,536,0,286996,202,64.60009824381996,64.60009824381996,0.1076668304063666,51,,,,
29,donut,uncommon,29,29,1,0,5.5019892761394102,4104.484,686,746,27,400,0,102889,67,23.62676252517777,23.62676252517777,0.03444134478888888,67,,,,
30,baseball,epic,29,29,1,0,9.6951714285714286,678.662,69,70,26,6718.800000000000000000,1,1146275,136,588.5829627893618,588.5829627893618,8.53018786651249,18,,,,
31,bowie,rare,29,29,1,0,7.8714113924050633,2487.366,312,316,25,1420,0,116690,77,16.31195565154036,16.31195565154036,0.052281909139552434,71,,,,
32,eyeball,rare,29,29,1,0,7.0004394463667820,2023.127,276,289,14,1500,0,7912,17,1.3575799855109363,1.3575799855109363,0.004918768063445421,85,,,,
33,eyeball2,epic,29,29,1,0,10.4607733333333333,784.558,71,75,22,5990.000000000000000000,0,134620,23,27.19196033145026,27.19196033145026,0.3829853567809896,62,,,,
34,discoball,epic,29,29,1,0,14.0432641509433962,744.293,53,53,14,7900,0,69944,15,12.00133651498697,12.00133651498697,0.22644031160352776,76,,,,
35,fishcake,uncommon,29,29,1,0,5.3529754098360656,3918.378,682,732,24,400,0,13957,25,1.6960738777382922,1.6960738777382922,0.0024869118441910444,84,,,,
36,floater,rare,29,29,1,0,8.5279600000000000,1279.194,150,150,31,2880.000000000000000000,0,13891,7,2.627837703884336,2.627837703884336,0.017518918025895575,82,,,,
37,fox,uncommon,29,29,1,0,6.0036120358514725,4688.821,709,781,15,394,0,99125,76,24.161690425483375,24.161690425483375,0.03407854784976499,66,,,,
38,fox777,legendary,29,29,1,0,31.6935000000000000,443.709,14,14,8,104100.000000000000000000,0,827776,180,469.0799243699438,469.0799243699438,33.505708883567415,22,,,,
40,gamer,rare,29,29,1,0,10.2897900000000000,1028.979,99,100,33,4500,0,540669,65,221.18389412213835,221.18389412213835,2.2341807487084684,34,,,,
41,xmasball,epic,29,29,1,0,10.7865166666666667,647.191,60,60,14,8005.000000000000000000,0,38112,41,6.539444945373205,6.539444945373205,0.10899074908955342,79,,,,
42,derp,uncommon,29,24,1,0,7.0812690476190476,2974.133,420,420,15,1638.000000000000000000,0,1079145,304,364.0069354288831,364.0069354288831,0.8666831795925788,24,,,,
43,moneybag,legendary,29,29,1,0,19.0795000000000000,190.795,10,10,6,41000.138000000000000000,0,135676,41,28.16754362110005,28.16754362110005,2.816754362110005,61,,,,
44,moon,uncommon,29,21,1,0,6.1421650000000000,3685.299,600,600,6,8000,8,11443943,3490,9039.220529626346,12039.220529626346,20.065367549377243,1,1000,3000,1100.000000000000000000,224.54545454545456
45,bull,uncommon,29,24,1,0,6.3734857512953368,4920.331,738,772,7,432.000000000000000000,0,181649,38,74.5307377733141,74.5307377733141,0.10099015958443645,48,,,,
46,opencan,uncommon,29,29,1,0,4.9960633333333333,2997.638,600,600,21,537.000000000000000000,0,347811,135,175.0062537855818,175.0062537855818,0.29167708964263633,39,,,,
47,candyswirl,rare,29,24,1,0,11.5013000000000000,1150.130,100,100,22,6850.000000000000000000,0,1383832,782,534.4440647291989,534.4440647291989,5.3444406472919885,20,,,,
48,royman,epic,29,29,1,0,12.4830000000000000,624.150,50,50,3,6980,0,79021,34,19.350088833816937,19.350088833816937,0.3870017766763387,68,,,,
49,panda,uncommon,29,29,1,0,5.4724683333333333,3283.481,599,600,33,680.000000000000000000,0,575469,316,160.72991838076416,160.72991838076416,0.2683304146590387,41,,,,
50,melon,rare,29,29,1,0,7.0160738007380074,1901.356,267,271,33,1500,0,196414,62,31.298329379771157,31.298329379771157,0.11722220741487326,59,,,,
51,casinochip,uncommon,24,29,1,0,5.1561583333333333,3093.695,600,600,20,2540.000000000000000000,5,7074439,1834,3939.0998855135554,3939.0998855135554,6.565166475855926,4,,,,
52,pizza,rare,29,29,1,0,8.9461266666666667,1341.919,150,150,26,4000,0,1081379,196,329.49488501508125,329.49488501508125,2.1966325667672084,25,,,,
53,jackolantern,rare,29,29,1,0,9.6643466666666667,1449.652,150,150,22,2140.000000000000000000,0,340740,104,153.6801640173025,153.6801640173025,1.0245344267820167,43,,,,
54,waffle,uncommon,29,29,1,0,5.1544307270233196,3757.580,680,729,6,380,0,542865,151,259.75601185927576,259.75601185927576,0.38199413508717023,32,,,,
55,saturn,common,29,29,1,0,3.7393525000000000,7478.705,1996,2000,10,198,0,188563,152,118.27561143174745,118.27561143174745,0.059256318352578885,45,,,,
56,marble,rare,29,29,1,0,7.4262264808362369,2131.327,278,287,28,1440.000000000000000000,0,316506,151,51.046079649124444,51.046079649124444,0.1836189915436131,54,,,,
57,skull,uncommon,29,29,1,0,6.5723537519142420,4291.747,651,653,14,1000,0,175424,69,30.100115189366843,30.100115189366843,0.04623673608197672,60,,,,
