id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,ZonePrize,RankPrize,BetPrize
2,spy,legendary,29,29,1,300.000000000000000000,32.3045000000000000,323.045,10,10,7,129084.138000000000000000,2,5283431,764,2644.7977815165445,2644.7977815165445,264.47977815165444,4,,,,
4,8ball,common,29,24,1,0,4.1642450625869263,14970.461,3326,3601,30,94.200000000000000000,0,253405,206,153.3881207545077,153.3881207545077,0.04611789559666497,38,,,,
7,alien,common,29,29,1,0,4.6000855000000000,9200.171,2000,2000,8,190,0,218729,199,50.27685502059284,50.27685502059284,0.02513842751029642,57,,,,
8,angel,epic,29,29,1,0,17.4291200000000000,871.456,50,50,32,16000,0,417595,83,81.37863322537058,81.37863322537058,1.6275726645074116,51,,,,
9,banana,rare,29,29,1,0,7.8325533333333333,1174.883,150,150,7,2003.800000000000000000,0,351165,127,111.32409322313421,111.32409322313421,0.7421606214875615,46,,,,
11,basketball,common,29,24,1,0,3.9173511600471884,9961.824,2344,4300,23,115.780800000000000000,0,86657,55,20.885486210058367,20.885486210058367,0.008910190362652887,66,,,,
12,beachball,common,29,24,1,0,3.6186501879155825,12516.911,3223,3520,23,109.400000000000000000,0,142236,113,34.183488882405065,34.183488882405065,0.010606108868260957,64,,,,
13,bomb,uncommon,24,24,1,0,5.0191966666666667,3011.518,600,600,29,800,0,1365095,592,790.3952582192669,790.3952582192669,1.317325430365445,13,,,,
14,shades,epic,29,29,1,0,14.5586800000000000,727.934,50,50,10,12510.000000000000000000,0,396824,78,182.13934040872533,182.13934040872533,3.6427868081745065,34,,,,
15,bowling,common,29,29,1,0,3.6716469155844156,4523.469,1230,2000,12,139.700000000000000000,0,40879,32,59.63795826773706,59.63795826773706,0.04848614493311956,54,,,,
17,ninja,rare,29,29,1,0,10.2188700000000000,1021.887,100,100,8,4500,0,190012,87,43.67599072904318,43.67599072904318,0.4367599072904318,60,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4354133333333333,1415.312,150,150,5,3333,0,268708,111,149.54777970926665,149.54777970926665,0.9969851980617777,39,,,,
19,button,common,29,29,1,0,3.8111427299703264,12843.551,3109,3370,27,105,0,234971,123,158.2552097499122,158.2552097499122,0.050902286828534,37,,,,
20,cat,uncommon,29,24,1,0,5.0789533333333333,3047.372,600,600,24,1150.000000000000000000,0,501594,285,207.54020234809744,207.54020234809744,0.34590033724682906,31,,,,
21,cherry,rare,29,29,1,0,9.1904100000000000,919.041,98,100,11,2180.000000000000000000,0,12637,31,1.8305569937674795,1.8305569937674795,0.018679152997627343,82,,,,
22,egg,rare,29,10,1,0,13.2476400000000000,1324.764,100,100,7,8660.000000000000000000,0,1001380,517,771.9125191786829,771.9125191786829,7.719125191786829,14,,,,
23,coconut,rare,29,29,1,0,6.8344398625429553,1988.822,278,291,31,1755,0,475944,132,238.27922453055976,238.27922453055976,0.8571195126998552,29,,,,
24,cute,uncommon,29,29,1,0,5.5939587345254470,4066.808,710,727,23,424.447619047619048000,0,16890,14,4.059163131864096,4.059163131864096,0.005717131171639573,80,,,,
25,devil,epic,29,29,1,0,13.6521647058823529,1160.434,84,85,22,8500,0,294390,181,94.15752923099016,94.15752923099016,1.1209229670355971,49,,,,
26,revolver,uncommon,29,24,1,0,3.7927100000000000,2275.626,600,600,13,675.600000000000000000,0,518573,343,275.0098330863393,275.0098330863393,0.45834972181056555,28,,,,
27,disguise,epic,29,29,1,0,12.1767662337662338,937.611,76,77,5,5957.000000000000000000,1,669839,187,494.745256482157,494.745256482157,6.509806006344171,20,,,,
28,dog,uncommon,29,29,1,0,4.6456500000000000,2787.390,600,600,23,550,0,300535,320,132.58754906430306,132.58754906430306,0.2209792484405051,41,,,,
29,donut,uncommon,29,29,1,0,5.4258439153439153,4101.938,696,756,20,363.000000000000000000,0,397948,210,130.56630781449468,130.56630781449468,0.1875952698484119,42,,,,
30,baseball,epic,29,29,1,0,9.6250704225352113,683.380,70,71,17,5178.800000000000000000,0,7678,14,0.7784644395390108,0.7784644395390108,0.011120920564843012,84,,,,
31,bowie,rare,29,24,1,0,7.6929166666666667,2584.820,332,336,29,1450,0,607461,396,212.91718810972833,212.91718810972833,0.6413168316558082,30,,,,
32,eyeball,rare,29,29,1,0,6.9658576271186441,2054.928,282,295,14,1300,0,43931,47,15.01391409220973,15.01391409220973,0.0532408301142189,70,,,,
33,eyeball2,epic,29,29,1,0,10.5988441558441558,816.111,73,77,17,6000.000000000000000000,0,116455,31,11.8072514074649,11.8072514074649,0.1617431699652726,74,,,,
34,discoball,epic,29,29,1,0,13.6566226415094340,723.801,53,53,12,9100.000000000000000000,0,30970,34,1.7573638561216613,1.7573638561216613,0.03315780860606908,83,,,,
