id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,RankPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,30.1169000000000000,301.169,10,10,32,63900.000000000000000000,0,888155,238,439.01604060162424,439.01604060162424,43.90160406016243,27,,,,
4,8ball,common,29,29,1,0,4.1792820870535714,14978.547,3315,3584,15,110,0,639002,372,96.9261252401118,96.9261252401118,0.029238650147846698,48,,,,
7,alien,common,29,29,1,0,4.6593570000000000,9318.714,2000,2000,26,177.600000000000000000,0,359581,251,71.2246572626319,71.2246572626319,0.03561232863131595,54,,,,
8,angel,epic,29,29,1,0,17.8962800000000000,894.814,50,50,14,30280.000000000000000000,0,1441110,533,480.8674411635303,480.8674411635303,9.617348823270607,22,,,,
9,banana,rare,29,29,1,0,7.9202533333333333,1188.038,150,150,9,2000,0,361433,102,70.56500919785664,70.56500919785664,0.4704333946523776,55,,,,
11,basketball,common,29,29,1,0,3.8902115606936416,10095.099,2396,4283,19,120,0,368816,302,90.26031371765946,90.26031371765946,0.03767124946479944,49,,,,
12,beachball,common,29,29,1,0,3.5909081574443811,12589.724,3272,3506,25,117.200000000000000000,0,474160,237,208.1100636598227,208.1100636598227,0.06360332018943236,41,,,,
13,bomb,uncommon,29,29,1,0,5.0802550000000000,3048.153,600,600,33,825.000000000000000000,0,1467838,333,590.9058360034705,590.9058360034705,0.9848430600057843,20,,,,
14,shades,epic,29,29,1,0,14.7259000000000000,736.295,50,50,14,10500,0,101914,48,28.244560282840688,28.244560282840688,0.5648912056568137,71,,,,
15,bowling,common,29,29,1,0,2.8846215000000000,5769.243,1998,2000,25,165.600000000000000000,0,254328,333,48.92392900661342,48.92392900661342,0.024486450954260972,62,,,,
17,ninja,rare,29,29,1,0,10.4239100000000000,1042.391,100,100,28,5650.000000000000000000,0,97802,70,21.102260439227237,21.102260439227237,0.21102260439227238,76,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.3438066666666667,1401.571,150,150,13,3626.400000000000000000,2,4176458,761,2360.8762942048625,2360.8762942048625,15.739175294699082,9,,,,
19,button,common,29,24,1,0,3.8258044192296208,12812.619,3091,3349,26,115.400000000000000000,0,67734,104,13.368774242692902,13.368774242692902,0.004325064458975381,79,,,,
20,cat,uncommon,29,24,1,0,5.1394266666666667,3083.656,600,600,16,1075.400000000000000000,1,2256885,683,795.0947486690533,795.0947486690533,1.325157914448422,17,,,,
21,cherry,rare,29,29,1,0,10.1490800000000000,1014.908,98,100,7,3662.000000000000000000,0,752393,220,622.1773772888959,622.1773772888959,6.348748747845876,19,,,,
22,egg,rare,29,29,1,0,13.6942200000000000,1369.422,100,100,23,6860.000000000000000000,0,2296186,603,1447.5329045265405,1447.5329045265405,14.475329045265404,12,,,,
23,coconut,rare,29,29,1,0,6.8833819444444444,1982.414,275,288,23,1639.000000000000000000,0,199112,114,46.684163613641736,46.684163613641736,0.16976059495869722,63,,,,
