id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,RankPrize,BetPrize,ZonePrize
2,spy,legendary,29,29,1,300.000000000000000000,32.4688000000000000,324.688,10,10,16,79524.138000000000000000,0,244987,33,123.4237255309344,123.4237255309344,12.34237255309344,49,,,,
4,8ball,common,24,29,1,0,4.1553295264623955,14917.633,3321,3590,23,155,0,199389,253,46.424918963717374,46.424918963717374,0.013979198724395476,59,,,,
7,alien,common,29,29,1,0,4.6126405000000000,9225.281,2000,2000,23,240.000000000000000000,0,192188,127,44.748267586471236,44.748267586471236,0.022374133793235617,60,,,,
8,angel,epic,29,29,1,0,17.6526400000000000,882.632,50,50,11,20078.000000000000000000,1,3693303,858,771.3307697023212,771.3307697023212,15.426615394046424,20,100.000000000000000000,,,
9,banana,rare,29,29,1,0,7.8706333333333333,1180.595,150,150,23,1988.000000000000000000,0,38128,33,8.877567520016731,8.877567520016731,0.05918378346677821,80,,,,
11,basketball,common,29,29,1,0,3.9101700039261877,9959.203,2348,4295,23,118.200000000000000000,0,94828,102,22.079363533050426,22.079363533050426,0.00940347680283238,73,,,,
12,beachball,common,29,29,1,0,3.6160656871218669,12551.364,3235,3514,29,144,0,519787,404,125.21623960081313,125.21623960081313,0.038706720123898954,48,,,,
13,bomb,uncommon,29,29,1,0,5.0224600000000000,3013.476,600,600,30,874.000000000000000000,0,2237839,588,918.9070751916524,918.9070751916524,1.5315117919860874,17,,,,
14,shades,epic,29,29,1,0,14.5894800000000000,729.474,50,50,9,12510.000000000000000000,0,10365,20,3.782758721215379,3.782758721215379,0.07565517442430758,84,,,,
15,bowling,common,29,29,1,0,3.4547712418300654,4757.220,1375,2000,19,150,0,217831,216,156.33048484561903,156.33048484561903,0.11369489806954111,44,,,,
17,ninja,rare,29,29,1,0,10.3559800000000000,1035.598,100,100,25,4200,0,588278,275,220.00749430616082,220.00749430616082,2.2000749430616082,41,,,,
18,burger,rare,29,24,1,300.000000000000000000,9.2043266666666667,1380.649,150,150,4,3839.800000000000000000,0,851188,324,315.3236497248163,315.3236497248163,2.1021576648321085,32,,,,
19,button,common,29,29,1,0,3.8202432271509378,12832.197,3099,3359,5,128,0,294360,213,66.00663530050981,66.00663530050981,0.021299333752988002,56,,,,
20,cat,uncommon,29,24,1,0,5.0924083333333333,3055.445,600,600,3,965.000000000000000000,1,1248361,535,679.8628882789261,679.8628882789261,1.1331048137982103,22,,,,
21,cherry,rare,29,16,1,0,9.9507500000000000,995.075,98,100,27,3660.000000000000000000,1,903080,1358,714.3957803265938,714.3957803265938,7.289752860475447,21,,,,
22,egg,rare,29,24,1,0,13.4184700000000000,1341.847,100,100,8,8500.000000000000000000,0,1583752,715,1226.991003446219,1226.991003446219,12.26991003446219,11,,,,
23,coconut,rare,29,29,1,0,6.8353114186851211,1975.405,276,289,20,1800,0,211949,80,119.81743706338203,119.81743706338203,0.43412114878036967,50,,,,
24,cute,uncommon,29,29,1,0,5.6137317744154058,4081.183,710,727,23,550.000000000000000000,0,87181,111,20.298867340604772,20.298867340604772,0.02858995400085179,76,,,,
25,devil,epic,29,29,1,0,13.6643827160493827,1106.815,80,81,33,9300,0,890928,385,293.432530457951,293.432530457951,3.6679066307243873,34,,,,
26,revolver,uncommon,29,24,1,0,3.8267500000000000,2296.050,600,600,26,785.000000000000000000,0,923609,637,256.1970395079052,256.1970395079052,0.42699506584650865,37,,,,
27,disguise,epic,29,29,1,0,12.2300129870129870,941.711,76,77,16,5957.000000000000000000,0,204212,72,31.128885194248944,31.128885194248944,0.4095905946611703,66,,,,
28,dog,uncommon,29,29,1,0,4.6659566666666667,2799.574,600,600,3,620,0,433653,346,220.3620793858271,220.3620793858271,0.36727013230971184,40,,,,
29,donut,uncommon,29,29,1,0,5.4397427055702918,4101.566,694,754,15,437.200000000000000000,0,400802,242,58.17012124269476,58.17012124269476,0.08381861850532386,57,,,,
30,baseball,epic,29,29,1,0,9.6344084507042254,684.043,70,71,17,5178.800000000000000000,0,20737,19,1.6447241626992612,1.6447241626992612,0.023496059467132305,86,,,,
31,bowie,rare,29,29,1,0,7.6568644578313253,2542.079,328,332,23,1918.800000000000000000,0,184748,148,43.01596842708904,43.01596842708904,0.13114624520453977,61,,,,
32,eyeball,rare,29,29,1,0,6.9974610169491525,2064.251,282,295,23,1499,0,114211,81,26.59242194787639,26.59242194787639,0.09429936860949074,68,,,,
33,eyeball2,epic,29,29,1,0,10.6380657894736842,808.493,72,76,17,6420.000000000000000000,0,60016,44,4.760079343615704,4.760079343615704,0.06611221310577367,83,,,,
34,discoball,epic,29,29,1,0,13.7639433962264151,729.489,53,53,13,9560.000000000000000000,0,1101821,163,392.4453902364478,392.4453902364478,7.404630004461279,29,,,,
35,fishcake,uncommon,29,29,1,0,5.3348579088471850,3979.804,696,746,12,388,0,39567,36,5.359468316454022,5.359468316454022,0.007700385512146583,82,,,,
36,floater,rare,29,29,1,0,8.4558066666666667,1268.371,150,150,31,8000,0,355717,167,440.69889759204807,440.69889759204807,2.937992650613654,27,100.000000000000000000,,,
37,fox,uncommon,29,29,1,0,5.9096570351758794,4704.087,723,796,23,556.000000000000000000,0,33940,36,7.902450735138686,7.902450735138686,0.010930084004341197,81,,,,
38,fox777,legendary,29,21,1,0,30.0262857142857143,420.368,14,14,11,133000,0,2126916,633,1017.8321150509148,1017.8321150509148,72.7022939322082,15,,,,
40,gamer,rare,29,29,1,0,9.4296900000000000,942.969,99,100,4,3370.000000000000000000,0,812202,474,237.6832156769022,237.6832156769022,2.4008405623929514,38,,,,
41,xmasball,epic,29,29,1,0,10.7088333333333333,642.530,59,60,17,5980.000000000000000000,0,83724,49,94.79581699554917,94.79581699554917,1.6067087626364267,52,,,,
42,derp,uncommon,29,29,1,0,6.9254928571428571,2908.707,420,420,21,960.000000000000000000,0,393529,210,77.16132768554378,77.16132768554378,0.18371744687034233,54,,,,
43,moneybag,legendary,29,29,1,0,18.4289000000000000,184.289,10,10,16,40000,0,242646,152,34.93134187759569,34.93134187759569,3.493134187759569,65,,,,
44,moon,uncommon,29,21,1,0,5.5615950000000000,3336.957,600,600,12,4150.000000000000000000,5,8580671,2661,5083.115220879751,5583.115220879751,9.305192034799585,3,200.000000000000000000,500,705,
45,bull,uncommon,29,29,1,0,6.1720514800514801,4795.684,743,777,12,750,0,372963,90,144.0743252648255,144.0743252648255,0.19390891691093606,45,,,,
46,opencan,uncommon,29,29,1,0,4.8847550000000000,2930.853,600,600,16,625.000000000000000000,0,106202,57,15.288850300785581,15.288850300785581,0.02548141716797597,78,,,,
47,candyswirl,rare,29,29,1,0,10.5190500000000000,1051.905,100,100,22,6778.500000000000000000,0,1158234,568,451.09136663385027,451.09136663385027,4.510913666338503,26,,,,
48,royman,epic,29,29,1,0,12.5494600000000000,627.473,50,50,3,7500,0,14713,13,2.7546268368860343,2.7546268368860343,0.05509253673772069,85,,,,
49,panda,uncommon,29,29,1,0,5.3244566666666667,3194.674,599,600,30,800,0,660401,322,138.207657423227,138.207657423227,0.2307306467833506,47,,,,
50,melon,rare,29,29,1,0,6.9888392857142857,1956.875,276,280,23,1540.000000000000000000,0,307599,65,71.62009262457056,71.62009262457056,0.2594930892194586,55,,,,
51,casinochip,uncommon,29,24,1,0,4.7442616666666667,2846.557,600,600,23,950,0,105160,79,24.485024139869896,24.485024139869896,0.040808373566449826,72,,,,
52,pizza,rare,29,24,1,0,8.6789200000000000,1301.838,150,150,30,3890.138000000000000000,1,1284724,522,910.8532828395785,910.8532828395785,6.072355218930523,18,,,,
53,jackolantern,rare,29,29,1,0,9.5319200000000000,1429.788,150,150,23,2370.000000000000000000,0,160390,90,37.34455136738049,37.34455136738049,0.2489636757825366,63,,,,
54,waffle,uncommon,29,24,1,0,5.1252081081081081,3792.654,691,740,18,656.200000000000000000,0,248318,115,36.68309065368207,36.68309065368207,0.05308696187218824,64,,,,
55,saturn,common,24,29,1,0,3.5862610000000000,7172.522,1995,2000,13,222,0,409618,342,269.25284782126494,269.25284782126494,0.13496383349436838,36,,,,
56,marble,rare,29,29,1,0,7.2147716262975779,2085.069,279,289,23,1500,0,161112,69,37.51265889333129,37.51265889333129,0.13445397452806915,62,,,,
57,skull,uncommon,29,29,1,0,6.5127029096477795,4252.795,651,653,28,1500,0,2014061,518,1602.4237023451897,1602.4237023451897,2.4614803415440702,8,,,,
58,skullpatch,rare,29,29,1,0,8.8634266666666667,1329.514,150,150,23,2560.000000000000000000,0,1329519,342,309.55976425842226,309.55976425842226,2.0637317617228152,33,,,,
59,football,common,29,24,1,0,3.5223780000000000,7044.756,1997,2000,29,298.000000000000000000,1,2307236,989,1561.719366038194,1561.719366038194,0.782032732117273,9,,,,
60,starballoon,common,29,29,1,0,3.5025748468047855,12003.324,3163,3693,11,145,0,158225,204,25.98227703644973,25.98227703644973,0.008214441048513984,70,,,,
61,tamagochi,epic,29,29,1,0,11.8806184210526316,902.927,76,76,19,8920.000000000000000000,0,104296,32,28.3326407091824,28.3326407091824,0.37279790406818947,67,,,,
62,target,uncommon,29,29,1,0,5.0112988047808765,3773.508,718,753,23,409.800000000000000000,0,56967,49,13.263963200608297,13.263963200608297,0.01847348635182214,79,,,,
64,tomato,uncommon,29,29,1,0,4.9017165149544863,3769.420,747,769,8,368.600000000000000000,0,92849,72,26.490033077267913,26.490033077267913,0.0354618916697027,69,,,,
65,volleyball,common,29,29,1,0,3.2963670886075949,5468.673,1659,2000,28,145.800000000000000000,0,906631,267,655.3364281577755,655.3364281577755,0.3950189440372366,23,,,,
66,racoon,uncommon,29,29,1,0,6.3141132315521628,4962.893,739,786,12,477.000000000000000000,0,126490,141,17.133448261133502,17.133448261133502,0.02318463905430785,77,,,,
67,peach,rare,29,29,1,0,10.1012178217821782,1020.223,101,100,9,2730.000000000000000000,0,145952,54,141.1273805695621,141.1273805695621,1.3973007977184366,46,,,,
68,watermelon,uncommon,29,29,1,0,3.9182550000000000,2350.953,600,600,20,625.000000000000000000,0,200628,85,22.058947515762487,22.058947515762487,0.03676491252627081,74,,,,
69,citrus,epic,24,29,1,0,15.3784400000000000,768.922,50,50,4,9000,1,1410501,445,654.0393885283389,654.0393885283389,13.08078777056678,24,,,,
70,potion,epic,29,29,1,0,13.4388400000000000,671.942,50,50,24,11700,0,585374,192,406.6231136504944,406.6231136504944,8.132462273009889,28,,,,
