id,name,rarity,multiplier,merc_multiplier,boost,staked,AverageSkinPower,TotalSkinPower,Supply,MaxSupply,attacking,market_price,zones,VictoryPoints,wins,Prize,TotalPrize,PrizePerSkin,ranking,bets,BetPrize,ZonePrize,RankPrize
2,spy,legendary,29,29,1,300.000000000000000000,30.4778000000000000,304.778,10,10,3,56400.000000000000000000,0,2163916,395,644.0151209022675,644.0151209022675,64.40151209022676,20,,,,
4,8ball,common,29,29,1,0,4.1940273513815239,15027.200,3314,3583,21,135,0,372683,350,40.59443179476352,40.59443179476352,0.012249375918757853,63,,,,
7,alien,common,29,29,1,0,4.6790395000000000,9358.079,2000,2000,18,250,0,198111,184,20.017248331823133,20.017248331823133,0.010008624165911566,78,,,,
8,angel,epic,29,29,1,0,17.9595400000000000,897.977,50,50,14,28500,1,3708181,365,1377.2801358173883,1377.2801358173883,27.545602716347766,13,,,,
9,banana,rare,29,29,1,0,7.9464600000000000,1191.969,150,150,4,2129.600000000000000000,0,450553,181,71.77254998098365,71.77254998098365,0.47848366653989105,55,,,,
11,basketball,common,29,29,1,0,3.6502734107997266,10680.700,2727,4276,18,110,0,481217,417,53.413263147487946,53.413263147487946,0.01958682183626254,59,,,,
12,beachball,common,29,29,1,0,3.5989714448886351,12603.598,3268,3502,21,121.600000000000000000,0,613853,326,66.76644765712541,66.76644765712541,0.020430369540124053,56,,,,
13,bomb,uncommon,29,29,1,0,5.1193300000000000,3071.598,600,600,5,1102.600000000000000000,1,5281365,1211,1780.5827365900752,1780.5827365900752,2.967637894316792,9,,,,
14,shades,epic,29,29,1,0,14.8228400000000000,741.142,50,50,32,13240.000000000000000000,0,1182396,301,188.13527557546263,188.13527557546263,3.7627055115092527,47,,,,
15,bowling,common,24,29,1,0,2.9225715000000000,5845.143,1998,2000,18,190,0,314780,362,29.85366171400637,29.85366171400637,0.014941772629632819,69,,,,
17,ninja,rare,29,29,1,0,10.4435300000000000,1044.353,100,100,16,5890.000000000000000000,0,67827,104,8.04398118268951,8.04398118268951,0.08043981182689511,85,,,,
18,burger,rare,29,29,1,300.000000000000000000,9.4202733333333333,1413.041,150,150,23,4685.000000000000000000,1,5009987,677,2169.684668263054,2169.684668263054,14.464564455087027,8,,,,
19,button,common,29,21,1,0,3.8214774289985052,12782.842,3087,3345,21,124.600000000000000000,0,252119,199,27.36253823753869,27.36253823753869,0.008863795995315416,72,,,,
20,cat,uncommon,29,29,1,0,5.1530816666666667,3091.849,600,600,19,1215.000000000000000000,0,590575,236,355.8321472976162,355.8321472976162,0.5930535788293603,33,,,,
21,cherry,rare,29,29,1,0,10.1784900000000000,1017.849,98,100,26,3662.000000000000000000,0,496152,225,76.46948244975401,76.46948244975401,0.7803008413240206,54,,,,
22,egg,rare,29,29,1,0,13.7354800000000000,1373.548,100,100,30,8000,1,2331712,522,1331.5319020566783,1331.5319020566783,13.315319020566783,14,,,,
23,coconut,rare,29,29,1,0,6.8853854166666667,1982.991,275,288,23,1550,0,354244,277,203.77274537172156,203.77274537172156,0.7409918013517147,45,,,,
24,cute,uncommon,29,29,1,0,5.6563604972375691,4095.205,707,724,22,522.000000000000000000,0,1413637,380,356.4425632053345,356.4425632053345,0.5041620413088183,32,,,,
25,devil,epic,29,24,1,0,14.0509753086419753,1138.129,80,81,32,8440.000000000000000000,1,2813850,796,1650.5322491332095,1650.5322491332095,20.63165311416512,10,,,,
26,revolver,uncommon,29,29,1,0,3.9981583333333333,2398.895,600,600,16,1000,1,1751415,715,966.9457898481486,966.9457898481486,1.611576316413581,17,,,,
27,disguise,epic,29,29,1,0,12.0382702702702703,890.832,73,74,9,8000,0,132666,50,20.80525648885964,20.80525648885964,0.2850035135460225,77,,,,
28,dog,uncommon,29,29,1,0,4.8683000000000000,2920.980,600,600,24,750,0,1201113,534,386.12370172687827,386.12370172687827,0.6435395028781304,31,,,,
29,donut,uncommon,29,29,1,0,5.4560281501340483,4070.197,686,746,15,299.400000000000000000,0,261157,153,43.17098292986236,43.17098292986236,0.0629314619968839,62,,,,
30,baseball,epic,29,29,1,0,9.6244714285714286,673.713,69,70,8,6718.800000000000000000,0,139743,164,51.76891547811887,51.76891547811887,0.7502741373640416,60,,,,
31,bowie,rare,29,29,1,0,7.8012484472049689,2512.002,318,322,21,1490,0,323025,156,34.9863668946605,34.9863668946605,0.11002002168132233,68,,,,
32,eyeball,rare,29,29,1,0,6.9951103448275862,2028.582,277,290,33,1500,0,45231,55,4.290681034089276,4.290681034089276,0.015489823227759117,86,,,,
33,eyeball2,epic,29,29,1,0,10.3249200000000000,774.369,71,75,23,6360.000000000000000000,0,62674,28,13.799516276984313,13.799516276984313,0.19435938418287765,82,,,,
34,discoball,epic,29,29,1,0,13.8583207547169811,734.491,53,53,6,8749.332000000000000000,0,282159,70,29.021768202773632,29.021768202773632,0.5475805321278043,70,,,,
35,fishcake,uncommon,29,29,1,0,5.3234748299319728,3912.754,685,735,18,366.236190476190472000,0,95015,96,11.753540904356473,11.753540904356473,0.017158453874972952,84,,,,
36,floater,rare,29,29,1,0,8.4806133333333333,1272.092,150,150,11,3240,0,93189,24,23.58155096119714,23.58155096119714,0.15721033974131426,74,,,,
37,fox,uncommon,29,29,1,0,5.9576199494949495,4718.435,720,792,3,385,0,229776,174,25.115494009516983,25.115494009516983,0.03488263056877359,73,,,,
38,fox777,legendary,29,29,1,0,30.8168571428571429,431.436,14,14,7,100000,0,1201523,323,286.9637452977964,286.9637452977964,20.497410378414028,35,,,,
40,gamer,rare,24,24,1,0,9.9110200000000000,991.102,99,100,19,3345.000000000000000000,0,1158617,367,460.0822721785324,460.0822721785324,4.647295678571034,28,,,,
41,xmasball,epic,29,29,1,0,10.7504666666666667,645.028,60,60,23,6980.000000000000000000,0,163468,133,35.99226675760398,35.99226675760398,0.599871112626733,67,,,,
42,derp,uncommon,29,29,1,0,7.0300619047619048,2952.626,420,420,6,1300,0,402058,148,40.11685177258326,40.11685177258326,0.09551631374424585,64,,,,
43,moneybag,legendary,29,29,1,0,18.4985000000000000,184.985,10,10,5,41000.138000000000000000,0,524529,282,211.4999149422577,211.4999149422577,21.14999149422577,43,,,,
44,moon,uncommon,21,21,1,0,5.9078100000000000,3544.686,600,600,8,5683.000000000000000000,4,7058028,2445,3372.297370889438,3372.297370889438,5.6204956181490635,4,200.000000000000000000,,,
45,bull,uncommon,29,29,1,0,6.3493428201811125,4908.042,739,773,9,650.000000000000000000,0,1026338,221,334.9559066098528,334.9559066098528,0.4532556246412081,34,,,,
46,opencan,uncommon,29,29,1,0,4.9226166666666667,2953.570,600,600,11,600,0,485939,199,279.1199304546923,279.1199304546923,0.4651998840911538,36,,,,
47,candyswirl,rare,24,24,1,0,10.9511700000000000,1095.117,100,100,26,5981.400000000000000000,1,2344770,1155,1443.3943589967994,1443.3943589967994,14.433943589967994,12,,,,
48,royman,epic,29,29,1,0,12.1330200000000000,606.651,50,50,9,6600,0,289905,116,58.33891602787637,58.33891602787637,1.1667783205575275,58,,,,
49,panda,uncommon,29,29,1,0,5.3926466666666667,3235.588,599,600,4,1000,0,565695,278,209.65940812751276,209.65940812751276,0.35001570638983764,44,,,,
50,melon,rare,29,24,1,0,6.9912930402930403,1908.623,269,273,33,2000,0,285014,51,132.92779044799715,132.92779044799715,0.49415535482526823,50,0.000000000000000000,,,
51,casinochip,uncommon,29,29,1,0,5.0032816666666667,3001.969,600,600,18,1300,0,469738,272,179.2368981555585,179.2368981555585,0.29872816359259746,48,,,,
52,pizza,rare,29,29,1,0,8.8494866666666667,1327.423,150,150,13,3960.000000000000000000,0,1157305,267,161.18144826709872,161.18144826709872,1.0745429884473248,49,,,,
53,jackolantern,rare,29,29,1,0,9.5990533333333333,1439.858,150,150,23,2400,0,433118,196,101.35200047191567,101.35200047191567,0.6756800031461044,52,,,,
54,waffle,uncommon,29,29,1,0,5.1236680384087791,3735.154,680,729,9,317.800000000000000000,0,144804,83,23.551614143575343,23.551614143575343,0.03463472668172844,75,,,,
55,saturn,common,29,29,1,0,3.6778925000000000,7355.785,1996,2000,4,229.99,0,594272,453,276.47982363098447,276.47982363098447,0.13851694570690604,37,,,,
56,marble,rare,29,29,1,0,7.3439548611111111,2115.059,279,288,20,1700,0,721755,322,228.38113938825643,228.38113938825643,0.8185703920726037,42,,,,
57,skull,uncommon,29,29,1,0,6.5523185298621746,4278.664,651,653,22,1184.095238095200000000,0,609759,275,65.30565383648324,65.30565383648324,0.10031590451072694,57,,,,
58,skullpatch,rare,29,29,1,0,8.9507133333333333,1342.607,150,150,10,2054.000000000000000000,0,1507529,250,402.1268443079442,402.1268443079442,2.680845628719628,29,,,,
59,football,common,24,21,1,0,3.9427155000000000,7885.431,1997,2000,24,1000,3,7242332,2522,3127.9944636168198,3127.9944636168198,1.5663467519363143,5,300.000000000000000000,237.33333333333334,,
60,starballoon,common,29,29,1,0,3.4307844148791746,12635.579,3420,3684,27,106.000000000000000000,0,178662,294,28.24806483150656,28.24806483150656,0.008259668079387883,71,,,,
61,tamagochi,epic,29,29,1,0,11.9570394736842105,908.735,76,76,33,7713.000000000000000000,0,189777,37,18.002533099121404,18.002533099121404,0.23687543551475532,79,,,,
62,target,uncommon,29,29,1,0,5.0219170013386881,3751.372,712,747,32,361.000000000000000000,0,220139,75,39.9433631252908,39.9433631252908,0.05610022910855449,65,,,,
64,tomato,uncommon,29,29,1,0,4.9154783748361730,3750.510,741,763,18,380,0,167121,183,15.814815602344668,15.814815602344668,0.021342531177253262,81,,,,
65,volleyball,common,29,29,1,0,3.0428385000000000,6085.677,2000,2000,15,280,0,786273,190,115.46987789901081,115.46987789901081,0.057734938949505404,51,,,,
66,racoon,uncommon,29,29,1,0,6.3224196428571429,4956.777,738,784,4,428,0,170971,184,21.939116042436616,21.939116042436616,0.02972779951549677,76,,,,
67,peach,rare,29,29,1,0,10.0606700000000000,1006.067,100,100,10,2953,0,106006,77,13.192161206340115,13.192161206340115,0.13192161206340114,83,,,,
68,watermelon,uncommon,29,29,1,0,4.1044083333333333,2462.645,600,600,10,600,0,804911,441,191.16978259269058,191.16978259269058,0.31861630432115096,46,,,,
69,citrus,epic,29,29,1,0,15.4045800000000000,770.229,50,50,17,8600,1,2445958,477,812.221171105387,812.221171105387,16.24442342210774,19,,,,
70,potion,epic,29,29,1,0,13.6490600000000000,682.453,50,50,15,11680.000000000000000000,0,513864,143,233.61120996787818,233.61120996787818,4.672224199357563,41,,,,
71,crlogo,legendary,29,21,1,0,28.7998000000000000,287.998,10,10,12,70780.933320000000000000,2,6476148,1938,2865.442523493179,2865.442523493179,286.5442523493179,6,1400.000000000000000000,,,
72,yinyang,uncommon,29,24,1,0,5.3932265734265734,3856.157,687,715,13,479.000000000000000000,0,261055,132,39.75453400710216,39.75453400710216,0.05786686172795074,66,,,,
73,waffle2,legendary,29,29,1,0,16.8637222222222222,303.547,18,18,8,40500,0,682291,235,633.2450607618648,633.2450607618648,35.18028115343694,22,,,,
74,snowman,epic,29,29,1,0,12.1551400000000000,607.757,50,50,7,8639.600000000000000000,0,66599,22,17.352100379997676,17.352100379997676,0.3470420075999535,80,,,,
75,crosshair,common,14,19,1,0,3.3222090000000000,6644.418,2000,2000,27,950,6,9745767,3317,7665.2779250737285,10665.27792507373,5.332638962536865,1,200.000000000000000000,516.5,1000,3000
76,xmasball2,common,29,29,1,0,3.7528522619424233,11862.766,2941,3996,18,55,0,410978,413,50.85969114533946,50.85969114533946,0.01729333258937078,61,,,,
77,xmasball1,rare,29,29,1,100.000000000000000000,11.2933100000000000,1129.331,100,100,13,10323.000000000000000000,0,2445109,678,1228.1477996868675,1228.1477996868675,12.281477996868675,16,,,,
78,vase,common,29,29,1,0,2.4632625000000000,4926.525,1999,2000,31,165,0,648887,222,91.87392332416692,91.87392332416692,0.04595994163289991,53,,,,
79,ufo,uncommon,29,19,1,0,5.7277733333333333,3436.664,600,600,31,3200.000000000000000000,0,4527760,1339,1602.0900349407818,1602.0900349407818,2.6701500582346362,11,100.000000000000000000,,,
80,wheeee,rare,29,29,1,0,8.5320400000000000,1279.806,150,150,5,2855.000000000000000000,0,755147,211,258.96268133439867,258.96268133439867,1.7264178755626578,40,,,,
81,owl,epic,29,29,1,200.000000000000000000,17.3743000000000000,868.715,50,50,21,18660.000000000000000000,0,977245,134,272.60393787479177,272.60393787479177,5.452078757495835,38,,,,
83,ape,epic,29,24,1,0,15.8808600000000000,794.043,50,50,21,21000.000000000000000000,0,2180201,638,478.22432238616443,478.22432238616443,9.564486447723288,26,100.000000000000000000,,,
84,ghost,epic,17,19,1,0,21.2544400000000000,1062.722,50,50,14,45200.000000000000000000,5,11527431,2584,4998.416299191006,5998.416299191006,119.96832598382012,2,900.000000000000000000,272.77777777777777,,1000
85,diver,rare,29,21,1,0,7.9684000000000000,1195.260,150,150,8,5650.000000000000000000,2,4585780,1041,3438.1763846568165,3938.1763846568165,26.254509231045443,3,,,,500
86,cobra,legendary,29,21,1,0,32.5691000000000000,325.691,10,10,8,75400.000000000000000000,0,2890464,610,1323.6986325006458,1323.6986325006458,132.36986325006458,15,,,,
87,clock,common,29,29,1,0,2.3752665000000000,4750.533,2000,2000,27,230,0,1298580,729,470.3033870825715,470.3033870825715,0.23515169354128573,27,,,,
88,ladybug,rare,21,29,1,0,9.5485200000000000,1432.278,150,150,23,5000,1,3536202,694,2546.5262091514433,2546.5262091514433,16.976841394342955,7,,,,
89,dragon,epic,29,24,1,100.000000000000000000,15.6450000000000000,782.250,50,50,22,10400,0,1890087,412,536.428782044724,536.428782044724,10.72857564089448,24,,,,
